Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_aadt
66,1597.7660809901045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5798298588732167,0.0,1.5742008350567773,0.0,0.0,0.9028412862222772,-0.706722492846857,0.0,0.0,0.0,-2.9110476144712,-1.8818219706508272,2.1666850348169033,-0.5283868711073453,-0.6755234146918165,0.45328392988797234,-0.7202788021752984,2.8374469318705664,-0.6322540194102402,-2.1253150989652356,-3.7308737853580363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7658688264282203,-1.6315278147108603,1.867594470126697,-0.571380622341737,-1.0935720237047282,0.0,0.0,1.910103694638453,0.0,0.0,-0.3369042685289004,-0.08047036814478775,-0.2942291415248009,-0.133376031164746,0.15142655861200874,0.7113053504062298
67,1597.750247116842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.579580643302456,0.0,1.5754707095571456,0.0,0.0,0.9018347475825318,-0.7063044503967779,0.0,0.0,0.0,-2.9167031161408046,-1.8752517000166806,2.1707612168368744,-0.5250488718603042,-0.6687103664687584,0.4537382624345424,-0.7182783535691541,2.8348060949257117,-0.6314394934279404,-2.133750912962829,-3.7227097554701594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7624210652330872,-1.6301765560046564,1.8677887865451666,-0.5711808978793684,-1.0915609965111535,0.0,0.0,1.9055400169280992,0.0,0.0,-0.33675417654968426,-0.08042346084401159,-0.2953289104350206,-0.13405611915552054,0.14381058446780773,0.703102167884703
68,1597.7342201305069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.579997096434348,0.0,1.5771521980606111,0.0,0.0,0.9018176518761779,-0.7053729935449486,0.0,0.0,0.0,-2.917347373155837,-1.8756545967470386,2.1753794892242504,-0.5235762764560886,-0.6647984912571053,0.45238436183719527,-0.7176014806732909,2.8372720095921617,-0.6293173012268718,-2.1356460682983402,-3.7218969488960716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7573901499369913,-1.6288562181245836,1.8710303490653373,-0.5701248928322804,-1.0884799404316252,0.0,0.0,1.9032207024370507,0.0,0.0,-0.33620494123812933,-0.08031114542004612,-0.2953690655330031,-0.1355483561593411,0.1232049864218039,0.6881144118176449
69,1597.7260527869644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806989098134325,0.0,1.577201018987779,0.0,0.0,0.9023262780681263,-0.7049733998549151,0.0,0.0,0.0,-2.918131316470787,-1.8746725435890068,2.1740651884128037,-0.5235370934233693,-0.6641002789426659,0.4531356176239035,-0.7160586711068946,2.8398690353975846,-0.6279635595691406,-2.130639653293491,-3.7217196924013094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7544323269756865,-1.627833254705334,1.872056619644165,-0.5692963029414118,-1.0867522029225896,0.0,0.0,1.9024859967695957,0.0,0.0,-0.3352143785095701,-0.0800676292042127,-0.2948946964595947,-0.1364169587525805,0.10466769182238086,0.693348767754503
70,1597.723856909209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5808520270506965,0.0,1.5763031098191098,0.0,0.0,0.9029055833604774,-0.7053288535140506,0.0,0.0,0.0,-2.9157993368035933,-1.8767911304803402,2.17360685970954,-0.5248161231171914,-0.6664667721325073,0.4528478551849978,-0.7170220467394857,2.8429666271971463,-0.6289754089310443,-2.126178330871385,-3.7278120237634496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7564114299934943,-1.6271397818212163,1.8724332774277725,-0.5690090123533009,-1.0869950691272023,0.0,0.0,1.9066167897535626,0.0,0.0,-0.33576733919615487,-0.08023078939534069,-0.29410695807219805,-0.136858593240572,0.10064615423597004,0.6936295943981685
71,1597.7231642996796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5807945250526914,0.0,1.575660913553054,0.0,0.0,0.9030859845826015,-0.7057067607199377,0.0,0.0,0.0,-2.9145213191808486,-1.8782018963785196,2.1722460407598305,-0.5261940028466434,-0.6690724450278762,0.45283236014677186,-0.7174683256740919,2.8434902926315484,-0.6301969904195343,-2.1243756706757666,-3.72990682672958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569556726478963,-1.6261578750371901,1.871983765716721,-0.5689048393051331,-1.0870490276133784,0.0,0.0,1.9080482242417847,0.0,0.0,-0.33602791607585725,-0.08028773209900592,-0.29384201845602603,-0.13730724603924058,0.09447288738539007,0.6932513488409611
72,1597.7231057118263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806718949529759,0.0,1.5757458398480209,0.0,0.0,0.9029231783540315,-0.7057344728621889,0.0,0.0,0.0,-2.914834361141884,-1.8780377587167876,2.172307917230641,-0.5260846866824826,-0.6689169992581673,0.4527780632345861,-0.7174857811464709,2.842550501104699,-0.6301688758881655,-2.1255871358948317,-3.7287245571448606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569702707162775,-1.6262247258316016,1.87166368870743,-0.569041771665641,-1.0871803938266682,0.0,0.0,1.907445249791864,0.0,0.0,-0.336020590240928,-0.08027761059992775,-0.29401574908911654,-0.13719702776413262,0.09600345876988023,0.6936601244299768
73,1597.7231013829028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.580619282113839,0.0,1.575760895837758,0.0,0.0,0.9028607896721094,-0.7057573463359523,0.0,0.0,0.0,-2.914951314983537,-1.8779837243965916,2.1723902430804616,-0.5260532631075536,-0.6689277589173847,0.4527454455926984,-0.7174992302946266,2.8422017222408194,-0.630199281057535,-2.126072680416824,-3.7284358315593042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569706912817182,-1.6261240865121562,1.8715540847872616,-0.5690511749910819,-1.0871842915745393,0.0,0.0,1.9072967084776569,0.0,0.0,-0.33602811984450304,-0.08027546272435922,-0.29405794045190475,-0.1371970719219345,0.09595026919080947,0.693819056101373
74,1597.723100973945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806072140854974,0.0,1.5757585195736599,0.0,0.0,0.9028482211742229,-0.7057671181732926,0.0,0.0,0.0,-2.91497470460125,-1.8779611419934457,2.1723829066123064,-0.526057374224472,-0.668933003388987,0.4527468517427728,-0.7174996854296702,2.8421219259574406,-0.630212824885451,-2.126138169103232,-3.7283788675743468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569722704803656,-1.6260892666355848,1.8715220340166017,-0.5690472151936382,-1.0871789541849586,0.0,0.0,1.9072686017253229,0.0,0.0,-0.336025982137107,-0.0802739624120467,-0.294063632213752,-0.13719833856936467,0.09589735431321011,0.6939155836754985
75,1597.7231008594633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.580605971122372,0.0,1.5757589604130817,0.0,0.0,0.9028467126154456,-0.7057666959904707,0.0,0.0,0.0,-2.914982133755705,-1.877956804441945,2.172392863959183,-0.5260500307113943,-0.6689296617230165,0.452744282749788,-0.717497965583696,2.8421168142032176,-0.6302060123607162,-2.126128682772182,-3.7283808485726464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.756972165632255,-1.6260812910102378,1.8715235451732022,-0.5690428800390067,-1.0871772897478436,0.0,0.0,1.9072692618982308,0.0,0.0,-0.3360220577291551,-0.08027281641258671,-0.2940614557176027,-0.13719723500277292,0.09588512040150096,0.6939872496293331
76,1597.723100812575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58060895372887,0.0,1.5757590749240764,0.0,0.0,0.9028499958615468,-0.7057656694213165,0.0,0.0,0.0,-2.914982018105989,-1.8779546665368945,2.1723885324849044,-0.5260481955579234,-0.6689245959463862,0.4527477749830331,-0.717494750366772,2.842130114539082,-0.6302000809769831,-2.1260990105101745,-3.7283933616998137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569733130528709,-1.6260847049385478,1.871529768818857,-0.5690397471010559,-1.0871754862679686,0.0,0.0,1.9072773558914258,0.0,0.0,-0.33601826780931915,-0.08027195928007684,-0.29405777745851613,-0.13719492277610637,0.09589587019557293,0.6940470970232738
77,1597.7231008092556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806099611654365,0.0,1.5757592216486238,0.0,0.0,0.9028511545386227,-0.7057647449066806,0.0,0.0,0.0,-2.9149809382250353,-1.8779567603547531,2.172391025851185,-0.526046529824986,-0.6689241638338085,0.45274721342103275,-0.7174942236228287,2.842138743512124,-0.6301980514116701,-2.126090185088595,-3.728399440148227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569744904446722,-1.6260881727099536,1.8715332888455318,-0.5690398997874858,-1.0871766189529954,0.0,0.0,1.9072817859956663,0.0,0.0,-0.3360178751531927,-0.08027193626596747,-0.2940568476950419,-0.13719410084252912,0.09590564384140125,0.6940548784550497
78,1597.7231008090948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806103563804454,0.0,1.575759195489556,0.0,0.0,0.9028516241734675,-0.7057648332205331,0.0,0.0,0.0,-2.9149802462972736,-1.8779570256929077,2.1723893829468737,-0.5260472267644736,-0.6689242351511095,0.4527479459951238,-0.7174943298089462,2.8421398617922593,-0.6301985100871884,-2.1260894126138363,-3.7284002180606386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.756974956920538,-1.6260892066327517,1.871533488159455,-0.5690400469726061,-1.0871766367527635,0.0,0.0,1.907282605586086,0.0,0.0,-0.3360179972612644,-0.08027198478432471,-0.2940567638886578,-0.13719394827644354,0.09590854202239439,0.69405451605136
79,1597.7231008090905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806102863213036,0.0,1.5757591709714174,0.0,0.0,0.9028515637588936,-0.7057648090759608,0.0,0.0,0.0,-2.914980266908051,-1.8779571954320387,2.1723898761857408,-0.5260470783255151,-0.6689243947097334,0.45274772183621614,-0.717494358362248,2.842140022194193,-0.630198486969244,-2.126089568796947,-3.7284002947944668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569750852598913,-1.6260892163229166,1.8715335196677663,-0.5690401174028288,-1.0871768026382502,0.0,0.0,1.907282755002697,0.0,0.0,-0.33601804388264406,-0.08027199642122997,-0.29405678487874276,-0.13719394429044837,0.09590879272415864,0.6940542944244059
80,1597.7231008090905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806102938613964,0.0,1.575759169054339,0.0,0.0,0.9028515729366909,-0.7057648261309981,0.0,0.0,0.0,-2.914980253217628,-1.877957180346239,2.17238977424887,-0.5260471243911184,-0.6689244025466908,0.45274776540717865,-0.7174943783124396,2.8421399489626404,-0.630198528951291,-2.126089637909258,-3.7284002732568147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.756975097029614,-1.6260892058153587,1.8715334880359502,-0.5690401117668735,-1.0871767846605396,0.0,0.0,1.9072827450245922,0.0,0.0,-0.3360180500367322,-0.08027199757018877,-0.29405678782605615,-0.13719394575926114,0.09590879087335773,0.6940543039039955
81,1597.7231008090903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5806102926915904,0.0,1.5757591671885889,0.0,0.0,0.9028515723649702,-0.7057648276448919,0.0,0.0,0.0,-2.914980252517802,-1.8779571789475555,2.172389770654276,-0.5260471271573831,-0.6689244057145041,0.4527477656804257,-0.7174943786832199,2.8421399449995706,-0.6301985310557561,-2.1260896402574883,-3.7284002722124265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569751012327635,-1.6260892029343221,1.8715334841064735,-0.5690401117916997,-1.0871767855668482,0.0,0.0,1.907282747378465,0.0,0.0,-0.3360180502474395,-0.08027199757022914,-0.29405678778360644,-0.13719394569689658,0.09590879080445694,0.6940543160674434
std.err,,,,,,,,,,,,0.13959439779519212,,0.2925494359245104,,,0.14903762943052296,0.1455141679131813,,,,0.4824273476613573,0.5466840500208116,0.4651221983819623,0.36809879364289744,0.40554537869190693,0.2824749484749552,0.3414811511136108,0.3231004780732747,0.3915400602797396,1.1344182323159597,0.42260446030415116,,,,,,,,,,0.18727275766433973,0.2521793374875141,0.33104573452020986,0.18748045627264215,0.22469951380403932,,,0.22826557073488155,,,0.04487652504677109,0.014161383171051289,0.05998028294857887,0.01719484073435976,0.22217886205274023,0.2574380753108568
t.test,,,,,,,,,,,,-11.322877691772453,,5.38630048015269,,,6.0578766303167315,-4.850145094228729,,,,-6.042319670824278,-3.435178287853952,4.67057856668946,-1.4290922335043446,-1.649444034776405,1.602789090235261,-2.1011243998193896,8.796458494731825,-1.6095378097595037,-1.8741673746877217,-8.822434740819046,,,,,,,,,,9.381904357823876,-6.4481460659513115,5.6533985759367,-3.0351969645528123,-4.83835842437548,,,8.355542805856052,,,-7.487612953481485,-5.668372686526922,-4.9025575293751364,-7.978785486669116,0.4316737871386269,2.6960049139171507
p.val,,,,,,,,,,,,0.0,,7.192268580702432E-8,,,1.379301117765408E-9,1.2337119443817102E-6,,,,1.519141035188909E-9,5.92164102429793E-4,3.0035257752025757E-6,0.15297772545925725,0.09905669971688336,0.1089812262829144,0.03563004753528087,0.0,0.10749879437833099,0.060907359365935276,0.0,,,,,,,,,,0.0,1.1322653925560644E-10,1.5730595048779605E-8,0.0024037864838268863,1.3091589816660587E-6,,,0.0,,,7.016609515630989E-14,1.4416012827922486E-8,9.459689840340957E-7,1.5543122344752192E-15,0.6659785215168053,0.007017663144122999
