Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_speed
10,1720.8820432435477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7871691119931383,0.0,1.3891251721774234,0.0,0.0,1.168507002426856,-0.7736556195011697,0.0,0.0,0.0,-3.1784965009736457,-2.0635358946518845,1.6197253649362593,0.0,0.0,0.19872371891956175,-1.8709701047258844,4.537078891089673,-2.514337212533281,-1.106182506008853,-3.7982519307234224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.325060094924718,-1.491880325856745,2.208982251185755,-0.8307248760217141,-1.1807168575005278,0.0,0.0,3.0293062788589027,0.0,0.0,-0.817066919237807,-0.2076815231140837,-0.6640107359551977,-0.26884063546640014,0.4508953307857965
11,1704.1203461808254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8380935650913455,0.0,1.7863390416471254,0.0,0.0,1.2487370746092932,-0.9995676927938528,0.0,0.0,0.0,-3.527596192056104,-2.1005889275930714,2.5347092895144865,0.0,0.0,0.1790632440956912,-1.6022550535938875,4.397883994939432,-2.221453524154293,-1.3426585445757868,-4.696775482506332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.130927390328586,-2.015454400594819,1.7756447518817828,-0.7072465201503918,-0.9706450840953135,0.0,0.0,3.1674578055229743,0.0,0.0,-0.8075517265078762,-0.2019163652322574,-0.4997838913714663,-0.2584767528630545,0.42377795325678347
12,1691.0203548355698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91913209921691,0.0,1.6784343276990836,0.0,0.0,1.247201961507126,-0.7974960747602915,0.0,0.0,0.0,-3.701191107691505,-2.072351650037914,3.1996383583349743,0.0,0.0,0.2781486058019206,-1.365815993317689,4.222224048153729,-1.9168173719269532,-1.5610123882197955,-5.349617970076321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1264966047289056,-2.0123713425167757,1.8159682325075743,-0.6987283914487912,-1.2760037245779674,0.0,0.0,2.955334021051645,0.0,0.0,-0.7961241459850219,-0.2022670393424527,-0.3814038631270337,-0.2520842835242064,0.428312787088017
13,1680.0596793262137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.794231359398678,0.0,1.711619269674411,0.0,0.0,0.9962296821081387,-0.7067460589950278,0.0,0.0,0.0,-4.186699322855092,-1.949181736463148,3.7039409278571465,0.0,0.0,0.39626745071679215,-1.185104880815604,4.0052215804891524,-1.6023954522589887,-2.0187373343354005,-5.319703033741207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3184029604093706,-2.1899609714604766,2.1978720186065734,-1.0516433910150425,-1.1160334799479161,0.0,0.0,2.395772279607059,0.0,0.0,-0.7621206029042568,-0.18442421373950593,-0.3746502005921488,-0.2475216912647291,0.3730139705551546
14,1669.57443497996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.950388304622539,0.0,2.257187050966299,0.0,0.0,1.2189523732654686,-1.0197991688940826,0.0,0.0,0.0,-4.787812053363594,-1.4802542999781978,4.282695323494349,0.0,0.0,0.7533684593869523,-0.8648815061700208,3.8636771925885025,-1.0423362821646607,-3.0176396123037175,-4.667820843247686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3782696834375336,-2.0951847134769834,2.625507528372819,-0.749985568874419,-1.4963280973933166,0.0,0.0,1.4457289336923869,0.0,0.0,-0.6911871492216382,-0.16597508680369924,-0.4770981051914107,-0.24231661707027857,0.2653115722037584
15,1660.1558344368982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.104175243856114,0.0,2.7160608687808994,0.0,0.0,1.1604007555274465,-0.2846434828591229,0.0,0.0,0.0,-5.257899443588827,-0.8044315792908225,4.303119994757449,0.0,0.0,1.0922674985208165,-0.6466106607649474,3.457050525530879,-0.5151955978100987,-4.09439812381923,-4.0250083206184275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0067399853429913,-1.8989008311853506,3.010252392014749,-0.42384508905383833,-1.6106757494696897,0.0,0.0,1.8831686120632438,0.0,0.0,-0.5659075045438793,-0.13261550710413456,-0.5311216033150564,-0.22312029286719687,0.15860946622414324
16,1645.368302263374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7014389330068245,0.0,2.258898246043149,0.0,0.0,0.9173229797483343,-0.47809590294747456,0.0,0.0,0.0,-4.823936996549537,-0.3552183805145892,4.191578030632748,0.0,0.0,1.6106435448553373,-0.47296725629801306,3.7399746074796845,-0.40933729048780343,-4.81697340034288,-3.948505339583141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763226763208269,-1.565851476075346,3.0690451703773793,-0.26781718611530014,-1.3025859425536856,0.0,0.0,2.3149695804964665,0.0,0.0,-0.5156332588073658,-0.1431423155992809,-0.479592996273463,-0.2113617787854081,0.10281219478271245
17,1633.1363750908718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4595261354490372,0.0,1.8110615749628372,0.0,0.0,0.6891855814358199,-0.5659026130436462,0.0,0.0,0.0,-4.843707864010405,-0.11846049471381259,3.7378273129391966,0.0,0.0,1.09070812277302,-0.6613480361845958,3.9198604303427818,-0.79143692698079,-5.352788241280909,-4.216173646765957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5864261328713778,-1.000624685918295,2.5740915465225083,-0.14062378048142418,-0.9996323147518145,0.0,0.0,2.210024918499024,0.0,0.0,-0.46171116724586747,-0.11405780959747432,-0.3951320956428012,-0.19991885158867628,0.047449295275012404
18,1627.6822678713743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5721981055678984,0.0,1.550478633582412,0.0,0.0,0.8530103262940769,-0.5987386284640769,0.0,0.0,0.0,-4.598466872375727,-0.21033213953706292,3.1649968900264462,0.0,0.0,0.916369301038263,-0.6921714448478762,3.8033147770469653,-0.9636452675218076,-5.559304823920313,-4.492796415543766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5726898391231878,-1.3491448216136712,2.425953212227391,-0.19167326199631515,-0.94042812988066,0.0,0.0,2.010898390865791,0.0,0.0,-0.451721933292222,-0.11249975596564311,-0.3480359548686186,-0.19520012266832906,0.012656505219351896
19,1622.7361760822598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5381539928972527,0.0,1.5552168917992713,0.0,0.0,0.8375341895753803,-0.6712099168117147,0.0,0.0,0.0,-4.383515051925989,-0.8326372583378272,2.659222024575906,0.0,0.0,1.0256564491626636,-0.684121990362318,3.4945723030748246,-1.1590204659163563,-5.78217274350117,-4.6788891373316455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7346547926027578,-1.4606139706362087,1.9720045404531468,-0.43244968567810416,-1.065084439768636,0.0,0.0,1.9041685847689742,0.0,0.0,-0.43998313377005316,-0.10817595874636042,-0.3034823325081808,-0.1913551784433861,0.008496285002132778
20,1620.331938367943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6112289413948087,0.0,1.3302136897230965,0.0,0.0,0.9342874800316451,-0.6339375251091548,0.0,0.0,0.0,-4.211833088858126,-1.3117902025175663,2.790323813483864,0.0,0.0,0.8526339650438242,-0.7069405055688244,3.4099760373087546,-1.226928795486046,-5.947718036812172,-4.505164190872168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7430246081522436,-1.5985300382117023,1.7760448452110629,-0.47372054853606393,-1.0491615427964645,0.0,0.0,1.9186844797606535,0.0,0.0,-0.4338915052475594,-0.10488199294675396,-0.3320241209878358,-0.19029904602209022,-9.05649709800789E-4
21,1617.625394386147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5715245767980424,0.0,1.5582066272255113,0.0,0.0,0.8856484224294456,-0.6692013434315621,0.0,0.0,0.0,-3.729106968510865,-1.7024751363118875,2.924737119543249,0.0,0.0,0.3915327502070094,-0.6944486332878778,3.3502566040551542,-1.1271015994726632,-6.183799750855633,-4.478186869626544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7545107694316997,-1.6245550230904386,1.9287180833302873,-0.5553791140395641,-1.0303282245546836,0.0,0.0,1.9131257933785784,0.0,0.0,-0.43497536066634435,-0.10862756049635702,-0.31843971908819807,-0.18793576232862907,0.008407569836058273
22,1615.8035386468189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6088710510130866,0.0,1.6430776242711684,0.0,0.0,0.9399295823248461,-0.730264663922145,0.0,0.0,0.0,-3.6550306337939467,-1.8726671129300247,2.9720138775099993,0.0,0.0,0.4744835527213893,-0.8901496035706002,3.1369045444322294,-1.0864809350926297,-6.457012307986238,-4.5146411245731946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5971656914012329,-1.532980610103357,2.1223238501591095,-0.4540114823764314,-0.8135268438596832,0.0,0.0,1.8153978159381645,0.0,0.0,-0.43583278645572326,-0.10581819924197644,-0.2990096491114849,-0.18439334264659768,0.01992340999096378
23,1612.3045352978397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5741298347534132,0.0,1.6974286815598632,0.0,0.0,0.9511858995446562,-0.787006231031745,0.0,0.0,0.0,-3.6020290779653066,-1.179528062869359,2.9827941626112953,0.0,0.0,0.5895449030199866,-0.4101688047642171,2.9080070673262757,-0.9823019871236767,-7.443622061334533,-3.936711247498888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8472623431394664,-1.7780953447261603,1.724755980432026,-0.8237860556235789,-1.0905221726862213,0.0,0.0,1.863340184586185,0.0,0.0,-0.4084202654947839,-0.09535002524340645,-0.2996631134050243,-0.17100639200132323,0.10602000762874722
24,1611.7697125394227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5836648622067373,0.0,1.515788813236723,0.0,0.0,0.9295001454248278,-0.7431295551378463,0.0,0.0,0.0,-3.5631054645775415,-1.897780230337842,2.428913173328091,0.0,0.0,0.3594739065884703,0.03504989880676329,3.0902494097533135,-0.32722970473275814,-6.860616110132115,-3.586646049292943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6529428124264014,-1.49022706822151,2.002599384404824,-0.4837181391934756,-0.8834264434936484,0.0,0.0,1.8620330833679497,0.0,0.0,-0.3729145384824282,-0.08890680214067721,-0.3123630734941449,-0.1627560634286267,0.19655055452320386
25,1609.0945691491452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5610030979881655,0.0,1.4870213018314447,0.0,0.0,0.897283687364167,-0.7400410915477929,0.0,0.0,0.0,-3.275663691542038,-1.9308636392510035,2.4440477481997673,0.0,0.0,0.3033132246695519,-0.6173546822572424,2.9573474696837936,-0.1815665963173665,-6.205741039228672,-3.433607446688554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7001100199600645,-1.4601129806625013,2.0252161603861683,-0.4400077804640757,-0.9486883081436976,0.0,0.0,1.8973653036560103,0.0,0.0,-0.3562157259873927,-0.08809654614459514,-0.32099833766370667,-0.16046857558769495,0.2367246210208948
26,1607.3058079195512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.585126650856739,0.0,1.5816661420755413,0.0,0.0,0.8840370412155507,-0.6931829632039949,0.0,0.0,0.0,-3.2056581373726862,-1.6750486313205297,2.661051648151016,0.0,0.0,0.4075168748115565,-0.5524113975050965,2.748538354931334,-0.9262812709267777,-5.572792814406073,-3.4706396220669427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6796765998876833,-1.4500717220866575,2.129400265381304,-0.39149721892330525,-0.9361670728300711,0.0,0.0,1.8734057286488515,0.0,0.0,-0.35698435957627894,-0.0891743990190579,-0.32124496995904755,-0.16049730565196565,0.2487842170817585
27,1605.4839363919443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5648015045695742,0.0,1.5844944044686566,0.0,0.0,0.8676646035697231,-0.6880729339019824,0.0,0.0,0.0,-3.7565579731133014,-0.9474399489178119,2.7734078839521312,0.0,0.0,0.6507954648764651,-0.6070544659337882,3.032001681492343,-0.7833802074930007,-4.430981414955218,-3.7342151923249185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7537011044509057,-1.5598813393820783,1.845363367215579,-0.5585793924887129,-1.020853351113069,0.0,0.0,1.834225078966256,0.0,0.0,-0.3783791538534466,-0.08882850357475686,-0.2931198019568724,-0.15885835462941486,0.28388216052577153
28,1603.674228257821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5607735713870987,0.0,1.5639384955347104,0.0,0.0,0.8754249554269886,-0.6947816100087377,0.0,0.0,0.0,-3.5338511075527994,-1.2129062899315592,2.7540745063483727,0.0,0.0,0.5622234149504419,-0.5971433150339716,2.8848874345243387,-0.8124010281719376,-3.4456427191585304,-3.5565221352667717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.751894381669735,-1.553907268724488,1.8618131882855502,-0.555869435597182,-1.0239085369022536,0.0,0.0,1.837320258472865,0.0,0.0,-0.37243033236885764,-0.08888677183669336,-0.30599961718421187,-0.15363172077594187,0.34600679583841554
29,1602.919267161044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.555100820334608,0.0,1.5336188916656637,0.0,0.0,0.8784884493497631,-0.6982717116489345,0.0,0.0,0.0,-3.3964507080273796,-1.4801006129314533,2.600480372499235,0.0,0.0,0.44544901215474764,-0.5606861183936944,2.876233968821374,-0.7185452915249956,-1.0560333417177037,-3.466363972167307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6946539890347312,-1.498863313909556,1.8912210590092606,-0.49337178461459097,-0.9666845793212946,0.0,0.0,1.8348118122000452,0.0,0.0,-0.3585779955956082,-0.08696249286379061,-0.30629180350392154,-0.14265982391853793,0.4716880069654995
30,1602.1414066900716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55657663948385,0.0,1.5334575041769976,0.0,0.0,0.882727508897185,-0.7052060868769918,0.0,0.0,0.0,-3.3448233405828516,-1.4976912961857891,2.5270649545012924,0.0,0.0,0.4186704152927565,-0.5353944874733876,2.8675133771043932,-0.6257508710561372,-2.3468443791492373,-3.5095705979818823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6958372240863224,-1.4995129839757964,1.8839289938074018,-0.49187712288009156,-0.9535537496503685,0.0,0.0,1.8451258186458852,0.0,0.0,-0.35050731438665517,-0.08512940249870322,-0.3008197796950839,-0.14277587674129408,0.45608603573942774
31,1601.4413275524525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5634114088642503,0.0,1.5472946825025173,0.0,0.0,0.8875228198372822,-0.7071707860501767,0.0,0.0,0.0,-3.3838716696656346,-1.4128420465982579,2.589398953159174,0.0,0.0,0.45657728870559317,-0.5345912036073178,2.8683334161725376,-0.6211588704292625,-2.250238989190954,-3.5344771119324645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7187251259520906,-1.5198484433434492,1.8955871113351157,-0.5089275896285343,-0.9707528060620346,0.0,0.0,1.8577477454715223,0.0,0.0,-0.35304677256306044,-0.08519659853108977,-0.3057887698936265,-0.14115769168581077,0.5094519171223191
32,1600.1403790499694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5745954734581153,0.0,1.5666259022097206,0.0,0.0,0.8937170936439296,-0.7110828815056908,0.0,0.0,0.0,-3.390774414223797,-1.3096633637636963,2.63618154846144,0.0,0.0,0.48968327965853437,-0.5233019923577196,2.8488183831706904,-0.5841027299586317,-1.9203933620206393,-3.6245623341196342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7583554921861504,-1.5491721725864462,1.9084255718891856,-0.5276466016398856,-0.9893676662371363,0.0,0.0,1.8811001189710514,0.0,0.0,-0.34756925634481445,-0.08323524054939073,-0.30256588776260235,-0.13297337813844434,0.6739701438416484
33,1599.0105394204052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6081814693418872,0.0,1.589655098406561,0.0,0.0,0.9143557541166881,-0.704861414164097,0.0,0.0,0.0,-3.4057170082136317,-1.3457831849207411,2.673342778907048,0.0,0.0,0.49207549662986494,-0.5265198854009301,2.9324367104979854,-0.6118473881529645,-1.6969207130815889,-3.8735852920231615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7527235851945935,-1.5826919145174723,1.9465637549804131,-0.5138526073434131,-0.9974130128575264,0.0,0.0,1.9321838426032096,0.0,0.0,-0.35351631532898314,-0.08473385871275346,-0.3072557915837491,-0.12476899649746391,0.8953388145769963
