Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_aadt
26,3677.7866756289004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4883261442679583,0.9372143398016869,-0.25551664788375217,0.0,0.9675435691157427,3.7344554203489,-1.2164143081524599,-1.1039161938081672,0.2774279280499846,-1.385706445803637,0.8457487756223312,-0.4558050992277943,-0.4332080284178754,0.413074398871208,4.761830508796457,-1.3033623929129317,-1.9154089311844504,0.3508411122549706,-0.4634372503230567,0.95068186465382,-0.8715623241504532,-1.4074990048096145,-0.32735062678401045,4.746835877519984,-1.2000262310175895,-1.080755117079593,0.3123960236036581,2.317746299560753,1.426111110744336,0.08724286804003284,-0.2008236499217266,-0.12343501550248269,4.701154121144681,-1.3485618220407574,-1.891560044660264,-0.041451115797671356,-0.16895351049556911,-0.038548343230842524,-0.1459441006387197,-0.08762519753144786,0.45564925222889335,-0.07905345533449588,0.6324901550384666,0.8261622769367047,2.706573796277478,0.05176930135206373
27,3665.599109518618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.411805531601226,1.2302347176848591,-0.3431721770320527,0.0,0.948039140517327,3.749790785263491,-1.173162701765241,-1.3778536853008276,0.07651947397277314,-1.4551199748378665,1.101429613803919,-0.33002774743062974,-0.38231465400216724,0.3609159582364049,4.734257555458633,-1.439209815357442,-2.0791038232463537,0.41332501268775396,-0.5151560976505886,1.18492580065372,-0.6511114585462253,-1.443187800734052,-0.5713020010979729,4.94876343916346,-1.3522817222000965,-1.4876412091282776,0.28328868282491976,2.3427461121859534,1.4081286524813579,-0.03538157683124915,-0.08270832027716589,-0.13181103950599987,4.811965667372514,-1.198665334547279,-2.0574703623769666,0.033826999541502506,-0.17186731101453956,-0.036908653161543487,-0.14449959791878816,-0.08905636290538575,0.5666403291568046,-0.05231176556148133,0.5557043501191234,0.8952009196802378,3.0802250435499503,-0.09683740240942562
28,3660.7498750290247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2790689885351454,1.2380846842961692,-0.31750619479519765,0.0,0.8741807417366296,3.6827365295654513,-1.3767117497207568,-1.6021432367363895,0.2003506037545278,-1.434648693084869,1.1033749091411886,-0.3667712338216495,-0.47665091973664325,0.34803203458944937,4.754589883096668,-1.4083976982487627,-2.1424786258288053,0.3918038439899977,-0.456583375507467,1.3418688791435238,-0.6416685346543356,-1.3335549462946301,-0.51487039029084,4.867536997795833,-1.5052837998253579,-1.7668073896448115,0.426972759680314,2.4206421621027507,1.5151731273692515,-0.012893113542969865,-0.19963459525369448,-0.2227891162899932,4.897622514414305,-1.14740483232921,-1.9369343553190985,0.2114983182577454,-0.17279459038676787,-0.036448573539678376,-0.14612382036763097,-0.09062624541601917,0.6097062901863267,-0.04799121213297571,0.6045885906036773,0.9614177798664785,3.211945540392647,-0.17772017807789506
29,3658.527835696976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2618716518493995,1.2678814832397654,-0.36772097573900886,0.0,0.8828704456381167,3.635807515720592,-1.4003021505912152,-1.7388785776496993,0.3433097701093741,-1.3320976308310808,1.097530843026762,-0.3928324599969093,-0.46859387192861934,0.3117773518917022,4.752507267347854,-1.452497688407082,-2.097841453617884,0.43365879181625794,-0.4358966423375723,1.315707681335142,-0.6325938770396446,-1.2882648936249743,-0.4381647796719235,4.889419900530601,-1.6415415372379,-1.9759720922523873,0.5856565345774165,2.458429080413822,1.4820913995323022,-0.06275852651549746,-0.18578194192268094,-0.19609837931204613,4.889322041873288,-1.2874905260443918,-1.8415624821802807,0.21685110615805397,-0.17336547207147598,-0.03765382790430361,-0.1463069157406803,-0.09031077515620986,0.631473111190653,-0.05210817948750977,0.6431168080809906,0.9049632000381166,3.257669527030482,-0.11794688438896976
30,3657.552885066092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.251262966971543,1.1990150826360573,-0.34754186498334594,0.0,0.9119194496849958,3.73646718191173,-1.4805820949277608,-1.8081488826389263,0.29256220248441533,-1.3946056407055054,0.9672418310455344,-0.44158614403569285,-0.4985420627617449,0.4288268427201114,4.75763068065741,-1.529445790953894,-2.0503314930206624,0.4741367574146872,-0.4469898384184753,1.259927655673415,-0.7365238474816387,-1.3006896506603112,-0.3402953678022297,4.778107551757762,-1.7381757498153165,-2.226467576032984,0.8475599332776604,2.4725619636232357,1.2753341790445203,-0.09724589138585743,-0.08695905369985182,-0.1703534249916383,4.82478384598672,-1.2663547984922647,-1.8514790927596985,0.1407041094380012,-0.17338900319458345,-0.03676916143377705,-0.14468183266928986,-0.09025443485543606,0.6619657129811312,-0.06047817652848639,0.6564679828722328,0.9070459230534278,3.296538614783517,-0.128791564817057
31,3655.7176365840264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.285079618550709,1.0565029130584953,-0.3940548285354253,0.0,0.9557255506306852,3.6256870388604128,-1.3548485457358865,-1.7095553132412125,0.22823049592395223,-1.3951450851396798,0.9414532350860862,-0.473251732953092,-0.5304605581952607,0.4787049020503994,4.859213059991923,-1.4547706544834287,-2.0816043685657584,0.4566671544254651,-0.38877895893397885,1.026335754273663,-0.7721759878738438,-1.3478945418295112,-0.23450125185214393,4.748185097954038,-1.8699413147578898,-2.5019846977042626,0.9687088792810767,2.4679295955456175,1.2736918076654031,-0.2265595617974431,-0.12917377107196434,-0.0670349666508502,4.825968498624563,-1.0976522474197534,-1.8736882851326704,0.13890566687952494,-0.17092180129837578,-0.03699467396580672,-0.14288189679192298,-0.09112137061308896,0.7120791839126013,-0.07217869109191369,0.6849504292561384,0.9997098004152393,3.3456617123627748,-0.22811940623642923
32,3653.7153799035364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.249886376332506,1.1086056481326967,-0.616730031565218,0.0,0.8462828687356343,3.63587645707897,-1.2163162114480357,-1.5104074749668897,0.14594267667009708,-1.1909417663851,1.0370744626471697,-0.44580218047221387,-0.5937084549989835,0.4828631001564161,4.818519737264513,-1.5977331473111056,-2.0579623465289907,0.4331539924693969,-0.34300245690463516,1.116606220471157,-0.8383443101266631,-1.4817208416922756,-0.14157968406051746,4.648155852427767,-1.7390317646028666,-2.6448404216386416,0.8489428931373608,2.501308898150735,1.1248509214167706,-0.13000258912950752,-0.3108039082132571,-0.1163805722903157,5.03386912457711,-1.0937948183674029,-1.778329319078335,0.2456933197874659,-0.16465173172482803,-0.03852411412384931,-0.14066904495729812,-0.09138240435130279,0.796873077620357,-0.08196679554681344,0.7393692781146038,1.0490486236505496,3.412700200743107,-0.2816011594995736
33,3651.3246000958416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2453869300115126,1.1057260194710155,-0.5465494547485308,0.0,0.8008229419486845,3.69994676158785,-1.2729348795009952,-1.5510144548075386,0.1363743212300659,-1.0971276349623331,1.0438180057005866,-0.4607046422232881,-0.5912058050888881,0.4645266997140809,4.820963427399499,-1.648205981012679,-2.038352270177226,0.422610156411627,-0.42410454442371825,1.195265573697367,-0.7950399994589509,-1.5325267522673225,-0.16212076294989058,4.686255573305242,-1.6902251344668122,-2.5616607390132726,0.7252593451660151,2.5364686606130307,1.171762997746717,-0.24052911954526063,-0.2804841530571905,-0.13532774699551903,4.973661060526357,-1.0737353149376465,-1.6834386146025744,0.3329738530084797,-0.16247649998911406,-0.03928310403749368,-0.13782717446837495,-0.09158921657788004,0.8319479346917895,-0.09009562794953353,0.7278194604592418,1.0289793675636676,3.4384225786446554,-0.25903442308337166
34,3650.2640225804016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2633370500973244,1.2471854704927472,-0.5011715896444161,0.0,0.7970959215334656,3.5865332497828586,-1.258116214638824,-1.8949278672887382,0.2663528109493609,-1.207012036683078,1.0805803040561963,-0.4299650247274422,-0.6670133719363285,0.5300210141513302,4.880886339387964,-1.5846710588579076,-2.0385112862725383,0.3826982342436864,-0.5495770684001862,1.189536034944709,-0.6970441446196844,-1.4466708199503697,-0.22805479986835842,4.734469923354794,-1.6170081833163745,-2.1212698727485657,0.6769014023860765,2.523780714819826,1.1617993983929285,-0.1470590653746347,-0.15013681457827516,-0.16699881760319618,4.921954587817618,-1.1062191708074756,-1.5655160785443676,0.29276100329823274,-0.16065014996449237,-0.03820431548416918,-0.13589721666910098,-0.09189726014150464,0.8834299834874118,-0.0845882815066912,0.6998340844351536,1.075576200551076,3.4908463050377225,-0.31572598498935367
35,3649.64600516544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2268118597389153,1.2552399612925573,-0.48632523024782764,0.0,0.7908512993192252,3.557192203482072,-1.307143721189465,-1.9784887085719827,0.2316049515518615,-1.1984070412985748,1.101276705871592,-0.4085103546208394,-0.6088026569867065,0.5256222749362012,4.877694695413955,-1.6368435140072228,-2.0464197947406295,0.4339105210390427,-0.5518710645202064,1.1626421108636076,-0.7269404062326936,-1.4069775226924879,-0.22235558966971508,4.768414032753847,-1.6153860021158475,-2.003214390614114,0.696304539799686,2.4877903904875924,1.2174303977415064,-0.12307571571577416,-0.16038369552184284,-0.14560236565015444,4.949510073595917,-1.0909560054898166,-1.563703967451522,0.24884201368667616,-0.16048816380544587,-0.03837448452187624,-0.135982042263428,-0.09184510334370223,0.8995829073095782,-0.08231683050670117,0.7058728503184114,1.07246879573281,3.51143434915112,-0.31757244241932714
36,3649.1187651488303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.177244625858957,1.2590747132367155,-0.5216849783402607,0.0,0.7572503618698487,3.5874112673197285,-1.3473568079680998,-1.9986501251075814,0.21665807661109832,-1.1799023224076772,1.1384442868872076,-0.41547445325051463,-0.5769903449911484,0.4962479031400186,4.888910517586653,-1.6066523400952664,-2.1529078373147,0.363584585000256,-0.5474593414529074,1.1752050742521982,-0.7588841367109782,-1.4006041036058845,-0.1890060358676652,4.809741584246444,-1.6377411622130063,-1.9386900644903389,0.7243330419332343,2.4808021082503267,1.2336470860886486,-0.1539759734967836,-0.11094396040542515,-0.1522958038308599,4.98795323625071,-1.063089637278278,-1.5958948080053246,0.20446390060391534,-0.16141968426127362,-0.0384311327256215,-0.13632085152602094,-0.09168680648939845,0.9314166172083638,-0.08070057223557178,0.731372621419529,1.0088723003604156,3.554351486610577,-0.25190810636267436
37,3646.489611343245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2259160498325485,1.1863445776657282,-0.4990868846892574,0.0,0.8246937233120939,3.765768284925655,-1.3423049498909165,-1.939160143692005,0.25174734482005223,-1.208308239786964,1.078007270946593,-0.44594332342621607,-0.5805125431008841,0.45326667226580364,4.966395750369927,-1.599674438406933,-2.2451038645275663,0.4800217752412835,-0.5733722475820675,1.2126422837940343,-0.7449473635873954,-1.387650178556223,-0.18346689625087237,4.9373759299151025,-1.627991235941332,-2.003908155540594,0.636116181369762,2.4789950774864566,1.3094360884114138,-0.16216064731184276,-0.13181843821653952,-0.16003613025886831,5.012165490319313,-1.1182207271559377,-1.6236525941204147,0.2122461252463754,-0.16604580310081304,-0.03824840405974844,-0.13581959569489946,-0.09205275153179289,1.0678586465393818,-0.06248960171141566,0.7568590237372688,0.9355789615881446,3.7513089759097147,-0.2083572126028254
38,3645.7015529161417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.244239947373005,1.229659688913964,-0.42841604426641366,0.0,0.8306968653750672,3.809694296433831,-1.4028025446408536,-1.8921829052011285,0.2682986718863761,-1.212469431575123,1.0893657862586572,-0.4265537820628098,-0.5287959645252139,0.4324662730546334,5.001332438383436,-1.5751776680188114,-2.1501123785844825,0.4050481526252453,-0.5637966200693764,1.2222754725926042,-0.746667513913477,-1.4065020158592674,-0.23340043171749217,5.00665289805571,-1.6380073640584487,-2.049154967466699,0.6492774579138799,2.4793149833671353,1.3155919699685297,-0.16992048969990714,-0.15428618078987144,-0.13632050021983677,5.049822383448229,-1.1550811638904073,-1.6572437112416132,0.21557969438256622,-0.16741433524608998,-0.03863842899227718,-0.13554995836295913,-0.0923567086873141,1.1168520966656925,-0.05208226035431398,0.7409572353923365,0.9478008693879152,3.819564851759595,-0.2390760987916296
39,3645.5286603909735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2437943945294423,1.2463371636977247,-0.4122400615209538,0.0,0.8148694985668067,3.8163921636273592,-1.3945137764997482,-1.8915070084687837,0.25440161621143415,-1.2222103061727303,1.0926128933988366,-0.4191457238498367,-0.5282277009327686,0.41836572998516597,5.035314745196386,-1.5578176446292258,-2.0926490871164667,0.4214205002700827,-0.5433137726256523,1.2314516598540848,-0.7365230825906866,-1.4217459073766554,-0.2568661552949556,5.020496251031674,-1.6512180321863839,-2.058063751555603,0.670920778499191,2.498844381262381,1.3261838338742116,-0.1702535565900003,-0.15519545626316586,-0.17077236741133356,5.0692278043197065,-1.1386055481504986,-1.675646885661304,0.21950812024817923,-0.16710549422183887,-0.03865433602556136,-0.13560739000162336,-0.0924099223134113,1.1347575912158254,-0.04781463243552784,0.7394889184544876,0.9258758585812166,3.8388933057426824,-0.21549964167120367
40,3645.383163547614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2396307716439527,1.2318119269994872,-0.43131351220641545,0.0,0.8164060182059708,3.8596216002233144,-1.3811657538035766,-1.9028772068003006,0.23242985818691347,-1.2097915956515215,1.0831898622810956,-0.4325936636592421,-0.5493779633035216,0.41550051463341453,5.057686624474545,-1.5526670678026846,-2.0832613935869326,0.41615273496256433,-0.520205408678431,1.2348656878134585,-0.7374215324593651,-1.4263820275843124,-0.3243370808178738,5.0376223725690314,-1.6727140561436242,-2.0597624373183048,0.7000850281202831,2.4764970903646546,1.340675356307396,-0.16065913029882567,-0.16119649610906314,-0.16307143468411908,5.090671428417064,-1.1515119927479518,-1.6727620543601047,0.2421330349933643,-0.1664018308633819,-0.038589827763359924,-0.13486517894382366,-0.09236481424431407,1.1757437195039004,-0.03925687254778806,0.7163247260442888,0.9116634079099165,3.876036264874642,-0.2115361557382017
41,3644.735612101136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.243634686716244,1.203933156656055,-0.4132606719650828,0.0,0.8011379178039437,3.9417851139652886,-1.4025253757387435,-1.8433479241030295,0.2794996655502121,-1.1745964902218486,1.048380938868439,-0.42708629142039817,-0.5366711766619132,0.3963343390744627,5.138614556843666,-1.5864974929691253,-2.122635082969282,0.4634562139980051,-0.4668192033690737,1.1674072382570182,-0.7541507366471295,-1.4086746162329316,-0.4325642346164315,5.127166624437728,-1.6816499506070792,-2.0805015226174115,0.7175225361206513,2.49767614059854,1.2925328575086699,-0.13837298066466233,-0.10282125551703691,-0.2144827908413728,5.201533120736689,-1.1463604652330321,-1.6753915243502038,0.29940001198222066,-0.16456688673832948,-0.038429840141104926,-0.1315160097356211,-0.0932781182224425,1.4035977047879404,-0.011102076998044427,0.6997485957816917,0.8945288652658405,4.075911277385635,-0.2314265624755203
42,3642.501256474964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2613157778961246,1.1871909806838825,-0.4637199742517944,0.0,0.8328397824043313,4.202106617675841,-1.3699406827533231,-1.8188229896182355,0.2559988210024086,-1.2140895695411507,1.0729452186152753,-0.4280705924625861,-0.5113761830332159,0.4301805789057961,5.392021762206803,-1.5979478695577074,-2.068146345353989,0.49418508600660543,-0.503202767890937,1.173883329194969,-0.8215546339360368,-1.4090432310910992,-0.3649297047164054,5.327978270778884,-1.6470125635379522,-2.1336659186568885,0.7130687035513261,2.5780656926777725,1.2606646681458096,-0.1993337698432312,-0.20069296355499555,-0.20706850993476889,5.37653207246807,-1.1751254160708369,-1.671781810451924,0.3161194491810715,-0.1654174637609463,-0.03851656038679739,-0.12287157146449519,-0.09596418803291465,2.03986219770939,0.03858708669117575,0.7879213353659258,0.8416292717796503,4.619730013259762,-0.2741020148444595
43,3642.336980921316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3190781319310103,1.2651128882476794,-0.33557187948174233,0.0,0.8428190694199494,4.436696917710529,-1.3717195080579838,-1.839544965285978,0.19326340039164525,-1.1117277730738169,0.9853725246926149,-0.4605694943342328,-0.6871327235301699,0.42555029370376557,5.64846730896549,-1.6352990421772902,-2.0371023485037902,0.488450814879688,-0.6016585415940577,1.1821795517840532,-0.7184683932804132,-1.4930760288191316,-0.18987714608586456,5.568896324181977,-1.6966321904330868,-2.2351643299021093,0.626119959169003,2.4750058769599197,1.230047724712119,-0.11133347408764871,-0.2692727399065648,-0.11353967347438743,5.6809859270926015,-1.1146643783852541,-1.7031144560051288,0.20793094669576892,-0.16817165596082287,-0.03984123320656724,-0.1137206884660202,-0.09804327459620699,2.698621084635791,0.07645709505327541,0.9258718181827928,0.7389023529253296,5.158380239215248,-0.2700088891199995
44,3641.8322684847526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3198327349972603,1.2501773401012815,-0.36726211151798255,0.0,0.8535351956475531,4.510272109378434,-1.3729315197729592,-1.8595688913276767,0.23490356172907173,-1.1702005541808085,1.0284375773548973,-0.4380505153618865,-0.6248502048277932,0.4406906877382939,5.724551832358538,-1.6201966908285574,-2.0167432835004138,0.4848016312079787,-0.6220530953028311,1.210671598886409,-0.7323811826354415,-1.5053225197559836,-0.1694518296418213,5.620204778148867,-1.6561611513438899,-2.2845693102676154,0.5984612738652728,2.3923460160967793,1.2905590157214506,-0.06950805871126042,-0.17503643509206282,-0.1053491456509935,5.767861057533567,-1.0753096427591349,-1.6348168373813001,0.2032075857080426,-0.16897265958183533,-0.03975413425744686,-0.11197131863824962,-0.09848183403772005,2.8493552952473222,0.08803802768925098,0.9463350570871606,0.7059965246413911,5.2383594554813095,-0.25575574137396373
45,3640.314191178567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3131389723548854,1.2601997934498452,-0.41679946307107335,0.0,0.8429074953015853,4.63812766414758,-1.3335368776044534,-1.796313101143628,0.20518161161413906,-1.2060251464579024,1.0821921349758896,-0.4354998555306405,-0.5581439012698868,0.4378696321913963,5.829831814525491,-1.5926914334402549,-2.0559944378901394,0.44961015008998356,-0.6726926861314041,1.2593069064367242,-0.7362062336194692,-1.2400552386623103,-0.19738759812139467,5.753014725672324,-1.6091781609874831,-2.13866106786168,0.6785607773925986,2.4798833193385947,1.333159808204846,-0.1246550204330382,-0.1265171137230439,-0.16528387949968992,5.83882653167501,-1.110701913150753,-1.598311396731771,0.19361436432548368,-0.16869311653004312,-0.039380519212243476,-0.10924818749377437,-0.10013460736037331,3.207726882786473,0.12343301662169633,0.9782727326648508,0.6812317394474363,5.311546977539619,-0.2603702942360885
46,3639.811174694269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.245860690213193,1.18874679486431,-0.46940670701985676,0.0,0.8181421465512758,4.654058443776224,-1.382853269624825,-1.855190978341185,0.24020760591732634,-1.2559914687997837,1.1051950158798307,-0.40568271322400595,-0.5186547771201067,0.43790770057709383,5.890233902188036,-1.5856470325881187,-2.0876745666666947,0.4481250807905837,-0.6254739621589934,1.222073731721202,-0.7207004992371882,-1.3364875898642126,-0.22274328559864964,5.766927339603384,-1.6329898372160743,-2.0218291550669028,0.6313428490304309,2.53918017845734,1.2646421194691817,-0.16207702202945462,-0.1801112581857046,-0.16219232750789403,5.839242289784716,-1.1705718651872872,-1.6474669799037274,0.21989070343701334,-0.16829048738566812,-0.038799710523656154,-0.1083290690573351,-0.1005779765331139,3.365427274585305,0.1377117654723413,0.9881950397488137,0.6633092790206008,5.307232038651658,-0.2545486888913496
47,3639.6740102721205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.255959538139739,1.2390924762016864,-0.4713508761468026,0.0,0.8455747526389592,4.6375659151932025,-1.3815383374814652,-1.933140401996386,0.27682018958731835,-1.239576965125883,1.1013375178652882,-0.44392396083201946,-0.5457342443290307,0.4497397121458083,5.874932362473709,-1.5847119949282094,-2.109211480057378,0.4410472860410421,-0.5756141278124269,1.1654361451605442,-0.8360040590134621,-1.4376183496806059,-0.23638310068124951,5.777656096513717,-1.547223628615614,-1.9683729716729808,0.6264857573107481,2.561435119532559,1.2629874179116354,-0.2177900387071759,-0.20586662821976925,-0.16991781512269574,5.840205973603314,-1.158864473371859,-1.689788295530903,0.2707555597823618,-0.16834689232091743,-0.038763585618096376,-0.10831182984305834,-0.10081215400729458,3.4552992404888965,0.1493620174396307,0.9866915378223956,0.6442517844328771,5.277735904438375,-0.2391803781192964
48,3639.5359189317196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2851610381913465,1.280554352049832,-0.42386612803591006,0.0,0.8376682688747561,4.653422003709089,-1.3855478154502576,-1.807587347971874,0.27843986713604474,-1.265481217629848,1.1535709472762055,-0.41514823803118445,-0.5575867628733621,0.4468672627517303,5.891460095650553,-1.5933835727378818,-2.1712493018081087,0.47628381034459477,-0.6620954447163405,1.2304826428898967,-0.738799652093798,-1.4938042755902223,-0.1884725094087226,5.834184922450849,-1.5669312550607941,-1.9101872159278477,0.7885648190389096,2.484828189243396,1.3132723851176513,-0.1693425980568059,-0.1818011875359579,-0.14702603996087377,5.8726067289289485,-1.1365570675416778,-1.5995319445278793,0.27819176233419496,-0.16931427433166774,-0.03875067853797073,-0.10900611451385303,-0.10129094240877702,3.6515454289908744,0.15127815005129253,1.021154993393397,0.6435345062702796,5.007439229008345,-0.23518412323526922
49,3638.9040410536086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.271281788007105,1.2616405806181745,-0.4192302440556408,0.0,0.8248470190525633,4.7275804707821285,-1.376488743167793,-1.8230412912377594,0.2448847512492917,-1.2433796212309998,1.1318783729875208,-0.4173569962935257,-0.547288910624038,0.43701792706632425,5.95355458490879,-1.5835799392504297,-2.137235096376389,0.43477614840409,-0.6677425906754256,1.24807409771474,-0.666438438262359,-1.3422306698063928,-0.1563558264975378,5.880184419751238,-1.5742716826099372,-1.9478168408981789,0.7126777480472984,2.449907936272261,1.333356239612953,-0.12999524281467853,-0.1154794043154389,-0.13962782767670986,5.965373774972802,-1.1134329309429458,-1.60296116501668,0.21011127465215323,-0.16983623998787534,-0.03920821586611472,-0.11044747088180727,-0.10193142623104676,3.8712612352472235,0.16125226734589035,1.059625124454272,0.6437416574123411,4.725659282575423,-0.2302259273648172
50,3638.690436468294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246681394322459,1.2242426283132537,-0.4514605174134415,0.0,0.8230340106424935,4.746489809184652,-1.3941672825969686,-1.8272732546367965,0.26827294546889724,-1.223595125726223,1.1093598958791577,-0.43391824441667265,-0.5669601374664606,0.4351923563103543,5.992969842369697,-1.5855072280808558,-2.115091634101522,0.4346035137880162,-0.6931693208908741,1.260505100060267,-0.6612272464185077,-1.3371996200060727,-0.178397667410361,5.949724338773889,-1.5372821313247251,-1.9756389593966066,0.7113814577680786,2.4597932044774216,1.332710399797658,-0.13387910161995858,-0.12390259795201522,-0.14633155195177583,6.0043289392076575,-1.1005794799190871,-1.6402585799994354,0.171090066508302,-0.16890660818387657,-0.03916431155104639,-0.10809261722622572,-0.10245017722199384,4.05914090572446,0.1742036752668078,1.0663159686599812,0.6332145726529272,4.699919498912044,-0.23580509926634285
51,3638.08784643737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2502800309416284,1.2306830592680917,-0.43598355494469077,0.0,0.8234038627871484,4.859910618920294,-1.3817772306155012,-1.8542260604890635,0.24771288936974653,-1.2135774704792375,1.0952064107560695,-0.4392648863731435,-0.5635708559494833,0.4338373369962278,6.086994774223652,-1.5892314784221186,-2.1120072849080973,0.42929329542715006,-0.6575520101910998,1.231955441267898,-0.6806265994322424,-1.3262995474175543,-0.17551469371964848,6.018845033867354,-1.5578746286799976,-2.009314102748192,0.6682007607410718,2.482287358762824,1.3127966340274726,-0.14090358551245735,-0.13280452695044945,-0.15043998002906578,6.096524577916839,-1.1161812567175076,-1.6517980644645096,0.18672776725489143,-0.16775952076386877,-0.039002374006073925,-0.10411669951436334,-0.10377787733549668,4.480200429849424,0.2054325903439608,1.106767516155982,0.6036736933373349,4.6600481940899225,-0.23927288452243833
52,3637.3510929780678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24351641014773,1.2333061623861354,-0.430090354536246,0.0,0.8252532404838279,4.969330880743315,-1.3691400250443462,-1.8918548668660535,0.24772246910346032,-1.2117472808010945,1.0879248049551076,-0.446443062483243,-0.5599376676540481,0.43899299313200346,6.180678624897077,-1.5934934413128987,-2.116641398416002,0.4307218358533538,-0.6052849679902402,1.1916342139151115,-0.7292989656554182,-1.3735646612803494,-0.1710848359509496,6.0929520334195875,-1.5596075212058245,-2.0355153869014777,0.6332181138992031,2.5097266858737752,1.2875408189712314,-0.1661260091594684,-0.1594251173695623,-0.15457593486859525,6.184455855968326,-1.13669956193495,-1.6779429550345,0.22476518641766013,-0.16627503271262525,-0.038683512441360715,-0.10038744629298715,-0.10587962199333656,5.246436697261701,0.25079653671537727,1.169008780302244,0.5748525026503202,4.153511145772437,-0.23812487427322582
53,3636.677888783223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2394431824247336,1.2372024632277556,-0.4173224617228129,0.0,0.8204055334343966,5.063396889918332,-1.3528175733764973,-1.8856858634718374,0.2462982047063283,-1.2137158911547437,1.0903744863132514,-0.4459090599551229,-0.5605237709219283,0.441868216082668,6.264738897072326,-1.5993775406034176,-2.127323467682512,0.44028889618580364,-0.5932403179293148,1.1818277149951522,-0.752175174277873,-1.4190500412088332,-0.15262980978586646,6.173828788438105,-1.5746086029859343,-2.059051585685271,0.6393184794501576,2.508012375683638,1.2810220462807282,-0.17264003020220794,-0.17225071649443538,-0.15359550886266943,6.266850919811577,-1.1437966672736393,-1.6773668066990959,0.2505177249345289,-0.16501420572932887,-0.03840650887653518,-0.09613316201362056,-0.10864590777132359,6.316704511595937,0.30443019775775615,1.2539895747076328,0.5451023600558308,3.3270416560844143,-0.23604796708595419
