Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_aadt
135,3631.564120551555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2466526484122804,1.232661114914477,-0.42827770749839045,0.0,0.8169401956598527,4.202559654587287,-1.364320011335901,-1.8595299341249716,0.2485010731743596,-1.2223190489775582,1.091165298544306,-0.4379753923140119,-0.5599681486494696,0.43163366430657735,5.416370287185319,-1.5872605872522998,-2.1097888507907894,0.44054002057921804,-0.706351399072527,1.2010678708666114,-0.7551946436775328,-1.405756391638757,-0.11517985462425169,5.313889993582886,-1.589864832545411,-2.019569087948021,0.6564749052533594,2.461992669747405,1.2855712498118743,-0.15804533424747977,-0.1496005941647051,-0.13988541308176386,5.408305586779657,-1.1222676763394541,-1.6405947849934384,0.2346992480480353,-0.1611050860164334,-0.037221897608343345,-0.051173979472597185,-0.10992660402680948,25.193716832464883,1.4554191652598263,2.5362489907346997,0.4913173670170964,3.435868655827291,-7.547881912862665E-4,-3.6142565497076446E-5
136,3631.5636908469337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246662498997807,1.232731560720474,-0.42822556322781785,0.0,0.8169556081755667,4.20349596586516,-1.3642706934296887,-1.859478375760416,0.24849025103116543,-1.222345356414097,1.091193461153657,-0.43797838867727695,-0.559976033749975,0.4316140353115144,5.417229329185285,-1.587283873466826,-2.1097968320654696,0.4405588619219868,-0.7064929408383076,1.2010843998454188,-0.7552182802419976,-1.4056352042880305,-0.11513574358697917,5.314665484949051,-1.5897542312213622,-2.019354348930532,0.6563682880665674,2.4620151274050546,1.2856345956890554,-0.15801526226990587,-0.14956333499331953,-0.13982214479084307,5.409146765735632,-1.1222720595315376,-1.6406397490576854,0.234695541874554,-0.16109454862297254,-0.03721865187783719,-0.05107148711159618,-0.10981362534735672,25.26505382746083,1.4580769528480346,2.539255081899853,0.49200886262600535,3.4377888188242807,-6.933456278416524E-4,-3.620169026121642E-5
137,3631.5632684741254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246633223942015,1.232658024925904,-0.4282639736089714,0.0,0.8169275906893227,4.202582423310922,-1.364293605798424,-1.8594925241800424,0.2484971069927487,-1.2223221058401577,1.0911632032026068,-0.43797046017547564,-0.559964575720847,0.4316348913205329,5.416374318669074,-1.587255930023683,-2.109778604908468,0.44054232214213157,-0.7063582358691274,1.2010576363472338,-0.7551993412131026,-1.4057296367619065,-0.11525666245273349,5.31387648998259,-1.5898515231107175,-2.0195324708034983,0.6564595368360328,2.462018739821741,1.2855827602192087,-0.15804151948131054,-0.14959393571267202,-0.13988269944312076,5.40829636948645,-1.1222790817103645,-1.6406043365719876,0.23471738434054595,-0.16109994685354007,-0.03722055914524183,-0.051144216159894326,-0.10987653742604539,25.231647885493835,1.4567557744370612,2.5374629120997523,0.4917642728595116,3.43716414237782,-7.178651885740173E-4,-3.617872964324121E-5
138,3631.562852146117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246643317304395,1.2327271519334662,-0.42821315353840117,0.0,0.8169429707583994,4.203500236615692,-1.3642458680848346,-1.859442858244199,0.24848663208714372,-1.2223479002365165,1.0911908635071526,-0.43797354041688064,-0.5599724242210206,0.4316155362604621,5.417216705173979,-1.587278879745551,-2.109786720865152,0.4405608224845093,-0.7064976936769013,1.2010741654103632,-0.7552224501547147,-1.4056114979295415,-0.11521051200793035,5.314637248199033,-1.5897434320415946,-2.0193228595919974,0.6563552614250039,2.4620401854985965,1.2856445846581683,-0.1580120807285524,-0.1495575510793577,-0.13982049503506688,5.409121432290488,-1.1222831502325261,-1.6406481445899876,0.23471340888674158,-0.16108965388411986,-0.037217386114014185,-0.051044141388482116,-0.10976658418947234,25.30085751043962,1.4593409583411643,2.5403972196235776,0.49243474967619905,3.4390226292823405,-6.582751992666376E-4,-3.6236097845460924E-5
139,3631.562441124742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2466142816372625,1.2326549381579968,-0.42825061966257383,0.0,0.8169152744143166,4.202604193777773,-1.3642679091455885,-1.8594561323415177,0.2484932662101993,-1.2223250823971348,1.0911610964732232,-0.4379656610463248,-0.5599610991722765,0.43163607815122984,5.416377781033018,-1.5872513218875521,-2.109768576252797,0.44054461242020004,-0.7063660806550659,1.2010478138687188,-0.7552038839223155,-1.4057037983208986,-0.1153299892890603,5.313862996710301,-1.5898388253641413,-2.0194972880484965,0.6564447383236984,2.4620441583602317,1.2855939887858052,-0.1580377330564001,-0.1495874090050927,-0.13987979294403877,5.408286838799875,-1.1222902798697825,-1.6406136021939512,0.23473519405123838,-0.1610948414991871,-0.03721923080714726,-0.05111495198367942,-0.10982735142936141,25.268749239863208,1.4580762501577307,2.5386694163592196,0.4922043051891951,3.438435917718333,-6.815278974403763E-4,-3.621436013195861E-5
140,3631.562035836518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2466246161577095,1.2327229294902728,-0.4282009666990043,0.0,0.8169306461465594,4.20350597762033,-1.3642215821002235,-1.8594081649735887,0.24848310132935197,-1.2223504337657558,1.0911883271366114,-0.43796882408319626,-0.5599689245282783,0.4316169519246944,5.417205757544097,-1.5872739911315328,-2.1097768314813337,0.44056281857557933,-0.706503753708633,1.2010643625977175,-0.7552265314429226,-1.4055883384894838,-0.11528191367272915,5.314611024074643,-1.5897329240873435,-2.0192921675227784,0.656342502575459,2.462064684385746,1.2856544745212497,-0.1580088480664233,-0.14955179315317535,-0.1398185049616203,5.409097973502318,-1.1222940566908755,-1.6406563900962021,0.23473095759147522,-0.16108476546171818,-0.03721612198821082,-0.0510170051363805,-0.10972008632870979,25.336059114734606,1.460596656755058,2.5415400073204344,0.49285591673073664,3.4402389979297685,-6.235993050271168E-4,-3.627015246937155E-5
141,3631.561633675119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465957072044334,1.232651814560311,-0.42823758408859036,0.0,0.8169031701385444,4.202624751479105,-1.3642427858176935,-1.8594205589373403,0.24848953085157663,-1.2223279868047527,1.0911589576943996,-0.43796096532833073,-0.5599576954189216,0.4316372394506529,5.416380380678882,-1.5872467296639343,-2.1097587034772776,0.4405468960581113,-0.7063748997814177,1.2010383384439092,-0.7552082876260189,-1.4056787562710524,-0.11540034290433558,5.313849146758448,-1.5898266964108239,-2.0194633952510546,0.6564304580241306,2.4620690609449505,1.2856049791147002,-0.1580339658024383,-0.14958098918204646,-0.13987670938960733,5.4082766343987405,-1.1223013313853745,-1.640622622706698,0.23475277876525671,-0.16108974729551714,-0.03721790683205503,-0.05108605781107975,-0.10977881155391472,25.305202472453306,1.459387003622896,2.539873823682087,0.4926396374167271,3.439690392804124,-6.455982347493289E-4,-3.624962941294268E-5
142,3631.561237078411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24660628966148,1.2327188589091125,-0.42818894324305745,0.0,0.8169185634505762,4.203513032381066,-1.3641977076772178,-1.8593741087408937,0.24847964032929373,-1.2223529665729973,1.091185833977435,-0.4379642126707156,-0.5599655135373837,0.43161829406046,5.417196251846542,-1.5872691778474566,-2.1097671079034392,0.4405648563375301,-0.7065111069140338,1.2010549329413953,-0.7552305403275256,-1.4055656104551972,-0.11535040322068293,5.314586505141546,-1.589722663701091,-2.0192621311537526,0.6563299579937394,2.462088751344343,1.2856643081681542,-0.15800555392628812,-0.14954603648494832,-0.1398161834860705,5.409076090666192,-1.1223048358553822,-1.640664524616552,0.2347482832547691,-0.16107986078828496,-0.0372148537225734,-0.05098995053223743,-0.10967390471910707,25.370832154025745,1.4618502543009158,2.542688716166911,0.49327444999081926,3.4414440387688443,-5.891472087078039E-4,-3.6304020010140344E-5
143,3631.5608411653257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465773788896097,1.2326486068297855,-0.428224804702675,0.0,0.8168911952016713,4.202643819950747,-1.364218095321101,-1.8593855964536272,0.2484858807936968,-1.2223308264704833,1.0911567621666542,-0.43795634166732655,-0.5599543392334599,0.4316383914587793,5.4163817596142545,-1.5872421154104752,-2.1097489201094164,0.44054917828027584,-0.7063846794506368,1.2010291439064638,-0.7552125672975739,-1.4056543944198598,-0.11546822681393339,5.313834511285502,-1.58981510208806,-2.0194306605830676,0.6564166500656392,2.4620935907781587,1.2856157749207588,-0.15803020756542419,-0.14957465060460232,-0.13987346188670227,5.408265326261551,-1.122312302367891,-1.6406314383500495,0.23477024958665693,-0.16108463832179118,-0.03721658067143289,-0.051057395076146976,-0.10973066444825226,25.341200674588237,1.460695145250368,2.5410822097953587,0.49307265521537114,3.4409345137192284,-6.098812464870689E-4,-3.628472746814935E-5
144,3631.5604507833623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246588225403401,1.232714906758182,-0.42817701679074516,0.0,0.8169066475133996,4.203521292347863,-1.364174105970224,-1.8593404879365936,0.24847622919531562,-1.2223555106447765,1.0911833652907474,-0.43795967772478855,-0.5599621693703539,0.4316195736904005,5.4171879899188875,-1.5872644081507103,-2.109757489925665,0.44056694469110375,-0.7065197744871045,1.2010458184792565,-0.7552344950237221,-1.4055431873348112,-0.11541642860853744,5.314563412573556,-1.5897126025053558,-2.0192325953361787,0.6563175670392687,2.4621125240777544,1.2856741360812036,-0.15800218351367018,-0.14954025119396683,-0.13981352971501315,5.409055513899171,-1.122315550715147,-1.640672591971376,0.23476549025674712,-0.16107491285830589,-0.037213574385210564,-0.05096282824624511,-0.1096277801735894,25.4053701515005,1.4631089606577645,2.543849708915424,0.4936927274513325,3.44264462586565,-5.547242313809744E-4,-3.633789061555072E-5
145,3631.560058220274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246559159219201,1.2326452556981369,-0.4282122156643808,0.0,0.8168792551078649,4.202661024080248,-1.3641936839949511,-1.8593510170563492,0.24848229473579103,-1.2223336080511844,1.091154478717594,-0.4379517548627158,-0.5599510019630076,0.4316395533955461,5.416381454520756,-1.5872374331759267,-2.1097391498038176,0.44055146511796467,-0.7063954278872129,1.2010201589756704,-0.7552167374585724,-1.405630596010412,-0.11553416709654422,5.313818556145618,-1.5898040179639263,-2.019398962299977,0.6564032741286087,2.462117907796162,1.2856264218735434,-0.15802644673912905,-0.14956836562910353,-0.13987006159331988,5.408252368930509,-1.1223232691514111,-1.6406400904353189,0.2347877351743249,-0.16107948341589148,-0.03721524450369362,-0.05102880723665481,-0.10968262131243331,25.376960579074282,1.462008992195174,2.5423018653179006,0.4935061231631532,3.44217623026725,-5.741516340669868E-4,-3.6319875147783494E-5
146,3631.5596712930615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246570297205323,1.2327110387918498,-0.4281651094043943,0.0,0.8168948140341542,4.203530696543744,-1.3641506178006728,-1.8593070733066932,0.24847284529826014,-1.2223580813934163,1.0911809004071804,-0.43795518756073315,-0.5599588680872186,0.4316208015950163,5.417180802760846,-1.5872596461704496,-2.109747909117761,0.44056909630950025,-0.7065298210523976,1.201036958863269,-0.7552384169696832,-1.4055209234255521,-0.1154804526479069,5.314541483647131,-1.5897026845182634,-2.019203381642001,0.656305257874339,2.4621361598934683,1.2856840202472655,-0.15799871603998086,-0.14953439978782537,-0.13981053108280173,5.4090359898234945,-1.1223262748072065,-1.6406806438192456,0.23478269945558283,-0.16106988792782267,-0.03721227529913525,-0.05093545560182274,-0.10958140167799688,25.43990047182748,1.4643815649265794,2.5450309900512424,0.4941136004976069,3.4438488999261354,-5.200969081261718E-4,-3.637199338237499E-5
147,3631.5592786523293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465408827424573,1.2326416823631503,-0.42819974341009737,0.0,0.816867234709641,4.202675828993816,-1.364169373291666,-1.85931655469668,0.24847874879715892,-1.2223363372627192,1.0911520657886844,-0.4379471627721647,-0.5599476488519225,0.43164074964269844,5.41637882983132,-1.5872326239031493,-2.1097292991877716,0.4405537637021308,-0.7064071798334991,1.2010113016115513,-0.7552208125266867,-1.405607238475802,-0.11559874938062925,5.3138005720659285,-1.5897934320721483,-2.019368187421307,0.6563902961250004,2.4621422019808614,1.2856369699061574,-0.15802266963143632,-0.14956210297363895,-0.1398665187403681,5.4082370274495695,-1.122334325339205,-1.6406486234276927,0.23480539388263366,-0.1610742431377764,-0.03721388849189014,-0.05100010737078802,-0.10963433341649792,25.41274026912479,1.4633388342192035,2.5435419988224575,0.49394343502493937,3.4434251934379203,-5.381335697472706E-4,-3.635534424169487E-5
148,3631.5588919087663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465523544031436,1.2327072175519582,-0.42815312437283193,0.0,0.8168829623799256,4.203541236975636,-1.3641270495785789,-1.8592735880333788,0.24846946133846645,-1.2223606993385583,1.091178414943509,-0.43795070464432484,-0.559955581787029,0.43162198890054737,5.417174545293785,-1.5872548487259288,-2.10973828280597,0.44057132927377884,-0.7065413698314247,1.2010282874148217,-0.7552423327513739,-1.4054986411019876,-0.11554298226779552,5.314520458147998,-1.5896928415294094,-2.0191742732443076,0.656292940950058,2.4621598495215564,1.2856940404347634,-0.15799512207138192,-0.14952843317423525,-0.13980715969688984,5.409017268327122,-1.1223370990973918,-1.6406887444414693,0.2348000593402704,-0.16106474185562858,-0.03721094510013211,-0.05090759781544873,-0.10953437563861154,25.474705649207053,1.4656793414275002,2.5462430847031348,0.49454067671238827,3.445067051696409,-4.849698578930328E-4,-3.6406619287674246E-5
149,3631.558494841486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465223359838626,1.2326377753964253,-0.4281873005702165,0.0,0.8168549836698454,4.202687431434379,-1.3641449412340396,-1.8592818766042536,0.24847521437223974,-1.2223390183197156,1.0911494646833992,-0.4379425112531708,-0.5599442346173935,0.43164201347306574,5.41637296027629,-1.5872276067755187,-2.109719246045118,0.4405560826487417,-0.7064200047503519,1.2010024699405661,-0.7552248070892466,-1.405584186425991,-0.11566267672472831,5.313779553503837,-1.5897833508631762,-2.019338232441873,0.6563776906204677,2.4621667148390256,1.2856474764209709,-0.1580188595649534,-0.1495558253194146,-0.13986284438173696,5.408218248286508,-1.1223455933979682,-1.6406570878449427,0.23482343381014026,-0.16106886474151857,-0.037212499560450106,-0.05097105844113968,-0.1095853525167604,25.448867644515467,1.4646981904501866,2.544814898191785,0.4943890237049652,3.4446938918621317,-5.014676974550471E-4,-3.6391490384988026E-5
150,3631.5581041300097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465342044039947,1.23270339879448,-0.42814093414691523,0.0,0.8168709639084921,4.2035529729720755,-1.3641031500731906,-1.8592396750125824,0.24846604215793128,-1.2223633930208675,1.091175877964667,-0.43794618134360297,-0.5599522755665852,0.4316231479036462,5.417169092732512,-1.5872499601598262,-2.1097285042193534,0.44057366997309727,-0.7065546302656371,1.2010197250304846,-0.7552462773297844,-1.4054761096411243,-0.11560461358888267,5.314500060788519,-1.5896829852626104,-2.0191449896296247,0.6562804979720189,2.4621838398252636,1.2857043048684182,-0.15799135888170102,-0.14952228384013755,-0.13980336552490835,5.408999085608498,-1.1223481433848645,-1.640696978768077,0.2348177644384806,-0.1610594138995817,-0.037209568137580626,-0.050878936267675624,-0.10948617426322801,25.510158921156272,1.4670175762433075,2.5475005323619406,0.4949787938703978,3.4463126297311515,-4.4894700651129573E-4,-3.644215968744087E-5
151,3631.5576966687836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246503221463994,1.2326333662479743,-0.42817477586770053,0.0,0.8168422902161229,4.202694552090363,-1.3641200900190105,-1.859246533171531,0.2484716544785997,-1.2223416525593696,1.091146586984532,-0.4379377250830443,-0.5599406954339854,0.43164339399342155,5.41636240840418,-1.587222263281642,-2.109708817977849,0.440558432563272,-0.7064340216753432,1.2009935260705806,-0.7552287359779799,-1.405561281164414,-0.11572687111233844,5.313753970992661,-1.589773811840207,-2.019309008427057,0.6563654469788971,2.4621917774954656,1.2856580111833158,-0.15801499554023604,-0.149549485448388,-0.13985905391928258,5.408194416156429,-1.1223572454873305,-1.6406655447504928,0.23484214894321664,-0.16106327315558944,-0.037211059209761435,-0.05094133894180994,-0.10953506088721678,25.48579061141336,1.4661060542772792,2.546138009469168,0.49484909343573436,3.4459996756837055,-4.6365228185168175E-4,-3.6428811837927786E-5
152,3631.557296300701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465155815593216,1.2326995254265385,-0.4281283584983546,0.0,0.8168586411460097,4.203566062030871,-1.3640785686513701,-1.85920483816221,0.24846253901417734,-1.2223662043785164,1.0911732469735635,-0.4379415523627778,-0.559948902142217,0.43162429341265557,5.417164338748291,-1.5872449031217075,-2.1097184248447163,0.44057615848681747,-0.7065699503144691,1.2010111696418773,-0.7552502998796478,-1.4054530069656603,-0.11566610979137797,5.314479974122416,-1.5896729931099212,-2.01911514084861,0.6562677618035598,2.462208474532448,1.285714969723245,-0.157987361829272,-0.14951585335247697,-0.13979906337154535,5.408981138239691,-1.1223595768621974,-1.640705466926608,0.23483608843578072,-0.16105381539226493,-0.037208121553670113,-0.05084901067429067,-0.10943604186249066,25.546788452180873,1.4684183450770327,2.5488246169936923,0.4954348797454996,3.447604907275161,-4.114612412932496E-4,-3.64791762114452E-5
153,3631.557149225604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246456770096245,1.2325703994961261,-0.4281892722221538,0.0,0.81680468541156,4.2019895789623805,-1.36410719033949,-1.8592139270293144,0.24847245296438047,-1.2223264433817103,1.0911190274321383,-0.4379255127072962,-0.5599272396406366,0.43166171548123067,5.415681034892284,-1.5871933258916342,-2.109681006315192,0.44054841029041736,-0.7063518231455201,1.2009624745511391,-0.755218290711792,-1.4056074159074894,-0.11589516915647367,5.313106895554048,-1.589839351350009,-2.019414337352059,0.6564230873535609,2.4622255070034753,1.2856311646396046,-0.15803023396196197,-0.14956501957978346,-0.13990061678426516,5.407500167659953,-1.1223776172206597,-1.6406486497882071,0.2348829681748202,-0.1610602182471593,-0.03721068730841915,-0.05096025467741034,-0.10952018647213366,25.50586175575327,1.466921550438623,2.546496096817582,0.4952506072608468,3.4471774798865455,-4.340229536239225E-4,-3.645906722870231E-5
154,3631.555952085961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2464819977452373,1.2326825791016562,-0.4281142185240653,0.0,0.8168351017154669,4.203451619231818,-1.3640432598807237,-1.859152162551954,0.2484579685835047,-1.2223670589523679,1.0911645001633257,-0.43793306987694214,-0.5599418559969093,0.4316292615013121,5.417030270371754,-1.587232606248048,-2.1096995661293576,0.44057766148851923,-0.7065770832215837,1.2009943370751874,-0.7552537099717177,-1.405431165809547,-0.1157774738656461,5.314332210267951,-1.589672503636392,-2.01909588942823,0.6562619086501151,2.462247837214323,1.2857244062001767,-0.1579847267676392,-0.14951004523403322,-0.13980069288713426,5.408827028262024,-1.1223788406333495,-1.6407137689917564,0.23486842389555687,-0.16104561000849857,-0.03720608223975131,-0.050812064811925184,-0.1093656023636028,25.59963694556755,1.470476629251145,2.550702307723229,0.49612683397510526,3.4495673869224386,-3.5523695912975705E-4,-3.653491411260753E-5
155,3631.5548719219564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2464526409706016,1.2326622074501534,-0.42810653052785036,0.0,0.8168138063873766,4.203277422863487,-1.3640173674152858,-1.8591117224438543,0.2484551441869041,-1.2223658605663001,1.0911545697058023,-0.43792568503070434,-0.5599353194803022,0.43163499923892973,5.416845532599654,-1.58722016321916,-2.1096830013167005,0.4405776047633849,-0.7065754037637142,1.2009788747955332,-0.7552542810856712,-1.4054221865174341,-0.1158724812493925,5.314142331965711,-1.5896809742808318,-2.0190971891212417,0.6562656596646019,2.462278922646032,1.2857271148537472,-0.15798471821274362,-0.14950793758055733,-0.13980637034215995,5.408626084792487,-1.122394961882188,-1.640716815828668,0.23489661854441396,-0.16103920776879183,-0.037204538023285195,-0.050787971664030214,-0.10931346289229552,25.6393217086174,1.4720724184853413,2.552126727714575,0.49667399326819817,3.4511120794438694,-3.1123176741706905E-4,-3.6578764128526493E-5
156,3631.5548251605073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2464598792304042,1.2327816012162853,-0.428009723744693,0.0,0.8168336113789743,4.204907817875825,-1.3639197615944163,-1.8590053352564737,0.24843565917707805,-1.222414413240391,1.091201628893372,-0.43792911030052234,-0.559948000611046,0.4315999226482495,5.418330751918323,-1.5872577649381978,-2.1096925685808587,0.4406133453711684,-0.7068513948825224,1.2010056672447964,-0.7552975296645302,-1.4052022868727596,-0.1157995482530818,5.315473186963175,-1.5894862220980057,-2.018713851828964,0.6560734131661161,2.4623303028542627,1.2858417550134829,-0.1579294343754478,-0.14943977080631485,-0.13968879671437523,5.4100707597167625,-1.1224093572857443,-1.6407975263934944,0.23490178743637208,-0.1610160372303794,-0.03719762956859327,-0.050588232346415796,-0.10908349122079805,25.784698285473706,1.4776961124958574,2.5584249473107636,0.4981821646189237,3.455254148545554,-1.800684259277896E-4,-3.6706446224910663E-5
157,3631.553684654861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2464277110057775,1.232665357129784,-0.42808236486965373,0.0,0.8167982441559518,4.203409610586508,-1.363976707131808,-1.8590565653881317,0.2484487344332313,-1.2223727278882288,1.0911538832842784,-0.4379194617959116,-0.5599314237880951,0.431634404110335,5.416942486380982,-1.5872152070970242,-2.109668876306215,0.44058358571500966,-0.7066242145479142,1.2009706876064594,-0.7552623753048645,-1.4053764862445004,-0.1159431763939136,5.314209326712482,-1.5896559820245921,-2.0190331885008064,0.6562367934622206,2.4623164369786816,1.2857507225630553,-0.15797467073900046,-0.14949369071419188,-0.1397907088091867,5.408702148687284,-1.1224123418446483,-1.6407346757486974,0.23492293753284624,-0.1610293700170728,-0.03720194654104776,-0.050731105596924175,-0.10922605388323078,25.7001646761347,1.47453652034798,2.554556332584101,0.4974362332730767,3.453238473255937,-2.480736703653163E-4,-3.6641086683489376E-5
158,3631.55319343513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246425840993179,1.2327462586577318,-0.428010808567622,0.0,0.8168072054786784,4.204541343986303,-1.3639004359333637,-1.8589706852769985,0.24843450874121956,-1.2224079827353163,1.0911855984631604,-0.43792057279335367,-0.5599393773305557,0.43160954531418455,5.417966591103014,-1.5872397333144739,-2.1096725912989953,0.4406099891147714,-0.7068294435553764,1.2009873952709198,-0.7552943629741485,-1.4052173587221857,-0.11590238483651034,5.315119573747692,-1.5895187653680922,-2.018759295263952,0.6560987261962775,2.462361306115751,1.2858335591732422,-0.15793474505120367,-0.14944433562556858,-0.13970568174236467,5.409692200926114,-1.1224266178459517,-1.6407929497737637,0.23493381049279427,-0.1610106474260956,-0.03719646085921569,-0.05057964031489717,-0.10904623284943743,25.814492765573835,1.4790205512251544,2.5595256154242643,0.49866382810253596,3.456604748350322,-1.4253824026830877E-4,-3.674430212396964E-5
159,3631.5525728207863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246402116319105,1.2326621430732936,-0.42806296936779853,0.0,0.8167813653099586,4.203459354014106,-1.3639408857901956,-1.8590066756590364,0.24844381709868252,-1.2223779099366339,1.0911508710878455,-0.4379134090760811,-0.5599272660533322,0.43163468986479986,5.416963536955805,-1.5872087000254116,-2.1096550499876052,0.4405885001858792,-0.7066662891621067,1.200961811044837,-0.7552686837710771,-1.4053420977216728,-0.11600860249844996,5.314206284060081,-1.589640900188188,-2.0189889264269607,0.6562165825016657,2.4623515686219637,1.285768156393578,-0.15796722378224265,-0.14948292063418173,-0.13977913227692323,5.408702968998434,-1.1224291356070994,-1.6407477829931154,0.23494970361989767,-0.16102008361300682,-0.03719953122675475,-0.0506818916353799,-0.10914748309607414,25.7546342879065,1.47679949365364,2.556786237917482,0.4981429356810773,3.4551977827906097,-1.9013176313647438E-4,-3.669857626727127E-5
160,3631.5521529461766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2464033841871367,1.2327457342517683,-0.4279917341155588,0.0,0.816792807772817,4.204619292080286,-1.3638666922877625,-1.8589240687212871,0.24842969309400392,-1.222413663892738,1.0911832107239847,-0.4379150501399925,-0.5599358628175894,0.43160970973385643,5.418015840913966,-1.5872341168079027,-2.1096600576987394,0.44061504736030976,-0.7068759651567189,1.2009798751850322,-0.7552992970952447,-1.4051804352540944,-0.11596059297550376,5.3151454446653625,-1.5895004631006417,-2.018711166078498,0.6560771260141441,2.462391768542735,1.285851485208345,-0.1579265867514093,-0.14943265269510664,-0.1396923835848047,5.409722472004027,-1.1224420404725903,-1.6408060555060142,0.23495823108603042,-0.16100156817883277,-0.037194087727316305,-0.050530747075491406,-0.10896970473034373,25.86686720224598,1.481251648331322,2.561732658752819,0.4993482260318908,3.458491628387091,-8.615666293987752E-5,-3.680017528477787E-5
161,3631.551525183117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2463796317510507,1.2326613289185149,-0.42804412196532576,0.0,0.8167668675935633,4.203532313338876,-1.363907377139604,-1.858960396271872,0.2484389883786049,-1.2223833042211454,1.0911484342094742,-0.43790787630449307,-0.5599236700979683,0.43163493108175455,5.417008249858578,-1.5872029652897301,-2.1096423481116955,0.4405934101709881,-0.7067120824583045,1.2009544788446247,-0.7552737143490377,-1.4053064159558946,-0.11606609860901368,5.3142282175557565,-1.5896237389106274,-2.018942706613904,0.6561959254676527,2.462382269332115,1.2857859085830838,-0.15795921387965456,-0.14947148661719703,-0.13976622433334804,5.408728946096089,-1.1224445694116991,-1.6407608469726833,0.23497407829904163,-0.16101112055021874,-0.03719719295988737,-0.050633700122850823,-0.10907188493460675,25.806316094140648,1.4790093396345168,2.558971990881504,0.4988205128551667,3.457065616242465,-1.3433836998618618E-4,-3.675386518048481E-5
