Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_speed_aadt
54,3641.954074029636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2276817239858153,1.2267698700162664,-0.41530314349956376,0.0,0.8087428209657698,4.775140953151484,-1.3361031056406836,-1.8193507332292334,0.24823227336733916,-1.2324110339519423,1.10392967092531,-0.4316714644939978,-0.5617615873948668,0.4448046814143714,5.995422692296085,-1.607567306412174,-2.136894724163024,0.4444810390996681,-0.6206329996991795,1.2093035424800764,-0.7377088937272873,-1.4383990188755909,-0.20468498245792588,5.911208635761858,-1.584700685954288,-2.039641959054246,0.6475517363714562,2.4956272016929026,1.3159377848398983,-0.15219653506313177,-0.17639169312918673,-0.15568258049851802,6.016651888298589,-1.1705434491804634,-1.7282605134534204,0.22965209702729716,-0.16326542540099254,-0.037810561950739445,-0.09436062494198896,-0.07501229656655053,5.684623397746231,0.34525488305310253,1.1335579002890368,1.3562754091846116,7.928524752570473,-0.3251407394616156
55,3640.0561207474275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2099958143996465,1.2126872251938874,-0.4368782429048233,0.0,0.8008315501003657,4.66003504236267,-1.353201880557388,-1.8387806490737582,0.24800220899927108,-1.224024644486068,1.09476392264051,-0.46376940626299945,-0.5900141155635501,0.4445770527538944,5.916267955917974,-1.6485139713306804,-2.1352984179134897,0.4334532915616369,-0.6093946054436686,1.2206376960578125,-0.7213852349071997,-1.4530479774985074,-0.16941361234031627,5.784049518756603,-1.6140849249885025,-2.0109047671934897,0.6944152297749981,2.482779743677199,1.343895100246286,-0.14033270009029253,-0.16180088502800466,-0.15703849377082796,5.907071964686996,-1.173554790214018,-1.774621907900491,0.21584259822556753,-0.16758345778035413,-0.03904602552985834,-0.08835960085032231,-0.07832181538757026,8.476239394779858,0.449728866068366,1.273709366237497,1.2717818294708017,6.770273307565001,-0.3598647132490814
56,3638.522693379043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2063905194327544,1.208681058163068,-0.4475047093946366,0.0,0.7979473628477635,4.502549322408393,-1.3647736864879993,-1.853948187956127,0.24795835719535494,-1.2185466532004348,1.089481145355989,-0.4786597599582519,-0.5996937388415791,0.4418414702498454,5.7718597691879685,-1.664499411406998,-2.1317594432646816,0.4281755822865166,-0.6029261019517014,1.223416715107616,-0.719898064623822,-1.4426169753934492,-0.15248090950124338,5.61899636043444,-1.6263934634862809,-2.0016463233315736,0.7163452331565935,2.4692698477840915,1.3506714114529208,-0.13810897320938112,-0.15549998956243172,-0.1568124352236068,5.751268684009674,-1.1707435227975609,-1.7832520156062306,0.2173417747558729,-0.16971465777723885,-0.0396210562097419,-0.08477896160484417,-0.08184699804292818,10.9163772763054,0.5225598225949073,1.3841957509854674,1.1752896451474517,5.507534825655489,-0.36717280595915336
57,3636.4181218632084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.215631226108924,1.2172552999587114,-0.4457416867354942,0.0,0.7979098095411671,4.324364487657194,-1.3718872042324985,-1.8716086992419876,0.24810688526402833,-1.215039841865421,1.0879130012939866,-0.48048493287755684,-0.5950138471122204,0.4361358374888469,5.585643018350922,-1.660107350534012,-2.1276306920845096,0.42953657549002194,-0.6158434241285774,1.2186929840424845,-0.7325554350622475,-1.4121372903725011,-0.14824070608430168,5.4281047410813175,-1.625511781970457,-2.004475252047412,0.7191300133988751,2.4416074566394768,1.3325095804597047,-0.14480286841411813,-0.15217965033284928,-0.15196506712944485,5.5615602874715,-1.1568135246639502,-1.746825341706587,0.2361357061096401,-0.16906282477030377,-0.0394099009007547,-0.07570578023957025,-0.08898482943738867,15.379455852339177,0.6584278120470015,1.5736306345566111,0.9344704890494757,3.727412139091115,-0.34558625918076946
58,3635.25992625143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.240172160635606,1.2287025369755287,-0.44300606327682307,0.0,0.8104877079829675,4.179464105781598,-1.381218999250279,-1.8882701918076419,0.25058524451248654,-1.2139935480315143,1.0839484249667815,-0.4604883582288412,-0.5721649357014866,0.4323282315509722,5.410659477795423,-1.6146020456365593,-2.1058253605236885,0.43381658189522226,-0.6194405219624606,1.2058942501758718,-0.7475438368975067,-1.3872429676725755,-0.157933308846208,5.28360459216891,-1.6211928686809292,-2.0128699587034324,0.7074668139419267,2.414128295732239,1.3031717153397429,-0.1508255175700845,-0.15316714367742282,-0.14349918051086138,5.411767889695389,-1.1351424408725348,-1.6888218124260908,0.2506098790548918,-0.16550891597695402,-0.03844159633424998,-0.07861972850238752,-0.0921714618504294,16.20151311769186,0.6401701383951655,1.5997724942793774,0.848694091414187,2.9249972769688704,-0.3167877165893343
59,3633.586682627457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2614960972000806,1.2483501415664005,-0.41868613674895366,0.0,0.820240059756699,4.448602173208254,-1.3669483897205015,-1.8779969688399811,0.2521544662464438,-1.223119997640911,1.0933593830999668,-0.42908094024887095,-0.5461092361728139,0.43329878150455403,5.641393680740619,-1.5715422842643134,-2.1098902255332894,0.44897328703388933,-0.6627603104867071,1.1929408699913542,-0.7625961789633562,-1.3708907348314903,-0.1864548066244882,5.553085758542997,-1.5918557332682723,-2.021817199447325,0.65981629424019,2.4066955082446073,1.2651609539390705,-0.161667993552672,-0.15971867534556503,-0.1359281846967139,5.655933463823684,-1.1204019181305298,-1.624567736910417,0.26192507940283516,-0.15803245334643168,-0.03644728886896861,-0.07109609979539804,-0.09427540546402906,16.87853170179682,0.687524544019902,1.6292389393102993,0.7297505767379318,4.028510695303165,-0.30488028811587936
60,3633.147153272677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2552726037110866,1.2437788958692828,-0.42215634955178694,0.0,0.8214437372117301,4.410584090222973,-1.3600703193319397,-1.8572916482484538,0.2471602852936064,-1.2258656968660089,1.0933772993797928,-0.4263308889359152,-0.5490891892037273,0.43376455513426804,5.611479368604332,-1.570969038536421,-2.107624464788224,0.445423278731811,-0.6661099929460826,1.1939766629425548,-0.7590202224894438,-1.3924285668669993,-0.1638622530098987,5.522239154647824,-1.5816498501716072,-2.0225622102320555,0.6473468720998704,2.436403539830231,1.2801959685581241,-0.1581696726492025,-0.1595241087097908,-0.138421728096775,5.620134094825537,-1.1272226468101842,-1.650437923286999,0.25454697706076157,-0.15945776089787317,-0.03674990367594363,-0.06947870927020704,-0.09763996405163404,17.93381054136055,0.7242644732547899,1.6926420052056494,0.6821835919003586,3.8609961648281255,-0.3540783576365
61,3632.5403255824704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.243839739965301,1.232189219125207,-0.4302850537263901,0.0,0.8232971799243027,4.331232901627632,-1.3547343946492356,-1.8335570220851503,0.24382544032846742,-1.2268054455365855,1.0922292605259851,-0.4282633364053125,-0.5600193160774344,0.43663256292320407,5.55174139278025,-1.5818069259173884,-2.105302311449602,0.4374815078045473,-0.6612412669305515,1.1990851466663515,-0.7477459737879794,-1.432123998877939,-0.13546923280463483,5.455201740913981,-1.5760603533914979,-2.0211542509092792,0.6394277036549858,2.4798688370646036,1.3083483876368602,-0.15148093789976366,-0.15520708661061453,-0.14315918075728745,5.55032865938144,-1.1375264244324301,-1.6962182939520003,0.2356540832963946,-0.1627798315911838,-0.03758927355156709,-0.0705964744583102,-0.10159383685640001,18.28362114625637,0.739624828795961,1.735482218198782,0.6505507747050836,3.8519739757474833,-0.38380512225768854
62,3632.1198502641146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.241775509835071,1.22739893739298,-0.42988247902033794,0.0,0.8215606005071788,4.263923385614676,-1.358877793093581,-1.8418590580114544,0.24810236191624158,-1.2225918328573748,1.0912919433845287,-0.43347646525770106,-0.5641456319858806,0.43743849346302444,5.488110997917662,-1.5901396377039196,-2.106298773885244,0.43606893830882687,-0.6630198393466274,1.1994869237051238,-0.7484632115821678,-1.4363926423666107,-0.1358772655229853,5.386513765442073,-1.5859368469082447,-2.016330348004211,0.6467675269184247,2.4809862072618905,1.305041394621181,-0.15366564555593767,-0.14801670630497574,-0.14235182795210727,5.484081039073582,-1.1302148096656588,-1.680753806570065,0.22865124442554605,-0.16370672980660683,-0.037914536199015,-0.06825679743335004,-0.10703420795101619,19.612145293159678,0.7929618800618099,1.8089092341030146,0.5155473999412712,3.629638093695076,-0.3479484929491159
63,3631.857904413256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246250447097184,1.2290703081311005,-0.4264089029029327,0.0,0.8197970979767278,4.245359299291723,-1.3656241238657472,-1.8583816183205442,0.25086411356572347,-1.2190186788467268,1.0921168850292324,-0.43851206276005955,-0.5623388325676082,0.43649003339037756,5.465803154039878,-1.5938422953911222,-2.111672902800166,0.43937600558864304,-0.6628984341280639,1.197608966931392,-0.7553608263462263,-1.4180205762040785,-0.14603011448237707,5.365341287315525,-1.5980756802104865,-2.0119168768636366,0.6559062165864472,2.476890585420167,1.2881588830530166,-0.15855841984667432,-0.14861055562080244,-0.14189261082222823,5.4635360317628345,-1.121930796647577,-1.6454342678053917,0.2284369918129476,-0.1634070947129612,-0.03793077528948143,-0.06766767556787359,-0.11000193583317121,19.753869410617398,0.8107551754129416,1.8267727792564934,0.4802431797893617,3.74729168254186,-0.371842690903759
64,3631.8142969949213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2485347773487345,1.2334822881518004,-0.4271216942195094,0.0,0.818489027318919,4.221951600666698,-1.3652822665682574,-1.8617883574937524,0.2492212090964809,-1.2191276719954343,1.0936687353530308,-0.43772262925548716,-0.5588831275768558,0.4333572250605745,5.437890045050048,-1.5896552235205352,-2.1133894321528874,0.44115578567115565,-0.665707592628915,1.1981793608615332,-0.7589916683223974,-1.4069619596027059,-0.14038534122253465,5.3396751653314425,-1.5966858150134684,-2.0187512860303958,0.6592436875016925,2.47462262660306,1.2849254513121238,-0.15984401675569346,-0.15168609280306886,-0.14148236928652747,5.434474869451249,-1.121463378946681,-1.6404051236927686,0.23269191862996652,-0.16327072557282163,-0.03786014285025105,-0.0668676871752075,-0.1123880148355855,20.282288373592642,0.8325313932278274,1.8627465908178762,0.42582871584560095,3.646967805629438,-0.3703139851456767
65,3631.802185690745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2484398383385034,1.2345353557312997,-0.42847807432511725,0.0,0.8183947052115105,4.225618067298226,-1.3641311090171326,-1.860876751490073,0.24858947672468512,-1.2201652417539797,1.094076402906712,-0.4373553452456411,-0.5586338567572892,0.4326900858870914,5.44135910774441,-1.589369838918245,-2.1130836245989735,0.440483122237269,-0.6664115823321825,1.199198830731092,-0.7576259113180188,-1.4061083175139493,-0.13746789652029556,5.343373874783324,-1.5915220064994744,-2.0218258010631844,0.657586301047443,2.4738817646930644,1.2880544534085046,-0.1583950381447988,-0.15257370093435063,-0.1418492980251245,5.435431240760337,-1.123729928797894,-1.6477325404679757,0.23351383391818112,-0.1633085993176801,-0.03783560497070431,-0.06691956498963751,-0.11236327303455666,20.19013622333754,0.8337318786925707,1.8642781277172096,0.42261979902239477,3.653662334886102,-0.35834376082511693
66,3631.7931574450668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2479034164721763,1.233969813468228,-0.42854536941437443,0.0,0.8183191231968476,4.229007295166922,-1.3636796549724637,-1.8596608430900712,0.24844421336772077,-1.2207498796349834,1.0935575529740036,-0.43738142878417696,-0.5587565156300952,0.4328965113757115,5.444742447919109,-1.5895341111796157,-2.111541829577714,0.43947780259209474,-0.6663529733700094,1.199060549731889,-0.7567323505099479,-1.4068464723318472,-0.13810093765300285,5.3466061384963055,-1.588684406078285,-2.021020343982833,0.655810562862933,2.474039147160262,1.2888591990379128,-0.1572034225183774,-0.15193082679873915,-0.14213740430264366,5.437063069369163,-1.1247134947589927,-1.6500000434344815,0.23361405188254833,-0.1632861343151022,-0.037812394854441336,-0.06675751345089946,-0.11255901362206801,20.169657608158637,0.8388885557171962,1.868627443137844,0.4234346726433665,3.6396425448137584,-0.3635504536412083
67,3631.770518478965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2461544225458687,1.2320514051067328,-0.42806810959694436,0.0,0.8175464639334842,4.237672838652064,-1.3622495894871989,-1.8569830991051512,0.24856556356318196,-1.2213709133310844,1.0921681106753391,-0.4374791828313743,-0.5590624725490422,0.43309335079777894,5.453778400980307,-1.5898933956272172,-2.1080174104382046,0.4375263197455171,-0.6660521921829671,1.1985479604411047,-0.7551132667687774,-1.4082610681237298,-0.13807167782830165,5.355094722211599,-1.5844793458525732,-2.018404890120775,0.6540922339356402,2.4730362614204986,1.2892838447399986,-0.1554536507343799,-0.15037508130285498,-0.1424681858979961,5.443949242657684,-1.1255701266725724,-1.652640059746673,0.23422578392547092,-0.16329361202438375,-0.0377861343351598,-0.06626052499969431,-0.1131913344999428,20.136781141419483,0.8578468692186116,1.8875697208867634,0.41996633162143654,3.5507115267324094,-0.3701261859451301
68,3631.7381516482046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2440726383220895,1.2302287127136393,-0.42678806952844184,0.0,0.8164964365134064,4.260270607132047,-1.36033042258056,-1.8539279939959823,0.24887977454481877,-1.221580409718465,1.091211149642921,-0.4373427723099044,-0.5594812549941988,0.43337124880996875,5.476883817755483,-1.5902030994163374,-2.105681787562654,0.4364102035008497,-0.6671879952445495,1.1983431041217711,-0.75385365018975,-1.4097215452973775,-0.1366209374496897,5.377771992182928,-1.5826297374714218,-2.0162245617561525,0.6532558430762345,2.4707615963589555,1.2895806371951004,-0.1544453499419832,-0.14853377568448778,-0.14236384913217442,5.4665100130825754,-1.1253122694575246,-1.6533875158345384,0.2347002869495258,-0.16324852297988146,-0.03776061580197091,-0.06543121615274362,-0.11378149500876239,20.02862315153752,0.8887932221504958,1.9186418528211748,0.41769558388406336,3.4089101531994896,-0.37399194902156463
69,3631.691138243352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.242179186900777,1.2295133585009186,-0.4251798840293961,0.0,0.8153761398009439,4.301071213022682,-1.3587018979717955,-1.8517463967036611,0.24922679638800307,-1.2213914804706414,1.0912448214797472,-0.43713301923298303,-0.5600684325218087,0.43376918378393453,5.517817982035554,-1.5903887218383332,-2.106052391317154,0.4367391920115049,-0.6704978510968066,1.1990640422444638,-0.7535086787215185,-1.4111432894939528,-0.13400185047220098,5.418554002827881,-1.58433235333705,-2.0162171311712185,0.6540273960064951,2.4673975596514777,1.2902029288508159,-0.15443857528198188,-0.14677763750251493,-0.14171587002049518,5.509105249954932,-1.124204818578368,-1.6517840679815643,0.2352034632277018,-0.16314394561371254,-0.037739235982750044,-0.06423359522813145,-0.11411780064738201,19.759419192816708,0.9359223784827899,1.9652070007949103,0.4201844879561852,3.2115158511873783,-0.37361748563490826
70,3631.6384831310284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.241779626161699,1.2309378871107977,-0.42427957934842486,0.0,0.8148219718098731,4.34947893578109,-1.3585357498140627,-1.8523606801095616,0.24945426560474457,-1.2209395611306477,1.0926525801057407,-0.4370357123612809,-0.5606186542598626,0.4340675344333788,5.565597494994149,-1.5903274327929635,-2.1100175143259525,0.43886312450188436,-0.6763843699547786,1.200875652468955,-0.7546199968053721,-1.4117865953358277,-0.1304633249705625,5.466767687257555,-1.5892625532365008,-2.019637262918111,0.6562879617655104,2.464514671665601,1.2910320589616133,-0.15549146266373384,-0.14626533963097677,-0.14051394126895986,5.560405077207306,-1.1227463709374064,-1.6483112593880913,0.23544804571093872,-0.16298797267144444,-0.03772562884403604,-0.06295177420521596,-0.11387742932618206,19.348676518996648,0.9880703297072083,2.0155574081703236,0.42780484627592713,3.062697295215505,-0.36805399260619814
71,3631.5839016779314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.243218305111468,1.2338823413734963,-0.4246301245184219,0.0,0.8151774663442434,4.3879778540515355,-1.3601708717758656,-1.8558731302147962,0.24953164923634502,-1.2205203134658338,1.094711631845129,-0.43725879572572496,-0.5610354543770031,0.4341569484819381,5.603045764898252,-1.5903236133662728,-2.115850586616302,0.4417842719508891,-0.683662041471878,1.2032356181439372,-0.7564382326639117,-1.4112906296918046,-0.12730665867442906,5.504906151577319,-1.5950307038736597,-2.025006368039572,0.6592131099092042,2.4629506200003783,1.2916911230350352,-0.156940913922988,-0.14717556145116603,-0.1391733016238047,5.601497740261258,-1.1216506106208057,-1.6446442053725117,0.23542170074421495,-0.16280639423687657,-0.03771320846039263,-0.06176729152886553,-0.11304775328905556,18.807036739891497,1.0400278189350556,2.063178699102653,0.4398807594169201,3.014980535218512,-0.3600185038739989
72,3631.5303280191865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2458329905268632,1.2368583952385235,-0.42596905670791446,0.0,0.8162614546318233,4.40108964302109,-1.362650329638007,-1.8605357561398372,0.2495430515896053,-1.2204265049404108,1.096360815519892,-0.4377342311583859,-0.5611777982134374,0.43389750597180865,5.615276923346175,-1.5905501139483562,-2.1206838796946434,0.44404495107416087,-0.691546407976989,1.205303467784284,-0.75763777500509,-1.4092978172373074,-0.1244680299994788,5.5177991470123455,-1.5982645133446851,-2.0297312789362203,0.6612904155914696,2.4624418920891307,1.291707945743929,-0.15793512036125376,-0.14889927502518432,-0.13808701851097108,5.61535806947352,-1.1212002178565108,-1.6425285500700573,0.23519867429239835,-0.1625917578430297,-0.037680876617399495,-0.06053162218957591,-0.11212847067962077,18.21493150862195,1.0936418019312681,2.1099514022247674,0.44771189891253094,3.080841971854467,-0.3522603649635561
73,3631.4626538701386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2489774440946313,1.2388949733178787,-0.42793529726463087,0.0,0.8177983654740781,4.371781332272917,-1.3657088689074717,-1.865434522154853,0.2494441819438821,-1.2205030022132821,1.0969039551514281,-0.43840950463253403,-0.5609958340939758,0.43328967145016567,5.5855816011872275,-1.5908234208516252,-2.122895307962875,0.44500948287705294,-0.6984875709389474,1.206748347873813,-0.7578216555847453,-1.4063291837757599,-0.1228172639259382,5.48848739610604,-1.5995301562315565,-2.0328981090870792,0.6634275666092425,2.4632034907209754,1.290717105756283,-0.15857837190638813,-0.15103474436294423,-0.1376392741632962,5.585542460020085,-1.12152740144231,-1.6419631743107386,0.23497998940291884,-0.16242617532001802,-0.03764596734235056,-0.05920277727076284,-0.11113017382537159,17.398721467338312,1.1611323701444174,2.165621809308033,0.4545522711266268,3.249205447394142,-0.3471579154423861
74,3631.399345002774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.251061151663179,1.2387766773534579,-0.42942201110396944,0.0,0.81899524890795,4.303792803999833,-1.3672823267181653,-1.8673412716486317,0.2492697724692217,-1.2209597831112213,1.0959104018712726,-0.438753404594448,-0.560388639541828,0.43246759194049805,5.517679202601012,-1.5906866095332097,-2.1208038547280554,0.4440704713423867,-0.7065860848807527,1.207277273402498,-0.7559557080294486,-1.4030976758401354,-0.12023100513028964,5.42113445998948,-1.5968059491111481,-2.033185951789042,0.6633495678671286,2.463982033583613,1.288989655866982,-0.15821606601823848,-0.15215368453890485,-0.13761550637959294,5.514497678722003,-1.1220741599162987,-1.6433801799151537,0.2343768773835973,-0.16215366756964983,-0.03755899248640616,-0.05714413943859274,-0.11085680278125916,16.50975649645029,1.2534341714097041,2.243483531575394,0.4457812284206098,3.4899262808376332,-0.34582275984232524
75,3631.382102335558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2499622159178116,1.2349123538522497,-0.42953022589345785,0.0,0.8189145752035846,4.196226606355407,-1.366837041681449,-1.8640564225482348,0.24879231458592768,-1.2210583094160172,1.092610060235297,-0.43845780684078467,-0.559529991628196,0.4321057690516286,5.411254886147307,-1.5894958090004865,-2.1126152699846195,0.44066368293420277,-0.7018940186699156,1.2053006130517583,-0.7533518839442503,-1.4043080677037942,-0.12355334138542895,5.314383702095443,-1.5946289334940933,-2.0290877962460034,0.6637227047202109,2.4673601435249193,1.2871097616201088,-0.15764956425584953,-0.1519821126792001,-0.13929454838920757,5.40577802673215,-1.1237391533816001,-1.6470824265109094,0.23414720176892045,-0.16233274129917877,-0.037573619120943126,-0.05720451792539171,-0.11045024442922605,15.916189830659265,1.2850280316778426,2.263327927458179,0.4524969863882455,3.7013381102752922,-0.3557636355578336
76,3631.3623810774493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.248184438843456,1.2337608969100449,-0.42838915700435964,0.0,0.8180035743177515,4.215497123051432,-1.3648309665820124,-1.8608278090711554,0.24882255883602267,-1.2211901130750131,1.0922195390532397,-0.4379694431847959,-0.5595256237835335,0.4323614410863895,5.430358293020501,-1.5889603697446257,-2.1113758148904576,0.44031271648796794,-0.7035880050157375,1.2050941179474612,-0.7524472863200464,-1.4054313012918014,-0.12211467698838172,5.333749271900096,-1.5935726218721928,-2.027931715980241,0.6620326267087744,2.465791943006349,1.2874157196901737,-0.15714086921667722,-0.15060672459293697,-0.1390323576210311,5.424299353323238,-1.1231564726431864,-1.6471928816388963,0.23394027938703754,-0.16215541070962633,-0.0375230811764629,-0.056671100565607084,-0.11095768480012144,16.080174416749035,1.2918665484813134,2.272935196252577,0.4446455141446132,3.647869418546777,-0.3569623975766503
77,3631.3588076551036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2470388259199545,1.233005469500247,-0.42779706112042837,0.0,0.8174291656734128,4.219413405539988,-1.363787805016514,-1.8589624037121542,0.2487734575784129,-1.2211896188284606,1.0919139440016323,-0.4377367515274134,-0.5595379677009498,0.43254981467691606,5.434372649705685,-1.5886991248745737,-2.1104953740885173,0.440013194972343,-0.7022009052815679,1.2047341628192005,-0.7521176276378906,-1.4064300442979445,-0.12221337672796273,5.33763092398206,-1.5934250170442794,-2.0271712637044774,0.6614329895094363,2.4651894983500053,1.2876850488377616,-0.1569376836280582,-0.14991240221044422,-0.13909386957391562,5.428288687655743,-1.1230587359863273,-1.6476285218571893,0.23406407753807654,-0.16215956991561523,-0.037521321695788784,-0.05686998820745095,-0.11108018559487894,16.271073471983062,1.2800451173527234,2.264199829979401,0.4449421168185464,3.6028504383780566,-0.3580970283843082
78,3631.3528667938895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.245169474926025,1.2316341008804743,-0.4269004998793646,0.0,0.816430603066443,4.213535860657091,-1.3621139154116937,-1.8559150039674732,0.24863429306728574,-1.221168435811944,1.091209493778516,-0.43736271440653274,-0.5594133649085197,0.43270749355816523,5.428603604826633,-1.5880654058180863,-2.1085886449807423,0.43938282955225505,-0.6998286609782302,1.2040304721291821,-0.751499766111525,-1.407767411967451,-0.12226197156733407,5.331636726419447,-1.5931938746490562,-2.0258322066163252,0.660794144370198,2.464374937424096,1.2878174818066348,-0.15668615660737156,-0.14898685258650196,-0.13930010848003355,5.422429938554419,-1.1230006219432704,-1.6484007584972995,0.23431404606153536,-0.16216474129342726,-0.03751597804024717,-0.05709038341095045,-0.11118770202970717,16.58844212138211,1.2659319723067168,2.2556005239430212,0.4461303859281295,3.55416740265845,-0.3600283290677534
79,3631.3441600520905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2434773637904413,1.2305124872778364,-0.4261030979194905,0.0,0.8153727227922112,4.204410513923446,-1.3606275028562125,-1.8533453473140946,0.24844023951839092,-1.221105966799761,1.0906049866592082,-0.4369888975111843,-0.5591521144662323,0.43270309078390135,5.419328665924826,-1.5872474066707691,-2.106906366456961,0.43891707991080875,-0.6975466398367267,1.2033437290178717,-0.7512521164772119,-1.4088168884987877,-0.1216417761583121,5.322198349687585,-1.593339848714459,-2.02498257690993,0.6605327656398562,2.4637910102488143,1.287860119893697,-0.15657653982180952,-0.1483954141567944,-0.13947235727408566,5.413369315676558,-1.1230536882264142,-1.6489665270807061,0.23455510595349238,-0.16217170093897704,-0.03751202167701184,-0.05725277728110896,-0.111159626640214,17.022505282710423,1.2530251009138704,2.2516298068962812,0.4489842383580694,3.5222805052302273,-0.36135140810835337
80,3631.323544942741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2412596976948875,1.229197978962784,-0.42513071793617135,0.0,0.8137606933959128,4.185298862543973,-1.3587761665141387,-1.8502462696011164,0.24805916203074269,-1.2209956175637728,1.0898220897675137,-0.4364626781620367,-0.5586128419844238,0.43245790937234185,5.3996077047021025,-1.5858563972755932,-2.104752719844831,0.43845424288176843,-0.694875264690344,1.2023591428207432,-0.751415887964537,-1.4100677881088888,-0.11886138766352243,5.302217451496571,-1.5938560330800595,-2.0243348814593025,0.6603935605923178,2.463212138817832,1.287896622760269,-0.15650596015907714,-0.14790818780978032,-0.1395550830358132,5.394218704066945,-1.1233763225281812,-1.649666222393519,0.23484971276796965,-0.1621480791647657,-0.037497775464372794,-0.05724561313062037,-0.11089524026810502,17.988082778325097,1.2399575637850473,2.2612873927856723,0.4562264841410657,3.4992666467609523,-0.3625486416504057
81,3631.2902750635412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2399925803865517,1.2286941938179734,-0.4247249867129872,0.0,0.8124690427414188,4.163580559345254,-1.357882727851382,-1.8488941200157953,0.2476259940116939,-1.2208923749658118,1.0893289309030187,-0.4361051491915143,-0.5580073588087558,0.4318441895065319,5.3768109693611805,-1.5844979139018016,-2.1035605437022693,0.4384594151071056,-0.6946863331084617,1.201579668272999,-0.7524361863092945,-1.4106082484695937,-0.11226644715378334,5.279033701928496,-1.5944866239013644,-2.024532952836925,0.6604522486945277,2.4631151372001967,1.287886077595113,-0.15654830349280432,-0.14810635804433586,-0.13914425807797948,5.372261269828434,-1.1240133357952475,-1.6501055594463905,0.2349643340545355,-0.16202546591152509,-0.03746005785338063,-0.05661984513291023,-0.11030906807760878,19.468019465362687,1.2460777993234404,2.306770514684286,0.4672263826515,3.5205649951537907,-0.3623900471887421
