Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
81,18856.557237815927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5218056062627054,0.0,-0.5888645029597401,-0.09995665924112658,0.5966498131673564,0.1742210588271376,0.11864471678886318,0.32985029029212615,-2.2069596676828245,-2.024766079795838,-1.1293297882173388,-0.7681606541486298,0.22736317591159053,0.5803398008898286,-0.24466642080202766,0.24065866583148948,-3.0487847675909214,-2.45702509664175,-0.5989985233929207,-0.9281411080591502,-0.7610849991799234,0.44036461731691096,-0.6003093389741418,-0.5167879248290808,1.0087942865859607,-1.5994030641243167,-0.5058732679240773,-0.47848054103024995,0.1358061603030696,0.3299881840727661,-0.02565348881177093,0.0824122550275667,-0.0032086767927846384,-8.858234137681711E-4,-0.027508505695791153,-0.02770742998550187,31.703977217089033,1.5172451638050664,-0.2840703253393897,1.674179493523651,3.976947109802559
82,18856.23665558275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5216137029082177,0.0,-0.5888218824936813,-0.09999609413581746,0.5964283819586131,0.1745313449074465,0.11868550904324275,0.3299833699729681,-2.211783406649349,-2.0249593755805635,-1.1284663639351977,-0.765232757680434,0.2289793674815526,0.5813819932524772,-0.24280692680699587,0.24158461802366327,-3.0520044933359465,-2.453833291683188,-0.5952945726013661,-0.9278923726948721,-0.7614319019905195,0.4331073356996053,-0.6014398250227097,-0.5110285214932093,1.0084890239531312,-1.5994517606869545,-0.505861141797578,-0.4784763275686165,0.13572615472890656,0.3297554783271388,-0.025299727573842933,0.08199738310766369,-0.0032019963680227632,-8.831822739324447E-4,-0.026714668998787442,-0.02695935668570752,32.5620735147458,1.5660831437173979,-0.14217239329750597,1.7297798265373399,4.096874226546906
83,18855.28738985421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5209637528583622,0.0,-0.5887434245348097,-0.09988006364915814,0.5954695873119323,0.17637924711008057,0.1189989166553754,0.3310358561471172,-2.23892998372335,-2.023584949946441,-1.1225305122591689,-0.7512311553608094,0.23809944025072438,0.5919034928548704,-0.2331289993030847,0.24976450339107054,-3.057258660716651,-2.4326396351503083,-0.5632612342708363,-0.9465736409095666,-0.7660486883029834,0.41103997070825327,-0.626864027459537,-0.4670444412748864,1.0053728145174834,-1.5991026981694907,-0.5054086334717074,-0.47737531886818857,0.13565162140350004,0.3293916076060278,-0.023552292557812375,0.07983111923277364,-0.00317676545231367,-8.722612800162612E-4,-0.024766743971012427,-0.025110278644495977,34.978442380315364,1.7063265666200067,0.21622685413396148,1.8654314652710444,4.464904752818675
84,18854.420268503593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5212093201572494,0.0,-0.5882186192232125,-0.0989646762858409,0.5948250830695835,0.17800952190344746,0.11964001824936259,0.3325264790177497,-2.2517960993898134,-2.023785750256919,-1.119530202534952,-0.7448708373129861,0.24274583286806886,0.5989904675416281,-0.2284710226066832,0.25752078641158005,-3.0480994553718608,-2.4160464647359094,-0.5302264972298633,-0.9730200942545996,-0.7711523379075308,0.4006450508150811,-0.6622667668811408,-0.4316419553830291,1.0027492149512638,-1.5990987091068087,-0.5048298331206583,-0.47622323120728194,0.1354195953365743,0.3301415653694721,-0.022444337654956438,0.07879732812696073,-0.0031697876021709406,-8.686783541777295E-4,-0.02439819569364189,-0.02452807472911434,36.08655753581256,1.7748609279559093,0.2952272500224248,1.905482501274327,4.6682347154044646
85,18853.932529472422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222580221981992,0.0,-0.5875068514494916,-0.09789166702368657,0.5948613369534327,0.17888348255325387,0.1202822525472685,0.3334002995253326,-2.244956967556961,-2.024637841819518,-1.1210033680358014,-0.7495641994567097,0.24040004791503058,0.6000709442864899,-0.2316065122977579,0.2609913795962288,-3.0331132719102407,-2.4128164101965344,-0.5122710810288796,-0.9913577085941422,-0.7729077686231213,0.3976766870667967,-0.6849849860960397,-0.41738841991931697,1.0008734279979092,-1.5993686828371114,-0.5040461563010158,-0.4753504699542957,0.13557718587599868,0.3314972425227017,-0.022184579720291434,0.07920933936977839,-0.0031741434693413405,-8.711664548888917E-4,-0.02403674908861694,-0.023359184053252546,37.78503154084184,1.8767455218084637,0.441223771982565,1.9933160804669177,4.944088945594167
86,18853.239963179032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5236374798152001,0.0,-0.5863179142772927,-0.09622986484649684,0.5948549384497845,0.17871802886053229,0.1209564126163462,0.33444845990015337,-2.219275933661501,-2.028092653677321,-1.1266796493502007,-0.7629399180645632,0.23100019302473468,0.590082869819011,-0.2414014690660175,0.2590560022641685,-3.0078013296807846,-2.418959534931082,-0.5015658776138876,-1.009619940200741,-0.7737492101449114,0.40003632138367506,-0.7159262980123476,-0.44610279788743423,1.001449184495903,-1.599895791543547,-0.5036297203270983,-0.4755390625664583,0.13510876978339162,0.33283900068160555,-0.023042649810550132,0.08167811956485416,-0.0031806569799944307,-8.76264498831743E-4,-0.023189888190708538,-0.022171302491972363,39.9127713708958,2.0093313882736528,0.4726036027340107,2.0815514222547447,5.3252942639014424
87,18852.67070934859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5239280629726089,0.0,-0.5865180031261144,-0.09597835508894956,0.5951609459414207,0.17727645859468774,0.12060209421337584,0.3344490984621832,-2.2076265644723367,-2.025583679289813,-1.127730645919075,-0.7709411870480449,0.22663207831627485,0.5836831464779944,-0.24739158044342408,0.2551763496759799,-2.9921460061570024,-2.4306430390295795,-0.513930183401277,-1.0154898106727637,-0.7746505639126258,0.4264417895098982,-0.7236471569387612,-0.502317415771637,1.0006386238257055,-1.5993736306601418,-0.5028344611292129,-0.4744456569853945,0.13511771380660892,0.3325015398962228,-0.02384864880802316,0.08404688609892072,-0.0031892547976055067,-8.80194118544866E-4,-0.022865027621247078,-0.02156180739777913,41.392632672206005,2.10381487204104,0.3694850480136821,2.11930970933593,5.629851334310205
88,18852.327644131736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.523658643680821,0.0,-0.5868318225148981,-0.09611410342452471,0.5951322247652117,0.17670961706759647,0.12028790632247008,0.33447978943073997,-2.2101717209962106,-2.024017696513266,-1.1263990291480266,-0.7703642356354312,0.22719197705594868,0.5826223633215449,-0.2471861052204805,0.2541238042506081,-2.9897803770835467,-2.4324382742642543,-0.5167439842173127,-1.0184910794614932,-0.7755137444325376,0.4382404218984227,-0.727881880173049,-0.52303153613863,0.9993806165544655,-1.5989236291162208,-0.5023367058451707,-0.4735329750302939,0.13512107026808734,0.33178137432753313,-0.02394715334140217,0.08471729905196974,-0.0031857337169624114,-8.786762853275061E-4,-0.022141773577965092,-0.020799044136536025,42.779569138034624,2.1887224961637903,0.39466308027686364,2.172011648772212,5.885607021031443
89,18852.16999005624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5233843016742927,0.0,-0.5871227428067408,-0.0963199270278287,0.5951510851811213,0.17625971261480017,0.12000267032986209,0.3344103821731159,-2.2129472381858375,-2.0230260801915017,-1.1252882204995984,-0.7693908884062652,0.2278899075194684,0.5821648063147349,-0.24655207198145743,0.2531071809469752,-2.990787199415833,-2.433416791132348,-0.5194504780849467,-1.0189585295875698,-0.7755944667656157,0.44777622961175206,-0.7288866866347985,-0.5355891546670888,0.9984223000998145,-1.5985534277210074,-0.5019608607542707,-0.4728095682865371,0.13518052141698644,0.33112154335573035,-0.024030084284060883,0.08512348452199203,-0.0031821611304148874,-8.771418638908846E-4,-0.021580212781576253,-0.020234435121295948,43.83628362014038,2.2534235683433095,0.406878064494051,2.211372892664824,6.082488926950354
90,18851.93374620036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522665263438287,0.0,-0.5876959367076057,-0.0972209819611224,0.5953797915352117,0.17589896555010764,0.11951733208353561,0.3336939874570209,-2.2217077721496103,-2.023438769040781,-1.1236737035250364,-0.7642961482499758,0.23074264909272862,0.5845517018659353,-0.24241933340991467,0.2513597757562689,-3.010537789514824,-2.4317296336160092,-0.5264456154739681,-1.0053501273909657,-0.7719864136109486,0.4546246216335432,-0.711907412895221,-0.5215686862679778,0.9982013857877289,-1.598192719187973,-0.5019074120268292,-0.47241521331562597,0.13552833439908843,0.3299617395481289,-0.024039948754377233,0.08452173374097055,-0.00317452297028909,-8.736365971420636E-4,-0.021327517069816015,-0.02022913606938326,44.02992211670663,2.2652186127342375,0.36336870555822787,2.2134498954384854,6.131767458639864
91,18851.64242070945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.521994826622574,0.0,-0.5883233756283174,-0.09800406570339874,0.595608983353526,0.17526857356596318,0.11897049326210707,0.33312853951854143,-2.230170954002503,-2.022773744126566,-1.1216159321458674,-0.7600630913561963,0.23339755187875255,0.5860278140831904,-0.2390759150517224,0.24950884103229226,-3.0255018020423634,-2.432408774312433,-0.5347659550568327,-0.9953257545771983,-0.7688948840445804,0.46851133754651964,-0.699959622334247,-0.5225973229662869,0.9967500181468347,-1.5976229763949614,-0.5013239672307729,-0.47124248190457746,0.1358737109261189,0.32856557538045195,-0.02402553301172482,0.08459540806115443,-0.0031670153534352733,-8.701910569642953E-4,-0.020571522791679894,-0.01955530103506513,45.433935698277445,2.351450444025891,0.3388221973564318,2.263545754412571,6.402335680633847
92,18851.485955724307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.521579527095498,0.0,-0.5887351937203535,-0.098573511630463,0.5958350332177326,0.1748752380841301,0.11863438572552798,0.3326681035517364,-2.236144164529578,-2.0224195494929327,-1.12030728737923,-0.7570711929326828,0.23535951921528647,0.5874335566541122,-0.23665151138958995,0.2484336883639255,-3.037605833453763,-2.433858798990431,-0.5420150242857371,-0.9860576433506024,-0.7657387740103514,0.4777763113074534,-0.6889217039443886,-0.5202940254141871,0.9954551102246294,-1.597255277790893,-0.5007644190365438,-0.47027348891596005,0.13618202150913286,0.3275838749987729,-0.02391831020529729,0.08468553889343974,-0.0031624464169800024,-8.680343623397753E-4,-0.020012615087036046,-0.018997515635425555,46.61772945341067,2.4245858595085994,0.30732895684469425,2.3070149304863476,6.630524989670377
93,18851.282394467522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5221464522416286,0.0,-0.5883061494437563,-0.09847810815690823,0.5961486948789373,0.1755144050783254,0.1191676792322162,0.3323815863928407,-2.233547614514249,-2.02357188743212,-1.1220634423710727,-0.7581244782305948,0.23512927457057978,0.5895217503460437,-0.23713296449995033,0.250639732745463,-3.043901326663617,-2.439854139864971,-0.5483014285611223,-0.9735920474372338,-0.7603113743887299,0.4660535810277951,-0.6737294551275596,-0.49632310517625045,0.9947359950892053,-1.5977282093716048,-0.5002080577726528,-0.47010104739284436,0.136467088238517,0.3281495967762361,-0.023271079969208495,0.08468757027152751,-0.0031689422801527566,-8.707268009499168E-4,-0.020213519749191326,-0.01889178311206855,47.01731422044769,2.452016746890384,0.2177660599644857,2.3297047340398223,6.70959947587888
94,18851.144769438055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5220963254722408,0.0,-0.5883719923381378,-0.09877115662261192,0.5963618010201834,0.17548171215605368,0.11915257480994353,0.331979799554735,-2.2351808304647696,-2.023917223701604,-1.1221870073183702,-0.7572492946149032,0.2356751342198567,0.5905110663035236,-0.23629842157096487,0.2504384825556153,-3.0527848071046226,-2.4433418144600383,-0.5542940719347405,-0.964150287031325,-0.7565470051564831,0.46599113636396544,-0.6627070866610276,-0.4876035458289048,0.9939881000145865,-1.5976397209510749,-0.4997704598856436,-0.46965022452101995,0.13673933960863074,0.32777467709413954,-0.023065397015935366,0.08475721104517674,-0.003166073089940874,-8.697667126384313E-4,-0.01982120683640806,-0.01847821122659194,47.96448890259908,2.5119526919381254,0.16187936471886738,2.368458260544108,6.891795055076345
95,18851.035704646943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5220993829696048,0.0,-0.5883669033381246,-0.09904597014916638,0.5965737542359233,0.17550801462979698,0.11919426025164545,0.3315269756134235,-2.2356922359843074,-2.0245694535725796,-1.122756790899626,-0.7568740014658087,0.23575680725696654,0.591202296611431,-0.23585208867418264,0.25019224336533574,-3.0618653279536243,-2.4479916962625516,-0.5603993621971883,-0.9536982418343649,-0.7523147797158091,0.4629221793040753,-0.6506276708275409,-0.476846115861056,0.9934420044887833,-1.5975808771793978,-0.4993769081441142,-0.46937966759823974,0.13701901259204807,0.3274679154638132,-0.02286503243141659,0.08480864264305778,-0.003161904157264517,-8.685798470155621E-4,-0.019344211440314,-0.0180236858885163,49.03401886075281,2.580301378536535,0.0887094594967723,2.4139942578132025,7.096903850006807
96,18850.96220397289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5225939768693204,0.0,-0.5876965677660373,-0.09857436706358254,0.5963107269988541,0.17609146140536902,0.11969881320563382,0.33155417189032993,-2.224654838188224,-2.026828583831495,-1.1263582023520162,-0.7617730112181933,0.23140876385352088,0.5877136956113229,-0.239878393429313,0.2501639592130632,-3.0531930518960784,-2.453878871837699,-0.5542103335054642,-0.9557476976380082,-0.7529772125575219,0.4361900415617453,-0.6536122617788027,-0.4680514211298572,0.9960877234879013,-1.597968432731845,-0.5003044778256778,-0.4714977969138576,0.13674856661467,0.32848088991902313,-0.02312448417067745,0.08446691455433726,-0.003155098036285952,-8.679876833408039E-4,-0.019132395283732263,-0.018191118193771914,48.906623994927216,2.578270202577672,0.004660258861222524,2.4258562180836574,7.066255109518735
97,18850.768494048363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5226584660994027,0.0,-0.5875829060882652,-0.09881130721881905,0.5964648716717078,0.17625837747471718,0.11982850323039235,0.33107622300198347,-2.2230700797990224,-2.028361384617031,-1.1277760495723914,-0.7618638224521413,0.2307815915603167,0.5874602848314412,-0.23995116697958274,0.24977298641226997,-3.0600948343911796,-2.4615304927400246,-0.5588793318439226,-0.9447115986117118,-0.7493842196223286,0.424916619645758,-0.6400589311104046,-0.4532828415899389,0.99589817586815,-1.5980098530639062,-0.5001081628151344,-0.47170475595161837,0.13693146816071844,0.328229306457704,-0.02299553738649964,0.08430336528818903,-0.0031502616863585803,-8.668389782287511E-4,-0.018474105383542654,-0.01758126349709594,50.41346292865764,2.676827443480853,-0.1202623057929392,2.4968550056379684,7.351750171236678
98,18850.718660323186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5225705157117813,0.0,-0.5876382819519309,-0.09917250954938144,0.5965495747491408,0.17649425149181316,0.11984898998203977,0.3306390475347926,-2.222620180481769,-2.030439242448645,-1.1290053525883783,-0.7602225145297371,0.2310466922306327,0.5868128460471836,-0.23909122513845754,0.2491359352810967,-3.060573019399129,-2.4730014633766118,-0.5600054930528825,-0.9358740445109023,-0.7498730226000941,0.4068316054349422,-0.6249718523234242,-0.43620098583560046,0.9950929585509242,-1.5981153180921583,-0.5000648277430844,-0.47204800020397825,0.13691028225099106,0.32759500536386477,-0.023004599251474255,0.08354235777808564,-0.0031505193626642954,-8.669297931647439E-4,-0.01764261932532498,-0.016555298810774128,52.98858595748442,2.8476591504313604,-0.33599177636786126,2.6259960465784324,7.834904254840542
99,18850.53475552246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52241855935871,0.0,-0.587850179309968,-0.09894206178271091,0.5963196681369716,0.17635167788275272,0.1196458999144844,0.3312348202027787,-2.2251708381195674,-2.02879596420076,-1.1271841857298568,-0.7592835645327269,0.23225103282648996,0.5870084458322374,-0.23856725903350207,0.24954160068198442,-3.0490442825561925,-2.46547629460543,-0.552207976684582,-0.9504827661818911,-0.7563544557539357,0.41649105234588973,-0.6407122315675096,-0.4525194394059666,0.9951495073108334,-1.5981033114492258,-0.5004111754100001,-0.47191947723507044,0.13658579416382063,0.327734027207624,-0.023221088479461815,0.08341276009324446,-0.003158417772265082,-8.687903575754184E-4,-0.01833999796582842,-0.017093525589835654,51.675223886125934,2.763117468968722,-0.2275700664414985,2.569707324545707,7.582144982420054
100,18850.4855315137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5224032430611416,0.0,-0.5879371958819539,-0.09918970540165097,0.5964628074033852,0.17651605756359123,0.1196195071180772,0.33068939301435035,-2.2258356449607004,-2.0277819079157933,-1.1273767215179202,-0.7603647344104257,0.23198306413526326,0.5884878894978484,-0.23926607289024204,0.24925677814087957,-3.051154793757342,-2.470420479606973,-0.5517954018822004,-0.9478203635060706,-0.7559284139129685,0.4090401887199435,-0.6336275115285741,-0.4440494898151436,0.9949765195520202,-1.5979591907237376,-0.5003248265025787,-0.471988914245316,0.13688387984873154,0.3275659485989595,-0.02320482224990365,0.08297969528371747,-0.0031487905511988685,-8.660370443103909E-4,-0.01764572561757506,-0.01648955675285978,53.2499989830129,2.8687970821424624,-0.36277608989712185,2.6547505192463072,7.874247378937699
101,18850.485364345255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222112865121369,0.0,-0.5881767369352817,-0.0988466773874581,0.5961346902664308,0.17632621986527616,0.11937917198247433,0.3315578963630593,-2.2288420897968573,-2.026096617904208,-1.125105122226806,-0.7589148876185512,0.23351468444928647,0.5882461488141245,-0.23844283811942404,0.2497484774191516,-3.036340160407245,-2.4602526591768696,-0.5416357665774519,-0.9666376770917439,-0.7643221201547716,0.422164450712019,-0.6545122278667481,-0.46585175114684857,0.9951239841567535,-1.5980247781263321,-0.5007998735668135,-0.47185693218125746,0.13637797966460122,0.3277369136167474,-0.02349526964022734,0.08288057887501397,-0.0031603178515794777,-8.688195256890105E-4,-0.018566553307883652,-0.017195072326418603,51.53505154759919,2.7585684729558446,-0.22101311221443615,2.582351151357744,7.543424771352151
102,18850.38985642921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522269763105682,0.0,-0.5880987072330778,-0.09894909957861901,0.5962316751087192,0.1763945340705847,0.11945753930199707,0.33129575060458455,-2.2279044548514766,-2.026671190845398,-1.1258178645195842,-0.7593620842566154,0.233018350116784,0.5882450070357087,-0.2386984957956014,0.24956231053857403,-3.040962156291014,-2.463446432963435,-0.5445282521402595,-0.9609064563281565,-0.7618058250691672,0.4180468201636273,-0.6480375741526953,-0.4590726598343436,0.9950995035934789,-1.5980283493125644,-0.500660837279657,-0.4719111835979797,0.1365185972180993,0.32766888107512415,-0.023413441523148316,0.08290758531369416,-0.003156461797570337,-8.678660319953578E-4,-0.01823002242450997,-0.0169272841360554,52.19979205034633,2.801869832205585,-0.2756598125910251,2.6131984525348,7.66977565795936
103,18850.3592526217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5223000476740545,0.0,-0.5880558792729942,-0.09900421350758172,0.5962819212165602,0.17643568645311108,0.11950070416821587,0.3311564342199138,-2.2273964256777368,-2.027011895706005,-1.1262095448616196,-0.7595859273560429,0.23274982143081735,0.5882122050621575,-0.23882824297858202,0.24944915153937805,-3.0434339240293076,-2.4652397034423266,-0.54599099875923,-0.9578183102065205,-0.7604991564487248,0.41569342430435335,-0.6444851451225599,-0.45533626353115186,0.9950847709013516,-1.598039040511463,-0.5005889042294649,-0.47194638798523253,0.13658759629844958,0.32762338119179935,-0.023372498473889867,0.08291480844764028,-0.003154344734933171,-8.673374396287953E-4,-0.018028298181166365,-0.016761328451631648,52.61769632313414,2.82930030480819,-0.31035777159023226,2.6334875754137714,7.748660669904093
104,18850.286218328198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5223094348685433,0.0,-0.5880191940636244,-0.09902819726282316,0.5962900342690316,0.17651135988870115,0.1195383444777029,0.3310975883660844,-2.2271157364995005,-2.027467130781575,-1.1264867785199084,-0.7596287252988699,0.2325460883103304,0.5878803424941743,-0.2388739709734748,0.2492445638009222,-3.0447592244944244,-2.466851669293926,-0.5456079517567072,-0.9563084997910729,-0.7602654466480826,0.4132702570548079,-0.6420148288954319,-0.4525342982747249,0.9950830816314419,-1.598147204538403,-0.5005736658513176,-0.4720204435819728,0.1365592433352048,0.32750766760641553,-0.02338452730955952,0.08285657696464722,-0.003152095514889289,-8.666926891141748E-4,-0.017646841366985636,-0.016394768878741785,53.60415499931726,2.8963560462137528,-0.39410414475175704,2.6919004853765367,7.928158059753281
105,18850.260709025923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222372802046293,0.0,-0.5881174858637084,-0.09888827405286199,0.5961629831482111,0.1764320325152564,0.1194383920993447,0.33144017281297544,-2.228398583237686,-2.026654077136715,-1.1255269052474153,-0.7591258444974008,0.23316398416166936,0.5879075141068748,-0.2385911871482019,0.24948364083561536,-3.0387838061078893,-2.4625662944085263,-0.5415437664155854,-0.9640552495363046,-0.7635968898505061,0.41882777727453774,-0.6506501953723766,-0.46151227237973824,0.9951228544912898,-1.5981545566019528,-0.5007474056546461,-0.47193917710269634,0.13637816279329878,0.32759298853575464,-0.02349440296222806,0.08282692732576863,-0.0031564819037087862,-8.677412681484424E-4,-0.018014342600127114,-0.01667783704815374,52.92123562817971,2.8526464587682763,-0.33759363142845844,2.6641177512116427,7.795736693691055
106,18850.237577580647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522265211935177,0.0,-0.5880821469608812,-0.09893561960334243,0.5962087927211264,0.17646355671059907,0.119473456717331,0.3313173948502865,-2.2279881117800584,-2.026893847609473,-1.1258460625770892,-0.7593426440152824,0.23293811194438863,0.5879331004845604,-0.2387164042677254,0.24940710616081235,-3.040894579591511,-2.464021951771193,-0.5428733527369073,-0.9614463726459902,-0.7624389560003666,0.4169367208996265,-0.647694603959657,-0.4584023948640352,0.9950978808461295,-1.598152559576933,-0.5006774767065943,-0.47195609314449094,0.13644812179903687,0.32756230782025425,-0.02345540913034294,0.08283936644399016,-0.0031546419966590592,-8.672831002643601E-4,-0.017850322038012872,-0.016544343954814203,53.25731322348376,2.8746931020426065,-0.36543214597522533,2.680439978867706,7.859178598922365
107,18850.18063499052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5223058349948104,0.0,-0.5880381519029353,-0.09897218043179064,0.5962575552652519,0.17651591114345228,0.11951122812858919,0.33118725362631185,-2.2277374303046447,-2.026982162505463,-1.1261028288425738,-0.7597178113834524,0.23266656977616068,0.5880719314492306,-0.2389475854415523,0.2493597135003231,-3.0431097921614727,-2.4653033874937034,-0.5437240131116068,-0.9592538623485548,-0.7613472750338567,0.4151478632551207,-0.6449953902394431,-0.45534176323105685,0.9950139583848295,-1.5981648460939402,-0.5005639418757742,-0.471922673305587,0.1365406805359339,0.3275184816142817,-0.02341482604294309,0.08285901085830966,-0.003151411490752413,-8.664066115448597E-4,-0.0174931016858589,-0.01621960898833445,54.13482134153549,2.9344018075858966,-0.43879302346126825,2.733544351126739,8.018067155995055
108,18850.159553033904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522237351644082,0.0,-0.5881277523053008,-0.09883449460182951,0.5961337734350263,0.17643667779586622,0.1194181938922541,0.3315222388014202,-2.2289195710221197,-2.0262581278127034,-1.1252024110266905,-0.7592114795940701,0.23325333048687694,0.5880492182368209,-0.23865944399849578,0.24958749642618777,-3.0374714798721136,-2.461144756471612,-0.5399290414435841,-0.9665630461354134,-0.7644899030290957,0.42052623641868325,-0.6532663008825884,-0.4639500976287387,0.9950673145503927,-1.598177475104378,-0.5007324989464629,-0.47185040214612617,0.13636075640084613,0.32760112968827826,-0.023518577171382303,0.08284091438636827,-0.0031557677925308954,-8.674587590381765E-4,-0.017853995143619232,-0.01650040680839352,53.45479704303209,2.8907781734251485,-0.3821366868716341,2.7055518392065268,7.8863748520560355
109,18850.135385164005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222690465319413,0.0,-0.5880855009262438,-0.09888810601856417,0.5961852408803374,0.17647132366092222,0.11945949398394722,0.331384220024568,-2.2284219779047385,-2.0265704709527657,-1.1255820924529696,-0.7594377812375869,0.23299420973083623,0.5880486488036218,-0.23878874677211942,0.24949674173075712,-3.0399207256468794,-2.4628218162879096,-0.5415120467595116,-0.9634914220633952,-0.7631442962159612,0.418328369748409,-0.6498387951203415,-0.4603506180485081,0.9950425425047428,-1.5981781531202202,-0.5006541741453185,-0.4718741095570588,0.13643698483398814,0.3275645989048789,-0.023473600014883262,0.08285750932701141,-0.0031537725112913504,-8.669680297200862E-4,-0.017671349618037135,-0.016352061049181302,53.82734245019227,2.915176452367276,-0.41291942458345415,2.723484588882055,7.956800509720443
110,18850.062947524617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222758024660261,0.0,-0.5880708977991328,-0.09884812964997347,0.5961655602437074,0.17647082802096187,0.11946003748166188,0.33144115992120565,-2.2285576153798643,-2.0265470396503726,-1.125485865500164,-0.7594281160612509,0.23300455521157076,0.587979227285685,-0.23878817003850655,0.24955278815853613,-3.039623985354534,-2.461968562653261,-0.5409644335917555,-0.9643483708509126,-0.7634279824177046,0.4191685301316704,-0.6510577621821245,-0.46140220175072755,0.9950266435123495,-1.5982155060443772,-0.5006345131575741,-0.47183189783563556,0.13641585278312524,0.32756050039832535,-0.023479071495232713,0.08289615095784761,-0.003153482955238744,-8.668532892853075E-4,-0.017537106504723052,-0.016208854084502698,54.25454293761107,2.945557581634846,-0.44770282383783794,2.7563839663052563,8.029468906507084
111,18850.03245285372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222357095386514,0.0,-0.5881246861149403,-0.09872315588445393,0.5960690106414178,0.17640934527809973,0.11939178622467457,0.33170768770399156,-2.2295293958970155,-2.0259286810983212,-1.1247591776352086,-0.7591223596645219,0.23342228609134513,0.5880137856625672,-0.23861732202463826,0.24978360418165133,-3.035491215157429,-2.458242818042372,-0.5380457925922232,-0.9701337133754527,-0.7657780884227476,0.4237379566302132,-0.6578717941696425,-0.46828837590003153,0.9950493668132242,-1.5982362019453638,-0.5007270763753816,-0.47173453779089414,0.1362946201844985,0.32762924562115064,-0.023549491720028872,0.08291868394524823,-0.003156153362306115,-8.67460954119441E-4,-0.01768946226649389,-0.016300325610120264,54.10005957489453,2.9381400717466635,-0.43325103587859054,2.763222214321211,7.9908087708854545
