Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt,g_walk_aadt_c
13,2211.7004646876794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.448337953638938,-0.6798490305168999,0.1965449323219985,0.0,0.2547546137579959,-1.5339353184308333,0.0,-0.08165128593848148,0.45739762852900934,0.6863719111007568,2.814441282118006,0.5225185921867483,-0.6991545111477994,0.0,-0.06726156970038305,3.5853541823579205,-3.3033918035157965,2.5384753974337624,0.0,0.0,-0.7752201343131532,2.969967603066324,1.9976220190958989,0.17316484596264298,3.2838156611120173,0.5994495531797928,-0.5472092376674258,0.0,-0.3340653111841712,-0.05981764592972597,-0.2957385036002068,-0.13372335176444897,0.9078450430422241,3.637288406949589,2.1703468429445456,2.028396673651204,-2.2919041339493926
14,2202.8726128719372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5202844427079227,-0.47995443030318974,0.15103531909902146,0.0,0.28660162161584907,-1.0527273992366823,0.0,-0.33525058711432804,0.8841289340328649,-0.06860828002172548,2.825538146069862,0.5563735685742358,-1.5170367779677494,0.0,-0.5381760570751668,3.2076255622743304,-3.7703906423130484,2.5678851769746434,0.0,0.0,-0.5082179203470721,3.6889979214460134,2.7125420609436253,-1.0417339222611375,2.3119701678126003,-0.10766377745697109,-1.406186341779905,0.0,-0.2178836296943464,-0.026624629904905335,-0.154270415982386,-0.12104384392557654,0.8404312046707528,4.824617153348921,2.943869112863905,2.0640061061640296,-2.4793287848371772
15,2187.778214824906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604791866706236,-0.5595113953186179,-0.1636288827054262,0.0,0.11828842772326276,-0.9928897512956066,0.0,-0.37233733026635296,1.157276228484147,-0.2395474107823968,2.509445649295846,0.6593273458453494,-1.664176804559189,0.0,-0.5893445347903017,3.2563453407067624,-3.6658988086565643,2.5885180052664247,0.0,0.0,-0.5528562973828195,3.7376754890350887,2.835449755228083,-1.4128232068813849,2.340569024653489,-0.2504210985872659,-1.6008924783531033,0.0,-0.1786362607166252,-0.019628639337311755,-0.13738148271802464,-0.11647601193840047,0.822241661753748,5.01440701433323,3.090649526234535,1.8947360968784113,-2.22787979809742
16,2165.8157266685703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.610547336510892,-0.4189940972848014,-0.5928643989718749,0.0,0.1771056197470332,-1.0643684150277848,0.0,-0.33414771868700194,1.4070481457213548,-0.6126935299636681,2.3883909276359474,0.21346795007081637,-1.7395046831975056,0.0,-0.5163537655723377,3.4894650176147866,-3.2690122181343777,2.5801784341414957,0.0,0.0,-0.710267442787532,3.7810944597569334,2.819160544810421,-1.831644406345074,2.229649910407241,-0.18661358028276448,-1.6617270427472939,0.0,-0.16384893563610986,-0.013444403804588154,-0.13105944481795473,-0.1128584452014334,0.8803799365315028,5.095618934728186,3.1919917004284843,1.7328712375575872,-1.9589698783635325
17,2153.0520678490684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6885217686518417,-0.12295730022248658,-1.0205665310055738,0.0,0.07260045750210041,-1.031077478361174,0.0,-0.14015985206062337,1.5991085796252347,-1.1693831998685416,2.5066857916613086,0.0740607503889116,-1.9100970217111635,0.0,-0.4184191110243441,3.6886902871040514,-2.695511167697849,2.3718526636983075,0.0,0.0,-0.9240012673160589,3.899636194404948,3.1166233246423047,-1.977347066082189,2.2313948368886436,-0.3329879734761797,-1.5676083984305609,0.0,-0.14969849452174414,-0.013900320175283613,-0.1625929225080716,-0.11503005422880137,0.7659501871793076,4.990875419693663,3.2310427898097673,1.68462542694548,-1.8621321211277426
18,2134.7291879006025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.764509072341267,0.29633351766454646,-1.5570679578498605,0.0,-0.21680190064945193,-1.0291204032209236,0.0,-0.24758809208188978,2.0759968531734443,-1.2106432362217565,2.31517590823513,-0.24749111754273392,-1.969178869251196,0.0,-0.029521280322982513,3.524822496984167,-2.392315367848794,2.0031929066788052,0.0,0.0,-1.0080920891392606,3.9058191311495305,3.3208771652201174,-1.93721255760733,2.2275729166866274,-0.48035916368484244,-1.346908390134953,0.0,-0.13802246655499328,-0.00762390985820661,-0.15703365927864907,-0.11213869181270851,0.9537533180349566,4.75717281190977,3.214455624642154,1.9407649772892568,-2.24337683485159
19,2123.3449281077087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.642616874644852,0.7322631605736336,-1.592205044067758,0.0,-0.4080006952991648,-0.9744846935440065,0.0,-0.34076439374147155,2.1898594216808993,-0.6351644844680737,2.167729922871154,-0.6147568972266192,-1.9018770718118732,0.0,0.19226977849678073,3.3787946539240172,-2.994026155395544,2.003075923193885,0.0,0.0,-1.6300034383725777,3.896802525529182,3.6122261699762217,-1.479478205612868,1.860375386337573,-0.7706908195634291,-1.0997713159178604,0.0,-0.1653762345406626,-0.011529327132682217,-0.16935793867024002,-0.117623426075262,1.0208693747805728,3.855104864135143,2.8498830670498903,1.8466601065929904,-1.9370498653149715
20,2109.2765110555592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4823197728724862,0.17570633726044926,-1.0049907079408769,0.0,-0.7111820651285894,-0.7957205078377313,0.0,-0.9287851909434905,2.130007267067764,-0.6421168322381283,1.9911008930959515,-1.2184676594167385,-1.8938057507238213,0.0,0.06003669033522485,3.701627668956017,-3.6252968502411784,1.7355524493725467,0.0,0.0,-2.1776868628050865,3.4410137681959347,3.3636099599162783,-1.2057941035763484,1.9253612382361336,-1.16054738386169,-1.439682360380604,0.0,-0.21144045686405386,-0.0033631250282351727,-0.21624956146922633,-0.11750573766471889,0.8873133038913037,2.6030132751682125,2.3007418095045526,2.0865101005904756,-2.1865566637305656
21,2104.146472269547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5175277482453837,0.20037154645488828,-0.8668077024149052,0.0,-0.7125922632066967,-1.1117367384562251,0.0,-0.9137631338720962,2.0832656759838164,-0.44607325608956316,2.149535247381404,-1.1933508109149369,-2.018858532813894,0.0,-0.02299430590096875,3.6533246990125927,-3.3999431605473247,1.7871867952139293,0.0,0.0,-1.8199518325726731,3.354932255415247,3.4885993144345164,-1.2510364035327115,2.085383024658087,-1.0097745093885389,-1.6481070113927527,0.0,-0.2411913096752067,-0.00943922927435976,-0.22015639919715238,-0.12019078838154658,0.973992518181903,2.2533460981788673,2.241254637023849,2.069797593198319,-2.1194820979644757
22,2100.823973449743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5449103129603208,0.28313037036333016,-0.8721519743093823,0.0,-0.4272561208303567,-1.869098426294697,0.0,-0.9139000905915327,2.0806455287692347,-0.29278482496530434,2.009094279443268,-0.8065267864203943,-2.3192677096642247,0.0,-0.2669935455127744,3.8141032600102798,-2.7428990776577673,2.3784689495162117,0.0,0.0,-1.3757523488718395,3.364879186899036,3.4807086317890277,-0.9170851803303676,1.97193822492177,-0.8186240260514397,-1.9283311830579162,0.0,-0.28018381982310436,-0.016948662776126534,-0.25553952265410396,-0.1252810828839366,1.0087615772812524,1.6410341942700053,2.2257958269191014,2.2060320987664084,-2.284392304659378
23,2097.2964743151933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4738290797454239,0.47871207877083766,-0.9816442346680302,0.0,-0.21831231518386177,-1.7467679796267155,0.0,-0.725057206702149,2.208643442445451,-0.2628834751680428,2.0139819519170588,-0.7225722217589774,-2.5622462673968713,0.0,-0.3721357851757425,3.8412467118260056,-2.476669425180051,2.433544671124234,0.0,0.0,-1.4222268391102515,3.2357409805755766,3.376104438608891,-0.4903549398765258,2.1798282474496493,-0.5534999321092524,-2.1932429461727354,0.0,-0.29987073927420854,-0.026181579101024935,-0.2461711490796193,-0.12723443601331086,1.0628116392064604,1.4557691201218428,2.372369677191985,2.2073620870802553,-2.2980288752052513
24,2092.9765649869287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.430845685392601,0.5432160904780852,-0.9644120965952201,0.0,-0.21669121126299165,-1.82465852673163,0.0,-0.8733822850700176,2.295257261189033,-0.273554383434471,2.1865928812029574,-0.5882700084457998,-2.519842935220247,0.0,-0.3374651734426419,3.90080494874726,-2.29339103636364,2.1884283219885914,0.0,0.0,-1.711826249445234,3.164531908323922,3.316053006460838,-0.41748619344385934,2.243544489318123,-0.5005334029913344,-2.00620704664517,0.0,-0.29676221270589925,-0.025072291061923022,-0.23112080176604607,-0.12655630331858267,1.1147917996694818,1.4490593060109989,2.6234724008982657,2.1443856495116393,-2.2179738819192694
25,2090.2897684586005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.398951724433942,0.5759648192207611,-0.9236469702591118,0.0,-0.27313499522957946,-1.6603018863643781,0.0,-0.8431753107303716,2.300288535328582,-0.1407732296551669,2.2133514086172372,-0.630571821617001,-2.2294568173551315,0.0,-0.2745795981649001,4.077768413916515,-2.0513610652055654,2.160166195163009,0.0,0.0,-2.0556599005211678,3.1413744317618213,3.5865477608895913,-0.6512236889947688,2.2787130214299163,-0.5455652580264098,-1.9628780234530498,0.0,-0.2958132023520138,-0.02738260742770755,-0.23470581190004167,-0.12744540450389338,1.1498798012908036,1.43735365939995,2.957304961596719,2.1664850127177417,-2.287306349079442
26,2087.622734091183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.438168546070257,0.6742163458243464,-0.8542136069773878,0.0,-0.6041400371316239,-1.5979758705410136,0.0,-0.7605972923418222,2.5846101028904087,-0.3059075380721128,2.2600182232531227,-0.9403359645815618,-2.1445351930532666,0.0,-0.33423108374434934,4.328435538571158,-2.1699538696368648,2.265031524846849,0.0,0.0,-2.0064624500647166,3.1996056571850584,3.7287245582640343,-0.7495261518668259,2.347679391376508,-0.7988259901838697,-1.7750606755438836,0.0,-0.29092415590207843,-0.028771271418859275,-0.22980273407426965,-0.1276538630795192,1.2175784822847335,1.352633254110648,3.417683669707638,2.100076597346456,-2.1979151102789305
27,2086.02678499436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443262558093984,0.8558445327929987,-1.1377342342761652,0.0,-0.9015026038828022,-1.5961992596129284,0.0,-0.8332980040467342,2.5677448698090943,-0.30886762089715813,2.406958196433506,-1.2114994412154012,-2.301371796688026,0.0,-0.4928921577606206,4.606165509006279,-2.3745517425388094,2.2996435565679305,0.0,0.0,-2.0228694871943067,3.200320136860697,3.777268960548834,-0.9708937623419361,2.438560626063393,-1.0860757188714047,-1.6987474606034447,0.0,-0.28313927473313827,-0.025005462969802064,-0.2255501915323771,-0.1264948887106224,1.1999394041594367,1.2237059960912429,3.9281836046408696,2.065603733153866,-2.1687759567889686
28,2083.6719204236692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3985341862447096,1.049484536743674,-1.2526552600725678,0.0,-0.9616079077612895,-1.8992979674448054,0.0,-0.9497044345607764,2.825107330393638,-0.5215480049680912,2.57081969328594,-1.251236599449454,-2.4419129038453726,0.0,-0.4626264412236772,4.61561124905706,-2.680213444349818,2.3324090132487045,0.0,0.0,-2.3365487533042857,3.1688579450178507,3.9323285071583487,-1.2329427737317562,2.552465047513773,-1.1092593936812198,-2.008567538820109,0.0,-0.2656852985832429,-0.021061025645709597,-0.21021931917587486,-0.12459549581612923,1.2242287429620056,0.9545970126222884,4.5612017232131485,2.050482163243357,-2.167214557721633
29,2082.5159289107874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3936249037814674,1.0815550912670435,-1.1634578425792848,0.0,-0.8808157206361927,-2.0005041581804144,0.0,-0.9492625558013882,2.9261787200968072,-0.47358266560590323,2.503531540403258,-1.203726774414223,-2.631315442695788,0.0,-0.31877325425289704,4.896066279888732,-2.749109494756556,2.0748846571368653,0.0,0.0,-2.355368582339485,3.2302679854459546,4.0387530814626516,-1.235334347464139,2.461569867850207,-1.0544021715151244,-2.163044863060815,0.0,-0.25689441530392154,-0.019197415566763226,-0.21769856049135183,-0.12454532932072836,1.2711645613931446,0.6841287708239155,4.994312105430997,2.0335170250932806,-2.142441660855647
30,2080.5022520911243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3623724448320016,1.1802929068378316,-0.8933578790303234,0.0,-0.9044299400086737,-2.1481131526362427,0.0,-1.0631859322621948,3.1638514727179907,-0.4379052382225551,2.5566012174977226,-1.3047789624088575,-3.02118018181474,0.0,-0.45098072628448904,4.87077728802837,-2.423413200326045,2.271772001452756,0.0,0.0,-2.693129155763434,3.1676143641436414,4.183856596738216,-1.1103906735047213,2.5817466963529947,-1.1146374368958556,-2.1530543606158883,0.0,-0.2624182201937894,-0.01650835732127831,-0.19981642967646313,-0.1258625603255843,1.3628049122232027,-0.7455849179441169,6.585351413941936,2.0865457222480557,-2.2361635736687204
31,2079.569424962333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3775535013605074,1.257939753802348,-0.9275720617602246,0.0,-0.9699104626434956,-2.192262130733613,0.0,-1.1356904168972326,3.2216932454318448,-0.44573865524123174,2.666157220308688,-1.3050299733467852,-2.8840847959774103,0.0,-0.47878164507848914,4.915981931232971,-2.3444248286473917,2.3000513694114453,0.0,0.0,-2.710515056598447,3.2068011035770247,4.15425160327258,-0.979131343508035,2.5604657891626625,-1.2125767210552596,-2.3536449409221,0.0,-0.26609462628875646,-0.016094401462684524,-0.1969354826950627,-0.12617609624958903,1.4071574436061864,-1.1144352848220807,7.043574025763997,2.0736850669336366,-2.2194420030314146
32,2077.7207170766014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4748905122511706,1.3449556439153114,-1.1009515802213967,0.0,-1.099035875331393,-2.3418047122400143,0.0,-0.9888067103074686,3.283302889512419,-0.49722866336554783,2.653622323989905,-1.4305591624404754,-3.0279471389669097,0.0,-0.44901141334314126,5.100364972068646,-2.5763962751953278,2.4311861377896657,0.0,0.0,-2.751619743969241,3.349518084204287,4.117779207833987,-1.088225786030134,2.550234720620781,-1.3394506879043446,-2.5554513980661,0.0,-0.271091338691086,-0.01843164867117839,-0.20525352898382862,-0.12779062263372576,1.4177524080111517,-1.1155892520982658,7.898582250493108,1.9502588058913604,-2.1286619780843035
33,2076.4807313428696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5886004538893546,1.4388145232680705,-1.2342926179351303,0.0,-1.2390370335290914,-2.463916714566495,0.0,-0.8485574979254503,3.3273807413548213,-0.5648666839471969,2.6504054711975544,-1.5800259747680139,-3.1404673647340187,0.0,-0.3485899492020793,5.193732255332921,-2.756771914321917,2.4146065540569985,0.0,0.0,-2.9030053003864635,3.4892798567617014,4.128552753759545,-1.2017602872174409,2.563976489196377,-1.480913049252417,-2.658974971653955,0.0,-0.2809860764597151,-0.02069258221821193,-0.20497695746967284,-0.1301481033844384,1.461191201627085,-1.476618212143559,8.851736523643039,1.8313915360133828,-2.023163876979432
34,2075.5698557400874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.847452852649532,1.470453188473023,-1.2788647874789503,0.0,-1.4751307653257517,-2.6905262670742554,0.0,-0.5934129908576166,3.3107177456346273,-0.5517051910498975,2.649976531345478,-1.8309036598219244,-3.3640413350435407,0.0,-0.16424135463189998,5.171925487292052,-2.846515323922999,2.4422832666164833,0.0,0.0,-3.130505578884011,3.7999081914531194,3.990656855388253,-1.2266139543408132,2.5946720893940567,-1.7172900362302932,-2.8494892027205894,0.0,-0.2841088464865398,-0.020965783952214587,-0.1976487999078653,-0.13355929038202535,1.5147741206595147,-1.939453393497097,11.114722853971891,1.5250724285887651,-1.7942506719257887
35,2074.943125967116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8483303577298815,1.4032562346425812,-1.2474601560016343,0.0,-1.4344561532901399,-2.6484916670122107,0.0,-0.5992898558215776,3.264381066304093,-0.5745557127158769,2.613932815697154,-1.7811923481109884,-3.318455813349601,0.0,-0.11105853182379644,5.090332829182938,-2.80467335412038,2.361844141512406,0.0,0.0,-3.097608919146393,3.7952632399042296,3.957694858778204,-1.217206366808173,2.5553462131853277,-1.6768910257434102,-2.7932846196657324,0.0,-0.2860403077754657,-0.021215214282605834,-0.20033657256955484,-0.1339521103915752,1.5133123906327515,-1.9032671074693137,10.804414848199608,1.525918921901023,-1.7890559274803481
