Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_vgvi,g_walk_speed
61,6231.909585157157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0834996516885163,0.0,-1.0956194874000975,-0.01273374033348376,0.4567077283411644,0.20985461184403417,0.028112568695880767,0.5062363859816017,-4.210824665807858,-1.884292542238635,-1.3504515191734652,-1.0235584801022646,0.5204154849655612,0.9299819698442888,-1.2374243641722877,-0.5441431892880674,-1.8989962366295725,-2.15238077558076,0.1277354173158249,-2.0679417919133143,-1.7056335843900363,0.22908485061558997,-4.623349719820538,-2.0234600451760683,0.8740800675995474,-1.767391793840494,-0.2270913761812871,-0.5585172865483047,0.4232999078021388,0.1444042522321603,-0.62871482294259,-0.5999547722352255,-0.00257105127171783,-6.234887268025986E-4,-0.36771360865600283,-0.08023318463798917,11.883672055916634,-0.685943696419178,0.4530759228315294,1.3372659809579066,0.607288252509257
62,6230.815746524587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07696681383312,0.0,-1.0959023666488898,-0.015047245187354867,0.4585951872206886,0.22120523457324603,0.03056692755307787,0.4867834355092154,-4.022597000322565,-1.9796974383617423,-1.4983613487873777,-1.4455444370759682,0.40484700711273813,0.8461747474207847,-1.2580521815093886,-0.4259758633281966,-1.9619012958998958,-2.0417504642399855,0.19221061659309774,-1.8681261746304079,-1.6205466122257175,0.31259908708811673,-4.661084393835043,-2.18378802246447,0.8760780076872868,-1.7507329526548805,-0.2285464601102858,-0.5335929712604733,0.4247682746952539,0.13618881602744862,-0.6345170333426775,-0.6094636970231958,-0.00250877113651773,-6.071633495077944E-4,-0.3723735700821536,-0.07995524988902318,12.189633450629858,-0.6539656750052742,0.4104910052179115,1.3552919430439387,0.5861133497464824
63,6229.625116883125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0710434773971245,0.0,-1.089839577358203,-0.02051213145932458,0.45793355538896896,0.2139492420763169,0.03846094939558781,0.48432808807351074,-4.13335744244914,-1.915298284783106,-1.4123898539723871,-1.2954506311151062,0.3897196267359586,0.8374553377111578,-1.1959590994653335,-0.16303398453008466,-1.938885465060369,-2.038451036570209,0.1390327649603383,-1.7503079961385029,-1.4810823239430158,0.33752784614608133,-4.7104566331337905,-2.3110582603948293,0.8906611228506625,-1.7530064171577722,-0.2479097191629028,-0.5548360998264859,0.43073280079324405,0.11926246104799516,-0.6312417219804948,-0.5956726071266312,-0.0023612899295854272,-5.538556051698583E-4,-0.3799185598722765,-0.07930211950214376,12.780129152825483,-0.6297129946411241,0.3396000539669126,1.389253938157023,0.5461123808719631
64,6228.466771494701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0672295268155056,0.0,-1.0837500080709133,-0.02594979523786866,0.45112865457913903,0.2086083848456871,0.03981249075438863,0.49652960097956084,-4.251155553162154,-1.8319415770088694,-1.258715916936738,-1.3118196218056477,0.422477995414774,0.8569758931688408,-1.1432671663157925,0.0345896891228992,-1.9920372703207574,-1.9767403299989417,0.13716700052687614,-1.544246930628875,-1.3896506621557545,0.30934184362738026,-4.669065710821296,-2.392491911585596,0.9010339016674896,-1.7710739079728273,-0.2602936382631801,-0.5767764401788769,0.4256506384655418,0.11937978643157154,-0.6350736800908381,-0.5996265672087967,-0.002445413302749351,-5.730064017632963E-4,-0.38792246925331264,-0.07952566709371814,13.420761044318834,-0.6106824059023473,0.2541688110464494,1.4362043572886554,0.48464917028964916
65,6227.439544437904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.065642710606469,0.0,-1.0836430388087743,-0.029986996864868616,0.44315038430502585,0.20017188248622597,0.039782383770000505,0.5126850363284943,-4.2581404850551055,-1.8327514905573452,-1.20735027983468,-1.202370130999427,0.3694465386322834,0.8647865615222463,-1.057149970413286,0.2783590055076386,-2.0684647233319366,-1.9030829731604684,0.1064184219764541,-1.231991037101692,-1.2994114650038762,0.24110877779911283,-4.470198846346999,-2.3945599818305388,0.9099125047430014,-1.7927556877615587,-0.27099379783484184,-0.5914473565888649,0.42319056727021415,0.11912403448354938,-0.6453558568664428,-0.6195016909949919,-0.002510903125109457,-5.895637363118434E-4,-0.3991786413149232,-0.07982675971760222,14.614338466755244,-0.5334194777455243,0.06992444355449709,1.515806831952872,0.3809028458056064
66,6226.473750448424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0673133107884194,0.0,-1.0954248463148135,-0.02882908681289253,0.4448672494342096,0.19738843155188807,0.033933453656025014,0.5029202866304808,-4.261753805380434,-1.8091169785613728,-1.2197057567948835,-1.2417475697615221,0.407547634393286,0.8631004413182513,-1.061251179926576,0.1274682530153016,-2.04280574826925,-1.93343676972843,0.05791222656898787,-1.3118233544955054,-1.390473781821873,0.1976302969114727,-4.285643100374564,-2.1632317544330846,0.9113922389162263,-1.7903351254347442,-0.2699399165551192,-0.6010248676394633,0.42926646337634583,0.11430050420827156,-0.6491565987347236,-0.6233134663105084,-0.0025797188723292635,-6.147429049343439E-4,-0.39990536033299107,-0.08014266934427795,14.793947084903863,-0.515891388520296,0.032942512870321336,1.514731249231016,0.3842043482026273
67,6224.994967359716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0769030921420737,0.0,-1.1163407520388846,-0.01867697199939646,0.45187339771320756,0.20230656495638058,0.022835873625747204,0.49224005132510285,-4.150632811267671,-1.9060183593684754,-1.301586062435383,-1.2386804487205398,0.3840676919953383,0.8554591758134854,-1.104085284959104,-0.15536586075951134,-2.1409892566696485,-1.9008899353960966,0.08120528518442527,-1.25235292741035,-1.5023303530532048,0.2091463908078011,-3.753657505063524,-1.6743395622402992,0.9015554960344481,-1.7746363710764077,-0.25028229604184865,-0.5746636270801421,0.4322242932360004,0.10801361336788706,-0.6505717490546946,-0.6481779659493584,-0.002578188664393206,-6.193228980980493E-4,-0.4041818527167696,-0.08061482757334086,15.478519166243183,-0.4207454390546974,-0.11303322334861794,1.5183932845303736,0.37715994411016984
68,6224.3184146974945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.081622865995651,0.0,-1.126873822462517,-0.01903964349261545,0.4567255789363152,0.21293797193300598,0.02346311514286102,0.4829074893453814,-4.116703233933118,-1.9010412913276353,-1.3814090158775498,-1.2927080211573496,0.4129123454308078,0.8206871982348669,-1.1717984184232124,-0.27912906269963067,-2.0870998656585367,-1.944924291407001,0.030310949494965378,-1.2828120368893718,-1.513242307986685,0.23161945490689098,-3.4038552443560577,-1.5046597446620464,0.8961548659416919,-1.7605969216941613,-0.24513924278885224,-0.5773368851955932,0.43957513790750835,0.11662410174143259,-0.6488208518593593,-0.6379397601207948,-0.002599483323224993,-6.26114270745856E-4,-0.41565663943422076,-0.08074681016873804,16.175608305558065,-0.28456319070500036,-0.2752049858027116,1.526382802972681,0.36930608921291563
69,6223.411961893718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.085830902020209,0.0,-1.1289791028206566,-0.019654681566214662,0.46327677116939664,0.2235534351817116,0.025256403515613046,0.4808063293150786,-4.101754724983616,-1.944553767304508,-1.445489754250213,-1.2894284269550262,0.4014053840951608,0.8451263703454364,-1.228979696891121,-0.39053145680456086,-2.094813416374227,-1.924584127595216,0.0863136001529791,-1.3795895321861178,-1.4660112571312784,0.27527691458536413,-3.092943947255466,-1.4476694801264522,0.885968979790615,-1.7475348496923817,-0.2398169646939803,-0.5632908759529017,0.4433025471578722,0.12392955368176387,-0.6431376552872431,-0.6264077754302733,-0.002468022055850018,-5.844736918940198E-4,-0.42187526053385155,-0.08046673157548503,16.32600489727588,-0.10862584066830455,-0.3943134953385901,1.4914577395166617,0.4084096712594175
70,6222.67017047998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0815423547886964,0.0,-1.1139459337521427,-0.01989316354133054,0.46017055450634986,0.21587120998236964,0.028458824474106904,0.48593130556189934,-4.128843726330355,-1.925885324308181,-1.3646505879548432,-1.2719440909856305,0.4004196515072108,0.8555548577247611,-1.2323661862096187,-0.3618327250372537,-2.0223982142290864,-1.9601233258884223,0.06989456585043291,-1.464703452393956,-1.3518668255425739,0.2751812781771845,-2.8491199002073366,-1.5711520701166102,0.8912027880551147,-1.7579279694204812,-0.24706165173288852,-0.5651542655052743,0.4374614502659912,0.11785398913138542,-0.6378695792331879,-0.6133483650135452,-0.0024452726108221655,-5.798080794418055E-4,-0.4358931648798332,-0.08035177672627307,16.668208821865075,0.04493769028442354,-0.5260748512170821,1.4675170233380745,0.4303872532108874
71,6222.432301153045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074409198178836,0.0,-1.101104528958303,-0.02352928274920033,0.45247674006743754,0.21062121185793234,0.03146005516885737,0.49563593129455397,-4.175955131489622,-1.9018905077855572,-1.3536031888285385,-1.2592471862644325,0.41206060530422167,0.872095418459239,-1.1807341552236754,-0.2662210498779449,-1.9954600271060068,-1.9443020517347402,0.07330726239090057,-1.4958313431225054,-1.3040800490953721,0.24486386292594547,-2.817268530244008,-1.7132086792625099,0.8960982842136148,-1.7684575925723058,-0.2528526003521755,-0.5755482035645947,0.43170430471268295,0.11595153354419203,-0.6392137840777089,-0.6075691989220352,-0.0024831667042804423,-5.847847772515876E-4,-0.43963740326011447,-0.08030837500079012,16.54423753278567,0.08522453931157904,-0.5397149083414329,1.4415744553473513,0.45749031211622193
72,6222.357798398277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071351354164832,0.0,-1.0981560900044678,-0.0228612311384394,0.4500584900952366,0.20682542516240265,0.03052160113627895,0.49484183508199586,-4.166467544367838,-1.8968923926542465,-1.3239720998185427,-1.2503531581618756,0.40292061745333413,0.8729352527177894,-1.1495500138031904,-0.2374148284832873,-1.9917088477570248,-1.9370481530348655,0.06601900643805832,-1.483457784049135,-1.3111524303035813,0.23353260760693326,-2.7490991474693387,-1.7157234343690706,0.8958834385243873,-1.7702252245846741,-0.2538445496109603,-0.5741625045465533,0.42976623267625574,0.11536233376572007,-0.6397543595022476,-0.6103335269389755,-0.00249803841614386,-5.934264762277201E-4,-0.44127887150798195,-0.08035432447045093,16.496296871470047,0.08511969870377128,-0.5426476794667858,1.4298977420848666,0.46844507137588515
73,6222.259012301221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0687799442825923,0.0,-1.095670904539494,-0.021796613385842413,0.44795191164336073,0.20609590933319735,0.029445069817647967,0.49336983347490343,-4.163022846432918,-1.888543586353564,-1.3218235392480315,-1.2561017622185175,0.40934972862469005,0.8679219652547665,-1.1155620169817362,-0.19332273410709191,-1.9783232836689042,-1.9346131001619726,0.05221643819140457,-1.4502702494954307,-1.3374295145620276,0.22730741288481704,-2.669489573082518,-1.7243500098541358,0.8943044252038133,-1.768914212548633,-0.2515012897027979,-0.5704435095370409,0.4275569700750134,0.11702901630205327,-0.6396873409767302,-0.6151292357336514,-0.0025214019250761055,-6.025320768279826E-4,-0.442541799340586,-0.08044914836124659,16.263816572400522,0.05813981150040696,-0.5186830626925957,1.4059670466887646,0.49365501654648236
74,6222.195695576077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068960351745557,0.0,-1.0965593430578486,-0.020888695959818456,0.4487126299978734,0.20745054909827745,0.028402669498955674,0.49113555045314883,-4.1650548800867,-1.8849664296314987,-1.3272921449681723,-1.2598255387566781,0.41412016646164834,0.8698014825107931,-1.1080456249545991,-0.1624885829747276,-1.9840537691272377,-1.9299125959589938,0.05390853268351657,-1.394542136302998,-1.354332025897749,0.23015659907003838,-2.6091513956191874,-1.7163264269796372,0.8918251776995755,-1.7657740667896562,-0.24919021815237638,-0.5666023432005679,0.427691145317664,0.12022782573935988,-0.6383032724813388,-0.6140622639214363,-0.0025209736294054016,-6.030865814622771E-4,-0.44276519153262794,-0.08053329994823286,15.976163892268238,0.015238573789350576,-0.4834245490783548,1.3893548178218467,0.5106652056897525
75,6222.171201718609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0710712215047926,0.0,-1.098810559310545,-0.019379242758909166,0.4527925734712937,0.20854720206953975,0.026059180387302334,0.48390058357308496,-4.147145041595559,-1.8857490609431946,-1.3397278645598003,-1.2737370525000333,0.425425836914069,0.8574276727670475,-1.1212764691600006,-0.08378445204721972,-1.9660171406356828,-1.9441129266835084,0.05636765915233468,-1.2489212316175577,-1.3895345450451808,0.242495318417541,-2.402228917492697,-1.696190831303901,0.8867283236809419,-1.7563421517332563,-0.24191981308373087,-0.5595703935957584,0.43257917644907457,0.12146282554514842,-0.6401615669915308,-0.6117180911609732,-0.0025423417836607457,-6.106259160777567E-4,-0.44601555323876946,-0.08088343311726605,14.691447913704573,-0.1419917446274912,-0.3361932508314641,1.2943212350628874,0.61417634505283
76,6222.047362719868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071805210391044,0.0,-1.0997174631276196,-0.020658679103962112,0.45163115436721996,0.20957512998407773,0.02763795371626611,0.4890342478108876,-4.169586711667514,-1.8879976319415126,-1.341995326804485,-1.2664945779043837,0.4207578337319609,0.8749922115623655,-1.1305529933008431,-0.13138071500699824,-1.9870763831506764,-1.931001989999266,0.06733183147014597,-1.313534242213822,-1.3531494755371183,0.2365049956152867,-2.508416707329475,-1.6927645774067974,0.8906561059999808,-1.7629682648876694,-0.24732440677057893,-0.5630518011229356,0.4305143559600302,0.12152816589169746,-0.6380140258189941,-0.612700203604005,-0.002509442641573236,-5.983011221057465E-4,-0.4442385658399973,-0.08070481506411756,15.21608631538584,-0.0756043097986668,-0.39967490504856273,1.3420647415018783,0.5608018702669731
77,6222.013894661538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.072715630304567,0.0,-1.1006679653615659,-0.02154796032499812,0.4516799582742334,0.20973913314708048,0.028282118948124855,0.49049905802137245,-4.168787529563393,-1.891454511620545,-1.3429253041142397,-1.265034183180539,0.4180588528645159,0.8778533210785688,-1.1436684282552405,-0.1476436376993394,-1.991008903673835,-1.9270326703081673,0.07371726496253406,-1.3217651056771544,-1.3332544129308224,0.23446915367134596,-2.5141585875731316,-1.6844925040557719,0.891351909702576,-1.7645081540957588,-0.24847199872028208,-0.5648890870676578,0.4314405370776885,0.12128164602596367,-0.638641524542946,-0.6118528439935949,-0.002503543041872623,-5.959671451230881E-4,-0.44465274309690134,-0.08071219858265687,15.133333100679781,-0.07819389243263666,-0.39708558092168933,1.3421326434508865,0.5595542957000519
78,6221.96252515127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0745375445225616,0.0,-1.1022203073694532,-0.02298248402321372,0.4511716377915705,0.20984479999224206,0.029646087327768977,0.4937796283516211,-4.168696757933832,-1.89877383485063,-1.345778610226303,-1.26394596916116,0.4128058821083233,0.8872481240789463,-1.1631557076977257,-0.18021903824453436,-1.9995959174504048,-1.9138382089416908,0.08539200807490734,-1.3386694432514454,-1.2895594833525335,0.23026660098430113,-2.513234510032292,-1.648229161806143,0.892846910939756,-1.768244294101025,-0.25066006572802885,-0.5670526240898082,0.43249205226745074,0.12028944037021293,-0.6399782204230896,-0.612400671731556,-0.0024899971360910584,-5.909952932618737E-4,-0.44524239515254566,-0.08077084465945794,14.68991976165821,-0.11039986123576032,-0.36521616522592915,1.331963255911493,0.5661510845458967
79,6221.938253472584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0746810031084575,0.0,-1.1020255267030603,-0.02319810394051773,0.45072116133801216,0.20996861861678964,0.03005219685889714,0.49458695470675745,-4.164615059184015,-1.9002136863193673,-1.3465422776767426,-1.2647550443755604,0.41137761644627174,0.8879258986018904,-1.16146058831631,-0.19241974669478346,-2.0026290333502272,-1.90613837589377,0.08677993618367438,-1.3462405830088655,-1.2823812691860728,0.2300494099921863,-2.500598651924263,-1.6270414047894821,0.8919733906464498,-1.7679330377180464,-0.24999132631429377,-0.5673335154480328,0.4327152003927083,0.12043517980052629,-0.640821887669246,-0.6120054957080427,-0.002495084683998399,-5.926170691066267E-4,-0.4451323787874665,-0.08082129892467138,14.479507126538541,-0.12201490786682123,-0.35254865175046707,1.326627244253042,0.5698152097610422
80,6221.907040562737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0741925445016136,0.0,-1.1008048318834864,-0.023041803331185495,0.4496059527404413,0.2102414002967833,0.030558834517544264,0.49532080405617074,-4.159056648997367,-1.9008479293286176,-1.3477011426062677,-1.266244440288766,0.4105908907682868,0.8870092689038711,-1.1482946297808545,-0.21185865262747391,-2.0047711293503427,-1.8951875972725571,0.08232007923543926,-1.3658047581923611,-1.2774119430206705,0.23177476076676645,-2.480793386930108,-1.5845584571606683,0.8902738423770526,-1.7668087962516839,-0.24841430429390138,-0.566369954433797,0.43200478714100865,0.12077404889748422,-0.6417472343648409,-0.6128780385537083,-0.0025037171828737144,-5.957351674165689E-4,-0.44401408245936635,-0.08092002376561032,14.10438649439601,-0.13371974841884682,-0.33686614732067066,1.3223173888875006,0.5694460039199598
81,6221.872434799225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073557116250112,0.0,-1.0994754581792554,-0.02268604901636614,0.44897484636306784,0.21072323440954635,0.030800603896545802,0.49549939470144866,-4.155353533003805,-1.8996222320286171,-1.346944146886521,-1.267002845274913,0.4100202315756509,0.8847857249695402,-1.1337520633337763,-0.22373374016800157,-2.0075672633668833,-1.886440501742573,0.07852520012669575,-1.3785628375188679,-1.2781171190919385,0.23410891042591964,-2.471572440195171,-1.5517231637530335,0.8884207329309347,-1.7650147757320522,-0.24682980879154057,-0.565354538672482,0.43138839497246867,0.1217201292426276,-0.6420139979814359,-0.6131864859858112,-0.0025123371664866807,-5.98824658380732E-4,-0.4417246427842104,-0.08103300062902953,13.726084634181255,-0.13581456052339763,-0.32735728163745836,1.3233953671277463,0.562527645301913
82,6221.807732908301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.072715476750558,0.0,-1.0981313202255885,-0.022228636854995515,0.4486875615374764,0.21127219756357504,0.03072622146746138,0.4951895623188298,-4.153835322148373,-1.8979406502848117,-1.3460156638056218,-1.266991566109589,0.410375568836318,0.8801461958515312,-1.118767075491736,-0.2308354956565707,-2.0092052519586474,-1.8819824938434278,0.07376451165613027,-1.3843783156667482,-1.283076906870913,0.23657001601527017,-2.4573703614473876,-1.5172476675694078,0.8871898191832164,-1.763146583874034,-0.24545648728590694,-0.5644136818004899,0.4305590963602955,0.1224536091121254,-0.6418988239917154,-0.6142658881734232,-0.002520517519358698,-6.01405329323978E-4,-0.43740725560248095,-0.08122366521924539,13.190463788811405,-0.12158735038883284,-0.32698519268277415,1.3300622805729914,0.5458977410256756
83,6221.76885945541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0708258878803782,0.0,-1.095544698549237,-0.021671711774412624,0.4479305594858882,0.21237101631723532,0.030645166750560362,0.49483025433558364,-4.149404654231817,-1.8944381111920316,-1.3420252745619436,-1.26520327279503,0.40962540585559004,0.8695151142560316,-1.091152566801933,-0.24941508232301662,-2.014251844729239,-1.8755038994840239,0.061297713548517735,-1.4027725992946984,-1.2913996520421562,0.24197578801280656,-2.459407686976869,-1.454539773486378,0.8853184212418048,-1.7602510251392594,-0.24360479342640445,-0.5636974587521627,0.42882647251774847,0.12464986091615113,-0.6412197999168205,-0.616165624532655,-0.0025358465731179516,-6.065488587793628E-4,-0.42623346250142435,-0.08165396623726542,12.054699136936742,-0.07383733157406983,-0.3398080059983181,1.3621765565220634,0.4881870058038671
84,6221.720504736564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071322467252835,0.0,-1.0967305793479931,-0.02163783610678356,0.44913178506393187,0.2119373005213581,0.029981497847394227,0.4936473375505544,-4.154009139786234,-1.893599227437857,-1.340766842846287,-1.264395526877426,0.4102432832867942,0.8704016094137347,-1.1049713132043444,-0.2298677611116986,-2.0124111539126055,-1.8863512302822034,0.06515743697087657,-1.3803051342670247,-1.2943705435777018,0.24116369915463384,-2.4641393682921136,-1.4872394205481396,0.8868175886187125,-1.7615026271933811,-0.2454129046396312,-0.564551573079781,0.42962481979246325,0.12426010229212738,-0.64025446615573,-0.6157991462801589,-0.002529802335845365,-6.043397399276976E-4,-0.42398358210926024,-0.08172079219368447,11.917578846205728,-0.06289108898919277,-0.34219176674195917,1.3649296125457773,0.48263037991495084
85,6221.654579980541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073052854080271,0.0,-1.1006898105681824,-0.022404781683924246,0.45180024059680207,0.20994262803999983,0.028602449114620735,0.4918571566251346,-4.160579547512821,-1.8965611671735274,-1.338292475358294,-1.262539636259725,0.41181236937100824,0.8698856584569021,-1.1490394532961223,-0.18460516039906313,-2.004604839139355,-1.9171103794104647,0.07501967906033136,-1.3231349809951534,-1.2981187582231766,0.23544052646570252,-2.461976752514904,-1.584904843281148,0.8934771518770525,-1.7665901191574283,-0.25054734394442824,-0.5700796503445246,0.43211196988908823,0.12058381660778701,-0.6399344472478371,-0.6141790954704175,-0.0025213125798463206,-6.000608747559731E-4,-0.41720367586896445,-0.08198187132279136,11.565030519821365,-0.007083854679984472,-0.3703949268138468,1.3757904371158445,0.4613119669636421
86,6221.652275000579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073098368279237,0.0,-1.1008145359173762,-0.02236644287750132,0.4518037299182233,0.20979930491118065,0.0285718590760164,0.4917494929585895,-4.160477366094685,-1.8963406609740128,-1.3379436950080705,-1.2624533101319577,0.4116284850707262,0.8702756209305449,-1.150157147534259,-0.183999260860354,-2.0042069115883114,-1.917990806363234,0.07469879011025841,-1.3241929243975512,-1.297710924589005,0.23544129291137575,-2.466310477844449,-1.5910339455128184,0.8935708733699591,-1.7668304824963361,-0.25079198069438347,-0.5700876317439024,0.43214009473618487,0.12051920436354771,-0.639850852698273,-0.6140802632842562,-0.0025208814110153576,-6.000552437887726E-4,-0.41685037118517615,-0.08198672005832297,11.570701823928832,-0.005465174143660869,-0.3710603998664285,1.3760514486320379,0.46066449713503643
87,6221.62583441654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07412156447262,0.0,-1.1029931735897012,-0.021878209086105795,0.4509962552150899,0.20779837031945714,0.028418270130426047,0.49170301768617497,-4.163416875137238,-1.8961331635663936,-1.3380759281971157,-1.2631874156338863,0.4110439223292582,0.883481700707596,-1.1631825102625777,-0.17970992925479956,-2.0089509457348536,-1.9247836696554557,0.07191525785734273,-1.3464172480184093,-1.289897312354101,0.2357098564489211,-2.516248666309417,-1.6959733663104821,0.8964023534585762,-1.7717144353397702,-0.25412638913722674,-0.5699567899187918,0.43126355233541075,0.11833371782756742,-0.6392718171266286,-0.6124774084017784,-0.0025110330127246666,-5.981322244516308E-4,-0.40943876493818887,-0.08213688735260918,11.856555345712769,0.0379212023215526,-0.3986151323360966,1.3775985043435246,0.4500993467539003
88,6221.5968255765065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0740812439807637,0.0,-1.1034709856768588,-0.02185918334420009,0.4502294740292608,0.2069611750134136,0.028523489676839035,0.49154309025150694,-4.159746684045483,-1.896305163208718,-1.3386728417520692,-1.263860767041655,0.4113809022244182,0.8867494350916094,-1.1631750975784128,-0.18373426418437055,-2.01449799295055,-1.9263084494279035,0.06425054352819783,-1.3726411832250953,-1.2871114515607645,0.2384543644613643,-2.5558426687907123,-1.750273548252896,0.8974720262065013,-1.7729819801571718,-0.2547743324943988,-0.5700072083335802,0.43055203791890984,0.11770810370008022,-0.6395361779466063,-0.6109725606983093,-0.0025093810377455517,-5.98811087960223E-4,-0.40185118223802385,-0.0823654026112193,11.957361972697068,0.06193432935848526,-0.409304362176641,1.3777262819627174,0.43928034544864425
89,6221.5122083244805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0742233855626186,0.0,-1.103927403327262,-0.022110771721739263,0.44910669930484914,0.20612311012571052,0.029129396948293463,0.492363568599011,-4.158012889011584,-1.8968632395947904,-1.3451420347481033,-1.2677131265869541,0.4138768076377932,0.8964421308854658,-1.158189693247227,-0.18686868970466677,-2.032924922438972,-1.9235924728333513,0.05593087711604132,-1.4220923649270805,-1.2836487639725511,0.244428985715805,-2.587066427450879,-1.8439200291787161,0.8992338020254175,-1.7742408054810206,-0.2548975929658287,-0.5691115870321364,0.42936079259029003,0.11682861281122969,-0.6403208678767139,-0.6088170359221279,-0.002504230286321685,-5.985878113249712E-4,-0.38438868082489097,-0.08298378921933838,12.307091100496994,0.1328954347742822,-0.4458155708522197,1.367963350216139,0.42307946243938577
90,6221.488405021237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0741902961334358,0.0,-1.103880950988304,-0.022204614633336086,0.44891929999347635,0.20600727018535603,0.029282240539749982,0.49245915951669866,-4.156997155503264,-1.89729891429942,-1.3462895209365457,-1.2683721182389707,0.4144371477098,0.8972402528991376,-1.1568898059503119,-0.18720269911679485,-2.0356468611733387,-1.923339937471184,0.05438724399154258,-1.4322227991979688,-1.2832997045051846,0.2454136915985002,-2.589533434754996,-1.8572771247463578,0.8993799054801785,-1.7741452881694142,-0.25463402958613535,-0.5688788991880045,0.4292547403767889,0.11665825066249177,-0.6406177774184523,-0.6084957808584067,-0.002503226384154677,-5.985407560639398E-4,-0.3813131468648152,-0.08310754002297768,12.461729660905768,0.14304909048435951,-0.4505242384747468,1.3612056692386023,0.42570856222875303
91,6221.468203479639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0736309247928313,0.0,-1.1019945605989827,-0.023044408133047093,0.44729678056167327,0.20631573921933988,0.03131192873354762,0.49472679960060195,-4.152169182067822,-1.9007263693999346,-1.3589352853181602,-1.2767814655228933,0.4220153153371166,0.9038073054806008,-1.13106697177871,-0.1829822500500249,-2.076359239670965,-1.914832187305213,0.04528506245070715,-1.5478310324044195,-1.2836323367587372,0.25758598851881453,-2.573709256558587,-1.9568023160308674,0.8991234717787292,-1.7699976796231174,-0.24890874752109612,-0.5641765482437268,0.4279290355778776,0.1159505299490226,-0.643206737856165,-0.6066587372389066,-0.0024930036708028414,-5.972780285156042E-4,-0.33359847977883306,-0.08515924695110387,14.648143433533047,0.29115309997718597,-0.5052473274683252,1.2405158564397858,0.47910731868647627
