Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_walk_vgvi,g_walk_speed
274,6215.643295761811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795795413752,0.0,-1.1013491074436712,-0.022174804601320566,0.4510518009107771,0.20951168408347007,0.02982615246788794,0.4937298075443675,-4.1338658543934725,-1.8961015304250055,-1.3405936601461186,-1.2773797774349132,0.41314178088678555,0.8759230124051509,-1.1458840041523306,-0.18738994850638988,-2.0105955601443855,-1.9194102177845658,0.06352830414364566,-1.355800903419379,-1.2881288731509561,0.24349419136856587,-2.4803588855520182,-1.6205973116602803,0.8935430932530329,-1.7587630974900978,-0.2316919324672881,-0.5600326428852003,0.42949736523537074,0.12078867148711932,-0.6463556154288103,-0.6067308445287859,-0.0026215013955961765,-6.325380388922762E-4,-0.04357822887301222,-0.1690000269286089,165.6352112077963,7.46119136370034,0.09638339287634216,0.02975182777487463
275,6215.643269668362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737957684846586,0.0,-1.101349243626686,-0.02217475850077415,0.45105177411077396,0.20951165474924024,0.029825948765326633,0.4937297859305916,-4.133869850633354,-1.89610294532221,-1.3405935279593717,-1.2773789370370943,0.4131418498103539,0.8759233068182696,-1.1458836016384037,-0.18739102281857176,-2.010581163782103,-1.9194258091972678,0.06350853811539414,-1.3558169604653656,-1.2881316894774926,0.24349625325015417,-2.48035823092286,-1.6205955269028673,0.893543588733062,-1.7587631902173941,-0.23169138792633417,-0.5600322211825237,0.42949753865983714,0.12078843048862341,-0.6463560006822054,-0.6067304990216593,-0.0026214833819586257,-6.325323894833975E-4,-0.04338041098872907,-0.16900312171104487,166.30628692625706,7.495688188901419,0.09635653597328715,0.029749384540005527
276,6215.643223022665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737957856504705,0.0,-1.101349204550446,-0.022174812505660873,0.4510517826057125,0.20951162190061687,0.02982609194210651,0.49372978545650487,-4.133868027641759,-1.8961015620789319,-1.34059377808276,-1.2773787196931339,0.41314189367700993,0.8759230424623292,-1.1458838503947384,-0.18739027088189006,-2.0105848219580755,-1.9194191048143643,0.0635182202551611,-1.3558100817158119,-1.2881301794151134,0.24349575912749458,-2.480358185046174,-1.6205964885011255,0.8935430270026782,-1.758762948024615,-0.2316917582413265,-0.5600324103679931,0.42949740228117533,0.12078849683281284,-0.6463557022015438,-0.6067309012119789,-0.00262149296137511,-6.325353939718836E-4,-0.043483165765612626,-0.16899961172638653,166.0078568463154,7.480677658759658,0.09637739275373829,0.02976265362895074
277,6215.643204706062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737957198825905,0.0,-1.101349278833735,-0.022174774572861444,0.4510517564818867,0.20951161782393588,0.02982586857272307,0.49372975181001555,-4.13387172112598,-1.8961029778463137,-1.340593620767305,-1.2773779871333968,0.4131419728896204,0.8759232619571273,-1.145883537785346,-0.18739123984109354,-2.0105692278122533,-1.9194349255263918,0.06349836969557772,-1.3558258686960534,-1.2881331352956418,0.24349765383198513,-2.48035789208664,-1.6205948286110274,0.8935435858459846,-1.7587629889118312,-0.23169118975962472,-0.5600319971647449,0.42949757101599423,0.12078824030748674,-0.6463561049052675,-0.6067305821901816,-0.002621476186009639,-6.325301283650469E-4,-0.043285488890223225,-0.16900279995767312,166.67717099101273,7.515077889165507,0.09635064625873362,0.029759261259970818
278,6215.643155359776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795738851693,0.0,-1.1013492358457033,-0.022174827246889364,0.4510517664922008,0.20951158394865443,0.029826015713883262,0.4937297509687948,-4.1338697955088515,-1.8961015699223918,-1.3405938544765104,-1.2773778096427562,0.41314201263724587,0.8759230058283801,-1.1458837825111678,-0.18739047187326302,-2.010572969379028,-1.9194279196524169,0.0635083902516818,-1.3558186772378986,-1.2881315954518278,0.24349714345307233,-2.480357851413042,-1.6205958068757669,0.8935430346961504,-1.7587627535534363,-0.23169157566807796,-0.5600322009403349,0.42949742923208206,0.12078831355332108,-0.6463558047063925,-0.6067309938749565,-0.0026214862470027014,-6.325332823706942E-4,-0.04339179132395036,-0.168999239545383,166.36698149932047,7.499465750183448,0.09637204612869761,0.029772467667626687
279,6215.643131132609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737958062296906,0.0,-1.1013493655004032,-0.02217464776877086,0.45105169318544946,0.20951139682234668,0.02982592976971504,0.49372973615247984,-4.133874236173196,-1.8961029381641181,-1.340593275658686,-1.2773771997408931,0.4131415712878529,0.8759239249708933,-1.145882981663675,-0.18739192950456948,-2.010566865011468,-1.919440248089225,0.06349157371872198,-1.3558317607932409,-1.288133607644344,0.2435000625196389,-2.480357788258409,-1.6205977098778057,0.8935433571323599,-1.7587631622001398,-0.23169135026841234,-0.5600318524339665,0.42949759731499765,0.12078810452689913,-0.6463558705548383,-0.606730589611654,-0.002621467037780749,-6.325271865559454E-4,-0.04321406757045862,-0.16900143303508436,166.97149390888893,7.530578131659045,0.09635405598783474,0.029769163013776245
280,6215.6430918937685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07379579707368,0.0,-1.1013493123877771,-0.022174724982834015,0.45105171639587965,0.2095114046539249,0.029826020343561993,0.4937297286902609,-4.1338724030817176,-1.8961016482274444,-1.3405935402604352,-1.2773769992208581,0.41314171548766726,0.8759234957767805,-1.1458833631925185,-0.18739109904214715,-2.0105687001737746,-1.9194346353880483,0.06349988824126358,-1.3558258830741594,-1.2881323934998057,0.24349948470669214,-2.480357628594292,-1.6205979641116617,0.8935428991897237,-1.7587628985441301,-0.23169166040803035,-0.5600320660428586,0.42949747926321297,0.12078817050769627,-0.646355664446531,-0.6067309518392308,-0.0026214764308606303,-6.325301413434125E-4,-0.043306122028038505,-0.1689983654274457,166.70405806982356,7.517126840100093,0.0963724197373281,0.02978068407463759
281,6215.64306986649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795732250958,0.0,-1.1013493711187354,-0.022174704403290436,0.45105170491047036,0.20951140453728415,0.02982578023288192,0.4937296862898455,-4.133875914619815,-1.896102764932808,-1.340593347148758,-1.2773762068699948,0.41314180170200243,0.8759234991071728,-1.1458832702446264,-0.18739183214090957,-2.0105563725998317,-1.9194487259186117,0.0634819321952346,-1.3558402651107277,-1.2881349135629618,0.24350147633746738,-2.4803569017871268,-1.6205968020653143,0.893543337526695,-1.75876300542886,-0.23169128207520773,-0.5600318442084521,0.4294976621962686,0.1207879768296569,-0.6463559911767224,-0.6067306137779853,-0.002621460746530106,-6.325252135464925E-4,-0.04313218399562415,-0.16900085610506071,167.29635407420764,7.547609454486547,0.09635234183789168,0.029776938884599605
282,6215.643030894591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737957238617466,0.0,-1.101349320732399,-0.022174776071496788,0.45105172314296976,0.20951140638150784,0.029825883856739423,0.4937296790480988,-4.133874043997847,-1.896101523274606,-1.340593602439906,-1.2773760538438172,0.41314192053779725,0.8759231683453719,-1.1458835603431703,-0.18739107515479586,-2.0105581941468054,-1.919442978379211,0.06349032223128824,-1.3558342437813165,-1.2881337216182862,0.24350088472511758,-2.480356740016537,-1.6205970886205006,0.8935429179527565,-1.7587627613875088,-0.23169159298944428,-0.5600320415954959,0.42949753591600076,0.12078804298411643,-0.6463557872159453,-0.6067310001147297,-0.002621470245156911,-6.325282014308619E-4,-0.04322384123601695,-0.1689978645842307,167.0293836788989,7.534176588673403,0.09637032883661112,0.029788111079372435
283,6215.643010860637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07379566337486,0.0,-1.10134939322693,-0.022174734912793016,0.4510516874780507,0.20951137837528788,0.029825715695281644,0.4937296417933962,-4.133877324359379,-1.8961027748232553,-1.340593436345238,-1.2773754121035197,0.4131419081550963,0.8759235759290515,-1.145883066025426,-0.18739208514993813,-2.01054601720356,-1.9194562412368315,0.0634732543858875,-1.3558478048149967,-1.2881362233396705,0.2435027087755723,-2.4803559647739877,-1.6205960586301584,0.8935434660776334,-1.7587629128094249,-0.23169121083512556,-0.5600317284741017,0.42949767572828357,0.12078784839425663,-0.6463560939120285,-0.6067307933487396,-0.0026214553598091256,-6.325235308311659E-4,-0.04305346523425108,-0.16900050533702166,167.60985742988566,7.564051559190791,0.09634930299107941,0.029783959959061503
284,6215.642972159067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795660847974,0.0,-1.101349341713417,-0.022174800413647274,0.451051708000976,0.20951137980879841,0.029825815526702062,0.4937296361320057,-4.1338754547228715,-1.8961015425651555,-1.3405936670051561,-1.2773752895845283,0.4131420235661759,0.8759232397791288,-1.1458833656774128,-0.18739132168154585,-2.0105478230426015,-1.9194504884404509,0.06348160314669125,-1.3558417688569946,-1.2881350515109609,0.24350212731948714,-2.4803558581794403,-1.6205963754321902,0.8935430597512842,-1.7587626774056908,-0.23169151651204803,-0.5600319313565864,0.4294975515655443,0.12078791612113564,-0.6463558931473766,-0.6067311608109828,-0.0026214648809237294,-6.325265228973754E-4,-0.04314466880198659,-0.16899757454966266,167.34357759113493,7.5506491275778505,0.09636702547395469,0.029794806326456688
285,6215.6429541033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737956240895943,0.0,-1.1013494104815205,-0.022174739940704964,0.45105167995146994,0.2095113480514861,0.029825644627995192,0.49372960837218743,-4.133878658905543,-1.8961027629156044,-1.3405934614763273,-1.2773747261055726,0.41314201062885253,0.8759235866323143,-1.1458829327084772,-0.1873922546283283,-2.010535725659594,-1.9194635255995158,0.06346488151027879,-1.3558550771917504,-1.2881375110223867,0.24350389472182535,-2.480355300728403,-1.6205954771121964,0.8935436042034213,-1.7587628246667937,-0.23169110783198069,-0.5600316252695127,0.42949769397450743,0.12078772868670358,-0.6463561882975419,-0.6067308943423695,-0.0026214504574002336,-6.325219906079976E-4,-0.04297741239747743,-0.16900030124094614,167.9135824487246,7.579986469903429,0.09634559743199654,0.029790252269431224
286,6215.64291550903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795623521281,0.0,-1.1013493594513302,-0.022174803487726016,0.4510517008972536,0.2095113487468932,0.029825744188567392,0.4937296027431713,-4.133876782178401,-1.8961015445457394,-1.3405936806676026,-1.277374629264673,0.41314212154460406,0.8759232609217628,-1.1458832301842912,-0.18739150043712985,-2.010537538924341,-1.9194577604132101,0.06347320748735043,-1.3558490056268557,-1.2881363508738926,0.24350332349992446,-2.4803552304099274,-1.620595812678267,0.8935432101241368,-1.7587625979686832,-0.23169141344883948,-0.5600318303694771,0.42949757054131965,0.12078779827280171,-0.6463559912029248,-0.606731256104117,-0.002621460001953158,-6.325249879583806E-4,-0.043068244099045964,-0.16899741798888168,167.6477955382602,7.566604913342003,0.0963631428872808,0.029800807986743866
287,6215.642898802302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795596162899,0.0,-1.1013494348690551,-0.022174739674423776,0.4510516728267802,0.2095113138807602,0.029825585788575994,0.49372957801430634,-4.1338798990375825,-1.896102751148813,-1.3405934917949636,-1.2773741340675082,0.4131421015271044,0.8759236376051724,-1.1458827831492968,-0.1873924411034417,-2.0105258563271726,-1.91947047630883,0.06345693407537943,-1.3558619135514043,-1.2881387674577418,0.24350505870434547,-2.4803547936352928,-1.6205949712052152,0.8935437581272198,-1.7587627518432136,-0.23169100492729564,-0.5600315200898331,0.4294977117580836,0.12078761868892915,-0.6463562759171909,-0.6067309945813328,-0.002621445981018781,-6.325205774006663E-4,-0.04290469884577023,-0.1690001823359097,168.2055346937643,7.59531426151254,0.0963416721718477,0.02979593549502794
288,6215.642860788681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795596432709,0.0,-1.1013493835057113,-0.022174801311481498,0.45105169421300445,0.20951131394073688,0.02982568268627836,0.4937295720903586,-4.133878030221103,-1.8961015524448448,-1.3405936962104856,-1.2773740551559634,0.4131422094000377,0.8759233145436731,-1.1458830840145797,-0.18739169334542377,-2.010527632775605,-1.9194647624800625,0.06346515988762028,-1.35585588111174,-1.2881376230608421,0.24350450122443773,-2.4803547507028254,-1.6205953163815319,0.8935433766692056,-1.7587625330961092,-0.23169130795005183,-0.5600317274864519,0.4294975895975519,0.12078768922056908,-0.6463560842835158,-0.6067313455247754,-0.0026214554734955483,-6.325235571664983E-4,-0.04299445577619424,-0.16899735959155984,167.94244186635143,7.582065532573194,0.09635895370379606,0.0298061594962137
289,6215.64284543055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737955708519653,0.0,-1.1013494575127238,-0.022174737660407683,0.451051666523538,0.20951127541352832,0.029825527886562918,0.4937295478161256,-4.133881049087369,-1.8961027419142245,-1.3405935093774541,-1.2773735929198324,0.4131421910916647,0.8759236663511822,-1.1458826705225562,-0.1873925994616467,-2.010516138683098,-1.9194772732363532,0.063449236531596,-1.3558685402061192,-1.2881399601048804,0.24350619379950175,-2.480354400585397,-1.620594517789328,0.8935439177186595,-1.7587626827279492,-0.23169089846810412,-0.5600314221439482,0.4294977267401223,0.12078751659930538,-0.6463563635345382,-0.606731071272759,-0.0026214418585599644,-6.325192738902901E-4,-0.0428341993729641,-0.16900014123390308,168.48927453256627,7.610216642446014,0.09633760919938632,0.029800980086630232
290,6215.6428078353565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795571776064,0.0,-1.1013494060909854,-0.02217479763430209,0.45105168812549645,0.20951127512538376,0.029825623015144995,0.4937295416347767,-4.133879186364713,-1.896101559930503,-1.3405937030610158,-1.2773735309344147,0.4131422956112279,0.8759233498948386,-1.1458829691505532,-0.1873918606499901,-2.0105179025832554,-1.9194715911365854,0.06345738560762038,-1.3558625306499157,-1.288138831972327,0.2435056487526745,-2.480354373707871,-1.6205948702920308,0.8935435486426553,-1.7587624720111739,-0.23169120031843085,-0.5600316315805112,0.429497605628682,0.12078758787556897,-0.6463561762201279,-0.6067314155699014,-0.0026214513090000047,-6.325222393448394E-4,-0.04292310056494579,-0.16899736914312777,168.2282528694514,7.597069480667116,0.0963546817030891,0.029810913526545465
291,6215.642793787249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737955473427006,0.0,-1.101349480324516,-0.022174733979122355,0.45105165978768397,0.20951123436271898,0.02982547394823824,0.4937295178913497,-4.133882123242215,-1.8961027358927551,-1.3405935299050205,-1.2773731026719082,0.41314227547634824,0.8759237014060727,-1.1458825580981582,-0.18739275508117725,-2.010506677254085,-1.9194838805652128,0.06344179615106621,-1.3558749444775708,-1.288141114519673,0.2435073065227033,-2.480354056365743,-1.6205941011485436,0.8935440907016442,-1.7587626234122868,-0.23169079387447672,-0.5600313294490902,0.42949773944162173,0.12078742068082882,-0.6463564484821982,-0.6067311427155102,-0.0026214380265607734,-6.32518060363276E-4,-0.04276584797142291,-0.16900016424345052,168.76507962350993,7.624708328392127,0.09633349232588352,0.029805433721062084
292,6215.6427565231725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737955488301196,0.0,-1.1013494286177443,-0.022174792494163154,0.4510516817458415,0.20951123389524268,0.02982556714523029,0.49372951146329863,-4.133880265890262,-1.8961015684281861,-1.3405937129271255,-1.277373055260252,0.4131423774536657,0.8759233891868997,-1.1458828563226693,-0.18739202272225852,-2.010508429274812,-1.919478226348908,0.06344987569764253,-1.3558689570343982,-1.2881400009638329,0.24350677226192763,-2.48035404235139,-1.6205944592700892,0.8935437325602619,-1.7587624198126925,-0.23169109483005154,-0.5600315413554557,0.42949761937055203,0.12078749283212285,-0.6463562652537777,-0.606731480340829,-0.002621447441027667,-6.325210135756707E-4,-0.042854006971782474,-0.16899743668738632,168.50582406437692,7.611647543850427,0.09635038650645518,0.029815105418608635
293,6215.642743751978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795525249762,0.0,-1.1013495020290942,-0.02217472900169759,0.45105165354506815,0.2095111917788681,0.0298254215651113,0.4937294881670675,-4.133883130914179,-1.896102731430912,-1.340593547860465,-1.2773726541265678,0.4131423579666147,0.8759237324777767,-1.1458824546429789,-0.1873928999548273,-2.010497452293248,-1.9194903202399267,0.06343457652620858,-1.3558811665942163,-1.2881422348767795,0.24350839637935626,-2.480353744254338,-1.6205937113711366,0.8935442748018982,-1.7587625724994633,-0.23169069137852036,-0.56003124474787,0.4294977509147734,0.1207873315558892,-0.6463565321779264,-0.6067312048796346,-0.0026214344524065915,-6.325169271357242E-4,-0.04269950245591577,-0.16900024356487212,169.03345958037823,7.6388157065300915,0.09632935897163943,0.029809332250892766
294,6215.642706739663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795527153874,0.0,-1.1013494500008065,-0.022174786309877743,0.451051675835564,0.20951119124483994,0.029825513048012908,0.4937294814786461,-4.133881277532171,-1.8961015767126814,-1.3405937214360757,-1.277372619589727,0.41314245766997404,0.8759234243026692,-1.145882752296256,-0.1873921734664143,-2.0104991942987094,-1.9194846882140546,0.06344259576132277,-1.3558751959878566,-1.288141134358658,0.2435078714188178,-2.480353740619865,-1.6205940744915062,0.8935439265721329,-1.7587623753692374,-0.23169099180752323,-0.5600314590626578,0.4294976317567863,0.12078740459059478,-0.6463563526655823,-0.6067315369197407,-0.0026214438382515023,-6.325198705244964E-4,-0.042787023367404954,-0.16899755527826266,168.77568934263144,7.625827306122088,0.09634610058018592,0.029818767961742532
295,6215.6426952228985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737955038461577,0.0,-1.1013495225272432,-0.022174723439941153,0.45105164769690714,0.20951114835391696,0.029825370765704632,0.4937294584502968,-4.133884076599643,-1.8961027284928056,-1.340593565257203,-1.277372241355398,0.4131424387093947,0.8759237620452506,-1.145882356933729,-0.18739303703593826,-2.010488452713056,-1.9194965999968867,0.063427559866221,-1.3558872167876541,-1.2881433248876628,0.24350946283627917,-2.4803534516475048,-1.620593344905435,0.8935444696607461,-1.7587625297539395,-0.23169059177564003,-0.5600311676810162,0.42949776137829887,0.12078724904930106,-0.6463566149052408,-0.6067312608057419,-0.0026214311156200266,-6.325158680656989E-4,-0.04263502698701276,-0.16900037392559494,169.294898632464,7.652563798006195,0.09632522776701506,0.029812707928111082
296,6215.64265838389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795506107693,0.0,-1.101349470128618,-0.022174779687489467,0.4510516703255325,0.2095111478080162,0.029825460664436178,0.49372945150849307,-4.133882225797843,-1.8961015848112601,-1.3405937300587827,-1.2773722184050451,0.413142536431287,0.8759234572601781,-1.1458826543437457,-0.18739231538672071,-2.01049018596289,-1.9194909847478818,0.06343552788400234,-1.3558812582394941,-1.2881422357978218,0.24350894589670682,-2.4803534570075425,-1.6205937125921026,0.8935441303946641,-1.7587623384889968,-0.23169089195351394,-0.560031384460268,0.4294976429960298,0.12078732296356366,-0.6463564387640331,-0.6067315878943845,-0.002621440480674877,-6.325188041745011E-4,-0.04272201319152609,-0.16899772005702146,169.03833108641112,7.639633667706952,0.09634184056854492,0.02982193144677047
297,6215.642648109525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737954829332335,0.0,-1.1013495416893393,-0.02217471740881469,0.4510516423029825,0.20951110441557846,0.02982532113458654,0.49372942869809483,-4.133884964898046,-1.8961027269523671,-1.3405935813607839,-1.2773718603252338,0.41314251812431496,0.8759237895358893,-1.1458822648174238,-0.18739316629137218,-2.0104796640730793,-1.9195027291533882,0.06342072985661704,-1.3558931084287702,-1.2881443871465525,0.2435105060395454,-2.480353172479097,-1.620592998970593,0.8935446748856359,-1.7587624948685794,-0.23169049520699975,-0.560031098400773,0.4294977709638304,0.12078717286619199,-0.6463566969159995,-0.6067313109527398,-0.0026214279987931627,-6.325148778629965E-4,-0.042572301403057074,-0.16900055125493524,169.54982748486776,7.6659748541244435,0.09632110875323162,0.02981559076222886
298,6215.642611365915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737954855347542,0.0,-1.10134948887462,-0.022174772682242196,0.45105166521457896,0.2095111037080612,0.029825409696542998,0.4937294215008818,-4.133883115433333,-1.8961015927719564,-1.3405937377464552,-1.2773718478109142,0.413142613700126,0.8759234878426669,-1.1458825622974989,-0.1873924487715427,-2.010481393149252,-1.919497123976271,0.06342865712268203,-1.3558871558459857,-1.2881433065523342,0.2435099965621512,-2.480353186451035,-1.6205933743620233,0.8935443433503258,-1.7587623090712787,-0.23169079565040868,-0.5600313177019971,0.4294976531758007,0.12078724770359972,-0.646356523595058,-0.6067316335349974,-0.002621437349766339,-6.325178088341343E-4,-0.042658858621239075,-0.1689979264244338,169.29416809894255,7.6530882652772405,0.09633762250886294,0.0298246242411994
299,6215.642602352884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737954623819976,0.0,-1.101349559585309,-0.02217471103807361,0.45105163736614856,0.2095110602216803,0.029825272457131756,0.493729398882225,-4.1338858003931955,-1.8961027268812933,-1.3405935963750681,-1.2773715080255743,0.41314259639640344,0.8759238152447074,-1.1458821774972479,-0.18739328863164276,-2.0104710732862223,-1.9195087178256844,0.06341407039901113,-1.3558988534709417,-1.2881454243995256,0.24351152685640723,-2.48035290259903,-1.6205926715188899,0.8935448901958922,-1.758762467694503,-0.23169040177784891,-0.5600310367592729,0.42949777985174276,0.12078710270490671,-0.646356778374937,-0.6067313560666963,-0.0026214250837043192,-6.325139508729123E-4,-0.04251118627796634,-0.16900077274687633,169.7987290225019,7.679073726849167,0.09631700507316215,0.029818005453257985
300,6215.642565605146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795465313464,0.0,-1.1013495063721894,-0.022174765506572786,0.45105166065353347,0.20951105963567032,0.029825359762993157,0.4937293914595357,-4.133883950007934,-1.896101600070079,-1.3405937454729533,-1.277371505365142,0.4131426905634388,0.875923516069444,-1.145882475051126,-0.18739257406257626,-2.0104727991213407,-1.9195031156932152,0.0634219679199583,-1.3558928994090627,-1.2881443524698655,0.2435110230551741,-2.48035292392934,-1.620593050171115,0.8935445659888346,-1.7587622866869077,-0.23169070256671362,-0.5600312586663392,0.42949766257305183,0.12078717845444922,-0.6463566077425803,-0.6067316751515007,-0.002621434433558811,-6.325168808350363E-4,-0.04259744541433623,-0.16899817296350536,169.54360563492304,7.66621196903465,0.09633343679318179,0.02982687213219893
301,6215.64255786279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737954424470937,0.0,-1.1013495763273928,-0.02217470404438796,0.45105163272411286,0.20951101521233415,0.029825225042534546,0.49372936901027914,-4.133886587992854,-1.8961027283848846,-1.3405936085480799,-1.2773711819745404,0.413142672111989,0.8759238409368538,-1.1458820940119867,-0.18739340559684706,-2.010462689896103,-1.9195145650094867,0.06340757859042954,-1.3559044535169649,-1.2881464341830602,0.24351252853858782,-2.480352643100808,-1.6205923731172116,0.8935451139933709,-1.75876244866369,-0.23169031231053513,-0.5600309824942495,0.4294977880144952,0.12078703847239156,-0.6463568585132842,-0.6067313959582609,-0.002621422352282533,-6.325130813028328E-4,-0.04245163572029331,-0.16900103260274718,170.04179159474094,7.691870320031089,0.09631294294536123,0.029819980830446652
302,6215.642521048526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073795446571032,0.0,-1.101349523126923,-0.022174756859714644,0.45105165605288583,0.20951101352143855,0.02982531200351685,0.49372936148338975,-4.133884742630321,-1.8961016076000645,-1.3405937480035603,-1.2773711885918715,0.4131427614701564,0.8759235482723269,-1.1458823890095398,-0.18739269672479378,-2.0104644794824127,-1.919508942033046,0.06341546858023007,-1.3558984795555813,-1.2881453636951812,0.24351203739546967,-2.480352672982403,-1.620592780223198,0.8935447945306242,-1.7587622745730833,-0.23169061594571275,-0.5600312074700593,0.42949767125119465,0.12078711533895627,-0.6463566880167936,-0.6067317111076865,-0.0026214316818289046,-6.325160038010345E-4,-0.042537757225641175,-0.16899844791952995,169.7867138733681,7.6790086875826695,0.0963293659282998,0.02982869838577414
303,6215.642515015795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737954223223665,0.0,-1.1013495920028231,-0.02217469724593362,0.45105162885442984,0.20951097117417303,0.0298251766756467,0.49372933891380383,-4.133887339688066,-1.896102734198659,-1.3405936199757456,-1.2773708777703405,0.4131427490234193,0.8759238607557582,-1.1458820179324445,-0.18739351597826853,-2.0104544686996095,-1.9195203246233208,0.06340118459287077,-1.355909963912449,-1.288147430789437,0.24351351206238833,-2.480352384272937,-1.6205920774585558,0.8935453484175064,-1.7587624370433845,-0.23169022464711952,-0.5600309360802912,0.42949779684136147,0.12078697946944768,-0.646356939934523,-0.6067314296439034,-0.0026214197488397288,-6.325122519992821E-4,-0.04239307168300989,-0.16900134301383524,170.28080909682612,7.704455723847679,0.09630883306120183,0.029821489514660512
304,6215.642477621905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0737954266550362,0.0,-1.1013495379859923,-0.022174749817432338,0.4510516526402245,0.20951096955771112,0.029825263263253427,0.4937293311157514,-4.133885478605632,-1.8961016119934824,-1.3405937540356594,-1.2773708932573897,0.41314283766898124,0.8759235683616335,-1.1458823150402215,-0.18739280460462548,-2.0104562675335944,-1.9195146593643853,0.06340911028974625,-1.355903940903056,-1.2881463594954945,0.24351302053623033,-2.4803524208415957,-1.620592490275579,0.8935450330401932,-1.7587622658116422,-0.23169053087611877,-0.5600311649155427,0.42949767953155765,0.12078705771784547,-0.6463567706411245,-0.6067317441914454,-0.002621429149988471,-6.325151964004338E-4,-0.042479598106540284,-0.16899876126511976,170.02416783844032,7.691512842715153,0.0963253064966515,0.029830123341757407
305,6215.642472586988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07379540941968,0.0,-1.1013496100222784,-0.022174682962518937,0.45105162274760463,0.20951091758434956,0.02982513652089526,0.4937293096988891,-4.133888090294819,-1.8961027376420225,-1.3405936094331679,-1.2773705999419065,0.4131427975236202,0.8759239187887107,-1.1458819176500987,-0.18739364868724265,-2.0104469253546147,-1.9195257758021884,0.06339509536076818,-1.355915200358432,-1.28814835978562,0.24351452961095904,-2.4803521444114502,-1.620591985240547,0.8935455780847823,-1.7587624512069575,-0.23169015813076746,-0.5600308989283345,0.4294978049489882,0.12078692753880897,-0.6463570030365738,-0.6067314567588161,-0.002621417174561926,-6.32511428282217E-4,-0.042336934513002085,-0.16900163271966454,170.5113061790942,7.716603642943301,0.09630520888191493,0.029822651796847875
