Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad
33,7143.102070935346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1002361779600363,0.0,-1.0517368056233516,0.048706963851876284,0.41764044864212746,0.3003052359033273,-0.02149245380107012,0.5263458916646535,-3.749131978564728,-2.101584074080656,-22.402727431816636,-12.861895206614747,0.27677994172606757,0.9059339278323749,-49.628717808135576,0.05624006422707706,-2.224374064417671,-1.6390813825960013,-0.22827449690137486,-0.20561895509795075,-0.5078805915239544,0.22472222040752549,-0.8439370166034265,-2.046218703951392,1.13305343237547,-1.9276742167681464,-0.4429604409161285,-0.6989032426796077,0.407760465303876,0.13949738359512312,-0.7810861629300658,-0.8273017278118063,-0.005818544535703745,-0.0014844746031821329,-0.3332990129832704,-0.20364232319089703,0.2281942998213159
34,7104.842569106047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0139188154526,0.0,-1.0651996107613488,-0.04033176769288943,0.4313334288839126,0.1340973381184564,-0.13882258012991894,0.6019416316384234,-3.5286252780460665,-3.377014526491786,-18.02235461259197,-10.75537381011481,-0.05752520048290316,2.0408206836225165,-53.05954012228034,-0.2903327152004266,-2.1630845328543993,-1.7887966890227314,-0.34600100812136325,-1.333790199871306,-0.4684746095750639,0.11750646092463087,-0.9997484838668977,-0.44248115264007426,1.2418986845045539,-1.990147986591224,-0.420886185454383,-0.768852153303722,0.3666465474215658,-0.03488304795028074,-0.8382364614533742,-0.9183139433953798,-0.005717873002004351,-0.001446352091140079,-0.33252479359524234,-0.20320811316865564,0.44319516604443987
35,7075.685171248764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9754560804111327,0.0,-1.083011565092763,-0.0958640205102616,0.45096013781483923,0.05272332545640801,-0.15614949212055076,0.5798835814489322,-3.0214950230854987,-3.2171597640878797,-15.09522431643327,-9.291258067851631,-0.34990034634949907,1.588394439864087,-55.27555141674758,-0.489145716097953,-2.3128568516359373,-1.8083492380918733,-0.4028419260482886,-1.790438471228737,-0.4268536195906654,0.20121468034993711,-0.8769032894993927,0.2898546250091174,1.1131064694481134,-1.895611872393271,-0.3201023770024752,-0.6207044431637188,0.39126573980929275,-0.09044497422746864,-0.7968343238422481,-0.857814754140795,-0.006716464865714237,-0.0018263560291559772,-0.3477568327401661,-0.20611491745413207,0.9220861727022873
36,7040.733390880785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9282514720917292,0.0,-1.0830181224097186,-0.1344043588693331,0.4456383319420986,0.01719369107263441,-0.196734127305319,0.5282341108365457,-2.6690709939037878,-3.160045404837144,-12.076259094241697,-7.7857407371374485,-0.35680104789964806,1.360587478738893,-58.68036508326299,-0.6955564005283966,-2.401644206888096,-1.6878743580907347,-0.15413197611099805,-1.814214386541381,-0.4775660889447685,0.11939594266665673,-1.057674728474892,0.12442621479978977,1.092865961463133,-1.8269265196699995,-0.2376334298041891,-0.49305697133394,0.3660484128937575,-0.11659587583708061,-0.8101088305993941,-1.075809920354863,-0.006739970941701022,-0.0018667241242311143,-0.34932480295154433,-0.2054838236524282,1.0989517213619067
37,6985.116882352519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.888067527028272,0.0,-1.1009137198850527,-0.18195827909114026,0.42969212718565325,0.023816703697669705,-0.18029648717545774,0.4732294366926855,-2.5238224944024523,-3.1610904490661595,-6.0583297561470895,-5.052128450706636,-0.5788881326826515,1.5039141763285737,-63.47286104126704,-0.7546043367570443,-2.4295576830805072,-1.6962779072367835,-0.057609235038065365,-1.9743877409639248,-0.5575316325780291,0.13794805601058757,-1.196374418579777,-0.18328556577440935,1.0338431578099583,-1.729213271398458,-0.19745084547604694,-0.4581829139931587,0.37369265134517893,-0.08535166798049809,-0.7938987611149225,-1.1966780227816676,-0.0071499808568212565,-0.0020646857247592753,-0.3579813016452564,-0.20872903751430916,1.4340037055767283
38,6965.80433969359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.872010611016284,0.0,-1.102415092276274,-0.2046400935607962,0.4276704232902607,0.01970851255087245,-0.17267558881091033,0.44851112343282773,-2.5172914854989723,-3.1059634013875894,-1.371755618502207,-3.091028063948298,-0.5549041579570162,1.503735516834623,-67.42550131062137,-0.7419406649081967,-2.4522651504731154,-1.7107722644334462,0.03177149149378822,-2.136261916529395,-0.6165142963858842,0.1333368320184313,-1.3246495753301983,-0.22916757110991648,0.9942511634463713,-1.6715867096091899,-0.15884778780436115,-0.4220421727395325,0.37441135869840275,-0.07239620958767819,-0.7829390903493669,-1.2941864101928913,-0.007358044400871185,-0.0021614412924190305,-0.36368682345922515,-0.2104915742166247,1.687881899289344
39,6940.460067324511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9354901818641175,0.0,-1.0600619678466294,-0.1439351404921198,0.4591178699013478,0.009108936965729491,-0.16541773092365147,0.49223744538090436,-3.1315987689702,-2.63649359287533,-1.7513432419039239,-3.0970516930883645,0.3385094272983974,0.968009648593749,-68.17563196163816,-0.49706759680534063,-2.492543844214217,-1.680900077250878,0.19305957342570595,-2.125220170209872,-0.6377830460689071,0.05144189348253907,-1.4324539359324477,0.17383046096573646,0.9759568127544432,-1.696630975599047,-0.10417071187599519,-0.3708009373863466,0.36447818521378933,-0.07187238410389692,-0.7637961728632653,-1.307726803741551,-0.00633386571532359,-0.0017916095621787209,-0.34744922702244985,-0.2051745058790764,1.525090008489784
40,6915.766629550126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9335273695076955,0.0,-1.1018879011705145,-0.13138319371409118,0.4198494093300712,0.11693028443970047,-0.07289089207190674,0.39377431380321765,-3.135992415785386,-2.195856799876527,-2.3074814491446016,-2.497050809287169,-0.0941585377016842,0.7744688180395609,-68.40023112148093,-0.255622026305195,-2.4996836299734784,-1.6019162969571366,0.33287273168012943,-1.728754050618034,-0.767124711695684,0.07733357043801235,-1.4931284824104134,-1.1145032255768377,0.873790570671866,-1.6123431656840002,-0.0969266913924853,-0.37415960841553886,0.4100796442839276,0.04649862871710332,-0.6883273761116385,-1.1672672088139964,-0.00381274810124211,-0.0011620162101700598,-0.2934112242789235,-0.19026997840828833,0.9253249193932476
41,6892.957274701851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0913063951828903,0.0,-1.0835092521955383,0.02334464186290905,0.45364911548191217,0.2763689702659562,0.07511077498475383,0.4374804736617375,-4.462639616473792,-1.577329932883436,-1.8931866022307096,-0.4088541610928198,0.883979535160649,0.8452801526786778,-67.83888312985155,-1.1256085315610518,-2.4613547186245905,-1.684918932023528,0.3467909238702339,-1.1914900833269348,-0.8450263433579861,0.21886969448736898,-1.6138333619645278,-1.5240922419091707,0.7789809740733954,-1.687209087899139,-0.15764470725900592,-0.4304808760698546,0.42168911460596614,0.2033370808087127,-0.5913199550254796,-0.8149800921132926,-0.0031554281279036573,-8.184717390565877E-4,-0.2952637731017244,-0.18404094596289794,1.0143686261312008
42,6887.350317015315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2537806877229123,0.0,-1.0724389284458655,0.1672176588071982,0.5052169580691236,0.3949523344555632,0.19301822089275214,0.5322443424814864,-5.64828122955144,-1.264017123293891,-1.3790166859508535,-4.643088247585166,1.567781249734443,1.1784863210964693,-63.763365497468634,-0.8898803455049642,-2.261619360572857,-1.9209824706722385,0.10328063156254322,-0.6627421252646896,-0.9513591283791368,0.40791260254583595,-1.6688005415151457,-1.9236892466930722,0.7458275581369862,-1.8306366304286013,-0.2945527938049359,-0.6286273473263007,0.46329207266931427,0.29562408477167296,-0.525539468814108,-0.1406487625726921,-0.0035372662516562434,-7.516072816484905E-4,-0.32100774545065763,-0.185532589339501,1.4121013676998344
43,6859.9591830297695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.168687275657604,0.0,-1.0668929872033912,0.07915319453590325,0.46114569336518624,0.25395005609614285,0.10548879090664978,0.5664190404851449,-4.908420587065765,-1.7927248452554783,-2.0541491970026353,-3.689135894805329,0.8025501353145176,1.3053981594464075,-62.01828948039976,0.6487931642297626,-2.0594494787366218,-2.083895764325482,-0.12294052685054019,-0.9225014281130748,-1.0488667880120803,0.3603517860749461,-1.6179526328527383,-1.6814510210210065,0.8781367216473772,-1.8286225089314014,-0.32069583434751264,-0.7482313467932777,0.4900810785211491,0.1993245705061457,-0.5838255799540224,-0.11164870632132119,-0.003919530739257775,-9.656282034589909E-4,-0.33459549248251125,-0.195582081106679,1.875318580997033
44,6822.341076291028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02151770231075,0.0,-1.0691741092346458,-0.08144108824687968,0.4363840458787526,0.05692537242122811,-0.09288187503093226,0.5800880628654099,-3.7615621475304843,-1.950565233725414,-1.6099299453379876,-1.9336019775469908,0.08165030624368108,0.8281060075010389,-61.09191882588839,0.6190204258767582,-1.783633375641997,-2.2024289648697497,-0.22884298072773643,-1.374997130021607,-1.260376852424168,0.17808504547064397,-1.9018207485824872,-1.3607523450265662,1.119662486508016,-1.8712553051817318,-0.3123851458281693,-0.7535239610945343,0.4570565617480483,-0.02765897278314175,-0.7406346723117391,-0.5493323723157619,-0.002606507021160726,-7.223564574222539E-4,-0.32413415311823257,-0.1901499235972278,2.495220959818945
45,6778.542159786844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8973368357354015,0.0,-1.1241804373588484,-0.23196669242891718,0.4026777110553063,-0.0015648605430073972,-0.21790190395491757,0.5136710517807759,-3.082293483376814,-2.1963242360280733,-2.4563356106410383,0.5349664740092037,-0.6266999230915042,1.1639967781484133,-50.314947345882615,-3.6633821872689025,-1.4939756972092633,-2.2225024769000075,-0.3631555057916436,-1.2439141756945782,-1.5977234869165309,0.23326850810046962,-2.303002070969798,-2.1155788187261004,1.2751307774416563,-1.860276760723657,-0.3337886812046897,-0.7081539023935358,0.38861804297103164,-0.14202476064905678,-0.8963401389427029,-1.045229078297262,-0.003344256809790917,-0.001076177824827886,-0.37416694970414366,-0.1915588979590633,4.5146278884549425
46,6602.557963686903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8385268420862504,0.0,-1.2109950583289422,-0.34724375994630724,0.38146561972604875,0.02098606912500204,-0.26072544843523404,0.4163993304266185,-3.4920545748525633,-2.1405666181347285,-2.5379393952725104,-3.070123671744517,-0.30946001681736357,1.6340271790950835,-24.59720566295391,-8.423015224418561,-0.9890662772868595,-2.3371853960735414,-0.6052863061131393,-0.899861383852685,-2.3705161008509124,0.5286093093896111,-3.106087764660786,-4.112208846202538,1.308496062826547,-1.8165944496605198,-0.3569224441051479,-0.6435073568428463,0.30693282260407895,-0.1719989915486932,-0.9964048329750504,-1.4230465145157574,-0.005123449689471515,-0.0016898347148681374,-0.4794007620479282,-0.19639443767161285,8.939429872590125
47,6428.478879146955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9767984778722085,0.0,-1.1691981119398889,-0.1472174555362216,0.38985886100070044,0.008196512109542553,-0.10673477534390666,0.532496417776586,-2.710370089955339,-2.6185286114478417,-2.623694644966294,-1.6192758252842572,-0.8286683020956156,0.8358825635153033,-11.022592029229505,-8.63150666986564,-0.751094728612016,-2.57304324516771,-0.6400232283368739,-1.0911016841938044,-2.9887650902165945,0.4973999843376551,-3.6995362483062446,-4.397152451164464,1.056621763117253,-1.7493867489997492,-0.22659253220567455,-0.6389495871782271,0.43698422713906704,-0.04340696492002741,-0.7969693242628003,-0.7576134140519285,-0.004287260110514238,-0.001349343298088502,-0.5007378341216105,-0.20467825640799878,12.025381102774617
48,6352.069321240328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.025920727834649,0.0,-1.1624207207685613,-0.09849087278282723,0.4151959031173094,0.02027727029671955,-0.05453967966832062,0.5339223703959339,-2.667862928094036,-2.7675732709125582,-2.594110604963011,-0.8869215180129706,-0.8769883823460746,0.7355504755687422,-0.05842457645262833,-8.941658652119079,-0.6090206648480937,-2.661839638711683,-0.6932961653736285,-1.1884821856694958,-3.3635642986994045,0.5650363163878422,-4.154173945087738,-4.8953021757192925,0.9830321879036572,-1.745861771770156,-0.19991628915591758,-0.6169664359244128,0.45527586899120454,-0.008974529910627381,-0.7341703245675074,-0.5950457805129581,-0.0038908373504503804,-0.001213469408522242,-0.5215786955358911,-0.20180571059133243,14.182110315097974
49,6320.848486769188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.105898103576572,0.0,-1.1331677336775734,-0.02229036985467668,0.47480722631767214,0.1056158833711769,0.040373201919700556,0.4964743232473037,-3.4384839235220213,-2.6182742856122947,-1.8143532205402,0.04434569491075635,-0.3006762598097885,0.7170274693974024,-3.580643804016549,-6.463441290792088,-0.9310302363449423,-2.51170271287143,-0.4889612127416785,-1.368065295514188,-3.1932720077675345,0.5703312579679504,-4.14946479216086,-4.600325124231988,0.8433093120710644,-1.7400264466735929,-0.165253868528413,-0.5424641824399977,0.4636622982617585,0.07638085129318684,-0.6182629302579277,-0.42782636510366834,-0.0025418129117136465,-7.074211283520063E-4,-0.47689679403138013,-0.18682068060336782,13.494097930233545
50,6279.915978926257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1588527893144556,0.0,-1.0881414785975714,0.05059186238617101,0.5101369543278325,0.22345301376954363,0.08282731651036848,0.5000698815564124,-4.615311876628276,-1.9542079610189593,-0.7852091001192449,-0.6481384716764887,0.7347909880927781,0.9044869428652116,-2.497228290745249,-3.8542890507608214,-1.206709726521504,-2.2520057182794195,-0.12133981982113362,-1.5467736120537785,-3.1412549837021477,0.46061460238166757,-4.532399379412141,-4.758231876335147,0.8226537156746665,-1.763267798412414,-0.1908536970353463,-0.5099525957078026,0.4467707107592459,0.16365303857765062,-0.5843527870413995,-0.4878515402636054,-0.0017781897708159114,-3.559555418033436E-4,-0.45007640121547093,-0.1785757036609039,13.602269166925586
51,6267.368377439003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.144540340595865,0.0,-1.0873795155686974,0.07414434946289862,0.4972439593498776,0.349464994820363,0.0906629186000949,0.4846870613261364,-4.765315759418863,-1.3704634711596524,-1.9603595023861906,-1.6037393999445677,1.0024641818482438,1.046129313459124,-1.2838820298510418,0.33732043604940154,-1.3830282260934688,-2.0713331328815614,0.03461579280473373,-1.8212947688117056,-2.998266522901573,0.4038491897571256,-4.763753765253561,-5.065944033289797,0.8604309813102716,-1.8332029639835703,-0.2983657374798868,-0.5541364249214735,0.3827214581242533,0.20163367302384363,-0.6154232689029284,-0.5475786630016055,-0.003121183746577394,-6.772977510892298E-4,-0.4550172998126684,-0.17925938808653097,13.824693805678102
52,6258.928563410962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05695026028836,0.0,-1.0995400750430737,-0.02898004009692763,0.4478079127403622,0.23624562213578584,0.017634375458385546,0.47450650102089076,-4.25595737677726,-1.7555859627639623,-1.5381720340431264,-1.8631096374236416,0.5338824759730161,1.0650731677329326,-1.242811597024639,-1.551746688718094,-1.295501648861487,-2.0669756137576374,0.06603509480533183,-1.9050495448937461,-3.02018759207106,0.2937064116744456,-4.786807553522054,-5.117192565471539,0.9329301287281025,-1.7425670269900246,-0.24009610458727987,-0.5693337509076384,0.4010309707734171,0.13705549532939987,-0.6919974061739261,-0.7358472701460939,-0.003219310525023721,-8.514320006610404E-4,-0.45411038559643596,-0.18815353527566195,13.753732665929896
53,6256.54752317034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.038425985850939,0.0,-1.0987450043973301,-0.056943620431001596,0.446756229566618,0.17774689064239765,0.027343442212478405,0.4434063303467861,-4.188521856194709,-2.1555517585127766,-0.8493301529834725,-1.0076578559930858,0.32648201710687863,0.8778232389235828,-0.8200556485567723,0.1367474039072576,-1.3248319226495913,-2.091109994352447,0.12061096521191114,-2.2410716512535322,-3.034639467194778,0.22132626052356338,-5.003732747131534,-5.007842275830795,0.8619587766028839,-1.6786746606122298,-0.16127942886381846,-0.5444738936143544,0.44037140996733326,0.12082824055045144,-0.6474260528020336,-0.6101872006192645,-0.001984785093199524,-4.505480921596866E-4,-0.42027201063578135,-0.1820921418092663,13.884261933638689
54,6249.100418664777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0634761677588487,0.0,-1.096293689331625,-0.024066927900441057,0.46060835612947576,0.20753298231524653,0.022330825010693636,0.4796300898370037,-4.018437946292097,-1.9799699363458894,-1.5950621721444993,-1.6323528177754332,0.3140383981759922,0.8412170775564151,-1.4380073900060584,-0.5351692268385446,-1.3311310544780928,-2.1003399797114795,0.08529270737725614,-2.197676719467948,-2.9338691470717806,0.22116546342515736,-4.998352811898618,-5.026220565054883,0.9127437187420909,-1.7542533048356912,-0.22439793038135797,-0.5629344973293712,0.42283935844729287,0.11996080523099285,-0.6624258142319734,-0.6193570554400367,-0.0025787144129803888,-6.043502095509183E-4,-0.42642831604375325,-0.18407900076671718,13.734431659885121
55,6246.990188915365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.066772663500982,0.0,-1.0921787494255097,-0.012862509992659798,0.45821039644695477,0.21588492681317661,0.017843050706959105,0.48483756486681107,-4.1519512706316934,-1.8329630874767002,-1.4770104064517784,-1.4794312022092515,0.509947768179492,0.9474011359487817,-1.1790596998668204,0.06547509761304815,-1.393852355273147,-2.0709237277343537,0.12950510802605655,-2.2913561097247923,-2.8452449997261047,0.20928933195718258,-5.122414899856911,-5.1485511678085825,0.9231620750759496,-1.7602602266391312,-0.24059045536163673,-0.5674083061620163,0.40738694870359227,0.13125381823598106,-0.664505660860459,-0.6454155085524809,-0.0029437818763660938,-7.546007366467505E-4,-0.42256252054297755,-0.18629368170228053,13.77804822982661
56,6243.258855524102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.065774139457657,0.0,-1.0952408127641948,-0.01991400216487967,0.4572533865291886,0.21597008354167696,0.017433913893611448,0.4851020837973091,-4.237044757301706,-1.8309897507223718,-1.3889421794693335,-1.2887985768375347,0.49786620420014854,0.9429632821567402,-0.964481482660283,0.15222224158371067,-1.489753959976006,-2.050970022506314,0.1752681853817629,-2.4790349454308327,-2.6729542697852944,0.17814057951368056,-5.37735930860505,-5.230532065399306,0.9056632847602519,-1.750962816920163,-0.22598423836826886,-0.5582358935729475,0.41842715068594083,0.12630913773713776,-0.6604766650376136,-0.6423779346555163,-0.0027716192940076528,-6.78328628981077E-4,-0.3978559081767424,-0.1851280718724441,13.708162659938855
57,6235.604540780107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0786178589463917,0.0,-1.1016011675304307,-0.02234897227734354,0.4611492817363699,0.21310723214239174,0.03085991988382305,0.48752487488894275,-4.162186231067955,-1.906231119068121,-1.062725570875172,-0.9314642435265371,0.38997809061540917,0.8545638507557969,-1.04380982195879,0.050895642246508416,-1.8499813007312935,-2.031614576455591,0.23313512245553053,-3.1894042252411143,-1.9504656667624203,0.13526195629556703,-6.253127860807108,-5.439787555757019,0.8759499814262994,-1.7568126792598453,-0.22021219808182027,-0.5418692507054205,0.42488479865877726,0.11410470425841297,-0.6456376577792521,-0.6096833137942163,-0.0025081474932737943,-5.849595758390579E-4,-0.30968509873170547,-0.18134784385867325,13.418804604505643
58,6232.8758523550605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0734813031059516,0.0,-1.1066769122267954,-0.03321603935706212,0.45634072899854405,0.2142988739243753,0.02743213820844618,0.49092129967421605,-4.247862810705065,-1.905050810024043,-1.2795381360617104,-1.1687274399760628,0.42660165215024515,0.9572419229130095,-0.8979232101566746,-0.2512493954024221,-2.0084199351198277,-2.0028029280886264,0.21863094077270562,-3.2819280527866797,-1.6173389189575365,0.15742073588746577,-6.551562723905294,-5.444847007780702,0.8803867508898993,-1.7485464836523676,-0.21684447283177832,-0.5515765431394715,0.4404603690716749,0.11412521892506128,-0.6513055435621474,-0.6159211987052354,-0.0024959372736392473,-5.778994019523266E-4,-0.2785541855974788,-0.18231811353417213,13.24469310763736
59,6231.56109528305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0825072061002485,0.0,-1.1024280968225364,-0.02439894798894389,0.4593064698389559,0.21221535769886968,0.033721713250668146,0.5043481691016333,-4.101818224832117,-1.9332362160015975,-1.4333325305901654,-1.3745750317581393,0.38818631748880655,0.9076344789556808,-1.2868556081718698,-0.09692943338758692,-2.0299934511646414,-2.0348440828361705,0.10526185366022156,-3.101294005520626,-1.5296701727448307,0.23591014270457322,-6.482451252453371,-5.197989332722276,0.8866024013095414,-1.7608419470683805,-0.23197189367096002,-0.5616352925630312,0.437163368534852,0.11693591159413427,-0.64795343270823,-0.589525891639597,-0.002698130793709517,-6.524664625528446E-4,-0.2831615997002439,-0.18355506020734452,13.26934661905959
60,6230.971367878962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.084537131464576,0.0,-1.0968549853966576,-0.016689770542797088,0.45694361003313927,0.20528750498901477,0.03174756400760279,0.5075108130779311,-4.09429268074107,-1.8942044017135309,-1.4020061656179905,-1.3484108238674828,0.4223875696282976,0.8706334667771686,-1.2473691119115413,-0.32036265889687887,-1.9938549838791213,-2.0554092415728293,0.05124134119029944,-2.8684172199912794,-1.5299041650952916,0.2647878470979005,-6.445707486601469,-5.023458100903897,0.8909689219516773,-1.7646522867897063,-0.23487980042907458,-0.56182030694909,0.4311643836141763,0.11905908568823628,-0.6457501170399844,-0.5882574401416581,-0.0027400946274636494,-6.762772836678027E-4,-0.29152782769632773,-0.18421541221168922,13.393286003493658
61,6229.791320963455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.083967939697774,0.0,-1.0927324022201352,-0.011737128003149192,0.45253058687284275,0.19915363047814244,0.030068008716670862,0.5056249024102323,-4.146942783793925,-1.8791723378241907,-1.385315430599319,-1.3047155397368144,0.4413150613332011,0.8941829751410288,-1.1674219925403735,-0.37720878522984186,-1.9528979175231627,-2.067150336236404,-0.018060533265851525,-2.3426834097909475,-1.4334709641611094,0.29487935003677906,-6.509316202633594,-4.597874029409519,0.887906620032298,-1.7615125737243595,-0.2263833919942821,-0.5555428039358324,0.4290492099528195,0.12092749393377772,-0.6457137813440341,-0.6001655791745248,-0.002686719941019033,-6.608640702978174E-4,-0.29757743168901973,-0.18447118078772745,13.618402652705274
62,6228.4684813208605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07901127493494,0.0,-1.0902748822713242,-0.01589511435754911,0.44622217671248143,0.19754316761852556,0.03505615020851136,0.4958126922149433,-4.142890029547908,-1.8787164389099107,-1.3454189639328216,-1.306890324042109,0.4265555719377095,0.8837927071754713,-1.0656581948181205,-0.35374810081439706,-1.852184412227083,-2.0473010590800444,-0.10694915260571211,-1.0583569178666021,-1.2510810327191373,0.3232241048561634,-6.636385551486412,-3.472104556779448,0.885619655835447,-1.7526530678507837,-0.21370926118206043,-0.5481607478152548,0.4315605594091296,0.12030182689846128,-0.6461616480891044,-0.6223059822242546,-0.0026489417537692897,-6.466466622864023E-4,-0.31617429141575953,-0.1845797863744247,14.266391157630983
63,6227.798857178906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0754220450393155,0.0,-1.0929117209254995,-0.020154792188605504,0.44629735109170926,0.19976189835648028,0.03421257194768688,0.49458742219393004,-4.13589414786637,-1.905660069418588,-1.3475614185314915,-1.2964413695555819,0.41531472043433987,0.8889085695947544,-1.1133905356045821,-0.23403416200166824,-1.8940283407173657,-2.0069316938454946,-0.023369536650321585,-1.328013827744618,-1.2967166674876345,0.2850655936688092,-6.601159627320304,-3.4732024662911405,0.8872838976484234,-1.7519331140127485,-0.21885101015549474,-0.5478568293126501,0.42928408648539695,0.11778123087776127,-0.646267531513191,-0.6209223822054617,-0.0026289455376757955,-6.359087291698811E-4,-0.31087306510385315,-0.1839700068427684,14.219725102893758
64,6226.897502774884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.069566915818509,0.0,-1.0988465035623025,-0.028262293287872567,0.44883616270720644,0.20574243779590956,0.03253548612130303,0.49324231936281004,-4.118051954888349,-1.9350247334256476,-1.3469448503131993,-1.286030879747267,0.39628327059255025,0.8849454272666835,-1.184340314700699,-0.05223985295176814,-1.941618071441158,-1.912915019110475,0.11184652383643547,-1.3012346110024244,-1.3337918089192005,0.22655786991351634,-6.5207519493989805,-2.8205934832551405,0.892569394696319,-1.7535472511804833,-0.22684632179946596,-0.5530606606315687,0.4280077019537894,0.11418647614330327,-0.6480863643753558,-0.6152871439549457,-0.0026127626239886826,-6.248376565760978E-4,-0.3096924925267561,-0.18321109441525632,14.45088037899663
65,6226.062985809755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.06627489587182,0.0,-1.1022744688612927,-0.03258454357246668,0.45080065900329247,0.21207822380117278,0.032414810343531275,0.49016820852755605,-4.082171876478762,-1.95092128719585,-1.349586666463385,-1.292671350087955,0.3842910984784499,0.8576055994361771,-1.2372405967239364,-0.034540797998428914,-2.008350586471692,-1.8220484598797764,0.23379239033480337,-1.2842488869453597,-1.3625706017037738,0.18756203827769286,-6.357620763276836,-1.76058091095989,0.8988795969072472,-1.7576438698900656,-0.2364445978713738,-0.5601475072581772,0.4271028947790806,0.11216556297542407,-0.6487121440637957,-0.6018803295165588,-0.0026498290604220877,-6.355965627364891E-4,-0.3067255409624979,-0.18280944189360862,14.825219931189784
66,6225.5806826709895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0659801589071214,0.0,-1.1046686256216076,-0.03145679884811605,0.45208224743995346,0.2124151690337607,0.029566280749968733,0.49108860654451153,-4.104055899371899,-1.9237710486490398,-1.3625412650962734,-1.289196033506692,0.399646359018776,0.855592545296207,-1.2276157492293167,-0.12175175388348322,-2.0303890783967145,-1.8172768885303352,0.24272004942222283,-1.3378736419881183,-1.4046473996332212,0.19780506144819027,-6.178792107249933,-1.1933408301726562,0.8997402967841555,-1.7592352158474436,-0.2383769707222143,-0.5664692489797688,0.4272051842225002,0.1162593022313482,-0.6483061351043744,-0.5960946972278213,-0.002655216091939836,-6.400400486772987E-4,-0.30326962705055177,-0.18303476557273873,15.025559000571372
