Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_stressLink,g_bike_stressLink_f,g_walk_speed
84,10993.871242474708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.632720185950995,0.0,-0.8178413728530978,-0.5358704049193718,0.8134047582660607,0.22664081787399337,-0.29597888821089763,-0.3762914943396896,0.10598575852416861,-2.997172967206318,-0.5233596718202081,-0.7561796881928116,0.07531509615634908,0.5912914668790747,-0.6770163579818113,-1.1326790646267757,-0.9915512424800793,-3.57234976910132,-0.47386013808236205,-0.8033016088385714,-0.526353575049318,0.559966206153614,-1.0892381667605049,-1.2309876619580382,1.5443916552899508,-3.6797950831275736,-0.8693170125265692,-1.186717381506624,0.2529118810499974,0.7938758917347439,-0.6824682812541669,-1.4671295337128716,-0.003315225480007064,-0.0010025885867030444,-0.07099880687604564,-0.2321965679751477,0.0,6.7654485111237,0.7690046465141588,0.15304331141681582,-0.7680412698637021
85,10993.413876660192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6299715793281813,0.0,-0.7988368795506368,-0.5718857069977773,0.805850700241166,0.24972457647282315,-0.27799906851237677,-0.35040251903282715,0.1100987886371505,-2.9914587978988743,-0.5260361150025419,-0.7656583908480019,0.07609917255714771,0.5953854623666647,-0.676822805052699,-1.1370078361858265,-1.0215071688493664,-3.2818632644589716,-0.46040178912013,-0.8042168018088942,-0.5028089875882396,0.5752483333965711,-1.0587822863681737,-1.2231462231653312,1.557475150956335,-3.220415063004237,-0.8589426857756042,-1.1780807139990574,0.23049708921338014,0.7966997114516606,-0.6669564632220247,-1.484562811806202,-0.0033325511651212157,-0.0010090642006398542,-0.07088234448276955,-0.23125154675816983,0.0,6.850103427791374,0.7658747057390064,0.19092135000367128,-0.7643571915397495
86,10993.015459784938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.632592879075127,0.0,-0.818049609394104,-0.535596448813326,0.813293100929589,0.22633862750578013,-0.29614325225949534,-0.37653117721549495,0.10602631698688347,-2.9977666528802587,-0.5232469738462379,-0.7561147219766787,0.07547180192210226,0.5914630038177279,-0.6771140785081533,-1.13302327941922,-0.9914883167161761,-3.579967003208691,-0.47413038882685526,-0.8035661187834026,-0.5240066006424888,0.5600106248925577,-1.089636724448449,-1.2313044693672919,1.5401777378685904,-3.6828243331100485,-0.8683152348779555,-1.185594106612374,0.2532262778059924,0.7932931899586576,-0.6817101753228705,-1.4659641571560342,-0.0033157243714622194,-0.0010027867963840755,-0.07097929499137959,-0.23105320000184618,0.0,6.833637643589061,0.7711751818138002,0.15591382018571184,-0.7657669226851962
87,10992.562245496893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.629863805427974,0.0,-0.7989974451455865,-0.5717225102573256,0.8057358053806222,0.24950504927959186,-0.27811850591821635,-0.35055677472728125,0.11013554779111374,-2.9920195761723343,-0.5259347431724459,-0.7656168818129034,0.07625107915157725,0.595558596061419,-0.6769123296339128,-1.137337072833001,-1.0215489316350708,-3.2886163127028243,-0.4606325456272973,-0.8044856887796153,-0.5003919560338653,0.5753360749282062,-1.05909042145076,-1.2234364058911054,1.553297038856401,-3.2220543721631505,-0.8579297519937686,-1.1769058434148776,0.23072411737860893,0.7961398890103194,-0.6661518490643308,-1.4834258343531672,-0.0033330186762654925,-0.0010092529932221922,-0.07086104663426702,-0.23011087066684147,0.0,6.918099222744065,0.7680036868030233,0.1939136575141765,-0.7620816471617793
88,10992.173804098757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6325272969978317,0.0,-0.8180798683766443,-0.5356951863671777,0.813167112517768,0.22631566692632904,-0.2961330745963227,-0.3764773146846215,0.10607414038138527,-2.9983687063890736,-0.5231796738452373,-0.7561446805005873,0.07562118242009817,0.5916461604079645,-0.6771762291212816,-1.1333409783400752,-0.9916999216954576,-3.584522267639301,-0.47427832633674083,-0.8038590902252201,-0.5216493132599178,0.5602081519470983,-1.0897482880551363,-1.2315594810475379,1.5361114023060198,-3.68090812980069,-0.8672984898276769,-1.1843433749254058,0.2532664232269236,0.7927473041984401,-0.6807726728426711,-1.46487407804372,-0.0033161629202229865,-0.001002972465113982,-0.07095477957093987,-0.2299258308352352,0.0,6.900926562995079,0.7732753804449113,0.15889382400076188,-0.7635050244214254
89,10991.72689842028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.629867035547858,0.0,-0.7993167433962722,-0.5712896271393381,0.805742566501567,0.24913738141660915,-0.2783834684650685,-0.3508891085929045,0.11010301468480715,-2.992666195463234,-0.5258285680978245,-0.7655019180617039,0.07638502718191181,0.5956709745667218,-0.676970144002288,-1.1375698228487272,-1.0213207917927114,-3.297604827015017,-0.46098618094098387,-0.8047694512020483,-0.49841801041641437,0.5753014093184516,-1.0596736204406139,-1.2238240341637667,1.5490084318350101,-3.2269623035780914,-0.8570674830300586,-1.1757615760647746,0.2310845412366331,0.7955538180609337,-0.6654368954453445,-1.482047333424498,-0.0033331208396929833,-0.0010093147761227458,-0.07083693151227691,-0.22899501439365663,0.0,6.984306317506121,0.7701414244344031,0.19628984985053094,-0.759866127185857
90,10991.3455647253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.632549863693549,0.0,-0.8182462871277135,-0.5355786957129849,0.8131378727065531,0.22616861105546515,-0.2962403840398014,-0.3765756093279962,0.1060630017894676,-2.999014847660921,-0.5231071852046086,-0.756114288045391,0.07575391999631222,0.5917808847439745,-0.6772183977145629,-1.1335802654678577,-0.9916974167423823,-3.5908091465208614,-0.47452155746787256,-0.804160696026464,-0.5196037799801538,0.5603019981715965,-1.0900834358239586,-1.23189257908095,1.5319188014064702,-3.681641940032717,-0.8663893991219442,-1.1831042193771861,0.25340890312078407,0.7921829767932171,-0.6799123077333689,-1.4635861020724095,-0.003316305439923503,-0.0010030535502059648,-0.07092769589886813,-0.22880689107835275,0.0,6.967456346491929,0.7753972426411345,0.16143657009480056,-0.7612659814617245
91,10990.901364276371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6299304791942455,0.0,-0.799593987523871,-0.5709867098290412,0.8057731901569013,0.24887954836604723,-0.27858463295259234,-0.3511214251762949,0.11006142321689885,-2.9933781857008124,-0.5257489349161341,-0.7654230171960082,0.07650718489443027,0.5957771480787618,-0.677004244349778,-1.1377660446371185,-1.0211248466263174,-3.3055174245377668,-0.46130279534101465,-0.8050663053584789,-0.4966000197613999,0.5753090719786033,-1.0601817774830413,-1.2242075173585918,1.5447253279037134,-3.230058504899713,-0.8562393313358246,-1.1745479239393348,0.23132601672421402,0.7949770706798022,-0.6646440629795368,-1.480623398026595,-0.0033331054471873955,-0.0010093389625085885,-0.07080901206579199,-0.22788175877922892,0.0,7.0502882686428485,0.7723091353455305,0.19849851963834453,-0.7576478813437586
92,10990.525095379098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.63261945509432,0.0,-0.8183703828228313,-0.5355825405785213,0.813129682489344,0.22605898160739085,-0.29632368266169407,-0.37662483678776715,0.10601273385460543,-2.999423176766836,-0.5230379205621996,-0.7560998157008891,0.07587852972413332,0.5919047420101115,-0.6772530299716932,-1.1337910654026244,-0.9918145622426727,-3.5962067347781423,-0.47472871414896056,-0.8044631216311197,-0.5175479008662456,0.5604159066159538,-1.0903754412755338,-1.2322457432313234,1.5277786878410036,-3.681420751967702,-0.8654241203633625,-1.1818232527706198,0.25346466426306025,0.7916465632656519,-0.679029778548091,-1.4623373279356557,-0.003316336269381147,-0.0010030925005364698,-0.0708986243076059,-0.22769526776973414,0.0,7.033390086116654,0.777428174493211,0.16403603189119575,-0.7590211089558884
93,10990.082802744662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6300624070669407,0.0,-0.7999689670396024,-0.5705494643398266,0.8058753687575836,0.2485415460255558,-0.27886177374561294,-0.35145831098357433,0.10997528647783508,-2.994118650801202,-0.5256688595264922,-0.7653061878955079,0.07661460854390244,0.5958490023631927,-0.6770227108425387,-1.137903276689372,-1.020764127632067,-3.3144999215826156,-0.461680372803332,-0.8053658545387018,-0.49505899730951497,0.5752422307698023,-1.0608448754182942,-1.2246502052217951,1.5403653790476748,-3.2349468178799663,-0.855492700240566,-1.1733415519598107,0.231623951343347,0.794390029212381,-0.6639040198181884,-1.4790589710137216,-0.0033328677389061296,-0.0010092836325295,-0.07077900609819339,-0.2267764393491999,0.0,7.115261064613894,0.7745035276520678,0.2003345690806487,-0.7554457016265105
94,10989.7085743428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6327419223629716,0.0,-0.8186013724200968,-0.5354482925658246,0.813181328680583,0.22587609004539666,-0.29647933189365,-0.3767805803221481,0.10592899762807358,-2.999891324442871,-0.5229685396785358,-0.7560480172589005,0.07598597160684442,0.5920005847156234,-0.6772806633122069,-1.1339485785438868,-0.9917646828115059,-3.6025573201157033,-0.4749871186755468,-0.8047594914436639,-0.5156808456390479,0.5604542729945737,-1.0908018343518207,-1.2326333897152517,1.5235222077650616,-3.682945494009384,-0.864535724119191,-1.1805330408062376,0.2535735378592344,0.7911057772137662,-0.6782044411147388,-1.4609474339386481,-0.0033161845134955592,-0.0010030646698103785,-0.0708674461050507,-0.2265793710123496,0.0,7.09919643510517,0.7795166298722084,0.16637055377901336,-0.7567692392220999
95,10989.268391584494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6301849229397596,0.0,-0.8001511407799183,-0.5705349189712399,0.8059087893994719,0.2484517612762438,-0.27895467763625054,-0.3515248798681479,0.10990447156662515,-2.994615179342732,-0.5256151355669979,-0.7652872857928817,0.07671731570968642,0.5959548745299309,-0.677047448695489,-1.1380598324462672,-1.0207928969160516,-3.319796228822618,-0.4618895557132314,-0.805658852823472,-0.49314145057798053,0.5753268073857424,-1.0611654192739077,-1.2250000850184428,1.5361557600461258,-3.2348965517565667,-0.8546013018831426,-1.1720080617403963,0.23163899868824106,0.7938687315068848,-0.6630296762365205,-1.4777060093823584,-0.003332741376772953,-0.0010092653302652,-0.0707464700749486,-0.22566135612605553,0.0,7.181491111041629,0.7765928976277411,0.2027524443375907,-0.7531889468472747
96,10988.900791813861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6328700650385986,0.0,-0.8187239493053117,-0.5355842902472528,0.8131927110450847,0.22596368244976808,-0.2964584648292118,-0.3767000881602251,0.1059096307613734,-3.0007124060967865,-0.5229584841549175,-0.7560918849982408,0.07607592252152486,0.5921244654276182,-0.6772908792660359,-1.1340988381055415,-0.9917823121263202,-3.606162948243501,-0.47512890191193335,-0.8050499200154622,-0.5138849764322524,0.5606071279760834,-1.0909616290828301,-1.2329106953849025,1.519351035462654,-3.68036582602827,-0.8637289575422209,-1.1791291533161925,0.25344604329355014,0.7905957284564343,-0.6772332722971722,-1.4595599836901634,-0.003316103300050813,-0.0010030673834511537,-0.07083179882753551,-0.2254693385727854,0.0,7.167183162679619,0.7817320969208671,0.16861622442650404,-0.7545262405455788
97,10988.46585779227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.630340281369917,0.0,-0.8004093060290184,-0.5704381401715309,0.8059820498384525,0.24836509598758086,-0.27906665528772634,-0.35163742737644105,0.10984546867817126,-2.9953513844107276,-0.525581506342351,-0.7652622528954047,0.07679529029994485,0.5960490998313469,-0.6770637251508101,-1.1381727603086518,-1.0206209288832435,-3.325367238699684,-0.4621042485934205,-0.8059219496341623,-0.491458766745267,0.5753616106469094,-1.0615190199447848,-1.225317982197069,1.5318941456941961,-3.2355255778857632,-0.8538261220821862,-1.1706496672956912,0.23165387710248428,0.7933588712796952,-0.6621753444391726,-1.476214789795403,-0.0033325319102613642,-0.0010092164841571662,-0.07071148915323253,-0.22455841137942972,0.0,7.248664677869209,0.7788165749330469,0.2048086279476485,-0.7509654746896001
98,10988.099708307125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6330079291380857,0.0,-0.8188845764878603,-0.5356843018765652,0.8132298153526969,0.22593358178792913,-0.29651824690039463,-0.3767258050504905,0.10583542825889679,-3.0010488839200185,-0.5229173218192288,-0.7560979206223,0.07615326628000488,0.5922314044820499,-0.6773263156391822,-1.1342282189986468,-0.9918817200035037,-3.609970823267109,-0.47525391641660497,-0.8052912985798213,-0.5118223876787515,0.5606928827914431,-1.091161833589666,-1.233189635331463,1.5151977691811582,-3.679348483227883,-0.8627915775206932,-1.1777234945794859,0.2533511323393863,0.790135559460443,-0.676365492669325,-1.4582417933622371,-0.003315966516996019,-0.001003036311056649,-0.07079707566347718,-0.22436640916297979,0.0,7.2359827361148445,0.7838011664328156,0.17119547969473764,-0.7522735941657909
99,10987.671704207405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6304598355977196,0.0,-0.8005152941081008,-0.5706546101581348,0.8059884993324994,0.24839361258566134,-0.27908320436338846,-0.3515930682489554,0.10977149842072033,-2.995533261879456,-0.5255411048408757,-0.7652898031179209,0.07687215149046474,0.5961646617680202,-0.6771095185155636,-1.13831028710967,-1.020888912662,-3.328022838284935,-0.46217458481933693,-0.8061525899115891,-0.48913531052704506,0.5754875197839913,-1.0616106845040152,-1.225553347916069,1.5278216061038505,-3.233226114958099,-0.8528243713453539,-1.1692138221225503,0.2314834342554456,0.7929271992692007,-0.6612962409015016,-1.475000049144325,-0.003332448780463552,-0.0010092008072062897,-0.07067663177322699,-0.2234579528143771,0.0,7.318837311674975,0.7807901606739014,0.20773504035016443,-0.7487023299885143
100,10987.3195758494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6331667907266882,0.0,-0.818893595312913,-0.5360966548385392,0.813232535894209,0.22615275978879606,-0.29640228889235254,-0.376496111063649,0.1058023630346522,-3.0015538691080943,-0.5229223984500232,-0.7561991157003274,0.07622922991614599,0.5923626272245202,-0.6773306950551293,-1.1343639445163023,-0.9921322450566485,-3.6111267298579364,-0.4752654319857831,-0.8055428759853847,-0.5098590030746403,0.5609107763856264,-1.0910936121035593,-1.2333871873823148,1.5112281617027128,-3.673872980085982,-0.8618771880093334,-1.1762522255705758,0.25303636566471877,0.7896801805786603,-0.6753365210000987,-1.4569896260338,-0.003315891288329893,-0.0010030341797512817,-0.07075957409126307,-0.22328913758494376,0.0,7.304638412912771,0.785884035968957,0.17369970614800953,-0.750054612014723
101,10986.896791982925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.630708882452501,0.0,-0.8010096506076708,-0.5701723896137921,0.8061948328464468,0.24807024212556145,-0.27939400922259755,-0.35199169935057484,0.1096508057270745,-2.996363041861321,-0.5254941301801322,-0.7651668019355147,0.07692355945280073,0.5961959373476217,-0.6771052608247808,-1.1383295493043235,-1.0202915336285803,-3.3364979420609218,-0.46251824039590067,-0.8063796821963574,-0.487936843694315,0.5753257644915754,-1.0622905441108732,-1.225934408703848,1.5234506859653831,-3.238706644894818,-0.8522135518047661,-1.167928472380854,0.23170617800070242,0.7923825854642379,-0.6606065472675732,-1.4732280075440207,-0.0033319234916343856,-0.0010090340453494124,-0.07064037696237295,-0.22239312286557653,0.0,7.385922314192351,0.7830852719257237,0.209054554549146,-0.7465567262782857
102,10986.54620607659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.633403479296612,0.0,-0.8191891449232604,-0.5359971249968355,0.8133797544152876,0.22597047237168372,-0.296581156340851,-0.3766926045833323,0.10566784016849548,-3.001853430180852,-0.5228724266298653,-0.7561492616322152,0.07629035103367586,0.5924236798606061,-0.6773382157068067,-1.134424945937729,-0.9919542442842411,-3.6167248088706017,-0.4754632192987698,-0.8057615812518948,-0.5082434985843106,0.5608722540007673,-1.0914984473092728,-1.2337267355337693,1.5069995250603094,-3.6754742752289356,-0.8610099319368478,-1.1748846185840107,0.253052818578719,0.7891812613767084,-0.6745404632942528,-1.4554725679206049,-0.003315493428237048,-0.0010029069516542517,-0.07072329699478751,-0.2222115782072146,0.0,7.372575091989827,0.7880142141340726,0.17565647868904952,-0.74783814432864
103,10986.12413360449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6309590320140486,0.0,-0.8012719719810311,-0.570140588021798,0.8063420366439845,0.24791595289649196,-0.2795485221670192,-0.35214771612931733,0.10950580469145586,-2.9965975160846052,-0.5254469428096807,-0.7651306548004043,0.07698811009923552,0.5962563262690481,-0.6771042392491664,-1.1383902121233709,-1.0201653013692134,-3.3417273184353555,-0.46270207747372766,-0.8066058320403205,-0.48635992088639524,0.5753096045380383,-1.0626680903777042,-1.2262862965903751,1.5192630719281193,-3.239597863030817,-0.851323783050035,-1.166552792867775,0.23168224572923352,0.7918785212852555,-0.6597801367649695,-1.4717362208248224,-0.003331504304560229,-0.0010088998419265983,-0.07060360262933117,-0.22131896392091455,0.0,7.453664805992012,0.785192053413973,0.21097577241419652,-0.7443351925633029
104,10985.7784573441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6336477290369547,0.0,-0.8193060664796589,-0.5362471414782369,0.8134784912135832,0.22596685570020444,-0.2966145866995453,-0.3766654912843823,0.10552584114373902,-3.001892292947188,-0.5228377682566784,-0.7561771163647746,0.07636300263347832,0.5925044071597283,-0.6773337714070455,-1.1345100453318484,-0.9920972139295037,-3.6196327205596264,-0.4755527888592104,-0.8060005721308356,-0.5065014886355782,0.5609643513623703,-1.09167286974372,-1.2340476149774366,1.5029709276873369,-3.6731506294206615,-0.860019544957759,-1.1734657362832897,0.25286379263558373,0.7886967788366188,-0.6736242777766437,-1.4541432350331045,-0.0033151465654634098,-0.001002798714250107,-0.07068604621625672,-0.22114339831420785,0.0,7.440088202510582,0.790010607352616,0.17786099002472097,-0.7455987113420306
105,10985.362348502653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6312215174008644,0.0,-0.8016057751283968,-0.5700452473296841,0.8064969845812939,0.24783961596476664,-0.2796755627605976,-0.35228983346674814,0.1094030763053764,-2.997337124050968,-0.5254345105187612,-0.7651048271968344,0.07703486312898748,0.5963154116478182,-0.6770897126751027,-1.1384204847200536,-1.0198209091239614,-3.346789112800697,-0.4628965375532494,-0.8068285704620344,-0.4850434646877682,0.575281661131065,-1.0630385542787435,-1.2265795087770892,1.515024383962052,-3.24029183347103,-0.8506308264616242,-1.1651555568153407,0.2316358452174986,0.7913609582569228,-0.6589474036429185,-1.4700953708047044,-0.0033310488584060373,-0.0010087575602841753,-0.0705643693284801,-0.22024868413396936,0.0,7.5216639437745245,0.7874835652336156,0.21252355523487038,-0.7421320159488684
106,10985.02319525092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.633925937278804,0.0,-0.8195094770494878,-0.5364130356154643,0.8136113323688619,0.22607031396243318,-0.2966021444665053,-0.3766210453317508,0.10546203874305442,-3.002720833273853,-0.5228591976815677,-0.7562316289757305,0.07640627771048875,0.5925917420218008,-0.6772994597068736,-1.1345572432032425,-0.9918250011714286,-3.622779276797666,-0.475644252041517,-0.8062162406315052,-0.5053433166002473,0.5610329552662733,-1.0918260482972708,-1.2342862533460908,1.4988109116941684,-3.6703978515057054,-0.8592949395297499,-1.1719964658461497,0.2526418755397276,0.7881913245866247,-0.6726406460767166,-1.452539723743697,-0.003314778070141092,-0.0010026918122067684,-0.07064474340161918,-0.22007815421433533,0.0,7.507874840919558,0.7924094446261203,0.1792420481624633,-0.7433938138032634
107,10984.620788985623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6314487009352088,0.0,-0.8016221977800831,-0.5705757516529046,0.8065472018749601,0.24806472567336263,-0.27954751534212824,-0.352065999313091,0.10932967028567606,-2.997523564639149,-0.5254417396937374,-0.7652191717924633,0.07708381538975398,0.5964360587718774,-0.6770889247043765,-1.1385153942993786,-1.0200329937425647,-3.346977226443484,-0.4628252886455437,-0.8070113379570217,-0.4832437668682802,0.5754631807124989,-1.0628881297974215,-1.2267334743816993,1.5111013606110306,-3.234091621355688,-0.8496326641502405,-1.1636303835856106,0.23121905648001218,0.7909441161979436,-0.6579216168966743,-1.4688434433715047,-0.0033308756617851064,-0.0010087091183439503,-0.07052498255755747,-0.21918739812324484,0.0,7.588794449393389,0.7896150760959477,0.21484144628912202,-0.7398900415662869
108,10984.290157721356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6341715602863967,0.0,-0.8195383910578922,-0.5369512393442849,0.8136682817093492,0.22642150845512776,-0.29640528927266613,-0.37632184074481234,0.10545230735230116,-3.003484591421143,-0.5229128578849781,-0.7563840420599282,0.07644131487191982,0.5927217781100133,-0.6772689260102628,-1.1346351897852904,-0.9917998920199376,-3.622585103838599,-0.4755597880950923,-0.8063959957143398,-0.5039990685005789,0.5612345178893638,-1.0916095423898697,-1.234378130935795,1.4949146241083342,-3.6631008955289626,-0.8584992082072127,-1.170460012245482,0.2521694688399622,0.787756792048596,-0.6715455075888682,-1.4511505251620467,-0.003314615893062496,-0.0010026566338442212,-0.07060314762451467,-0.21904133776384097,0.0,7.5731260230899435,0.7947682130434995,0.1809573984434203,-0.7412206366848901
109,10983.898426712272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6317508757882866,0.0,-0.8019918103050233,-0.5704474273358631,0.8067572901194638,0.2478824118271032,-0.279738253017337,-0.35231075015633256,0.10919091918556721,-2.9979245894059177,-0.5254126305051863,-0.7651700789780079,0.07711172068677388,0.5964783250490536,-0.6770748883420867,-1.1385187854441896,-1.0195690223142853,-3.3525103030836942,-0.46299111879822097,-0.8071602036547566,-0.48217268003410246,0.5753516727871651,-1.0632845156744855,-1.2270178130254847,1.5069883963760262,-3.2361602807192993,-0.848874322566848,-1.1622736472982005,0.23119911307834087,0.7904653213385442,-0.6571610430765086,-1.4672197447554056,-0.003330362584198377,-0.0010085353189935324,-0.07048719476542328,-0.21816785299282618,0.0,7.652708592181689,0.7918980530513517,0.21606452116041003,-0.7377602367016143
110,10983.54597017623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.63435398027802,0.0,-0.8198998955623261,-0.5369483324851044,0.8137712641410759,0.22625090307339715,-0.2965997817787921,-0.37656324040115274,0.10531365639473388,-3.0032592851224593,-0.5228438438813544,-0.7563218655688839,0.07645187724616549,0.5927954022395016,-0.6773505070854414,-1.1346714075637505,-0.9917610234261556,-3.6257378024690237,-0.4755820374075012,-0.8064563793007844,-0.5016314591209566,0.561129771127625,-1.0917519461561849,-1.2344584161742056,1.4908390668927618,-3.6648551873019226,-0.8574975335759251,-1.1690217489752608,0.2520724499423113,0.7874233876787522,-0.6709463834457436,-1.4498535457190502,-0.003314364026450374,-0.0010025510526233395,-0.07056876646715507,-0.21798470399974731,0.0,7.638238285871917,0.7967601977961437,0.1839620772037603,-0.7389779436121587
111,10983.153837056112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.631967480050019,0.0,-0.8023592160775269,-0.5704131586070388,0.8068882982476959,0.2476944913484001,-0.2799501750794639,-0.3525559105359613,0.10903695629669757,-2.997756535745806,-0.5253445569282991,-0.7651020342710807,0.07713150184279262,0.5965402369781135,-0.6771323368393019,-1.138546097066799,-1.0194855628387245,-3.356212134462085,-0.4630471034855163,-0.8072420833500216,-0.4799679784041491,0.5752429449839057,-1.0634786614409042,-1.227133048409165,1.5028910080273223,-3.2380665843370187,-0.8478984917425503,-1.1608441067202546,0.231130025869118,0.7900870690916775,-0.6565303141969251,-1.4658552702361596,-0.00333003299587773,-0.0010084066327264163,-0.07045204962036243,-0.2171153337845388,0.0,7.717502202232526,0.7939006001967714,0.21886794473408228,-0.7355191776060511
112,10982.810550152515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6345889683640973,0.0,-0.820070408216557,-0.5372419661620753,0.8138647686937505,0.226222549595755,-0.2966766161250158,-0.37658135693284517,0.10515080434437268,-3.0028533860839834,-0.5227873379698497,-0.7563292225819535,0.07649584867507003,0.5928755009774014,-0.6773828900749492,-1.1347329543510358,-0.9920024198916857,-3.6272511950854676,-0.4755528299240636,-0.8065780883275776,-0.49933144746988567,0.5611595640484235,-1.0917410897575908,-1.2345771472669516,1.4869106595408053,-3.662795714498821,-0.856386151136015,-1.1675494268163122,0.25183731101613654,0.7870244329599699,-0.6701603620897992,-1.4486406844000128,-0.00331408116572342,-0.0010024441933642616,-0.07053288546256466,-0.21694081025146356,0.0,7.7027201674280255,0.7986188850531558,0.1869910048004222,-0.7367150130252604
113,10982.422813943589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6322279601535343,0.0,-0.8026585063574736,-0.5704600136889764,0.8070347195818179,0.2475029077944952,-0.28015437299730156,-0.35274768058508515,0.10883237166463058,-2.9973563104077523,-0.5252663827472984,-0.765040359318711,0.07717640104988858,0.5965863424210712,-0.6771616394468706,-1.1385765340549456,-1.0195632037170799,-3.3597279499109907,-0.46312383774224225,-0.8073725313705709,-0.4777916583798904,0.575173758504962,-1.0636939639523935,-1.2273209635133269,1.498889300407824,-3.2391167945456534,-0.8468576683431825,-1.1594396253231067,0.2310545883777513,0.7896548879011287,-0.6558526814424787,-1.4645304120082854,-0.0033295985764256776,-0.0010082445618387198,-0.07041701748442314,-0.21607893065472053,0.0,7.781122896890557,0.7957227933670494,0.22171024717859206,-0.7332717502879812
114,10982.07844032679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.634813863814355,0.0,-0.8202744583915865,-0.5374855143149774,0.8139502727982691,0.22612264323712583,-0.2968121206639108,-0.3766560627481141,0.10494074444689405,-3.0021659225946924,-0.522703629385613,-0.7562993679367565,0.07654840077299496,0.5929393230877059,-0.6774331864133949,-1.134789800170877,-0.9924083783249283,-3.628817469539429,-0.4755528968812548,-0.806712955876269,-0.49663604119020555,0.5611683492781128,-1.091786372346203,-1.2347089549418124,1.4830252075876211,-3.661822960790663,-0.8552264663218309,-1.1661058260039272,0.2516571493066332,0.7866318271666297,-0.6694715117541293,-1.4475033597811948,-0.0033137422216454036,-0.001002311383470384,-0.07049870868384088,-0.21589909142876074,0.0,7.766576905289296,0.8002234787362055,0.19060577251617328,-0.7344213259106978
