Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
53,10959.039614327203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66768600034019,0.0,-0.8516348698971167,-0.5789252584914117,0.8326626485748134,0.23313589811369836,-0.3018070413923952,-0.37757689331447436,0.07635048644906747,-3.010705730570071,-0.5186340328217486,-0.7585127532207713,0.0848102858081685,0.5991428542982173,-0.6714926541190899,-1.133032921012121,-1.2849533336707775,-3.5531582729459705,-0.48436725018249593,-0.8348483716553081,-0.08320499243695968,0.5815988876537507,-1.1104837746772842,-1.258695212771732,1.142921574046678,-3.455585377504755,-0.7346928980669681,-0.9498102701307917,0.23074044595830098,0.7564934248504029,-0.5443168406631687,-1.288433674101844,-0.0032362187974667995,-9.759483476614227E-4,-0.10690033559312198,-0.2218669828389533,-0.32440643980500006,0.04972044536745742,0.48908439515606295,-0.872812205770473,0.10765476814735572
54,10958.561502760733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6690262686746493,0.0,-0.8529288667425813,-0.5760061861777116,0.8334461218589116,0.23471940133533187,-0.2984535645756789,-0.3781673213780157,0.07807234432071448,-3.0296860865317665,-0.5189076267071595,-0.7603116441751242,0.0861414563759837,0.6009682915923077,-0.6734187074468497,-1.1355263510572378,-1.2893680714734526,-3.572317956554962,-0.4842324921562053,-0.8327574799967405,-0.05151868375045455,0.5831366741846615,-1.1099337602979764,-1.2558956730872795,1.1438769286180457,-3.4596751190934256,-0.7357960085599146,-0.9511474313701674,0.2333792806022808,0.7596106132548546,-0.5438538314777437,-1.2902832638264718,-0.0032370529656268825,-9.76685270895893E-4,-0.10641386342211076,-0.2211746835619739,-0.31903050230953583,0.04858703537623208,0.5256588406896461,-0.8677607192772573,0.10473451849123616
55,10957.388976621836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6641341468672315,0.0,-0.8495681247507972,-0.5719054016176115,0.833328338194811,0.23345972484493216,-0.29650017123423944,-0.37748226573921884,0.08523608142598571,-3.0666677704735346,-0.5200112231980945,-0.7589653371407445,0.08729056981838561,0.6029099261547454,-0.6799078254780037,-1.144505431513781,-1.3259564077188506,-3.589865205723729,-0.48071155120607867,-0.8193761761696648,0.16328515010803082,0.5819968011150529,-1.1049870233135444,-1.2369953408827619,1.1580363057376706,-3.4726502662044303,-0.7344370080455768,-0.9526260737728348,0.24531052964672864,0.7584854989650455,-0.5448926249224758,-1.2999857974327587,-0.0032547045261544696,-9.836989536658664E-4,-0.10250377162301863,-0.215496216931726,-0.3251736718669823,0.07983680170705165,0.8073356850885189,-0.8304577954915078,0.08697845398689129
56,10956.020516460743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6670528581908486,0.0,-0.8472385501560442,-0.5836118826060523,0.8402509649865195,0.216655414462902,-0.3144140599794084,-0.370868206317252,0.07148006332892315,-3.0698167830141694,-0.5201229810819545,-0.762296496769891,0.09196062635870593,0.6069200056941103,-0.6814678847153791,-1.1396447182712777,-1.299036835385396,-3.8412749183447583,-0.4833694384306323,-0.8100983273697216,0.12924160649368532,0.5704919552796381,-1.105210504085171,-1.2458073022886085,1.1535000752332618,-3.4301524591993386,-0.7389758275109635,-0.9637014011935062,0.2357199685436358,0.7662833143270927,-0.5498855200741571,-1.2863220343088952,-0.0032295432008921867,-9.736177672105106E-4,-0.10174425483525346,-0.21306177632637652,-0.284419404065853,0.05959110188169288,0.8515473840724455,-0.8135973508302268,0.0731206880243073
57,10954.533892017425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67557688445559,0.0,-0.8538028891030676,-0.5764051674141508,0.8406566925422352,0.22473848018011425,-0.30237358909765993,-0.37104268495941695,0.06722046970743094,-3.058371725104547,-0.5181361280962892,-0.7555506011764676,0.08666480418165329,0.6053467280559655,-0.6751419447327297,-1.1322678407431221,-1.2961808232848848,-3.6784020212421114,-0.48908838144390765,-0.8248744791883614,0.1557928303926969,0.57056645555503,-1.114055257066893,-1.2783074294964267,1.1469792067043243,-3.364972142846335,-0.7395876901105469,-0.9623722608447142,0.24262772095583415,0.7635996978035715,-0.5575660837709994,-1.294237288719428,-0.003217101646244519,-9.690806440499482E-4,-0.09947963201030839,-0.20916800751194575,-0.2615365628088642,0.0606673871974356,0.9650600239362686,-0.7864161124409684,0.05033033338684943
58,10953.796627890986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6753200789457594,0.0,-0.8481656443364372,-0.579534658619227,0.8406484251672434,0.22120017731247907,-0.31089455969655105,-0.3701817661852702,0.06685270581463522,-3.0395942073172106,-0.5187399605749934,-0.7566672610193331,0.0881008671801539,0.6022525125561509,-0.6739525224298089,-1.132251645016315,-1.3093184479482685,-3.700471487991269,-0.48950833063752974,-0.8246412789823442,0.21247860616767392,0.5713407336790218,-1.1157272513092011,-1.279821345052768,1.1540096552136747,-3.38461788637647,-0.7398544728486707,-0.9646382227744336,0.24270688787395284,0.7491753535214286,-0.5587627700689077,-1.2980522168401878,-0.0032147727618270284,-9.682930400270981E-4,-0.09762495571998321,-0.20565735782944222,-0.25711889131442256,0.07247673732902418,1.0765737787971656,-0.7697437026065674,0.04499597458802188
59,10952.794860155927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.677175594035536,0.0,-0.848841871429295,-0.5796348798391237,0.8430700716135245,0.2191502517927536,-0.3134547158107363,-0.3725627958867923,0.06649549667545128,-3.0204098577333007,-0.519044066237806,-0.7566064272950239,0.08868240915104458,0.5988596784672724,-0.6736903565614303,-1.1317586870686622,-1.3214089075571345,-3.6716970156244555,-0.49066141348411707,-0.8235908382268365,0.28371272185045937,0.5745842257469566,-1.114356336667996,-1.2846304392625179,1.1613850892561535,-3.3950402888051934,-0.7363622703266156,-0.9670382131453606,0.24425857254440161,0.7382161195299635,-0.562765332267561,-1.3004430479888123,-0.0032125448568181636,-9.674348641209722E-4,-0.09441502131115802,-0.19918732807793954,-0.2562135603045233,0.10293206227075036,1.2710466073480133,-0.7379536014025849,0.03350557612294969
60,10952.050445602583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6881950675845077,0.0,-0.8550837042649001,-0.5818712719866694,0.8493888288728281,0.22118844281905833,-0.3178080670254842,-0.3759768359132312,0.06756512448573317,-2.962008624127635,-0.5184754144743922,-0.7550141897383474,0.08697435877783846,0.5930933887648918,-0.6670575195235884,-1.1267414726727165,-1.338710779370172,-3.4991021816097936,-0.49453132056582016,-0.8247115854353348,0.4594021172034253,0.578800700197375,-1.1061436424486275,-1.2973420758754313,1.1463892666394122,-3.387463570891394,-0.7307406765733199,-0.9701404103934597,0.25238108964747663,0.720297033004778,-0.5756461433156432,-1.3080381654163131,-0.003204925871670845,-9.652857953151179E-4,-0.08650499944733231,-0.17773794497585868,-0.25291221550711934,0.19752121404680548,1.8458452640122656,-0.6296684704718827,-0.018314709087655506
61,10950.773225492829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.691786010369567,0.0,-0.8575848366184369,-0.5821455291991844,0.851892516028511,0.22227000225995136,-0.31654389314995635,-0.37944559902749936,0.07035755325645189,-2.9728515161376916,-0.5183800381188967,-0.7526495181209072,0.08698483765635769,0.5931592091052612,-0.6676210847959199,-1.1280092583067776,-1.3318806885213657,-3.538812259558112,-0.492822514058301,-0.8263219933942654,0.3813056624271475,0.5805179446703657,-1.1094386866637076,-1.2957242893759207,1.14902466975434,-3.415287673976644,-0.7226231383978928,-0.9602677561489568,0.24769396627932416,0.7134619170605663,-0.5669441474494645,-1.298064877724318,-0.0032105117254342176,-9.675811733883924E-4,-0.0904314206843797,-0.18247671258085382,-0.2586754098051576,0.17296761413206643,1.6602681463730806,-0.6668771509318566,0.0159403737075811
62,10950.027626958645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6856081321263248,0.0,-0.8539733846055053,-0.5765660875090495,0.8460668944928638,0.2201362038995884,-0.3160252773092289,-0.3744636942937115,0.06294660448373446,-2.982000388239655,-0.5195572703629299,-0.754905368705485,0.08621010428553545,0.593692182750925,-0.6677845729508205,-1.1284694437651666,-1.316777355531113,-3.553566882181597,-0.4907844599231238,-0.8304874610697565,0.3404083399418747,0.5814465908654104,-1.1214130411657972,-1.3011549496995962,1.1396229880205024,-3.4029865546294027,-0.731525993280977,-0.9644681396531865,0.23858404923419005,0.7200320855767985,-0.5620242904960543,-1.2884106296882227,-0.003196970752872421,-9.615047430915394E-4,-0.08900043277367722,-0.17686641110495938,-0.2609836998563442,0.19928021364793008,1.736987433610708,-0.6453267869042131,0.012913797969051038
63,10948.736114961579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.676236837892568,0.0,-0.8531624728734392,-0.586558792535213,0.8406399238931416,0.2230188289163928,-0.3124782579148846,-0.3784087108252259,0.06036825950385089,-3.005680447377231,-0.5145743828450596,-0.7492552307442427,0.08880656920963186,0.5940892617749347,-0.666557654099764,-1.123701283420384,-1.2888142785241385,-3.589946057602899,-0.4917465289116585,-0.8394485375510605,0.3138326294449789,0.5787795097196783,-1.1343632873308713,-1.3084193306550287,1.134549893374821,-3.3726390107405884,-0.7379466453158703,-0.9708395065094866,0.23591879737387422,0.7468339547058089,-0.5601570209934897,-1.2897517584400329,-0.0031833060679043556,-9.588600241190362E-4,-0.08620063202118924,-0.16242269709030768,-0.2673889534390919,0.2686553528219053,1.9536637207970355,-0.5977548658882121,0.026239570697642108
64,10947.629740269136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.662743886720082,0.0,-0.848419910131625,-0.5793443352308282,0.8291971067975255,0.22631532531319049,-0.30864240219269723,-0.3717760647854881,0.06229530126995227,-3.066089208040986,-0.5177136768986668,-0.7551432569589411,0.08856354034365566,0.5946162827188552,-0.6722245616156766,-1.1394114331943,-1.2481244891625167,-3.683292081766788,-0.4884051852049615,-0.8447325429520222,0.23998899135680318,0.5776360491334308,-1.1541185338080153,-1.2996058464085225,1.1176771390729034,-3.364509765947643,-0.7473556179019766,-0.9711442332627813,0.22197255491433884,0.7511672948253134,-0.5449624514478255,-1.2875753892918302,-0.003176606946549562,-9.572602453007504E-4,-0.08173654346444534,-0.13448157736066996,-0.3030860159295063,0.4215290548031936,2.3009645615045753,-0.538845896547471,0.10509741402468772
65,10945.988986213419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.663440187181493,0.0,-0.8509240554861497,-0.5799453478445243,0.8277671736893502,0.22870689572284386,-0.3072458094542267,-0.3707133731900048,0.06467972798186862,-3.0622512792094563,-0.5180065782759274,-0.7542843170511887,0.08649855897981232,0.596540414273757,-0.6726035748974919,-1.1380366175894308,-1.2599401449767946,-3.6638698844696505,-0.4880635814117295,-0.8425346587643194,0.22310933475795053,0.5763966895225077,-1.1458124872403819,-1.290637679384355,1.0991002499913365,-3.332400168325255,-0.7434223808862981,-0.958054208357617,0.2247152593889431,0.7572600611447423,-0.5448297974587621,-1.2844445570671235,-0.0031886948167658,-9.610948799302866E-4,-0.08594176737807846,-0.15076666055126534,-0.30615419875126704,0.3527303050218421,1.9923078845543132,-0.597794188155532,0.09725748152440208
66,10944.230954216562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.666425120624059,0.0,-0.8496919171354494,-0.5809508006827574,0.8304681588000875,0.230298206855846,-0.3060108858792486,-0.37454849562084447,0.06931945347052228,-3.0567594715770374,-0.515770883170746,-0.7503602570214147,0.08958906796350105,0.5969456727881596,-0.6728766584320529,-1.1364403990469507,-1.2518306310780831,-3.702729973735194,-0.48855104271236155,-0.8377053224199924,0.23859453201679504,0.5775688201112165,-1.1393062809338186,-1.284679410260292,1.1169133937526252,-3.339377842695189,-0.7393165202113671,-0.9549287313580307,0.22621610852075316,0.7518553642186233,-0.543847642757553,-1.2863769939879406,-0.0031982628175864637,-9.65862062536849E-4,-0.0867119678509568,-0.14586638129504703,-0.3247302940139646,0.3904717237855857,2.018641991141536,-0.6073009992028938,0.1505735466321217
67,10943.057227956902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6656671191464523,0.0,-0.8469027624649904,-0.5800713783969504,0.8303375575624005,0.2311217292676884,-0.3044910359474354,-0.37595137354006997,0.0738429527566266,-3.0649892089081656,-0.5158318228713358,-0.7496379532602931,0.09052104549679862,0.5969317102380663,-0.6745733456877212,-1.1394780985544748,-1.231138485503346,-3.74575913182301,-0.48657845893021034,-0.8331222033022816,0.21695320030787477,0.5789512992433656,-1.1370357913002729,-1.2770821277831677,1.1330459195992373,-3.355874155698016,-0.7338998880134904,-0.9477388583851459,0.22333130233730886,0.7433694987200995,-0.5370774684071571,-1.2847188972962638,-0.003207041802067892,-9.696986849009068E-4,-0.08728945082672615,-0.13821504378137414,-0.35671448648583765,0.45567648371504615,2.0281942945329385,-0.6285327119245037,0.2422884497950468
68,10940.397818231577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6666250651625965,0.0,-0.8468473281556714,-0.5739157739097347,0.8311556386841767,0.2309571381767299,-0.3033159321509646,-0.37240626647161396,0.07904760906898986,-3.0507439925915287,-0.5183448098525795,-0.750199058292257,0.08708710420892345,0.5977379301940479,-0.6741308925930017,-1.1410440661132588,-1.1715222202745241,-3.753019839022067,-0.486308448463802,-0.8267616424060943,0.1720498422818097,0.5790082868778726,-1.132246590863783,-1.2777279111032454,1.1541477579916777,-3.374498300628002,-0.7226631164567922,-0.9380117463131806,0.21965887300318218,0.7296829176388584,-0.5290482269054052,-1.2796174524967794,-0.003217938905413536,-9.73253987115817E-4,-0.0887228637770717,-0.1246924103633543,-0.4004043297236828,0.5728625017344217,1.9564014155646188,-0.6913683260109252,0.4493503748170139
69,10940.078149704359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6745093856093756,0.0,-0.842953624271144,-0.572924896371872,0.8373375167027277,0.23186528984222785,-0.2996440743696997,-0.375035930279701,0.07960884089296158,-3.0262892620376443,-0.5182589716724251,-0.7480707392793255,0.08665322542350608,0.5993195459001055,-0.6732358812609277,-1.1341721561737226,-1.1197322226997692,-3.7614284851689987,-0.4858020658140338,-0.8187617921190476,0.10071545773671092,0.5818096913735933,-1.1215753152809977,-1.2780116878455277,1.2205743477750621,-3.4293088823640994,-0.7101775765362951,-0.929040757466212,0.2190447504138355,0.7117806840356642,-0.5143235454479628,-1.2724329151467264,-0.0032250463551584097,-9.753665965855615E-4,-0.09085478054226373,-0.12342624487141705,-0.42808731948245937,0.6423690354846394,1.6465100398482628,-0.8058713748055585,0.6792328783130445
70,10938.967797980868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.672757539282661,0.0,-0.8543908532312476,-0.5772413783287643,0.8340096163466731,0.23139598168127393,-0.3031921359322055,-0.37161015566969646,0.07340306950672194,-3.0305216635101258,-0.5207185470026531,-0.7514337735566446,0.08061842064763884,0.6001653596163987,-0.6718707578014022,-1.1333847687947507,-1.0981331943449948,-3.6914313832874694,-0.4837750108543536,-0.8225793620521633,0.018763335100543288,0.5764785334257334,-1.1210453816672958,-1.2762925731045933,1.1737350596575216,-3.384925721622489,-0.703515078746674,-0.901386682170855,0.2081701950408683,0.7157458766033987,-0.5036806491435927,-1.2466710118348934,-0.003210907836208793,-9.688050170092941E-4,-0.08969552680923819,-0.12233976594907758,-0.4038962341048047,0.6506540861105263,1.5129832698099583,-0.8331289198425049,0.7333153787498088
71,10938.06893923328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6754343469636197,0.0,-0.8617555500063468,-0.5844637300733692,0.8339899564179573,0.22827522177577053,-0.3056736013107541,-0.36950803995284726,0.05693454208703349,-3.040011313475311,-0.520852857745002,-0.7543648215111607,0.07687295072047783,0.6031951231217522,-0.6687535685095188,-1.1238105422905602,-1.047278402510846,-3.6619069359627443,-0.4810225515590263,-0.8236996433738409,-0.18301873408895844,0.5690246725508926,-1.1126386219553805,-1.2800664928443926,1.1399438378423423,-3.354469844823348,-0.6968008112086705,-0.8841295389391339,0.19375466625082122,0.7165717505819519,-0.48669889494645857,-1.2073653724119777,-0.0031747296866122578,-9.540731894339672E-4,-0.08533952609350244,-0.11503574044266947,-0.3542468866208197,0.7062039920396155,1.2565124611987686,-0.8838874389327018,0.891475392023152
72,10937.055030405285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6875336840986073,0.0,-0.8672574208431539,-0.583586432185639,0.8425517853362029,0.22515631075027207,-0.30878188963473835,-0.36657407774445055,0.05212089101790533,-3.0230602831237356,-0.5214471130727477,-0.7581720029001946,0.07702232631508632,0.6044532845659093,-0.6662468393558022,-1.1220677764001052,-1.061748921657719,-3.617748086841892,-0.4810558993115528,-0.8218194200049087,-0.19452195593173777,0.5658690957412583,-1.1090408458842584,-1.2886954809636932,1.1361597702154729,-3.3559992707959863,-0.7058477431472989,-0.9009773352467484,0.19227148137923394,0.715031556570175,-0.492014483061006,-1.2010125283055861,-0.00316050218132073,-9.481389526276368E-4,-0.08086859920867764,-0.11532105930098194,-0.2781875781967874,0.675341320402665,1.229933865760621,-0.8564914286450046,0.8642923121807288
73,10935.614779707392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6987952639327673,0.0,-0.8768236275216517,-0.5837706234525665,0.8507760137043708,0.22383124838369226,-0.31331047201070006,-0.3647237047207257,0.054381508147841144,-2.9956888976151856,-0.5227864383700682,-0.7616696885727584,0.07728999355439098,0.6044108612925825,-0.6653032883674974,-1.124363310101511,-1.0747596993853323,-3.54192750186471,-0.47911463870347815,-0.8187098098390236,-0.1740545752619888,0.5627833358682804,-1.1061628852808727,-1.2902508760322202,1.1248699518891179,-3.3513930033148083,-0.7138892297361528,-0.9073701174999979,0.18974534326238562,0.7203765365325245,-0.4954459359464752,-1.1971974759422244,-0.003163373409962437,-9.485651333723013E-4,-0.07597840010264667,-0.10885058317809729,-0.19289558795976364,0.6739781184328002,1.266937002346922,-0.8075449752655176,0.8572067182408537
74,10934.004107609555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.705462826910348,0.0,-0.87217831333121,-0.5830423195900521,0.8577382777435648,0.22733656087585127,-0.3102230539259251,-0.36923855981398024,0.06404349993830005,-2.9847898240949404,-0.52113889108806,-0.7602221895386568,0.08269215062690209,0.603286535416654,-0.667867652390834,-1.1262200569691103,-1.0944777873833313,-3.5857422504491523,-0.47887674293982874,-0.812448671640646,-0.1439865476973639,0.5703452744869478,-1.0953448432891286,-1.2792195159306705,1.1597113911608312,-3.372867676392984,-0.7194038334437803,-0.93130338613363,0.19930861681984027,0.7158857081436495,-0.5099098825014234,-1.225898002380385,-0.0031946079949910743,-9.603892181974318E-4,-0.07446015234216789,-0.10628605587965272,-0.1448417174099044,0.6755147690183295,1.2652209321457761,-0.7401819330371626,0.8098698021487544
75,10932.25664533994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.693840544940594,0.0,-0.8627905395826121,-0.5836482913716523,0.8516846888259892,0.23049338573060363,-0.30779183630951007,-0.3763233332008356,0.07727377408624472,-3.0091560949695904,-0.5181259050922017,-0.7512531481320046,0.0885845399616387,0.6022593846668759,-0.6729802297316235,-1.1325753899326751,-1.0956578187315789,-3.6607130435485598,-0.47958867810240513,-0.8112661062104642,-0.2031556241714893,0.5758586452523599,-1.0949208116588258,-1.258476053814462,1.1932837794381945,-3.393737522737661,-0.7110852346352795,-0.9332351575405635,0.2062440415722289,0.7153907816613019,-0.5151390378947112,-1.2540201712614127,-0.0032325636903366047,-9.761769671464949E-4,-0.07186800557516859,-0.1022669059535121,-0.09013626821413709,0.716370586769856,1.1160174826258853,-0.6424819092200728,0.7652471762653722
76,10931.381549947442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6813205110629643,0.0,-0.8498940796780193,-0.5736703526312316,0.8384453909957191,0.23405336799063062,-0.30313252586604533,-0.3725422424292755,0.0906288980392349,-3.0352744630073136,-0.5202295991866093,-0.7561033170892123,0.08460100356901194,0.5996288066044309,-0.6755000834718683,-1.1454755494969475,-1.0678149104189485,-3.7561395220546134,-0.4812313120530409,-0.8188680691187015,-0.2638585520454362,0.5774153646616472,-1.1054557592540217,-1.2576024025893784,1.213248074804906,-3.398196375340114,-0.7219544516351358,-0.9380635367420834,0.20643857543835564,0.7008779030275063,-0.5183307267386714,-1.2771233366226276,-0.0032586469931969895,-9.85907953325188E-4,-0.07341471052444169,-0.09987236812240324,-0.098249143091875,0.7719076681106674,0.9379974158825011,-0.5857137200708863,0.7475939236819507
77,10930.496532862824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6738673810386038,0.0,-0.8481093718544875,-0.5749699088773904,0.8314301299778235,0.23456898621945108,-0.30174863260791956,-0.3748849893040794,0.09076616427692932,-3.0589261714066156,-0.5213994379972012,-0.7545481562812659,0.0809654760086224,0.5978145293925756,-0.6772468162514957,-1.1461954486946682,-1.0324924898035126,-3.845631911346887,-0.48087153338995636,-0.8260232134824053,-0.38293521716796086,0.5758773665751491,-1.1099107501138263,-1.2596957985834416,1.196138327350649,-3.3957020765374426,-0.7147980063402685,-0.9273237697311403,0.20178912484333666,0.6980072349244757,-0.5149995929848191,-1.2707481813480388,-0.003256498702832923,-9.851487219526317E-4,-0.07130450127202739,-0.09413569617689238,-0.0781351022922474,0.8502497429879544,0.7112974113601658,-0.5342529727354557,0.7728618307613523
78,10929.728092604362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6724908607011124,0.0,-0.8521467376602166,-0.5806100830406506,0.8305442933409072,0.23247945947043505,-0.30379382802832383,-0.3775115074656932,0.08473847125712829,-3.057623890348187,-0.5215474421275343,-0.7498476439828445,0.07985111611609881,0.5972405755804616,-0.6775293744086244,-1.1395486396736363,-0.9988435068619128,-3.8808928862265373,-0.4799884682927045,-0.8272408023865819,-0.47654096801801904,0.5736234021889577,-1.111214732608952,-1.26573962275692,1.1766186421955305,-3.4002144005004102,-0.6993986244424287,-0.9121446571846192,0.19529372731426176,0.7101526183466725,-0.5116943096382454,-1.251766336273011,-0.0032445332121273846,-9.807165848198021E-4,-0.07196535553120455,-0.09292765685119715,-0.11715707066454695,0.9302394183770586,0.5192155245093857,-0.5004206276937873,0.7773840058097807
79,10929.241875894058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.678035587119641,0.0,-0.8580240007442003,-0.5811778289642806,0.8340709587875345,0.22920063967319715,-0.306936040319183,-0.3745157568850417,0.07603077472369192,-3.046768498642426,-0.5210719000197995,-0.751253504913196,0.07892473075364342,0.5994343661245533,-0.6741555456408386,-1.135330425283921,-0.9436912435139684,-3.8661687195639107,-0.4807628570820848,-0.8271048529613179,-0.5603919139911371,0.5703083166339554,-1.11300248845216,-1.2772242637423201,1.1589263615494578,-3.39157254561804,-0.6977894180247531,-0.9093812857884395,0.1844849048133096,0.7180054344455434,-0.509031046374208,-1.2320817851543995,-0.003221749243035718,-9.720223495670232E-4,-0.07404675504558221,-0.08808039165835879,-0.17753737938308756,1.0400979630167115,0.33885930468198433,-0.4737654608422113,0.8178992085491227
80,10928.976234831463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.688356359669,0.0,-0.859553518297102,-0.5809756411030863,0.8418999030856198,0.22957804897283118,-0.30640657951707273,-0.3748476634600488,0.07181339914592877,-3.035217063570365,-0.5196365546423235,-0.7569593086040829,0.08155274632085495,0.6002232618663292,-0.6719930372300179,-1.1350271063098691,-0.9543391985954164,-3.7748289833089026,-0.47985157618078894,-0.8259341329189414,-0.48285008121294193,0.5715641492422666,-1.1109554479226107,-1.2793243905836005,1.1770233440646207,-3.3939258513292816,-0.7147905540511768,-0.9326877986449857,0.18857049897884914,0.7159094382018665,-0.5140500747447591,-1.2406082700392247,-0.0032058062353724067,-9.661200054499617E-4,-0.07535909914609754,-0.09040136291261668,-0.20016407006641776,1.0150620588435633,0.48217154956179387,-0.48533983301626094,0.7942233646167289
81,10928.83742524413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6876999478910673,0.0,-0.8602047379718203,-0.5814860763342633,0.8430468337701088,0.2288950407570169,-0.3066231822943948,-0.3755515106423147,0.07229602146202882,-3.0335250222499077,-0.5194516847839508,-0.7548310107137274,0.08263689282777831,0.5993905541658833,-0.6727894632419489,-1.1335760665986854,-0.9603886660803569,-3.741690654713978,-0.4784455475653517,-0.824321439207407,-0.4661441856726395,0.5718968747566207,-1.1114770283127333,-1.2744052824662195,1.1860935910407866,-3.4056001566868663,-0.7150881549411907,-0.9362568106457151,0.1903838637641577,0.7176923412897473,-0.515401305259767,-1.2455768102897131,-0.0032095284039668696,-9.674155095470195E-4,-0.07490338230972904,-0.09030459633276802,-0.18834926673819666,1.0048268295790723,0.524848819169433,-0.47664294203293023,0.7831496139544831
82,10928.810854346331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6879404894612025,0.0,-0.8609831181013691,-0.5827453562916182,0.8455462348035516,0.2289260809299186,-0.30641689740224665,-0.37749498115533153,0.07260461562111972,-3.0315930466592818,-0.5188080372831699,-0.7533366473061736,0.08412062655975307,0.5978751707224634,-0.6732863673952398,-1.1319611721186962,-0.966040024365042,-3.675127520500275,-0.475265689657893,-0.81979703176497,-0.43355299442536965,0.572646844507907,-1.1087874849373842,-1.2611013068739796,1.2061714736131475,-3.4236351918983337,-0.7209315412596199,-0.9502568281890487,0.1944973626024436,0.7179394021479575,-0.5209888205860134,-1.2618247123765811,-0.0032131526223380348,-9.686000448841928E-4,-0.07461146117401524,-0.08971779958226388,-0.18763884097146882,1.0107182949753688,0.6178798542863672,-0.4366255660554173,0.7430450867801839
83,10928.716722439918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6876444144241916,0.0,-0.8592359485168977,-0.5810984331718301,0.8444730926155603,0.22889515503724758,-0.3061172724239594,-0.3759872160999723,0.07152134165866846,-3.0279795562318506,-0.5182396813801399,-0.7542270572281788,0.08413001261762096,0.5985601588778174,-0.671819312360481,-1.1319397063284193,-0.9620257748110351,-3.6623212337851596,-0.475907090225525,-0.8210667975944582,-0.43003430106738605,0.572344311751634,-1.1084516172952332,-1.2625479142939513,1.2142276140917703,-3.421554220572176,-0.7254836416437912,-0.9539508899508485,0.1944792386988642,0.7163585284281964,-0.5223908454387781,-1.2646096209827296,-0.0032110300316416096,-9.67642694410008E-4,-0.07428353623209853,-0.08943311526543624,-0.17963887299495312,1.01361547705214,0.6192783918499878,-0.43119104695769206,0.7485908042100751
