Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
162,10920.119694625904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829335064654924,0.0,-0.8553659512447165,-0.5794168573140355,0.8405772344415509,0.2288502815730637,-0.305703732235979,-0.3741514797852482,0.07078011231432856,-3.0233734065479525,-0.519447023180397,-0.755436812250324,0.08286694408869609,0.5985132954375859,-0.6713187996970265,-1.1329774642198807,-0.9744963547277378,-3.7051954253262163,-0.48482270531032884,-0.8329419454967277,-0.25373790284801645,0.5753072848499717,-1.1145573881250166,-1.2788501875010012,1.2845188195951824,-3.437265856739405,-0.7165147979962906,-0.9576108157866533,0.18804663809447816,0.6984374650923225,-0.49770859401188156,-1.2411512656470913,-0.0032009692599242767,-9.648943802001698E-4,-0.0578065031402601,-0.018975528098819576,0.18803180441142273,1.2819207628459366,1.4862303598318614,2.148927628253569,5.6336682773977875
163,10920.102791074494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829833846493165,0.0,-0.8553153498930034,-0.5793550643884707,0.8407347685597735,0.22882662695182465,-0.30574548074009,-0.37411685581513504,0.0707476295226395,-3.023402472562025,-0.5194051961563009,-0.7553595930928134,0.08289003344526717,0.5985189045294269,-0.6712819938357557,-1.1329578200510493,-0.9765414156736415,-3.70567840637702,-0.4848805588122534,-0.8328749119459996,-0.250078024060128,0.5753919165225031,-1.1147104252084399,-1.279337333070874,1.2843124158603791,-3.438107401539709,-0.7171866794173293,-0.9590740722815629,0.1884260569794051,0.6988211100936303,-0.4992241725241741,-1.242506903327803,-0.0032010329341552388,-9.649167034854869E-4,-0.05805523459898241,-0.018871347682675788,0.18105739008151175,1.2709745535578643,1.494271100337518,2.2214618353778435,5.634693684175035
164,10920.092967160257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829283352673965,0.0,-0.855322323387405,-0.579146573992267,0.8406198837480494,0.2288649310829847,-0.30579475200915734,-0.3740093844462304,0.07068592854291496,-3.024125221868067,-0.5192820089753789,-0.755269876566781,0.08297600664060689,0.5985462228231407,-0.6712152535866525,-1.1328681223226675,-0.9753426506454695,-3.7050205225026076,-0.484876014778105,-0.8327641809207522,-0.25186471935301197,0.5754164217817552,-1.1143807998013517,-1.2786980482444157,1.2852725109054437,-3.4384290697192723,-0.7176802468611161,-0.959882903562705,0.1883706361350758,0.6989682248080686,-0.4994905143539029,-1.243030163852652,-0.003200940788201691,-9.649160026758062E-4,-0.05788561273910583,-0.018281208895122893,0.18602739503450175,1.2785341917642736,1.4934230923885567,2.3400157247983424,5.78823945225595
165,10920.089706241186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828820040358727,0.0,-0.8553185237692,-0.5791067707005313,0.8405249982183064,0.2288621045124658,-0.3058103329065438,-0.37396803860061123,0.0706645935673045,-3.02472300547266,-0.5192195605995328,-0.7552066985706921,0.08303593711800761,0.5985979791676821,-0.671210800046178,-1.1328238025821415,-0.9741520751909121,-3.7038291396179996,-0.48483532613592456,-0.8326960257121402,-0.2541796496605299,0.575355908944574,-1.1141375308662183,-1.2780250443308683,1.2855138727447266,-3.438417062181719,-0.7177320776382052,-0.9597724067265696,0.1882543890262452,0.6990955790974149,-0.4992623916644702,-1.2429146375735718,-0.0032009134531430067,-9.649238990845942E-4,-0.05774540737621592,-0.01822521540569405,0.19001783271159436,1.2848362296241445,1.4894670347941608,2.3553797425252734,5.808769927616824
166,10920.087372983433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828518528147223,0.0,-0.8553177297009679,-0.5791189900453065,0.8404629177990236,0.2288429454952005,-0.3057814418167407,-0.3739871931744938,0.07064915444866379,-3.025895032551033,-0.5191287334723609,-0.7551021382138894,0.08310616944628252,0.598715560180489,-0.6712336136449368,-1.1328225922320705,-0.9713421043318974,-3.7020192785488013,-0.48470535162684103,-0.8325435121221739,-0.25957904359932543,0.575172144353197,-1.1136338168826203,-1.276667161561255,1.2864763479906767,-3.439016871054922,-0.7180630873027223,-0.9602634205564841,0.18803737233985485,0.6992150933594411,-0.499298378061948,-1.2429825094754086,-0.003200752223883926,-9.649006467319177E-4,-0.0573840245891573,-0.01762479450522705,0.20017887970266723,1.3004774751311652,1.4834775683146941,2.4890681693845007,5.992594253096825
167,10920.083296492989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829210142273103,0.0,-0.8553934713316187,-0.5792333406300637,0.8406213230378274,0.22882326581238777,-0.3057497413834996,-0.37408185708109404,0.07069697466563146,-3.025257757133353,-0.5192296566710041,-0.7551820006053938,0.08301204256992542,0.5986619325005357,-0.6712678985782079,-1.1329131911471417,-0.9722841374293574,-3.7034280654168614,-0.4846939270599892,-0.8326033799532139,-0.2578715192374002,0.5751768022975189,-1.1138847147453634,-1.2772588013704749,1.2861753512353327,-3.439049562963512,-0.7178175223919935,-0.9600710238073458,0.18809975923036676,0.6989094800949422,-0.4992910474385757,-1.242728071228188,-0.0032007194223005516,-9.648692157155755E-4,-0.057474511619498306,-0.017723428212931276,0.19763539003342953,1.2958654784929582,1.487707559016123,2.465312122439138,5.983308084525357
168,10920.080144617976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682900091843407,0.0,-0.8554369985899742,-0.5792314958226452,0.8406255730618736,0.22878271130570046,-0.30582097105873624,-0.37403639893426627,0.07066299185789712,-3.024792440913317,-0.5192665110887172,-0.7551874844053539,0.08301254929350615,0.5986010863122286,-0.6712612291908306,-1.132864792566445,-0.9739732868710005,-3.7039519176394817,-0.4847726616589865,-0.8326924698060295,-0.25542978308739467,0.5752589721657888,-1.1141945834995417,-1.2779038278224497,1.2858131679312113,-3.4389591525811394,-0.7176769873681258,-0.960037270095591,0.18812368671680138,0.6989848519900809,-0.49928487712521263,-1.2425253701531889,-0.0032007586930992878,-9.648682240143382E-4,-0.05770323202842466,-0.017462154668769426,0.19130418462377277,1.285686541416822,1.4882661622308888,2.5199078856304444,6.074527741645158
169,10920.079103360107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828983293722066,0.0,-0.8554688719862233,-0.5792348231866226,0.8406143932842468,0.22879574386656545,-0.30582589731603327,-0.37404881020325176,0.07066201604998745,-3.024442675232412,-0.5192919644727677,-0.7552314848658396,0.08299081070227389,0.5985532196548718,-0.6712606221754999,-1.1328609456044316,-0.9741185988063208,-3.704330128966647,-0.48479632641691883,-0.832763332841836,-0.2549068011797863,0.5752969335462307,-1.1142891079178117,-1.2781480826275118,1.28615019393429,-3.4388862772801794,-0.717672330095616,-0.960225788757566,0.18805948790673047,0.6988547030444635,-0.4992312201677828,-1.242480487246227,-0.003200761479627164,-9.648603968365467E-4,-0.05769651634159975,-0.01698309669666744,0.19155752382352473,1.2852447846972208,1.4891322618049239,2.6214336462719583,6.248794269975501
170,10920.077217327093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828805723906144,0.0,-0.8554148775217449,-0.5792107893432864,0.8405477122005647,0.22881870899244208,-0.30581396345958317,-0.3740359163158124,0.07066174044191054,-3.0243941086841057,-0.5192853274379906,-0.755247934198383,0.08299799712822953,0.5985552034449794,-0.6712538582048669,-1.1328486736352141,-0.9737754901629414,-3.7042374147668577,-0.4848215786144652,-0.8327915377917463,-0.25543087217432897,0.575313082209722,-1.1142672017966773,-1.2781636174698416,1.2861779179378325,-3.438683526654177,-0.7176562095501878,-0.9601154943978464,0.18803165982362074,0.6988970592539585,-0.49912566877388814,-1.2425010481278318,-0.003200801258918567,-9.648735796979252E-4,-0.05767655240946351,-0.017094035162034667,0.19201485741865143,1.2867382623926444,1.486886726598341,2.5977096654131078,6.219178250680293
171,10920.076262173403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682898228293318,0.0,-0.855357568187177,-0.579207795776741,0.8405533915177102,0.2288444113541758,-0.3057818094622371,-0.37403508722544737,0.07065664471458823,-3.0244357182074038,-0.5192797168108747,-0.7552595288398665,0.08299412442848018,0.5985764572495846,-0.6712452866379768,-1.132864555458519,-0.9735003989596474,-3.704222091274903,-0.48484277416791755,-0.8328150312609188,-0.2556169520381075,0.5753213924502771,-1.1142383518214007,-1.2781618167048812,1.2865371699132568,-3.4387917220711652,-0.717651872788498,-0.9601755103342916,0.18801403363778546,0.69883095659375,-0.49904580875698196,-1.2424963703194847,-0.0032007577785281073,-9.648622658987128E-4,-0.057626930054035144,-0.016937848834358664,0.19343496738763785,1.2886309260543567,1.4875933885767083,2.631704594155879,6.284488443638351
172,10920.075392142542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828971278034848,0.0,-0.8553413693082544,-0.5791968758576216,0.8405426638833553,0.22885553322646626,-0.3057639912740461,-0.37403573995823786,0.07065417850781193,-3.024422322768782,-0.5192790498982965,-0.755268282633391,0.08299153987738093,0.5985849303166334,-0.6712452523968003,-1.1328702098392567,-0.9734324943976521,-3.7043834064313566,-0.4848536683374293,-0.8328290214084623,-0.25565914889813385,0.5753240811535056,-1.1142283553984216,-1.278168271446083,1.2869084493276546,-3.438909375305105,-0.7176732969653326,-0.9603039212178168,0.18798399051902204,0.6987635000072495,-0.49900263110125287,-1.242486676437715,-0.003200727372811793,-9.64853784043001E-4,-0.05759681290395242,-0.01669127459469183,0.19437643744004712,1.289329094591289,1.48816440105121,2.687543608271243,6.382230156183665
173,10920.075007116327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828876525488146,0.0,-0.8553416783634895,-0.5792037003917023,0.8405335366020621,0.22885057241184223,-0.30575843863514934,-0.3740472521350928,0.07065190860004814,-3.0244020383443058,-0.5192837553724002,-0.7552702626814701,0.08299262368466317,0.5985848645375551,-0.6712543397318083,-1.1328704656119497,-0.9735628129341432,-3.704345661779775,-0.48481927876052605,-0.832755173534302,-0.255807491077936,0.5752999586122294,-1.1142061589791803,-1.2781018746607793,1.2870289701653939,-3.438952088861955,-0.7176572452439134,-0.9603065751700728,0.18796466213562923,0.6987221287136149,-0.4989462935949248,-1.242433018572357,-0.00320069574973371,-9.648435538794243E-4,-0.057697741913775295,-0.01657303946035702,0.19119910518013203,1.2871038918723157,1.4848769121660477,2.7153420890273954,6.432191525394503
174,10920.074837962866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68291307638199,0.0,-0.8553732054044875,-0.5792039998558123,0.840591893825602,0.2288425599705201,-0.30577014669041486,-0.37403398928701886,0.0706492450860542,-3.0246500491455635,-0.5192682136030292,-0.7552475379413256,0.08299811040684067,0.5985966598205149,-0.6712434506059499,-1.132877960013953,-0.9735842433861545,-3.7039312251936582,-0.4847797985422105,-0.8326905256063439,-0.25558767532913357,0.5752790753983076,-1.114138035063905,-1.2779071914040636,1.2871034300541853,-3.43914392485253,-0.7176869804316677,-0.9603522791627801,0.18799706245422945,0.6986835425050087,-0.49898260544729806,-1.2424247250989875,-0.0032006517079023007,-9.648352932349555E-4,-0.057692143417019656,-0.01654477557402765,0.1914436493903296,1.287350058069244,1.4868856189514925,2.7266083508716603,6.445639097215386
175,10920.07456869345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682935363337244,0.0,-0.8553875858002379,-0.579190231668167,0.8406296079794704,0.22884232466787158,-0.305776819946873,-0.3740142284316776,0.07063578608339043,-3.0249002342094338,-0.519248009228387,-0.7552282136145344,0.08300695280907323,0.5986120375425513,-0.6712252214502775,-1.1328842448207652,-0.9734144257441952,-3.7035887176270164,-0.4847819649052207,-0.8327020471057566,-0.25532646149290605,0.5752792761158776,-1.1140776776419714,-1.2777617303855429,1.2874749053569259,-3.4394101560684303,-0.7177500232823514,-0.9605500706509708,0.18799665681882288,0.698629788260865,-0.4990070702555884,-1.2424145061304572,-0.003200586410303364,-9.648208728078034E-4,-0.05758085830229707,-0.016259344447316276,0.19497226333405573,1.2900695965579032,1.4916765898013846,2.7965709673764048,6.557200341744901
176,10920.074383891179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828872119151073,0.0,-0.8553701297235805,-0.5792031044961654,0.8405457235514081,0.2288324941924483,-0.3057753895623634,-0.37404476273957327,0.070634962717458,-3.024624707579013,-0.5192664939458038,-0.7552396003002506,0.08301053673436636,0.5985945763734718,-0.6712499747596105,-1.132868455123423,-0.9734926783098367,-3.7038680784717113,-0.4847974399616976,-0.8327208859286102,-0.2555686461068794,0.5752787224655205,-1.1141349207524192,-1.2778842782597737,1.2871928369132628,-3.4391276142468326,-0.7177304290970435,-0.9604762159063179,0.18796632846671613,0.6987304364341163,-0.49901758331126295,-1.242436044003054,-0.003200631843664338,-9.648278180907434E-4,-0.05764782538341948,-0.016358179360772395,0.19273197221663357,1.2884835652884514,1.4879377384765162,2.773683965199752,6.516835239713705
177,10920.074299251792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68289406629592,0.0,-0.8553694079733307,-0.5792015145935777,0.8405548096667315,0.228837027248347,-0.30577607759710673,-0.3740405058576368,0.07062991242916887,-3.0246480242201335,-0.5192639897884184,-0.755240016771961,0.0830100332868056,0.5985945986197702,-0.6712464894048238,-1.132863788306492,-0.9734988132814852,-3.703972443969333,-0.4848103113262745,-0.8327394660081539,-0.25554680840609306,0.5752912581863964,-1.1141457872152496,-1.2779130269849992,1.2872570261231668,-3.4391731576043862,-0.7177428759653673,-0.9605365738052031,0.1879584640776272,0.6987317269741863,-0.4990330048602699,-1.2424429042891527,-0.003200624709926858,-9.648258198022626E-4,-0.057633748510737506,-0.016282674261272594,0.19316241597914782,1.2886665757761686,1.4883140160005461,2.793336274760039,6.5463983891167965
178,10920.074246379303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828963527674468,0.0,-0.8553693023044544,-0.5792053431812401,0.8405574791958318,0.22883812592257072,-0.30577262243354875,-0.37404358257313264,0.07063362637916652,-3.024619756074294,-0.5192676218720462,-0.7552443385811219,0.08300649283946883,0.5985933381356734,-0.6712485911110606,-1.1328677082349232,-0.973510942178008,-3.7040186198916207,-0.4848138403372546,-0.8327511850105104,-0.2554810894060096,0.5752925603816081,-1.1141557410096956,-1.277936846746543,1.28729558228445,-3.4392050169865187,-0.7177813921504416,-0.960630247201401,0.18796285930588302,0.6987382524413133,-0.4991066447665788,-1.2425117796081935,-0.003200634219241979,-9.648279190632648E-4,-0.05762159866907498,-0.016240056343042694,0.19354928909425584,1.2888399288134025,1.4888390131096323,2.806162324062912,6.561174386616944
179,10920.074223401283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68290724064157,0.0,-0.85536453932019,-0.5791995064273077,0.8405723717187764,0.2288447785940848,-0.30577430235253694,-0.3740340409306896,0.07063098962948765,-3.0246501593475625,-0.519264660583175,-0.7552466876371052,0.08300435450603989,0.5985918399749521,-0.6712409423436668,-1.1328631758040215,-0.9734867235150935,-3.7041780810134255,-0.4848272922955859,-0.832771069478276,-0.2557407280990381,0.575307600184295,-1.1141720578429344,-1.2779953908568418,1.2873394101995261,-3.4392764207921047,-0.7178169607188662,-0.9607309652619486,0.18795666710111347,0.6987520960233858,-0.49917367430837123,-1.2425738608826213,-0.003200642774738439,-9.648309005997028E-4,-0.0576193258168797,-0.016181286497117094,0.19365498295522557,1.2888053166859408,1.4878190930110264,2.8238364749774907,6.581930219461416
180,10920.074222274212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682902903973672,0.0,-0.8553651500365398,-0.5791985358979349,0.8405699703432333,0.22884068080955633,-0.3057764982766639,-0.3740340022910742,0.07063131407453525,-3.0246452006643954,-0.5192630818707846,-0.7552422200803307,0.08300712877299164,0.5985935162238828,-0.6712420950337641,-1.1328634724910962,-0.9735077747473333,-3.7040988140132423,-0.48482621422136635,-0.8327710466873969,-0.2556358804525677,0.5753035741227842,-1.1141714877006463,-1.277987706530567,1.287344042215136,-3.4392754511473558,-0.7177999221694144,-0.9606865701065128,0.18795919363321595,0.6987422712562283,-0.49914055925403744,-1.242546406316562,-0.0032006406626915967,-9.648307197292082E-4,-0.05761233203654846,-0.016197196390016745,0.19389138886284055,1.2888516085149078,1.4884792028773075,2.8192425510716808,6.5767831819526315
181,10920.07421964412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828993643956016,0.0,-0.8553660322241302,-0.579199434047167,0.8405666674125701,0.2288377918095093,-0.30577718728645326,-0.37403596213400586,0.07063211245087538,-3.0246322568660324,-0.5192635809360304,-0.7552407522645763,0.0830081147191183,0.5985935061969024,-0.6712439413212739,-1.132864496011145,-0.973531191742114,-3.7040416642916947,-0.4848217772596598,-0.8327637984587338,-0.2555582632173962,0.5752987175962839,-1.114169099589245,-1.2779768663003421,1.2873403474752863,-3.439265941193612,-0.717789492931488,-0.9606586756061714,0.18796109950880316,0.6987346720577937,-0.4991208974319585,-1.2425295889331387,-0.003200638412950723,-9.648300054102641E-4,-0.057617505544424324,-0.016206939942315535,0.19373295405102572,1.2887037528450132,1.4886666454957107,2.816260947653172,6.573650228476144
182,10920.074216242409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828958570007586,0.0,-0.8553666473378478,-0.579200259169185,0.840560275596692,0.22883661321038798,-0.30577684003784905,-0.3740396676414114,0.07063308064734099,-3.0246191509188844,-0.5192654356357385,-0.7552420249541822,0.08300759637354345,0.5985915367156577,-0.671245805444031,-1.132864772941272,-0.9735157363071858,-3.7040561386911897,-0.4848194691297324,-0.8327614850005425,-0.2556215428651116,0.5752953870943699,-1.1141666817187659,-1.277971911067951,1.2873503053121507,-3.439262568361292,-0.7177997614047108,-0.9606813628084083,0.18795703172415848,0.698736612413294,-0.49913429866911674,-1.2425396183034476,-0.0032006392419966384,-9.648298030837607E-4,-0.05762034550418004,-0.016186374831096712,0.193630284324217,1.2887041858350912,1.4883175755555011,2.8216923473421236,6.5815554002347945
183,10920.074215963463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828975070956638,0.0,-0.8553663527025496,-0.5791998259173213,0.8405619603661694,0.22883775536360157,-0.30577662183279275,-0.37403903137210853,0.07063291773564181,-3.024626386404381,-0.5192652185130759,-0.7552426070512617,0.0830069933900135,0.598591373221679,-0.6712448610873389,-1.1328645459138553,-0.97350629719132,-3.704075527579608,-0.484820082808888,-0.8327622531200511,-0.2556596237218323,0.5752966126944556,-1.1141659878037817,-1.2779730577601036,1.2873498320042822,-3.4392641337290275,-0.7177987551708833,-0.9606808649721265,0.1879559962477974,0.698735572821204,-0.49913210568154437,-1.2425362854786046,-0.003200638910667891,-9.648297664398378E-4,-0.05762032237558067,-0.016186171437611512,0.19363007490330153,1.2887274875464976,1.4881667716139044,2.8216353596283987,6.581830975410422
184,10920.07421585866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829010898048837,0.0,-0.8553662508594136,-0.5791998311217976,0.8405665520677813,0.22883981430059144,-0.3057760664128165,-0.37403734952260764,0.07063282417307845,-3.0246360256395195,-0.5192650333812139,-0.7552437327615146,0.08300591431573887,0.5985914121734032,-0.671243337278362,-1.1328647456442373,-0.9735054457504795,-3.704083565933871,-0.48482065273589814,-0.832762810227848,-0.255643113601646,0.5752986565420904,-1.1141653390988788,-1.2779736836133273,1.2873481991093916,-3.439266677168994,-0.7177986628369702,-0.9606821450671246,0.1879578031720987,0.698733254628734,-0.4991325311486855,-1.2425362055012417,-0.003200637663182368,-9.648294961850451E-4,-0.05761946702549451,-0.016187837795841875,0.1936524309700913,1.2887583295955745,1.4882513517074543,2.821184204358133,6.581310368108223
185,10920.074215707233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682901332416751,0.0,-0.8553656243559589,-0.5792005940002007,0.8405664479691148,0.22884016030505264,-0.30577515393199756,-0.37403771824890675,0.07063303467029709,-3.0246304038399643,-0.5192654874631616,-0.7552443858267156,0.08300555663936136,0.5985916473531272,-0.6712437595593377,-1.13286532435236,-0.9734992511825108,-3.7040919238632166,-0.4848211498159101,-0.8327640038171625,-0.2556684048873845,0.575298931811818,-1.1141671672169038,-1.2779776364760975,1.2873458717056665,-3.4392648384271216,-0.7178007292793944,-0.9606878610327714,0.18795710136894592,0.6987356467701127,-0.499138642527768,-1.2425421924589235,-0.003200639380811782,-9.64829863612761E-4,-0.05761950640573607,-0.01618820245597796,0.19365287186540917,1.2887716259102318,1.4881476050128781,2.821241920340804,6.580985785690325
186,10920.074215649684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828993820907487,0.0,-0.8553657957062367,-0.5792006458310903,0.8405639849173575,0.22883907807131926,-0.30577542337624153,-0.3740384253591296,0.07063279600605411,-3.0246253008074526,-0.5192655492217668,-0.7552437277408312,0.08300629971417098,0.5985918276964123,-0.6712445763233307,-1.1328651918771542,-0.9734986786388142,-3.70408169409854,-0.48482088954443825,-0.8327636243702315,-0.25566448807072917,0.5752978530911002,-1.1141673587049503,-1.2779761886312004,1.2873471279426962,-3.4392619663805952,-0.7177995630307976,-0.9606848328103234,0.18795611607157423,0.69873657521328,-0.4991359623956091,-1.2425403180288326,-0.00320063887637905,-9.648296652007847E-4,-0.057619316421516076,-0.016187295487741137,0.1936573200404913,1.2887787780814408,1.4881752544529117,2.821413194698219,6.581381449464208
187,10920.074215569683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828992422240727,0.0,-0.8553660799880393,-0.5792003447888757,0.8405640173964822,0.22883897993764538,-0.30577579498979934,-0.37403812788794116,0.07063275870068929,-3.024626268835629,-0.5192653830900511,-0.7552435175645001,0.08300642449141331,0.5985918154787203,-0.671244508370897,-1.1328648409797621,-0.9734947878040389,-3.7040817867946476,-0.4848208707507315,-0.8327636547855268,-0.2556763448368106,0.5752978224760418,-1.1141674141220603,-1.2779761800126639,1.287348653924221,-3.439263092017854,-0.7177998212767479,-0.9606853834334368,0.1879554144885658,0.6987367811229624,-0.49913581892919384,-1.2425405803054674,-0.00320063900578681,-9.648297458657411E-4,-0.05761921445644761,-0.01618615338928886,0.19366066306519256,1.288789345202281,1.488140508242084,2.8217252290851254,6.581798680985879
188,10920.074215569508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6828992625455528,0.0,-0.8553660689658625,-0.5792003477509379,0.8405640410221056,0.2288389905655697,-0.3057757873836819,-0.3740381273643397,0.07063276331151751,-3.0246263132792612,-0.5192653838138368,-0.7552435240702922,0.08300641410447837,0.5985918145929245,-0.6712444995834654,-1.1328648484311727,-0.973494653984618,-3.70408197281346,-0.48482087680731467,-0.832763669542933,-0.2556768145032637,0.5752978299500328,-1.114167412808316,-1.27797621043783,1.2873486738812763,-3.4392631578166295,-0.7177998536453197,-0.9606854735877046,0.18795541299697313,0.698736778097093,-0.499135894384586,-1.242540636650036,-0.0032006390188291873,-9.648297497404045E-4,-0.057619206065234845,-0.016186134491950423,0.19366093158303033,1.2887898163867049,1.4881389981934778,2.821732036831924,6.58180505339745
189,10920.074215565945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682899358765272,0.0,-0.855366031157338,-0.579200351757381,0.8405641583006673,0.228839038065967,-0.305775764140749,-0.37403811563275086,0.07063277950235435,-3.024626616698738,-0.5192653808306334,-0.7552435490907294,0.08300637020694171,0.5985918078992206,-0.6712444523380092,-1.1328648735371718,-0.9734941204521975,-3.704082710103841,-0.4848208954416784,-0.8327637181373968,-0.2556786456012051,0.575297863098731,-1.114167378493689,-1.2779762845978073,1.2873487875048315,-3.439263436110994,-0.7177998845964845,-0.9606856284232305,0.18795540369315666,0.698736685376045,-0.49913598686074284,-1.2425406470755032,-0.0032006390338692385,-9.648297566398718E-4,-0.05761916783748494,-0.0161860858224574,0.19366211909583084,1.28879180710863,1.4881333404332113,2.8217459729064376,6.581829379260524
190,10920.074215541103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829001526013116,0.0,-0.8553658344937993,-0.5792003474272885,0.8405651465164996,0.2288394592482558,-0.30577561400869924,-0.3740379278462964,0.07063285916652785,-3.0246289964849282,-0.5192653498510267,-0.755243779494606,0.08300604010538774,0.5985917512582185,-0.671244078165775,-1.1328650004148895,-0.9734918088019684,-3.704087871193327,-0.4848210695703312,-0.8327640418921959,-0.2556850826036801,0.575298244943537,-1.1141671702199645,-1.2779768549082648,1.287349204996161,-3.439265225730114,-0.7178001526089739,-0.9606867557133206,0.18795558436909948,0.6987360311137026,-0.4991367138561754,-1.2425409072974007,-0.00320063900091251,-9.648297680413262E-4,-0.05761888790837837,-0.01618599247384876,0.19367042615152996,1.2888036525837068,1.4881172900062796,2.8217813832620506,6.58189388691433
191,10920.074215534414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682900553713408,0.0,-0.8553656836962645,-0.5792003071630253,0.8405656557361467,0.22883966585014726,-0.30577556637505615,-0.3740378015262695,0.07063288192622424,-3.0246302985833347,-0.519265299762673,-0.7552438517787982,0.08300589985534952,0.5985917312587649,-0.6712438610155397,-1.132865034817032,-0.9734919542756326,-3.70409058006035,-0.48482126407899656,-0.8327643503509888,-0.2556864124838881,0.5752985220762831,-1.1141671769410455,-1.277977447525967,1.287349439766373,-3.4392662886548537,-0.7178002146598325,-0.9606872582652451,0.18795575132124062,0.6987357167705387,-0.4991369906627174,-1.2425409308144408,-0.003200639110759109,-9.6482981538202E-4,-0.05761874155732663,-0.016185883445821395,0.1936759076183139,1.2888039373774869,1.4881142083020877,2.8218143964940077,6.581953032981089
192,10920.074215517745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829000107835546,0.0,-0.8553657236840061,-0.5792003203608037,0.840564902921523,0.22883941983008135,-0.3057755916975947,-0.37403797771135555,0.0706329353904433,-3.0246282146384926,-0.51926537306305,-0.7552437687045862,0.08300603925385888,0.5985917385113938,-0.6712441360326866,-1.1328650036521497,-0.9734900751098982,-3.704089799500421,-0.48482130208126695,-0.8327646964328856,-0.25569294809061016,0.5752982613590041,-1.114167489975314,-1.2779777161886643,1.2873494677388944,-3.4392650670633507,-0.7178001416169653,-0.9606868497583438,0.18795520722957798,0.6987361322984,-0.49913667689981506,-1.242540770637981,-0.0032006394730533234,-9.648298980822939E-4,-0.05761836367475359,-0.016185632921468112,0.19368821045551665,1.2888134631071044,1.4880989770726316,2.8218714795983133,6.582053048738378
