Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_shopping,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
419,15400.844308596172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937316351528152,0.0,-0.5337298658606259,-0.22309576155307334,1.0589602606527706,-0.3606336583876268,0.33323112080795547,0.08590107383813342,0.2673671852248809,-2.657856462050093,-2.0095608599555055,-0.5731217052023942,-0.18825849763997893,0.448526574720512,0.3076551913677571,1.2031076911692844,-0.5575115168274386,-0.7121474683838379,-2.082942015270194,-1.7021201892398616,-0.20342345200624617,-0.5214449272801339,-0.5649304950293483,-0.40325327931068367,0.4477219299797028,-0.6623952419211925,-0.9425876259456273,1.4414110882187061,-1.4487133580171359,-0.1951049466455775,-0.19521331253102292,0.26763733013150665,-0.602500448485065,0.6959229229961065,-0.23715300114915253,-0.2676158088003951,-0.0021644454678675655,-5.474688828970527E-4,-0.01740415319781891,-0.028796991326717702,370.7603904849366,-100.38986697522225,11.120783408383966,33.95247067247412,4.016835603263248,0.0,1.0028773187205804
420,15400.844261863298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937320868909276,0.0,-0.5337444426557892,-0.22309517639478657,1.05896082085547,-0.3606319637215218,0.33324145066374655,0.08589964349403038,0.2673640807550844,-2.657771431569474,-2.009564679400759,-0.5731170175799954,-0.18825299105753818,0.4484995007173516,0.3076328448321239,1.2030994666209496,-0.5575148927692628,-0.7121393757182785,-2.0827371040299747,-1.7021536166402134,-0.2034042222966269,-0.5214520801034417,-0.5649442546761275,-0.40332329476439827,0.4477235901765165,-0.6623737826624094,-0.9426127787481922,1.4413888116505746,-1.4486754156149557,-0.19508993579766598,-0.19520394915346212,0.26762698580442396,-0.6024960049479677,0.6959262647109626,-0.23714497267790677,-0.2676163467425778,-0.002164609903370148,-5.475396533442968E-4,-0.017415186731275276,-0.028799409876666755,370.7262177932413,-100.38306912238711,11.11984886890603,33.951328864040335,4.0164918132577165,0.0,1.0030148924345397
421,15400.844215358418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937310478565304,0.0,-0.5337298636219205,-0.2230954217379458,1.0589601698252564,-0.36063452718147837,0.33323098597726664,0.08590117717531981,0.2673669329109093,-2.6578600634160243,-2.0095620794555695,-0.5731215847997991,-0.18825803467979238,0.4485258850472163,0.3076552629085212,1.2031079025330962,-0.5575112724862338,-0.7121483277178884,-2.082930335509858,-1.7021192276136075,-0.20341967118545864,-0.521438621366261,-0.5649289038590906,-0.40326505268157875,0.4477201443512248,-0.6623917678314136,-0.9425911822371408,1.4414028908154264,-1.4486380503258145,-0.19510370300195434,-0.19521303345601282,0.26763689498661397,-0.6024988476999408,0.6959224581571254,-0.23715344515056883,-0.267615668471376,-0.0021644334576042244,-5.474650932030837E-4,-0.017402506022349704,-0.028794801911049214,370.814187021391,-100.41330372242254,11.122301009011629,33.95616213699541,4.017210426295302,0.0,1.0032807512926287
422,15400.84416907501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937315654390486,0.0,-0.5337444291958324,-0.2230949707822473,1.058960830831009,-0.36063280796320707,0.3332412754865696,0.08589977465903618,0.26736389783177933,-2.6577752926697755,-2.009565839627752,-0.5731170531119134,-0.1882526320756046,0.44849913189358714,0.3076330779873049,1.2030996523798565,-0.5575148219274844,-0.7121400694466935,-2.0827255269340217,-1.70215315991474,-0.20340098940405388,-0.5214462995695673,-0.5649429643111475,-0.40333547160960104,0.44772190892871677,-0.662370869093103,-0.9426159574769698,1.4413804556392167,-1.4485990118111782,-0.19508897798134867,-0.19520364288585293,0.26762656497230736,-0.6024941247120715,0.6959258429093015,-0.23714544170224722,-0.2676162447064165,-0.00216459713005818,-5.475355602344345E-4,-0.017413520393330103,-0.028797258813842774,370.7791161925265,-100.4062378838532,11.121340183709885,33.95490887485599,4.016859886248062,0.0,1.003417129518183
423,15400.844123387578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493730572942187,0.0,-0.5337299815536946,-0.22309527498545537,1.058960235610303,-0.3606353295624234,0.33323088164749265,0.08590130709486352,0.2673667555204557,-2.657863207927696,-2.009563288502714,-0.5731216594161646,-0.18825770196817448,0.4485254525854705,0.307655368705209,1.2031080097338152,-0.5575113368393122,-0.7121488516537642,-2.0829171204358565,-1.702119330101531,-0.20341661841561298,-0.5214333262454613,-0.5649279406517647,-0.4032779242195034,0.44771864102910647,-0.6623890083926791,-0.9425942347034074,1.441394359603598,-1.4485620076382941,-0.19510275771725674,-0.19521263169787553,0.2676364080486744,-0.6024968082505552,0.6959221028784266,-0.23715383352028946,-0.2676156038089664,-0.0021644221026029657,-5.47461591815854E-4,-0.017400965069047994,-0.028792737073661243,370.8652372653737,-100.43584601947497,11.123739817969707,33.959588251835065,4.017564216244609,0.0,1.003677152535986
424,15400.84407804158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937310405552873,0.0,-0.5337442968165581,-0.22309485984996177,1.0589608366577088,-0.3606336064858266,0.33324103879357236,0.08589993549591515,0.26736376068001216,-2.6577792246520917,-2.0095668679578638,-0.5731171379183654,-0.18825238874534916,0.4484990778000461,0.30763336845135475,1.2030996772863305,-0.5575147880811544,-0.7121404599021138,-2.0827159305618874,-1.7021533945901333,-0.20339861858801664,-0.5214418236504746,-0.5649423046629761,-0.40334720286447195,0.44772070324248453,-0.6623688038565163,-0.9426184091306661,1.4413714197942935,-1.4485232766146197,-0.1950882653523756,-0.19520332820033093,0.2676262171197553,-0.6024920426970201,0.6959254422040324,-0.2371459360343163,-0.2676162517215219,-0.002164583228810998,-5.475310737282478E-4,-0.01741199422389452,-0.02879536450433376,370.8261866128214,-100.42745151660199,11.122662738899415,33.95795057111323,4.017182614305861,0.0,1.0038046705737416
425,15400.844032887237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937300566716578,0.0,-0.5337299318335661,-0.22309517954695993,1.058960255672296,-0.36063608856832086,0.33323069497576774,0.08590146165325849,0.267366603719811,-2.657866443563451,-2.0095642610817652,-0.5731216996861047,-0.18825745242265246,0.44852527760007205,0.3076554919690909,1.20310791473005,-0.5575113173758804,-0.7121490955941701,-2.0829071035322264,-1.7021198980134338,-0.20341440767474217,-0.5214293883041892,-0.5649276044271854,-0.4032897568438565,0.44771760324326376,-0.662387100675401,-0.9425966552846409,1.4413849966754047,-1.4484865344962357,-0.1951020071880122,-0.19521225115463817,0.2676360039593921,-0.6024946571443454,0.695921744988914,-0.23715426780725266,-0.2676156759450469,-0.002164409251187781,-5.474575621609854E-4,-0.017399601966336237,-0.028790995745224833,370.9089747004947,-100.45597352902205,11.124966233294842,33.962346403480915,4.017860332789377,0.0,1.0040581530268315
426,15400.84398793726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937306026222295,0.0,-0.5337443026705976,-0.22309480998292197,1.0589609642956481,-0.36063436379501923,0.33324082382248404,0.08590010085346741,0.2673636365926537,-2.6577826576610386,-2.0095680742792976,-0.5731173153248885,-0.18825218969091823,0.44849906758804586,0.3076336547045717,1.2030997662086096,-0.5575149599399396,-0.712140788246228,-2.082705780908971,-1.7021538297846874,-0.2033965849183739,-0.5214379634249217,-0.5649419988035888,-0.403359188034854,0.44771977032334637,-0.6623670445351765,-0.9426205969065501,1.4413626230804695,-1.4484481904606752,-0.19508765279816348,-0.19520300587060938,0.26762582118409833,-0.6024898435174623,0.6959251431711707,-0.23714636188583146,-0.26761640412321713,-0.0021645713328085625,-5.47527268296591E-4,-0.017410618972146578,-0.02879364258162598,370.86937694704926,-100.44740549227114,11.123873748647414,33.96062666125288,4.017475446573304,0.0,1.0041832718396175
427,15400.843943184993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937296531660476,0.0,-0.5337300650956971,-0.2230951398604055,1.0589604141070714,-0.3606368288398803,0.3332305591036794,0.08590161829638841,0.2673664653313527,-2.657869157235733,-2.0095656118869925,-0.5731218940508936,-0.18825724018267087,0.4485251103425004,0.3076556469945642,1.2031080056446684,-0.5575115912254344,-0.7121493733150199,-2.0828953172567544,-1.7021206389554357,-0.20341238163541395,-0.5214258462534533,-0.5649275225481268,-0.40330228853579003,0.4477168312021751,-0.662385296521295,-0.942598868295397,1.4413762903259832,-1.4484121686351679,-0.19510133956240536,-0.19521189515994414,0.267635528450458,-0.6024924200861037,0.6959215037642661,-0.237154622758385,-0.26761589776934724,-0.0021643994753467884,-5.474545616568836E-4,-0.017398363674474653,-0.028789361598881777,370.95028295317934,-100.47530154669019,11.126124000248076,33.964855920574564,4.018138793009794,0.0,1.0044311319725037
428,15400.84389907199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937302115976179,0.0,-0.5337441844419629,-0.2230947662901799,1.0589611243647925,-0.3606351400976245,0.3332404915402656,0.0859002741398874,0.26736355249560667,-2.6577868281591948,-2.009569393820205,-0.5731175970271158,-0.1882521319888446,0.4484993805732814,0.30763424364039704,1.2031000437670987,-0.5575151789359877,-0.7121412480621828,-2.0826975323906525,-1.702153728064973,-0.20339493682285445,-0.5214343500093861,-0.5649415933866585,-0.40337045169392405,0.4477189772952135,-0.6623656611908901,-0.9426222716267845,1.4413543611083772,-1.4483744001457246,-0.19508724143787445,-0.19520280106142335,0.2676255404039055,-0.6024876738308662,0.695924881845175,-0.23714683836337283,-0.2676166430864544,-0.00216455926291656,-5.475232027622807E-4,-0.01740924110114474,-0.028792030093752006,370.909905430867,-100.46644348173079,11.12500859096285,33.96302380994566,4.017749089138422,0.0,1.0045519066505761
429,15400.843857550068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937283695001813,0.0,-0.5337310506946301,-0.22309549327621556,1.0589601006378297,-0.36063787243844575,0.33323083054355623,0.08590187796089448,0.26736576959652947,-2.6578720222765457,-2.009572351677077,-0.5731240168106403,-0.18825781652028667,0.44852485646291995,0.3076569163813705,1.2031098585980933,-0.5575149671696149,-0.7121507585075306,-2.0828855442685734,-1.7021204257142306,-0.2034088211717898,-0.5214208421279518,-0.5649253138198901,-0.4033122704968439,0.4477195021603384,-0.6623792793361737,-0.9425991781967547,1.441369056059755,-1.448359436173841,-0.19509810631838828,-0.19521126075937256,0.26763636514872496,-0.6024911262769596,0.6959212911442603,-0.23715444917394501,-0.26761630974549655,-0.002164396283909861,-5.47454072383533E-4,-0.01739742163835565,-0.028787896317142323,370.987763466043,-100.49334608536726,11.127176345545019,33.967052720026906,4.018390860842695,0.0,1.0047702597483252
430,15400.843816254244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493728365169699,0.0,-0.5337449218036221,-0.22309494757717363,1.0589603176391948,-0.3606364531291645,0.3332405856533893,0.08590060041697196,0.2673625896791809,-2.657792910454899,-2.0095788695742356,-0.5731203922021482,-0.18825318852089587,0.4484997259293393,0.3076365350483782,1.203103214215942,-0.5575194111863169,-0.7121439394362002,-2.0826970964963336,-1.7021510886251774,-0.2033903705774701,-0.521427477464723,-0.5649374396800205,-0.40337593227083834,0.4477233714549818,-0.6623572824446067,-0.9426213440132687,1.4413489720826904,-1.448335676405029,-0.19508282074864006,-0.19520256927617086,0.2676274612043318,-0.6024876564919253,0.6959244426473546,-0.23714670982689234,-0.2676171369977225,-0.002164554280087021,-5.475216562944644E-4,-0.01740802810877043,-0.02879048506719613,370.9485388582474,-100.48493890182564,11.126094052674407,33.96524079987117,4.018013696945467,0.0,1.0048739807321228
431,15400.843775115041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937273036988106,0.0,-0.5337311338215254,-0.22309500687276493,1.0589595556573839,-0.3606388805360824,0.3332307053064883,0.08590202740166102,0.2673651937977936,-2.6578763257150384,-2.0095769715514806,-0.5731246421955374,-0.18825805157577266,0.4485245289822627,0.3076576495730921,1.2031114274814974,-0.5575159644649118,-0.7121527224499059,-2.082881766900681,-1.7021181064534037,-0.2034048781990234,-0.5214151253858234,-0.5649228792134006,-0.4033195252606259,0.44772083054030676,-0.662373813573377,-0.9426007100312213,1.4413630483458162,-1.4483074160309695,-0.19509549246142927,-0.1952113227400353,0.2676370002948862,-0.6024908361146163,0.695920861966702,-0.23715465240830794,-0.26761670891275363,-0.002164390273761546,-5.474520679566151E-4,-0.01739630724177776,-0.028786446179469526,371.0244849903073,-100.51121881983134,11.128205540982428,33.96913791272663,4.018638487868844,0.0,1.0050951768106622
432,15400.843734148799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493727730908955,0.0,-0.5337447514311037,-0.2230944103891046,1.0589600503806598,-0.3606372862483031,0.33324035432456683,0.08590068756315426,0.2673622759349933,-2.6577964269830376,-2.009580744965494,-0.5731202544812202,-0.18825300709073653,0.44849922436147893,0.3076367505310409,1.203103847129252,-0.5575191194222612,-0.7121452926274064,-2.0826913666851246,-1.7021494337054035,-0.20338728159387368,-0.521422683204705,-0.5649360756263949,-0.40338452940848285,0.44772290372785756,-0.6623538870387607,-0.9426241653513052,1.4413426705477081,-1.4482752840851183,-0.19508144060987895,-0.1952027140573992,0.2676273918420003,-0.602486846309145,0.6959240532410221,-0.23714713865899073,-0.2676175022089784,-0.0021645463705457792,-5.475189649830837E-4,-0.017406905611094158,-0.028789074889747055,370.9844312022999,-100.50254289615515,11.127098238220007,33.96725243033333,4.018254140817231,0.0,1.0052007528078093
433,15400.843693305716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493726786210775,0.0,-0.5337310604581983,-0.223094617447651,1.058959429567677,-0.36063964754993905,0.3332305278170468,0.08590211071732168,0.267364953462853,-2.657879162798035,-2.009578256492644,-0.5731245166586133,-0.18825779760612174,0.44852398499100155,0.3076577621340689,1.2031117845143633,-0.5575156903372779,-0.7121537345758964,-2.082874134784975,-1.7021171235677517,-0.20340217615538592,-0.5214108159280002,-0.5649219191957668,-0.4033290940379637,0.447719977529117,-0.6623710325116894,-0.9426038121845276,1.4413565068608731,-1.4482448227819238,-0.1950944317756062,-0.19521135642821597,0.2676367210818647,-0.6024896599266051,0.6959205443702384,-0.23715508029180374,-0.26761707518547345,-0.0021643826278179403,-5.474495654978809E-4,-0.017395252545057856,-0.02878508603630752,371.059364168208,-100.52848704095626,11.129180720517434,33.97107013950229,4.0188708064950145,0.0,1.0054200702889025
434,15400.843652626412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937272928556007,0.0,-0.5337446884348557,-0.22309417015071192,1.0589600383773115,-0.3606380169689022,0.3332401586852843,0.08590078740813155,0.2673621117172522,-2.6577992841013067,-2.0095817078028206,-0.5731202361425243,-0.18825278026079434,0.44849889535671494,0.3076369572779676,1.2031040873905259,-0.5575189602559361,-0.7121460646488388,-2.0826833415939077,-1.702148845091545,-0.2033850426509814,-0.5214187450619371,-0.5649353395061222,-0.4033945902345364,0.44772186085894994,-0.6623517157998932,-0.9426271778335542,1.4413359948545417,-1.4482111632004786,-0.195080698438786,-0.19520268749624717,0.26762705333305614,-0.6024853613890675,0.6959237897148456,-0.23714759509213626,-0.2676178686155999,-0.002164538041970699,-5.475162217042699E-4,-0.0174058401905578,-0.028787743374225554,371.0186578002099,-100.51960360181381,11.128054375000037,33.96911479191105,4.018481503228446,0.0,1.0055243134615959
435,15400.843612063973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493726384994317,0.0,-0.5337310819402001,-0.2230944441865646,1.0589594697427103,-0.3606403491163272,0.3332303734402895,0.08590221340722339,0.26736480583778177,-2.657881596625823,-2.009579186399779,-0.573124545069183,-0.1882575857989254,0.448523658892155,0.30765790797652515,1.2031119584205943,-0.5575156461664619,-0.7121543470954271,-2.0828649739261915,-1.7021168782895568,-0.20340008492400327,-0.5214071415325476,-0.5649213523732663,-0.4033396915805187,0.4477189574941589,-0.6623690426940209,-0.9426067541630939,1.4413496836732849,-1.4481805015892746,-0.19509374450722933,-0.19521124811543197,0.2676363341649216,-0.6024880171541059,0.6959203329121475,-0.2371554911931353,-0.2676174453985974,-0.0021643749800645067,-5.474471221844578E-4,-0.017394251343284775,-0.028783798216753965,371.09266855524925,-100.54524192696259,11.130110650978805,33.97285816947384,4.019090950197831,0.0,1.005740930004061
436,15400.84357165849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937269188716598,0.0,-0.533744690216927,-0.22309405318170003,1.0589601186355213,-0.3606387080144141,0.3332399702127719,0.08590090336966336,0.26736199554167384,-2.657801890275352,-2.0095826285435994,-0.5731203345393568,-0.18825262500811107,0.4484987498872482,0.3076371910567041,1.2031042663996643,-0.5575189995139302,-0.7121465889712292,-2.082674379671592,-1.7021486680751992,-0.2033832009975337,-0.521415271126385,-0.5649348355645223,-0.40340530192073804,0.4477208854486126,-0.6623500254440564,-0.9426298416572003,1.4413291366874956,-1.4481466612411782,-0.19508014238520088,-0.19520256519214085,0.2676266969502095,-0.6024836040483402,0.6959236067576677,-0.23714801142327546,-0.26761824290920727,-0.002164530009638094,-5.475136119125609E-4,-0.01740482799704303,-0.028786479803500777,371.05137199832063,-100.53617201236452,11.128967176756987,33.97083760186436,4.018697274973797,0.0,1.0058433169583523
437,15400.843531365617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937260284393397,0.0,-0.5337311441261839,-0.22309434734955977,1.0589595698583825,-0.3606410216737493,0.3332302160943876,0.08590232699970611,0.26736468789471773,-2.6578838468616723,-2.0095801358172998,-0.5731246520493615,-0.18825743760760927,0.44852347281462807,0.30765807194743544,1.2031121024504905,-0.5575157434589166,-0.7121547849715718,-2.082855186270304,-1.702116864678009,-0.20339829409316734,-0.5214038521405079,-0.5649209514018327,-0.40335073309673347,0.4477180496183925,-0.6623674177314501,-0.9426093231261443,1.4413427458398058,-1.4481162405523222,-0.19509317881995536,-0.19521107717450426,0.267635950128095,-0.6024861971711242,0.6959201841229171,-0.23715586357027382,-0.26761782751584257,-0.002164367667680225,-5.474448100071241E-4,-0.017393300349142663,-0.028782575206121493,371.1245151017866,-100.56152220937149,11.130998834809798,33.97451136930553,4.019299956731332,0.0,1.0060571274543155
438,15400.843491223022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937265732047909,0.0,-0.5337447147417871,-0.2230939742056661,1.0589602321873322,-0.36063937849875244,0.33323977400691007,0.08590102401695034,0.2673618929352595,-2.657804344019983,-2.009583592055066,-0.5731204741761852,-0.18825251749419666,0.4484986906321111,0.3076374287951958,1.2031044317938897,-0.5575191247658544,-0.7121470014489314,-2.082665017759125,-1.7021485677345805,-0.20338157098130044,-0.5214121118425372,-0.5649344422030586,-0.4034162807048454,0.4477200354845199,-0.6623485969867515,-0.9426321493643591,1.441322227331107,-1.4480825357776663,-0.19507965471062882,-0.19520240918721055,0.26762635097405346,-0.6024817505840173,0.6959234698082979,-0.23714839365818563,-0.2676186344196946,-0.002164522359041142,-5.475111397773776E-4,-0.01740386588113086,-0.0287852789783782,371.0826674935149,-100.55227915248005,11.129839380940968,33.97242981766384,4.018902215644355,0.0,1.0061575979057666
439,15400.843451192033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937256930637892,0.0,-0.5337312176057949,-0.22309427282839003,1.058959691996652,-0.3606416777214592,0.3332300482192328,0.08590244209548034,0.2673645776667253,-2.6578859723258588,-2.0095811159274852,-0.5731247818411892,-0.1882573262316932,0.4485233489414361,0.3076582365124649,1.2031122361710895,-0.5575158959692577,-0.7121551421435073,-2.08284514401958,-1.702116850033912,-0.20339667652195892,-0.5214008370653055,-0.5649206311860401,-0.40336194040196344,0.44771725283240155,-0.6623660110849204,-0.9426115673688693,1.4413357935236781,-1.4480524454590589,-0.1950926647356016,-0.19521088842829665,0.2676355764414054,-0.6024843176870718,0.6959200718449884,-0.23715620918169353,-0.2676182296259744,-0.002164360705110022,-5.474426180065258E-4,-0.017392396492825965,-0.028781412696707937,371.1549888675705,-100.57735608580941,11.131847733760267,33.97603837176706,4.019498489939691,0.0,1.0063686614597662
440,15400.843411310552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937262396253943,0.0,-0.5337447432883081,-0.22309391337424955,1.0589603590265613,-0.3606400380408138,0.3332395721195168,0.08590114732517314,0.26736179415366346,-2.6578066916634824,-2.0095846208146853,-0.5731206408453342,-0.1882524273964691,0.4484986768839055,0.3076376696071051,1.2031046033144124,-0.5575193072675231,-0.7121473589341707,-2.0826555288083664,-1.702148490212087,-0.20338011124270883,-0.5214092590516867,-0.5649341523535719,-0.4034273545854145,0.4477193306728588,-0.6623473482595035,-0.9426341459033537,1.4413153481626355,-1.448019035586212,-0.19507921517353544,-0.1952022652639645,0.2676260092266898,-0.6024798649540921,0.69592335774823,-0.23714876142127578,-0.2676190677569194,-0.002164515150573197,-5.475088131643216E-4,-0.01740295608852022,-0.028784145933020866,371.1124211816731,-100.56788342291722,11.130667457659879,33.973874793352174,4.019095476062692,0.0,1.0064667437513375
441,15400.843371534927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493725368309561,0.0,-0.5337312911869043,-0.22309420786094492,1.0589598234624917,-0.3606423235078407,0.33322987240212265,0.08590255685512861,0.26736446912586725,-2.6578880007360244,-2.009582130247453,-0.5731249251877802,-0.18825723531742466,0.44852325906935414,0.3076584009221021,1.203112370828689,-0.557516081044748,-0.7121554637024327,-2.0828350612900355,-1.7021168054776883,-0.20339520376317863,-0.5213980880628443,-0.564920388520846,-0.4033731791709229,0.4477165714216937,-0.6623647608805271,-0.9426135490848209,1.4413288880251243,-1.44798927234596,-0.19509218887654392,-0.19521071401859885,0.2676352078536299,-0.6024824219879737,0.6959199813675042,-0.23715654364659108,-0.26761867210559287,-0.0021643541280144903,-5.474405498258444E-4,-0.01739154237453647,-0.02878031578579265,371.1839690902478,-100.59270331695454,11.132653878983804,33.977422994758214,4.019685704813213,0.0,1.0066751892338703
442,15400.843331896076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937259169606671,0.0,-0.5337447732211512,-0.2230938485633871,1.0589604907750556,-0.3606406854389977,0.3332393599790674,0.08590126355041268,0.2673616930779954,-2.6578089179661064,-2.009585609127858,-0.5731207905620647,-0.18825236301243903,0.44849866974994246,0.3076378941881299,1.2031047547095235,-0.5575194794070134,-0.7121476950372895,-2.0826460039353933,-1.7021482626583546,-0.20337873254588404,-0.5214065615759199,-0.5649338661156569,-0.4034384005034936,0.44771866076408684,-0.6623462159868284,-0.9426359661615513,1.4413085158122836,-1.447956079197224,-0.19507878828229921,-0.19520211722373262,0.2676256734621192,-0.6024779795032768,0.695923269330198,-0.23714911358937202,-0.2676195208030592,-0.002164508231449572,-5.475065827870144E-4,-0.01740209076204854,-0.028783068493597106,371.1409144696791,-100.58307844048454,11.131459480486978,33.97520657728479,4.019279091915836,0.0,1.006771451560471
443,15400.843292355803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937250486483344,0.0,-0.5337313666683056,-0.22309414751286705,1.058959957998945,-0.360642960923781,0.3332296940297346,0.0859026690055339,0.2673643586167283,-2.6578899136968945,-2.0095831552096914,-0.5731250712660286,-0.1882571525647619,0.448523176258177,0.307658555905712,1.2031125029855945,-0.5575162857009113,-0.7121557633083655,-2.082824957837323,-1.7021166891803874,-0.20339382913001566,-0.5213955378852697,-0.564920182038735,-0.40338439520440095,0.44771596685278164,-0.6623636094171991,-0.9426153462702362,1.4413220447379875,-1.4479267303026302,-0.1950917323546618,-0.195210552021599,0.2676348398686908,-0.6024805278739729,0.6959199095880828,-0.2371568694028452,-0.2676191498203213,-0.002164347952072707,-5.474386146513536E-4,-0.01739073765270787,-0.028779280179456832,371.21156044382514,-100.6075991099448,11.13342029520138,33.97867839007057,4.019862351962643,0.0,1.0069769645310038
444,15400.843253031288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493725598181045,0.0,-0.5337447851999264,-0.22309378531360965,1.058960623187295,-0.36064132707528374,0.333239131902723,0.08590137795128451,0.26736159373386564,-2.65781114245713,-2.009586587271644,-0.5731209429646671,-0.18825231486536081,0.4484986993459041,0.30763813527314726,1.2031049119017756,-0.5575196546701858,-0.7121480278715729,-2.0826367588717285,-1.702147904806922,-0.20337745974774163,-0.5214040229427062,-0.5649335823539907,-0.40344930637170245,0.44771804541465654,-0.6623451912502738,-0.9426376071079123,1.4413017787268394,-1.4478937728378176,-0.19507839539351024,-0.19520199368203628,0.267625351235299,-0.6024761078120247,0.6959231934664812,-0.23714946940459186,-0.26762000592576524,-0.002164501469029342,-5.475043826464704E-4,-0.017401258180040194,-0.02878204639909562,371.16812760963404,-100.59785295912606,11.132214825118844,33.97641703903404,4.019453063302932,0.0,1.007071445134217
445,15400.843213966593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937246450162396,0.0,-0.5337315212498573,-0.2230941258000641,1.0589600475609402,-0.36064362077920104,0.3332295492072361,0.0859027884219075,0.267364192559667,-2.657891783017833,-2.009584682050623,-0.5731253990199271,-0.1882571534355788,0.4485230930021334,0.30765881210910334,1.2031127996097764,-0.5575167902834828,-0.7121561640222519,-2.0828151243155073,-1.702116377963643,-0.20339235685206639,-0.5213929358159323,-0.5649197604259513,-0.4033952972943538,0.4477157178011024,-0.662362104986557,-0.9426168501834012,1.4413154235090129,-1.4478667961152667,-0.19509103932909033,-0.19521037390359905,0.2676346043688992,-0.6024787377934847,0.6959198510393547,-0.2371571416810614,-0.26761966323509934,-0.0021643425760366672,-5.474369710456572E-4,-0.01738998669347572,-0.02877829668816848,371.2379577970977,-100.62210365053672,11.1341529264238,33.97982782725398,4.020030226066396,0.0,1.0072720912793562
