Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_shopping,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
138,15406.214179290113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4926361597811675,0.0,-0.5341970406075044,-0.22345983248714937,1.0587488383673123,-0.36112466358322576,0.3335566394059275,0.08638110215884914,0.2672641333256629,-2.632155344074346,-2.0070806598657227,-0.5726258793512882,-0.18899481745569494,0.44696247690285845,0.3043670312486649,1.2030659246828737,-0.5575139690787891,-0.7127721825089149,-2.1794315007941267,-1.6896536505544895,-0.2202325765181569,-0.5505630138355675,-0.5522564439231121,-0.3449172498360286,0.4556995919557357,-0.6517434756022856,-0.9169815231975973,1.4368927670356337,-1.3991443892027458,-0.19231366023896845,-0.19286978341709413,0.2661041388267519,-0.6102726634640708,0.6968664282106706,-0.23720372474020537,-0.2647093351797606,-0.002257218982698444,-5.770045772245551E-4,-0.03824049799368198,-0.05157794337277411,101.39303812208767,-15.852231961606137,3.2986872883130016,16.53386192337641,1.6319768021339887,0.0,0.6814032359284664
139,15406.106626003131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4926438795848214,0.0,-0.534132170090994,-0.22344518068653757,1.0587392736040062,-0.36112854519345894,0.33352786640727405,0.08638543166439976,0.26727412968445324,-2.6325155739237838,-2.007221482447617,-0.5726766782337555,-0.1889984724840217,0.44702876550036413,0.30445370456608256,1.203125095691933,-0.5575210972315979,-0.712788800458744,-2.1785016126713646,-1.68980253851346,-0.2201565506040706,-0.5504801722261607,-0.5525747458285463,-0.34537402417529717,0.4556893416482171,-0.6521350466831203,-0.9175240323281523,1.436797454219379,-1.3990292634837767,-0.19236308240781755,-0.19292103718977288,0.26614605187671725,-0.6102007235446913,0.6968597809631625,-0.23723097316786293,-0.26473186395642534,-0.002256347669011176,-5.766887418481598E-4,-0.038014856405107024,-0.051371006793427425,102.59387929503134,-16.20475898278724,3.3354349561907477,16.611922829717606,1.643998214295145,0.0,0.6844694955903688
140,15406.00591601762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4926598591937654,0.0,-0.5341300574869547,-0.22343333334267768,1.0587394262428573,-0.36111459456588174,0.33353331474253706,0.0863748457379374,0.2672641744824768,-2.6326079133474662,-2.007377564037193,-0.5727160421982909,-0.1890009286931263,0.44702682679570216,0.3044460493682666,1.2031263721065872,-0.5575461075136048,-0.7127426660205063,-2.1779666520029033,-1.690011740308969,-0.22005821647252005,-0.5504526466157249,-0.5529993383376632,-0.34575488438946217,0.45584586583585823,-0.6524867604962798,-0.9180826160252983,1.436691384363774,-1.3990206034346984,-0.19237109593665877,-0.19293625748424267,0.2661558640065494,-0.6100909313009425,0.696869063534002,-0.23721446503371785,-0.26477436663157433,-0.0022556798781322948,-5.765153196580005E-4,-0.03779807928888755,-0.05117795417861666,103.73014630847145,-16.53837301722366,3.370056752567517,16.68302486172094,1.6554118947856205,0.0,0.6871725906287832
141,15405.909560594333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4926875186127573,0.0,-0.5341187193934003,-0.2234281897283378,1.0587595721080316,-0.361124733360173,0.333522960329191,0.08637980605528109,0.2672753585740013,-2.6329045772396107,-2.007435523475486,-0.5727351514387036,-0.18900547826556346,0.4470649698905657,0.3045327657563486,1.2031899521400744,-0.5575425883994981,-0.7127712341888665,-2.1769691723021385,-1.6902746851218824,-0.21997426280081306,-0.5504007441470896,-0.5533938606908021,-0.34630635172451385,0.4558262097683878,-0.6528829693623935,-0.9188528841472221,1.4367049015160254,-1.3989709783860422,-0.19240958171108982,-0.19296317558240544,0.2661635113383278,-0.6100315370735195,0.6968702591440802,-0.23721795063220893,-0.2648220577005748,-0.0022552529138366306,-5.763461313877599E-4,-0.03759430695632805,-0.05098820759900297,104.8534156434197,-16.868796286167278,3.404405946952054,16.75591591141515,1.6666847446477198,0.0,0.6898307399167367
142,15405.817344742663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.492711894416113,0.0,-0.5341306494365814,-0.22342057346676272,1.0587694934949907,-0.36112876964284074,0.33352703114447646,0.08637214673074795,0.26727374508251084,-2.6330684038927603,-2.007558803111443,-0.5727765583745176,-0.18901691814524071,0.44706562376517966,0.3045881736238549,1.2032403000150382,-0.5575847617956253,-0.712787269361479,-2.176054461562253,-1.6903915331694566,-0.2198193918257148,-0.5502502707692938,-0.5537116311969303,-0.3468176921477601,0.45586541972102385,-0.6531552120723169,-0.9194740675642175,1.4367157912214064,-1.3989887140292643,-0.19241311802164765,-0.1929693900219041,0.26617342867907245,-0.6099439171242361,0.6968878048760583,-0.2372021668174988,-0.26486239068680717,-0.0022549652408418424,-5.762697940698962E-4,-0.0373981111389027,-0.050805766822600316,105.95054396284719,-17.195904452706056,3.438205761790221,16.827675578337203,1.67772924753443,0.0,0.6922953383319063
143,15405.7300295119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49273045656811,0.0,-0.5340986711151846,-0.22340548371589541,1.0587695221549553,-0.3611334434632073,0.33351313175522934,0.08637194473978196,0.2672820225214708,-2.6333304150135306,-2.0076330312410344,-0.5727931994616262,-0.18902481626073286,0.4471110430775563,0.3046390502743865,1.2032832066461103,-0.5575752197389413,-0.7128159888474348,-2.175340910843983,-1.6905776846908984,-0.21972412632007957,-0.5501866125011383,-0.5540655917754974,-0.34724275330592075,0.45586492765892483,-0.6535352244255608,-0.920131108967402,1.4366876571956833,-1.39900103113105,-0.19244497977335892,-0.19299844843403846,0.26619732325611817,-0.6098844406584074,0.696887979506502,-0.237210342351211,-0.2648925654159552,-0.0022543762981959937,-5.760616694470895E-4,-0.037207276278869786,-0.050630314569332126,107.0076008654567,-17.511566341997355,3.4706329059640844,16.895847867488417,1.6883245397176163,0.0,0.6946503177499767
144,15405.646606452032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4927476388532295,0.0,-0.5341008793257989,-0.22340073501469762,1.0587750239087175,-0.361130226859206,0.33351540208185776,0.08636631301105273,0.26727912891757244,-2.6334776233428054,-2.007749248730199,-0.572833489429459,-0.18902456704815845,0.4471112526979206,0.3046753905162199,1.203309683394909,-0.5576066845078586,-0.7128095290129406,-2.1747698149886503,-1.6907702443480925,-0.21961973155791595,-0.5501283982734593,-0.5544344481495992,-0.3476283270463874,0.45593122377544404,-0.653868036115926,-0.9207346886058471,1.4366602601655936,-1.399098399827218,-0.19245590278582544,-0.19301160096555453,0.26620823539984284,-0.6098015768972814,0.6968958075475781,-0.23719881697422251,-0.26492745994261446,-0.0022538939551776053,-5.75924028159077E-4,-0.037023640618394964,-0.050462995950440834,108.02662442120103,-17.81718098541204,3.5019036126423853,16.96055353190869,1.6985672915346535,0.0,0.6967776232961708
145,15405.566245023227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.492762990260647,0.0,-0.5340875044418651,-0.22339206247528368,1.058778270852913,-0.3611359409379298,0.33350870445316944,0.08636772520775367,0.26728527910222755,-2.633634988334097,-2.007683898230535,-0.5728050853191371,-0.18901790936338406,0.44712729475702917,0.3046844615035452,1.2032979735463816,-0.5575468189430026,-0.7128212056940316,-2.1739599216293635,-1.6910075281878514,-0.2195184019958246,-0.5500703548210003,-0.5548387356281119,-0.34813131256665675,0.4558874045567436,-0.6542149912716392,-0.9214419900961197,1.4366662435496413,-1.3990868416154971,-0.1924848882345194,-0.19303595998159537,0.26620814966721495,-0.6097559327822919,0.696887213715985,-0.23720598691626196,-0.2649660981536702,-0.0022533401172699584,-5.757368741347372E-4,-0.036842430250109956,-0.0502963794674222,109.04777452127715,-18.118400034986365,3.5329872761830927,17.027277869359462,1.7087206326045865,0.0,0.6990077886749233
146,15405.491215905224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4927729930342983,0.0,-0.5340732337804053,-0.22338511818630494,1.0587736384277888,-0.36113135513027705,0.33350548446025746,0.08636316775645647,0.2672821984744821,-2.6338182852457033,-2.0078029582962573,-0.5728468202614637,-0.18902081913097502,0.4471453493299824,0.3047365800859417,1.2033267631652549,-0.5575927284225974,-0.7127917447021467,-2.1736120950815674,-1.691215746580032,-0.21942993370241304,-0.5500345566221707,-0.5552120220243608,-0.3484115477987132,0.45595028498236,-0.6545467704640002,-0.9220126847149062,1.4366107150581549,-1.399236448817721,-0.192497043217951,-0.1930477995040542,0.26623181614543934,-0.6096798359648947,0.6968964318097519,-0.2372004287173218,-0.2649899062024219,-0.002252730535636771,-5.755566215808401E-4,-0.03666930396456522,-0.05014047491669334,110.01810586491902,-18.405280841382645,3.562427671031412,17.09003051922705,1.7183594984185435,0.0,0.7009258081391233
147,15405.420478245971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4927941748493212,0.0,-0.5340539717841022,-0.22337193616404916,1.0587796766392343,-0.36112792977096575,0.33349919614696283,0.08636244694929239,0.26728708602609025,-2.6340338595468875,-2.0078902669775864,-0.5728661708444397,-0.1890212639489101,0.4471783118187607,0.30477048685848185,1.2033623461373193,-0.5575879227350194,-0.7127876755811847,-2.1733258144187224,-1.6914886501478295,-0.21937282045717169,-0.5500499931832598,-0.5556248903614293,-0.34868651102353543,0.45599239432564653,-0.654942188783916,-0.9226660199089642,1.4365717791486776,-1.3993827753915669,-0.1925263879292572,-0.19306917864147338,0.2662466742380989,-0.6096233665326536,0.6968961107803291,-0.23719694703696959,-0.26501585848057024,-0.002252179094645168,-5.75371622352545E-4,-0.0365038062199128,-0.04999125931942345,110.9492391585699,-18.68051017663656,3.590580548289121,17.14917705719743,1.7276115177560676,0.0,0.702689524929502
148,15405.351878172469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4928123411844079,0.0,-0.5340640102367125,-0.22337273662865406,1.0587900015922407,-0.36113037988299806,0.33350374300175023,0.08636131909638088,0.26728798741216586,-2.6341584426809748,-2.007912981152924,-0.572877907228569,-0.18901537174270364,0.4471710890708515,0.3048004524629074,1.2033710656821572,-0.557586496059152,-0.7127898595633311,-2.1728002524281163,-1.6917359276352653,-0.21928180890019908,-0.5500096071170701,-0.5560245857977557,-0.3490795794187607,0.45600752721097554,-0.6552600728497467,-0.9233372023793595,1.4365947572165265,-1.3995174502820196,-0.1925399712181917,-0.19307976242517363,0.266245886576932,-0.6095656574751797,0.6968973690791739,-0.23718786877692435,-0.2650519457226109,-0.002251780878451923,-5.752532802292841E-4,-0.036342557353213754,-0.049844424690689816,111.87642287569,-18.953113915340612,3.6186087786808376,17.20887909902833,1.7368154382848016,0.0,0.7044199664350228
149,15405.286651912016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4928299449227478,0.0,-0.5340481667916591,-0.22336301703043995,1.0587929874975794,-0.3611330732927302,0.33349773150288897,0.08636122173549628,0.2672938364724115,-2.634376557943683,-2.007975641813818,-0.5728945932243842,-0.1890195506711879,0.4472057731396806,0.304854200505675,1.2034117514410745,-0.5575981001108498,-0.7128025107894878,-2.172386002879761,-1.6919588375669794,-0.21920531385363032,-0.5499718603630652,-0.5563874238882965,-0.349398659733245,0.4560093479442488,-0.6555914383099697,-0.9239605962326972,1.4365999571895478,-1.3996816650300885,-0.19256511094719445,-0.1930993881278331,0.2662630401880514,-0.6095158591690553,0.6968996465618116,-0.23718891022792865,-0.2650783125268627,-0.0022513336103942056,-5.751008893062744E-4,-0.0361879109206546,-0.04970315119425216,112.77702446599375,-19.218417165012898,3.64580015268849,17.26626426217713,1.7457404079044663,0.0,0.7060364567189442
150,15405.224712988529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4928466152186701,0.0,-0.534042246212751,-0.2233557762028291,1.0587958999817335,-0.3611298439177826,0.33349686657447114,0.08635768640643621,0.2672943245901215,-2.6345325860165256,-2.0080568153927385,-0.572922167555554,-0.1890204087689621,0.44721438432675054,0.30488654228753376,1.2034347857704666,-0.5576099000900643,-0.71280028401117,-2.1721290033582172,-1.6921775409766637,-0.2191342056558021,-0.5499515447158684,-0.5567530451503386,-0.3496567572308637,0.4560454583374493,-0.655919847367256,-0.9245485987630983,1.4365813162658798,-1.3998850943097687,-0.19258003744339397,-0.19311275712428336,0.26627679633900875,-0.6094564276151846,0.6969024356891179,-0.2371811641231657,-0.265102563075787,-0.0022508525514412132,-5.749538524858469E-4,-0.036038181507620115,-0.04956789341534004,113.6450156494049,-19.474472506066085,3.671939768063784,17.320533910074396,1.7543428540858979,0.0,0.7074964158144407
151,15405.165203857205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4928680669352112,0.0,-0.5340433616514357,-0.22335157830718846,1.0588079840395535,-0.3611325843960457,0.3334957062160895,0.08635741225283255,0.26729976938434813,-2.6347183266441023,-2.008105753312011,-0.5729374294534337,-0.18901931040092637,0.4472301363843505,0.30493619030289904,1.2034747349581105,-0.5576183338902705,-0.7128220160860188,-2.1716574841761274,-1.6923854953673605,-0.21905538423653953,-0.549895332058333,-0.5570791108977978,-0.34999279195338306,0.4560299187082075,-0.656225564678406,-0.9251579094458374,1.4366112682468557,-1.4000843522649946,-0.19260043842087404,-0.1931268003655728,0.2662837811459833,-0.6094096162628506,0.6969046079513407,-0.2371758822896071,-0.2651322018107411,-0.0022505328813856276,-5.748427943836279E-4,-0.035895134997570674,-0.04943477861882666,114.50241335115493,-19.728419204116577,3.697864753371217,17.37496018700378,1.7628529305976985,0.0,0.7089031573963605
152,15405.10853583509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4928835172200667,0.0,-0.5340320343131885,-0.223342965769202,1.0588074369798284,-0.3611321054195,0.3334932530037994,0.08635457407023338,0.26730190731753856,-2.6348730304281522,-2.008164829233933,-0.5729545397065601,-0.1890237495854279,0.44724590724453367,0.304967708844485,1.203494740412153,-0.5576227187870268,-0.7128277937923523,-2.171376469491822,-1.692564257466362,-0.2189772072852916,-0.5498499960858813,-0.5574020470779882,-0.35025158158475733,0.4560453499098476,-0.6565252278524976,-0.9257103694039481,1.436611863938632,-1.4003072179607312,-0.192615286002053,-0.19313972942120297,0.2662998922194675,-0.6093592187589902,0.6969095842987723,-0.23717163776727862,-0.2651552188296349,-0.0022500822572771727,-5.747033246772101E-4,-0.0357547398424958,-0.04930740102494618,115.33286725598236,-19.974647459627167,3.722897731289945,17.427057068319087,1.771072263846591,0.0,0.7102001219798374
153,15405.054590466954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4928996291556058,0.0,-0.5340256206686521,-0.22333652469242193,1.0588127002982313,-0.36113019191865764,0.33349050022999616,0.08635280964109104,0.26730522873267876,-2.6350443341686627,-2.0082223136176127,-0.5729733183204011,-0.18902069821900327,0.4472614169491021,0.30500552162144035,1.203523325401956,-0.557631962016042,-0.7128349517180929,-2.171097772328058,-1.6927706363360968,-0.21891524068595988,-0.5498238661884866,-0.5577232670122028,-0.35050334693422064,0.45604957389397044,-0.6568373465545428,-0.926264132647607,1.4366116157822948,-1.40055137254906,-0.1926349172416522,-0.19315496957085926,0.2663118001326899,-0.6093124188607705,0.696909495186276,-0.23716764285973838,-0.2651774862319551,-0.002249652108391837,-5.745615024889518E-4,-0.03562002677015882,-0.04918375019385575,116.13968302961194,-20.214115900414605,3.7471859669691736,17.477439069919257,1.7790566893860327,0.0,0.7113924155394358
154,15405.00275810038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4929149390671075,0.0,-0.5340207758823025,-0.223330622827754,1.0588157748165095,-0.36112846797492476,0.3334900603677137,0.08635076517958526,0.2673071560053555,-2.6351766152746614,-2.0082554220562012,-0.5729814130647661,-0.18902049431009973,0.44726935477951435,0.30502944169671875,1.203535164895271,-0.557627671333486,-0.7128364660032762,-2.170827539689693,-1.6929574639285696,-0.21884222711963203,-0.5497835459759961,-0.5580397186226009,-0.3507565065217836,0.4560521854412666,-0.6571252830207213,-0.9268065532114226,1.4366210908307266,-1.400797785270779,-0.19264876676815224,-0.19316487330627052,0.2663217258485599,-0.6092666908359424,0.6969125015956855,-0.23716119697751392,-0.26520019160002695,-0.0022492325002279865,-5.744318566814059E-4,-0.0354884057178167,-0.04906367290397596,116.93040293083081,-20.44827451878019,3.7709369392658005,17.527505589118277,1.7868585275636844,0.0,0.7125174110974178
155,15404.95227748648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.492931999169467,0.0,-0.5340264640833288,-0.2233336660820581,1.0588275206948612,-0.36113258391440817,0.3334928609842687,0.0863526124673373,0.26731215457402585,-2.635333666520975,-2.0083123486418684,-0.5730045874950359,-0.1890110348689802,0.4472841256719358,0.30507530219066925,1.2035733540690574,-0.5576512504138469,-0.7128534334556906,-2.1703473560301014,-1.693172681974878,-0.21877764403408506,-0.5497404313814408,-0.5583429047184829,-0.35110426347772405,0.4560531933106916,-0.6573698228789525,-0.92730046538697,1.4366840005730912,-1.4010611374893214,-0.19267385246669938,-0.19318626556402957,0.26632324658937895,-0.609224044525651,0.6969117935879467,-0.23715906407966947,-0.26523328920090466,-0.0022490129839967234,-5.743558995673668E-4,-0.03536176327515505,-0.04894574693216566,117.71412930953787,-20.6809393801205,3.7945744575032254,17.574443822566774,1.794654360257144,0.0,0.7136011581478239
156,15404.902854693657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4929467444058557,0.0,-0.5340163282580015,-0.2233228496078795,1.0588277923296978,-0.361131473950215,0.33348827510401796,0.08634912989414462,0.2673152027806076,-2.6354822351776046,-2.0083473376333796,-0.5730146211291824,-0.18902388072344142,0.44730049967206936,0.3051065311096916,1.20359142710046,-0.557646629159959,-0.7128682652419647,-2.1700359082551937,-1.6933300270633898,-0.21870787087300353,-0.549687853217204,-0.5586115188178529,-0.3513535608087034,0.4560412160563401,-0.6576205842723108,-0.9277684546332293,1.4366944691011638,-1.4013123852153297,-0.1926894410861555,-0.19320143006874635,0.26633892825263555,-0.6091815465395088,0.6969137257118744,-0.23715727260809524,-0.2652562738940548,-0.002248599899702022,-5.74222409820845E-4,-0.035238503569456854,-0.048831376632042525,118.4769106010293,-20.907894572987686,3.8175223165428727,17.620298365764615,1.8022055856767476,0.0,0.7146247070414601
157,15404.853298504262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.492967397827201,0.0,-0.5340492453159246,-0.22333092421624262,1.0588500260205398,-0.36114041721217044,0.3334949621299246,0.08634854958461759,0.2673192777048493,-2.6355840199650578,-2.0083328344302314,-0.5730201664023439,-0.1890114632762581,0.4472809566306415,0.3051508304039312,1.2036237980595401,-0.557654956559205,-0.7129094466006228,-2.16908847908533,-1.6934083160596105,-0.21858522072506342,-0.5495080782689996,-0.5587731980716183,-0.3518353006413786,0.4559481485374565,-0.6577371495318878,-0.9281927859163563,1.4368103824624827,-1.4015219393699805,-0.19269965581503087,-0.19320846348605353,0.26632578935368617,-0.6091425834170696,0.6969159423106717,-0.23714799327406536,-0.26529108260742584,-0.0022486275263487385,-5.742233094354447E-4,-0.03512046745424893,-0.04871242157035197,119.27003323798264,-21.144854596617943,3.841750357290126,17.671247663640766,1.8100923104167832,0.0,0.7157575415885319
158,15404.805059969935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4929748722498943,0.0,-0.5340252154173304,-0.22331858874286334,1.0588386777852368,-0.3611440435502465,0.33348607812429154,0.08634544847431237,0.267323150734936,-2.6357109470078264,-2.0083269160177672,-0.5730109511612412,-0.18902444248360617,0.4473074670623019,0.30516912541920604,1.2036273835991047,-0.5576354552443294,-0.7129271851211324,-2.168515045883868,-1.6934238445557253,-0.21847992213366976,-0.5493597024894937,-0.5589136096426224,-0.3521430323914274,0.4558930229135363,-0.6578759011014288,-0.92850073988233,1.436839990268106,-1.4017216805804138,-0.19271367616447888,-0.1932243607153028,0.26634622685459003,-0.6091097852410358,0.6969214172410594,-0.23715591785720086,-0.2653083833737403,-0.0022482350275408753,-5.740965805594074E-4,-0.03500084046869467,-0.048598371292406135,120.04605632924765,-21.376785128056767,3.865308197630629,17.721201601595503,1.8177144320748222,0.0,0.7168889152443928
159,15404.758636273975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4929802322954093,0.0,-0.5340270183540748,-0.22331743171062626,1.0588408027843053,-0.3611386378596394,0.3334849976690847,0.0863413594372856,0.26732200537350553,-2.6358114110297994,-2.008370084487879,-0.5730321216699786,-0.1890123290424128,0.4473038396886109,0.30518789364389237,1.203638724855291,-0.5576538958591585,-0.7129211979854035,-2.1679968708266752,-1.693509822352026,-0.21840965161290352,-0.5492670502255967,-0.5590628271167626,-0.35242113575227774,0.45587395273142783,-0.6580251463973332,-0.9287560366498835,1.436839492017878,-1.4019719755140356,-0.19272693311522054,-0.1932389571759156,0.2663527974939739,-0.6090620551515834,0.6969176453063183,-0.23715376377523534,-0.2653241757073632,-0.002247860705519268,-5.739788215048987E-4,-0.03488561562317274,-0.048486346124290224,120.80198948919785,-21.602904126125654,3.8882187991917183,17.769333021844922,1.8251494555557934,0.0,0.7179171013013267
160,15404.71369786906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4929914729296785,0.0,-0.5340159767469997,-0.2233121865268812,1.05884151933969,-0.3611364865422655,0.33348253647592063,0.08634041976829901,0.26732450120312967,-2.6359236874366743,-2.0083975352774712,-0.5730327140412848,-0.18901501900123366,0.4473222860620175,0.3052023290595713,1.2036466414415268,-0.5576462644933171,-0.7129167025346358,-2.167528901122999,-1.6936027207641644,-0.21834220516892267,-0.5491863087709847,-0.5592256462690982,-0.3526935319789311,0.45586692804210255,-0.6581758480100085,-0.9290282310029079,1.4368571758610715,-1.4022190428051085,-0.19274551166553777,-0.1932538355919281,0.26636139964713423,-0.6090243990784638,0.6969210031875149,-0.23715356526690276,-0.26534744504131313,-0.002247519076849371,-5.738706804705282E-4,-0.03477207158928254,-0.048377795810801,121.54313028620405,-21.82462773874943,3.910648484413593,17.81627535375745,1.8324318343020205,0.0,0.7189013525764579
161,15404.670208391008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4930011708452453,0.0,-0.5340152367063227,-0.22330922109853668,1.0588456274589502,-0.36113406901197653,0.3334810568495875,0.08633769692265028,0.2673256209491437,-2.6360368680202524,-2.008433754498471,-0.5730486216514606,-0.18901354092245787,0.44732712965917804,0.30522883936469514,1.2036610524899676,-0.5576564730841181,-0.7129153154202849,-2.167055033950164,-1.6937044228269578,-0.21828149539903446,-0.5491149812097758,-0.5593831570513511,-0.35296143720328704,0.4558553040303094,-0.6583288317158984,-0.9293086852343782,1.4368766196793261,-1.4024770337357297,-0.192760843934841,-0.19326706254081996,0.26636842790378495,-0.6089843049693088,0.696921031717956,-0.23715097265547044,-0.2653670392302069,-0.002247183557605041,-5.737627089845501E-4,-0.03466220716147598,-0.048271528222378075,122.27022476016784,-22.042490245916657,3.9326573848827904,17.862526833650413,1.8395763026938101,0.0,0.7198258819706633
162,15404.628721991785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4930138553325043,0.0,-0.5340009583525694,-0.22329848907067187,1.058841741864295,-0.36113062792301615,0.333476130295913,0.08633341823049,0.26732694862960316,-2.6361532972418287,-2.008437263847012,-0.5730434216710661,-0.18901659046816374,0.44734165028661715,0.30524085464832135,1.2036606446875444,-0.5576373192734151,-0.7129033785458616,-2.166729557797916,-1.6937903814127744,-0.2182174226231069,-0.5490502464340017,-0.5595478067940287,-0.3531704283536923,0.45584768725598906,-0.658501223246681,-0.929621306382635,1.4368561032571616,-1.402720822536952,-0.19277595197231392,-0.19327631795588598,0.2663778684725482,-0.6089535915351232,0.6969239636838651,-0.2371502881268414,-0.2653850681438508,-0.0022467703339442415,-5.736316710862587E-4,-0.03455415717606761,-0.04816881659551722,122.97815001491755,-22.254472554944474,3.9540012489237175,17.908537425686543,1.8464742740335658,0.0,0.7207083363987833
163,15404.589071059578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4930220141615096,0.0,-0.5339987007783006,-0.22329983463839997,1.0588449903297772,-0.361126601551018,0.333476316100441,0.08633209835470329,0.2673277909908314,-2.6362642425713774,-2.0084926745358973,-0.5730649168700417,-0.1890097665924017,0.44734958303220085,0.3052627366835964,1.2036748763590015,-0.5576581955405503,-0.7128914034325737,-2.166432787847032,-1.693919982187983,-0.2181703173491186,-0.5490136674214151,-0.5597326049308337,-0.35337779699225347,0.4558632449231876,-0.6586823887771733,-0.9299203721989142,1.4368603431865212,-1.4030151286837007,-0.19279216636336627,-0.1932880077592557,0.2663860822150468,-0.6089135331803514,0.696923757884435,-0.23714783009671378,-0.2654034682162685,-0.002246389209012912,-5.73513081821836E-4,-0.03444920205649553,-0.048069505507693254,123.66616395045804,-22.460587338420982,3.974710399351631,17.952545466135877,1.8531995879743275,0.0,0.7214851221985521
164,15404.550941867923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493034882286,0.0,-0.533990837735445,-0.22329282267428102,1.0588476217518952,-0.36112316945930334,0.333474621641007,0.08633037192448458,0.2673304936050525,-2.6363823764227257,-2.008525769300079,-0.5730704640230724,-0.18901226539154556,0.44736562872022495,0.3052807185444101,1.20368712933278,-0.5576536046318774,-0.712887808190194,-2.166154441641429,-1.694049951676023,-0.21811901929388403,-0.5489765113948275,-0.5599273993727406,-0.3535872766597238,0.4558691488926463,-0.6588700742859004,-0.9302454159866556,1.4368721291503408,-1.4032965520143827,-0.19281021554507694,-0.19330033884287212,0.26639371887507524,-0.6088812708462975,0.6969242983908207,-0.23714506869757618,-0.2654218085058716,-0.0022460504163064627,-5.734037881632612E-4,-0.034347091325739446,-0.04797300810728315,124.33855996861983,-22.66217340825884,3.9949247742079765,17.995310254001073,1.8597703367659906,0.0,0.7222124527294245
