Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_e,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_e,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,17657.530668774318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6117506958068237,0.0,-1.548932530589873,-0.9336374250858689,1.912699940632021,-0.30568654411465807,0.06843100209424316,0.10845336817100584,0.13507188478201773,-1.3026696715621329,-0.9780728333232616,-0.7089537877455095,-0.242396066547636,-0.18386222410554678,-0.3868892183511878,1.3347990841938935,-1.3047208407069586,-0.5708480648360679,-0.8653725618903634,-0.5676493494478746,-0.1299014233227951,-0.11836638585838334,0.27880421993858184,-0.3690289331197053,-0.025674499191509093,-0.2316018148672267,-0.06713120448782059,1.4004740566295686,-0.49931567916142117,0.06321594518759857,0.25728828687058397,0.3069488977320653,-0.7571865195910403,0.9885142781488375,-0.3857079014971625,-0.12477252476564239,-0.004667363774199666,-0.0020779465649680045,-0.1347429022629114,-0.15947132561604022,0.02809054401075042,0.006912574228379469,0.01090664813759857,1.2845304757136802,0.05961655711125158,-0.3076109788231306,-0.14998022280772552,0.021050079915784566,-0.09803905299424232,0.13829587208135125,0.8294262245822391,0.4293956515355204
11,17401.374692612007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6978275329537806,0.0,-1.3081532080506983,-0.8179059837155656,1.6626825663500229,-0.23538364724024824,0.3285676124279261,0.16933104661661738,0.3130195324450867,-1.5225594406642893,-1.5183124104144143,-1.0236119741052716,-0.1706049822238423,0.13551525411381019,-0.07718650863945203,2.1826940976022327,-1.8765347783623423,-0.885030266548168,-0.9850147609710032,-0.7686814406290742,-0.1313189256747812,-0.18904785848826533,0.46237881617105814,-0.2747381795893886,0.09538874242279773,-0.22635274603964875,-0.08737624158021041,1.9551725312450066,-0.789839468359612,-0.2514244941227336,0.49427834274209037,0.47128974385962646,-1.0990623023309676,1.2379016615641274,-0.4571815640710533,-0.23603762102234116,-0.004701291913559575,-0.0020616788900201847,-0.13855459199620662,-0.17202103464775456,0.04113192854563771,0.01171430364689528,0.018195611332719117,1.652617412246032,-0.1921086734214375,-0.4109357316463178,-0.18835824492397524,0.03170698756526012,-0.24825743691278962,0.3207570813815455,1.2448867992982189,0.3928510890636377
12,17266.886132959855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.660872962318423,0.0,-0.9332610732507265,-0.5540543619379296,1.6605645022019595,-0.6490712733130111,0.5836260207534847,0.1318318636542295,0.36168921674927146,-1.9878170154818517,-2.0772366273497793,-1.3636091961713244,-0.304190726981615,0.357870598459562,-0.0034674536704284997,2.595160220915502,-2.349380150545339,-1.1990074814502532,-1.0197105093990295,-0.8921307164104545,-0.20213777954850054,-0.22707320135098827,0.29398481327872183,-0.15919917000405687,0.31324152835928654,-0.1923078244272504,-0.0994852172426589,2.1933198266275977,-1.0168206356137852,-0.46137212672572203,0.27227688592513977,0.2989789563751847,-1.2242072305881087,1.262135457884907,-0.4344108936320852,-0.36279305921825156,-0.004176023784746124,-0.0017393392204829348,-0.13271862460438966,-0.1725913730778986,0.05588725064696115,0.02318340477577948,0.02771843011676558,1.8613584148276725,-0.5719154160254094,-0.11419724833356654,-0.1637923014119071,0.03903364184048018,-0.5771960644186502,0.5106412177691005,1.4881551051525221,0.6174921321222971
13,17189.32678950641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6946585252293926,0.0,-0.8542120025562965,-0.5912245662846611,1.4646769034027518,-0.5031271658266914,0.609674658870522,0.17417125495416658,0.273884743552401,-2.49722749764922,-2.567415205907163,-1.6420702987991707,-0.5478842447761086,0.46665069584974794,-0.045730744724536664,2.5569345409046944,-2.665205830144858,-1.4688341121740447,-0.973423275564208,-1.035485829318587,-0.22526947801637723,-0.23101589885819881,0.25519010073230647,-0.15181034529165865,0.5509503960001043,-0.14535833407488788,-0.09139721756004668,2.24213615356651,-1.1554035207982654,-0.6774484404450674,0.2028554600927518,0.08615255221643928,-1.171541702793368,1.1794541839001915,-0.39820616996466796,-0.46209214743448956,-0.0033875913397252316,-0.0012958971453692005,-0.12910366084769948,-0.17039447460888552,0.07244437110571328,0.03394151359837777,0.03808251946042113,2.0660894012788313,-0.908398991392169,0.12187300903908663,-0.10684099979783723,0.041519308597279994,-0.8036206483730549,0.7927445112415421,1.5589740052298204,0.40316247653943127
14,17143.476691944797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.678447852678937,0.0,-0.9841976398103117,-0.5264451692291361,1.3450040274211126,-0.37010861610695006,0.4531637737483023,0.18530589602255354,0.23787201021535082,-2.7148696702963515,-3.0190908583236635,-1.8664074488290154,-0.6536266249221803,0.6803334186120784,0.23597264856141945,2.483749283966671,-2.908541447259501,-1.738359178065438,-0.9461345074736032,-1.1815026904600503,-0.2766540102164396,-0.22867013724297022,0.3329274060590942,-0.24698069963762237,0.7117936590069238,-0.07767592368530797,-0.07619905860517416,2.347650231126258,-1.1985730697711325,-0.6068870288170296,-0.07468479971736736,0.12934075975824283,-0.9055134312080577,1.0536377175915186,-0.29852623050760063,-0.516642874158333,-0.003263261580911833,-0.0011995626175907803,-0.12971604176547535,-0.1823219551552899,0.0933636202111581,0.04400108607896886,0.05037493807331735,2.2978737711824797,-1.2217518374719767,0.24299771052608415,-0.020376483830657988,0.03844000925207583,-1.024693060199057,1.0330027247702864,1.4740062235804103,0.3804913461664146
15,17094.794131375715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6097327176860254,0.0,-0.9824832454658226,-0.601100714132739,1.4272162169213327,-0.43974082201433246,0.3447287665087714,0.11467429481462217,0.2539380225795829,-2.8470444071368823,-3.4767238170145567,-2.0750803582485915,-0.7178310378719005,0.8898416911599807,0.6486032706249258,2.373231969947492,-3.134691484786038,-2.028294142281717,-0.9832276544036245,-1.3226083653134797,-0.35322580534255005,-0.27825961207809763,0.4294615703860597,-0.3681453712359967,0.7781704122325981,-0.015820776970220767,-0.06465362403552606,2.2636625731067954,-1.203784544323721,-0.6130399579943826,-0.3116856148634649,0.16969417762279002,-0.828385303413005,0.9112885292594688,-0.2842026149170401,-0.5492950457283687,-0.003359641324023595,-0.0012106686276185609,-0.1255222812573753,-0.178755176832287,0.12033178323876928,0.05442866585808995,0.06474282708181273,2.5206507900250217,-1.517415873802594,0.2958759433827871,0.08296796822830556,0.029939532183967978,-1.0360664004606739,1.1777993122734687,1.2666891840508137,0.08497684281110801
16,17093.73102573881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4971916856257375,0.0,-0.8136417770714253,-0.5620342450779326,1.2798079597367074,-0.516967334281866,0.49957648714701886,0.00728830305286958,0.21289322389654286,-3.252133167129389,-4.217043405862569,-2.35074973132615,-0.9407504150312437,0.8493808192781767,1.106102768725878,1.7836020119997427,-3.3883491972244837,-2.541541193369656,-1.0770234398925036,-1.5009101840501708,-0.5524738297547027,-0.3035737555546381,0.6739617890854125,-0.3584619955659968,0.6223908003535088,0.016821016533379425,-0.0382862694675069,2.3157381363700833,-1.2244521541190587,-0.529693727648462,-0.710864075247272,0.6203617272341633,-0.8536193973028317,0.9965884737431503,-0.4175539405934181,-0.5079039909339341,-0.002865932948661079,-8.917666317806387E-4,-0.11692231272221613,-0.18474730504333264,0.19260138850347464,0.07486757673638805,0.09342818118240401,2.80449991446722,-1.7383339386796117,0.20097891222453823,0.14701942403403118,0.0037553306140698135,-0.9598716756489819,1.198579479836025,0.8253795148973662,-0.12909625747511452
17,17065.788682132614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5618959396497192,0.0,-0.8463775287222823,-0.4527636137139594,1.2653117578108781,-0.5273811283816798,0.4361137070780079,0.20181475104961344,0.14935546121300394,-3.312233866757374,-4.647869040129626,-2.4051646788826218,-0.9632279699739305,0.7746951667204837,1.5102859907836126,1.4897191686670954,-3.4320870158568964,-2.9022680470421025,-1.0957950021488463,-1.456323355156489,-0.6089318325727723,-0.36418452592847456,0.6123792382268756,-0.18205106324226886,0.4333485535634195,-0.09728173715212282,-0.026069974152319167,2.409581925436392,-1.3722552865406492,-0.5487205896583336,-0.7300662822960393,0.5810928000327519,-0.9103995620585689,1.0815127012807448,-0.4533629487286014,-0.4112845723295663,-0.0029703527877641763,-9.01455602470156E-4,-0.11869439712194238,-0.18567567269201596,0.2650663365680384,0.09787775078779777,0.1169221249901336,2.752079600588948,-1.7328977318600718,0.29669664536910156,0.1025687630174199,-0.02507231278730656,-0.9241035950214935,1.2002414510430934,0.5776623158963047,-0.19717698731834016
18,17062.274302913233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6433553508993282,0.0,-0.7334021718846753,-0.6083977180660413,1.3315726705848312,-0.28298746714455436,0.41444953386976574,-0.10087260964274147,0.31450236424200817,-3.4047015496310373,-5.543160877278802,-2.3971298694112315,-0.9532583186396825,0.507076423743724,2.2599679625264297,0.9890967004834454,-3.377058218528422,-3.711657340437198,-1.1124847946064478,-1.3086048392692275,-0.6351747864479921,-0.481948558905627,0.5466436704947857,0.11285383096022192,0.058657641013338147,-0.2856005196432113,-0.05812184220965048,2.6427502487503163,-1.8760384286817038,-0.5590136067079169,-0.7282102458014015,0.31595723128114894,-0.9095832230627471,1.0638519711078867,-0.3108355507872318,-0.20546763831221798,-0.003204228909208085,-9.274676043786835E-4,-0.12483709905232938,-0.19114594395514717,0.4474127141398926,0.15154468629203402,0.17449941902215854,2.542748433486586,-1.5516895172095535,0.38083246134849885,-0.022151103974661135,-0.09896644294518439,-0.9633350826909035,1.2026055055709945,0.16294719898873278,-0.09873309763271289
19,17020.013210917976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5134979323328712,0.0,-0.8619409027855628,-0.5143108479986593,1.2650342335139328,-0.39782141787235586,0.3064574550514756,-0.14896533073533544,0.3945180975167643,-3.5584113865643263,-6.175186520531403,-2.2387794552961657,-1.0045597757800828,0.24625454133721864,2.500144493955122,0.8770081971943131,-3.1371304571882,-4.3480066000779285,-1.1436430574070828,-1.2202107094330574,-0.5342145359306293,-0.6119139608185842,0.6692627275385097,0.10657517185838435,-0.08736181085537187,-0.34560082636644157,-0.13331834084255748,2.6179448142465183,-2.449026525015433,-0.616370425950191,-0.7007593801775447,0.21764446187232522,-0.836474005052055,0.824428004164,-0.27989041748759813,-0.10613347784858583,-0.0031316763923058895,-8.241830819787781E-4,-0.12301334615824566,-0.1891085309881277,0.6119117382466077,0.19373426135594163,0.22751457294741795,2.378605211347053,-1.2975213434508006,0.19492491856729957,-0.04833554832949141,-0.16810774793872843,-0.9410959007940871,1.1488733621285416,0.0017268172410559446,-0.09109210226356618
20,16989.37464087477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4191347293112864,0.0,-0.6882736122053227,-0.8317902882947914,1.2561129640710742,-0.41937080763664847,0.09467459889699173,0.08092083810053183,0.23279770823023294,-3.68909230503704,-7.114942067853649,-1.8130090581722849,-0.9870525725392675,0.10715185432179669,2.6479196351865815,0.959053915549805,-2.4484712458880193,-5.37739371291986,-1.123045421527712,-1.167495871023075,-0.43332088019186876,-0.5252998311780595,0.6099071794812359,-0.03817687034360097,-0.18724446158080837,-0.3078525028917544,-0.24603974190127476,2.540739413465953,-3.2751794005355594,-0.6747486859064239,-0.7730554185936734,0.43279727097533266,-0.7898520263922428,0.5119135114130628,-0.3921692891044918,-0.0593625640529251,-0.003339173807586649,-8.354921705111459E-4,-0.12322071388844617,-0.18930630546402868,0.9012284848557468,0.2717448212413479,0.3195289550702204,2.1472213821720967,-0.9872223161108957,0.11847638080937418,-0.2743903664906734,-0.2965532641184644,-0.9387741867198232,1.0361705921909468,-0.40192717269754946,0.061847254506885274
21,16910.547528816434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4808395085693233,0.0,-0.7362399286302549,-0.6931983805870322,1.322617229922729,-0.3534317269746342,0.08381048198061479,-0.06059339431208979,0.11711949655729693,-3.743948481568261,-7.755959103175578,-1.4541246687384022,-0.938886475510816,0.18858769208906995,2.582273853653468,1.0608961444267015,-1.783999593432121,-6.127958683520182,-1.0574451894019206,-1.1533947197911891,-0.34996867992324343,-0.45657218542135963,0.47516987768261976,-0.13151743278901595,-0.21116999018829244,-0.2120791025475487,-0.30975911076620966,2.5422928761895105,-3.74178792943542,-0.7207812355670614,-0.7544257903233169,0.6047033043824801,-0.8124156548791501,0.43399219354750734,-0.4560243319236247,-0.12086748148219775,-0.003570622737581626,-9.061675106693047E-4,-0.12886557228272233,-0.19192198041677763,1.1269111389603885,0.3347300441528246,0.39334549502139443,1.9944238573330064,-0.8509267231216229,0.17346646481938724,-0.3861224687405188,-0.39929666381300305,-0.8538083443409594,0.9537954070003427,-0.8157040992822885,0.0060843090554910315
22,16836.00089476138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5319318358873018,0.0,-0.6270786861122527,-0.6957032210270597,1.3201981678289314,-0.3483750391928895,0.1318465734416034,0.026149382869962295,0.17491197244868725,-3.667812731838596,-8.398626159806554,-1.1595453838687348,-0.6601955725148168,0.4885714412975531,2.2397705840751954,0.9944628204709534,-0.8285807374946663,-7.0225352292575565,-1.0623081972448047,-1.2084424459154584,-0.2984743019926825,-0.5207067530224504,0.5157018766141251,-0.21479238470372575,-0.2344564858159134,-0.28406805249689304,-0.32261414574219394,2.6078676133390313,-4.1385071462104195,-0.37241913923907244,-0.9372181574770858,0.425375340509629,-0.8039577583799334,0.7158635671309972,-0.4054574636730167,-0.2945977497838132,-0.003996058066229572,-0.0010789684015956136,-0.13291606593145358,-0.19341243080474355,1.4359553160357459,0.4194191278494952,0.49994722505968553,1.8429333676876283,-0.7834306396753152,0.11467625254790134,-0.21158995759853966,-0.5453357218736676,-0.6983063306975519,0.8277522838210242,-0.880754988837812,-0.19078889089200074
