Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
55,15428.164533091283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.50386808538219,0.0,-0.5328872996692906,-0.22280310595033323,1.0657626939204463,-0.3564644162135159,0.3350159839644454,0.08792864705934926,0.27293517041096355,-2.6554073652293155,-2.0333487958195438,-0.5860392003676539,-0.19797723575230514,0.44156397857903074,0.3179916459373849,1.20950896546307,-0.5679414629752286,-0.762346009530996,-2.6145704815894892,-1.7543055178822116,-0.24734740648669631,-0.5914557788462012,-0.6060239941842155,-0.25377165864075973,0.48742281159699125,-0.6296231536085005,-0.8678048405037645,1.5091580213759497,-1.7238225772830071,-0.20077833888159616,-0.20900844557612636,0.27290822012484384,-0.6410717150569456,0.6881166102170312,-0.23759292160096704,-0.265619482433949,-0.0022516510303835285,-5.694521737850687E-4,-0.07307136804798638,-0.1169871393842068,20.613813414607076,0.08055854085949736,5.6099106667922145,0.43026128266417824,-0.5022203438306578
56,15426.958290363287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5024273035464581,0.0,-0.5332299198932315,-0.2232682442699784,1.0642633952926739,-0.35718843933926003,0.33503891084663384,0.08801229073487675,0.2720791678384692,-2.643840779659403,-2.0252563058180484,-0.5756260362072021,-0.19281491975333973,0.4440813996010044,0.31574975868968386,1.2035955105945415,-0.5650129137595677,-0.756790999938719,-2.6030878140029126,-1.7506358045824608,-0.24831721675494867,-0.5987500771797094,-0.6045731653258452,-0.2579838286202896,0.4772853460414315,-0.637753345403651,-0.8798408586409412,1.5075156324188104,-1.7240321345550151,-0.19849760224077512,-0.207010325201748,0.2717980704665569,-0.6405254318930864,0.6892262232546794,-0.23770616959187152,-0.26768674235482115,-0.0022838560781644215,-5.827108972419967E-4,-0.07359531662575067,-0.11340280959873465,21.9354422409894,0.06973413730786286,5.917263201595475,0.474741178382601,-0.5055227247043659
57,15426.95577539556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5024219999366264,0.0,-0.5332312986066515,-0.22326784297123808,1.0642584482877606,-0.3571885864735763,0.3350394479981619,0.08801109606159131,0.27207669448115646,-2.6438495568871807,-2.0252492087481135,-0.5756409428503602,-0.19281713469903988,0.4440821329894834,0.31574062011489057,1.203607865737195,-0.5650093591590367,-0.7567501346015256,-2.6030725568077107,-1.750611002352834,-0.24831440044636577,-0.598756484458619,-0.604567075634697,-0.257975325478256,0.4772650580908714,-0.6378058171818218,-0.8798957218776707,1.5075130701079866,-1.7240200158192511,-0.19849703691161424,-0.20700520958456936,0.27179618364516783,-0.6405245742909454,0.6892271445153274,-0.23770872162634005,-0.2676879155546689,-0.002283773137459466,-5.826828128745088E-4,-0.07359616357139244,-0.11339750023087161,21.93831983810359,0.06969742051371874,5.917794256508842,0.47481791513514165,-0.5055337981083765
58,15426.953735930969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5024167148320133,0.0,-0.5332326727980288,-0.22326744499238144,1.064253518654951,-0.3571887356925001,0.3350399827056878,0.08800990647650618,0.27207422813936005,-2.6438582516909293,-2.0252421276536716,-0.5756557541129256,-0.19281933081228242,0.44408287041121436,0.3157315191849635,1.2036201447833204,-0.5650058167459148,-0.7567094246269472,-2.603057289019029,-1.7505862880669605,-0.24831159480011222,-0.5987628757013387,-0.6045610067560122,-0.2579668634678381,0.4772448227781072,-0.6378581141454084,-0.8799504213637734,1.507510512387017,-1.7240079502862575,-0.19849646884740713,-0.20700011304542748,0.2717943015686752,-0.6405237122212207,0.6892280672448626,-0.23771126151602984,-0.2676890893155016,-0.002283690687439748,-5.826549019497261E-4,-0.07359701181556476,-0.1133921894287566,21.941195617248194,0.06966077037873308,5.918325269346735,0.4748946500682112,-0.5055448574537169
59,15426.953439156796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5024161879791655,0.0,-0.5332328097835458,-0.22326740552631158,1.064253027280314,-0.35718875083429863,0.33504003589705195,0.08800978797502054,0.2720739821203384,-2.643859112743798,-2.025241420657017,-0.5756572256317898,-0.1928195483174751,0.44408294459792164,0.31573061249989026,1.2036213651552707,-0.5650054636139928,-0.7567053682182595,-2.603055760422305,-1.750583824653099,-0.2483113153425363,-0.5987635133344276,-0.6045604016544385,-0.25796602116317624,0.47724280384853723,-0.6378633277967797,-0.8799558767007424,1.5075102570545134,-1.7240067488066613,-0.198496411714186,-0.20699960525373973,0.27179411378398166,-0.6405236256813844,0.6892281593682608,-0.23771151431758938,-0.26768920712872823,-0.002283682490619821,-5.826521279785035E-4,-0.07359709682622445,-0.11339165831453635,21.941482973455766,0.06965711222300194,5.918378351529603,0.4749023208163207,-0.5055459603797973
60,15426.953208844989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5024156612369965,0.0,-0.5332329468218009,-0.22326736613917667,1.06425253603984,-0.35718876606362393,0.33504008902187316,0.0880096694784185,0.2720737360810284,-2.6438599727846395,-2.0252407139486657,-0.5756586962117134,-0.1928197656884346,0.44408301906825987,0.31572970620061924,1.2036225847912807,-0.5650051108035107,-0.756701313180581,-2.603054230160959,-1.7505813616236856,-0.24831103602461882,-0.5987641507663891,-0.6045597964179508,-0.25796517945411446,0.4772407850771969,-0.6378685401441305,-0.8799613309546416,1.507510001808214,-1.7240055476442953,-0.1984963544445233,-0.20699909757761853,0.27179392601929414,-0.6405235390628062,0.6892282516271478,-0.23771176700090996,-0.26768932504345155,-0.0022836743009634545,-5.826493564524644E-4,-0.07359718192022556,-0.11339112728286913,21.941770261564127,0.0696534561120656,5.918431425681639,0.4749099904953511,-0.505547063018461
61,15426.952772190558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.502415134737183,0.0,-0.5332330837978615,-0.22326732678837896,1.064252045027218,-0.3571887813110514,0.33504014211482896,0.08800955104559124,0.2720734901401857,-2.64386083191983,-2.0252400074757237,-0.5756601656864915,-0.19281998284503502,0.4440830935622813,0.31572880037232426,1.2036238035393438,-0.5650047581499865,-0.7566972601363047,-2.6030526999950827,-1.750578899753182,-0.24831075684539997,-0.5987647879715166,-0.6045591914603202,-0.25796433824269815,0.4772387670575267,-0.6378737501714594,-0.8799667829696585,1.5075097466424265,-1.7240043471434805,-0.19849629715839368,-0.20699859015608846,0.2717937383241262,-0.6405234524125244,0.6892283438734331,-0.23771201953547152,-0.2676894429670102,-0.002283666117015621,-5.826465869320117E-4,-0.07359726701599861,-0.11339059629550576,21.9420575003538,0.06964980104351907,5.918484493315928,0.4749176592788409,-0.50554816535949
62,15426.953287328799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.502415134737183,0.0,-0.5332330837978615,-0.22326732678837896,1.064252045027218,-0.3571887813110514,0.33504014211482896,0.08800955104559124,0.2720734901401857,-2.64386083191983,-2.0252400074757237,-0.5756601656864915,-0.19281998284503502,0.4440830935622813,0.31572880037232426,1.2036238035393438,-0.5650047581499865,-0.7566972601363047,-2.6030526999950827,-1.750578899753182,-0.24831075684539997,-0.5987647879715166,-0.6045591914603202,-0.25796433824269815,0.4772387670575267,-0.6378737501714594,-0.8799667829696585,1.5075097466424265,-1.7240043471434805,-0.19849629715839368,-0.20699859015608846,0.2717937383241262,-0.6405234524125244,0.6892283438734331,-0.23771201953547152,-0.2676894429670102,-0.002283666117015621,-5.826465869320117E-4,-0.07359726701599861,-0.11339059629550576,21.9420575003538,0.06964980104351907,5.918484493315928,0.4749176592788409,-0.50554816535949
std.err,,,,,,,,,,,0.05773659616539916,,0.04856075256805653,0.05294918149964769,0.044071474498248116,0.042851526450573156,0.06476440781028518,0.047969270555379126,0.06570360426988286,0.13873519652558194,0.1493647251960023,0.09406808977650417,0.09481676624117846,0.07669985215134104,0.09720593934229174,0.08915182073552397,0.10385803203319084,0.17144071726176283,0.23359857531035533,0.2639619552939771,0.18065847602153196,0.21369309070154996,0.1605974674583676,0.17945334793176274,0.1986608281263965,0.19624932866239425,0.34061610258660197,0.09242087458449831,0.10754230842044843,0.06622183638930665,0.0699010733887735,0.0540779723567308,0.06507181437051306,0.07641498716673845,0.06490147612754943,0.10548204085906611,1.6304994221123448E-4,5.47492982586282E-5,0.014285263002492585,0.009596892384768081,12.75930777934425,0.3341193725592495,1.7100231706866225,0.16405705407422552,0.11019393996678147
t.test,,,,,,,,,,,-26.021886195597414,,-10.980741763640305,-4.21663414740159,24.14831945478754,-8.33549725989455,5.1732140143435625,1.8347068868597196,4.140921843840132,-19.05688605437855,-13.559024761824611,-6.119611518148174,-2.0336064020003906,5.789882002458552,3.248040217589451,13.500832552932266,-5.440164300142168,-4.413754633217894,-11.1432730124176,-6.631936400848162,-1.374476096077578,-2.801984781097902,-3.7644378895143094,-1.4375008391639998,2.402279158696988,-3.2503232215830264,-2.5834562027082266,16.311355561390457,-16.030940496490896,-2.997444770203419,-2.9613077470900984,5.025960228893409,-9.843331688362667,9.019544063647205,-3.6626596761574635,-2.5377726936917004,-14.005930244716588,-10.642083194923686,-5.151971440998803,-11.815345191895258,1.719690274724409,0.20845783502472023,3.4610551451998686,2.8948323006212853,-4.587803698750495
p.val,,,,,,,,,,,0.0,,0.0,2.479757960860418E-5,0.0,0.0,2.3010119964972375E-7,0.06654913132826645,3.4591281850238076E-5,0.0,0.0,9.380376475576213E-10,0.041991295842727316,7.0435888233078E-9,0.001162028446356711,0.0,5.323145613189695E-8,1.0159309806967443E-5,0.0,3.3131053456258996E-11,0.1692939262792632,0.00507892695150991,1.669241505315444E-4,0.1505757345532759,0.016293269243463193,0.0011527391092449601,0.009781588559429455,0.0,0.0,0.002722531852212162,0.0030633567708215903,5.009197019401057E-7,0.0,0.0,2.4961006283086284E-4,0.011156041720224108,0.0,0.0,2.577622963961801E-7,0.0,0.08548875656994315,0.8348715021912438,5.380625811644002E-4,0.0037936114244552233,4.479335253604333E-6
