Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_speed
10,17641.04154456594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6273495494119128,0.0,-1.4158949254084288,-0.7969891280862207,1.950783437024357,-0.8719577012511062,-0.13375752450187364,-0.029061001403782018,0.05601809129649097,-1.5469766749914802,-0.8433324482707809,-0.5954884933007307,-0.1675877995126889,-0.5703152628429706,-0.8923801173371395,0.6843323306945722,-1.0293972581321755,-0.38498057914117045,-0.6503328139618847,-0.3391917953597283,-0.05164242568511347,-0.17405001520492028,-0.17946231605598753,-0.32691479030426696,-0.05945028759741356,-0.19083080352036036,-0.051616536670080836,1.3768013799991397,-0.4100140315524575,0.34366769327041424,0.33695953716784377,0.45005986111564394,-0.007038038450661144,0.7525618910258576,-0.12573677310259204,-0.033492218676784584,-0.005394691147938773,-0.0017862455895085371,-0.1323115586167985,-0.1039957501166617,0.05175065445248678,2.0617814512478447,0.024995678928951708,1.1872478220585845
11,17390.956181183188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2588340004106633,0.0,-0.8525265620787117,-0.6772494246715185,1.5747968504724625,-0.3099845520982436,0.4319204957271021,0.18181050962730122,0.5839490849157831,-2.3879149096718977,-2.385668326280587,-1.1326086448338617,0.07837233716135483,0.06533110435215006,-0.2733577384962641,2.650438904664423,-2.4265620608870324,-1.0451363340361313,-0.8814200877649248,-1.0074735948136517,0.04280781580707935,-0.16177496779295725,0.5311033468726986,-0.38024887043652017,0.18275815642213927,-0.269962772557595,-0.10705873791211154,2.4431275646104,-1.5430216956436476,0.09059276605391975,0.06826243452542113,1.0578212907139648,-0.9383428811180432,0.9176765228518393,-0.001408893916296991,-0.2155521499942901,-0.004708074497626313,-0.0014390458555970623,-0.1288060860558666,-0.1127161541389296,0.11165338307319411,2.1111453717630972,0.04868863908250777,1.2587622317179281
12,17278.44325800314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2387564339220325,0.0,-0.7687343523157196,-0.35518914112239325,1.6491800223139186,-0.6503429099536426,0.6601137000349624,0.25650817378603274,0.6156838034619677,-2.614122425945033,-2.8619173542153025,-1.2190436441023766,0.07833064595244747,0.3698233195855651,0.021178413128178142,2.9359216501114975,-2.720532364003263,-1.2224931148386666,-0.9396592238540052,-1.1923024488242253,0.010513842500136886,-0.1586083938934669,0.6243148330379635,-0.43610208414439794,0.2949238640951042,-0.2508415403290415,-0.1208962278991996,2.569835864669874,-1.9733273309651989,-0.016693701178896583,-0.05520448089501104,0.791383365047224,-0.8660947884079402,0.9173212592645035,-0.06350122211049913,-0.2612259569505466,-0.004775764424548337,-0.0014378934662003429,-0.1268015699243586,-0.11091724634970192,0.1356106611541627,2.096441859828707,0.05819633241118727,1.2451502582422083
13,17270.67526780998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.336928758228413,0.0,-0.5728660998772966,0.0074158719835699105,1.377651751871892,-0.5896075755128292,1.0347700326331675,0.11371733228503883,0.6324801118128014,-3.498304544252972,-3.8179144594313157,-1.274609921480598,-0.25900832045688643,0.7119002747933034,0.18055428036312404,2.2917327673660344,-2.980523834662851,-1.5224784380692735,-0.8832746253888502,-1.6061438577163158,-0.0748568811342342,-0.09264534178275605,0.5848313481264596,-0.46361320538613193,0.6354549325950113,-0.12587914059438293,-0.1232063447732524,2.6142806488514543,-2.8375633073160755,-0.33269196264872053,-0.2646256255931535,0.6340569672987317,-0.7125017632536796,1.0181890321232532,-0.2000790047095749,-0.38224606197326394,-0.003899153295325911,-9.246096520722124E-4,-0.11992144224651473,-0.10623491776472364,0.20275336375414535,2.1522403137928987,0.08220402815842551,1.1967773010605602
14,17207.96325428188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.564467417951602,0.0,-0.4702913604135466,-0.14454904039443034,1.5812996912131225,-0.47296753543647907,0.7278344329546855,0.26664889890590215,0.6507156636666108,-3.774204484405581,-4.637215614260914,-1.1451954742703623,-0.4321795825530155,1.2123414174030884,0.9229851396359816,1.6939897006108242,-2.9896239147159154,-1.787104758001677,-0.7838455475385208,-2.0073049207862232,-0.18136962108287952,-0.07931456000019133,0.2720131073618629,-0.4648227701720164,0.9456264809513846,-0.030524346961012458,-0.08079395071198255,2.5766042461564984,-3.408773953124389,-0.39297559567922624,-0.458291578486012,0.7403183149459976,-0.6615987415662941,0.9768037692887284,-0.142082875745265,-0.44279217832161033,-0.004346096590314422,-0.0010988787611328303,-0.12352107328141979,-0.10631560734607245,0.28186513209481623,2.1079589013081197,0.11004840376225385,1.1836517246652805
15,17163.34371872282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.563548873573791,0.0,-0.6132509299435951,-0.001059389807638339,1.6096402529344407,-0.38156724776560086,0.6155171295898716,0.1132043475714033,0.6213709936247074,-3.8905857555231393,-5.113545739611606,-1.0571716491719538,-0.4696347307445014,1.0961317760765639,1.3088256396166542,1.5348570606331844,-2.8504829275741623,-1.9799395033053335,-0.7544024222235417,-2.2390401630832533,-0.17739141048908275,-0.288408055877203,0.30218385059954384,-0.47782402837873267,0.8667470175945177,0.0364858708413975,-0.007353674446065175,2.546976391581998,-3.3089620773881228,-0.3710793268189544,-0.3529181487328786,0.7041781124314518,-0.7008722650938981,0.8185845681472188,0.00447085014292567,-0.40512936370105923,-0.004441250008436263,-0.00112176737979711,-0.12415740190568417,-0.10643853110866129,0.3517337401657119,2.0918574078892367,0.13353327566912185,1.1780400215145217
16,17088.73125827074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.437503875397576,0.0,-0.31215847975398764,-0.11703818704902487,1.4893333343173099,-0.558356000093206,0.3207984339713807,0.21833880885607876,0.5428892527021149,-4.2686414982322995,-6.26178284500228,-0.9271622235417558,-0.49392878933850254,0.5015135866925716,1.9459832564254982,1.3102067261726682,-2.38885167507451,-2.4758546271995363,-0.6730456042876356,-2.654649220212516,-0.3575564986634874,-0.6767736247200864,0.41514942705414687,-0.4925274647469663,0.5252975029855861,0.1338992206695983,0.14316469538364585,2.354765948511688,-2.8739130772813275,-0.23726834386750326,-0.19916750780375062,0.6670737145358462,-0.6944615972336686,0.6488351906313051,-0.1551177071268254,-0.25412490484311623,-0.004255732261509075,-9.512856968369704E-4,-0.12155190976194143,-0.10480626109019554,0.5453387276360726,2.0610736634080387,0.198949173578987,1.1464899931850228
17,17019.77903457388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3763877392965074,0.0,-0.4594651234160783,-0.12816268831426159,1.4438268797128224,-0.5169809314174383,0.44652812629467387,0.16979404461593367,0.5146096752371383,-4.306114799871773,-6.8901836293307435,-0.8522920554893612,-0.39163039064433386,0.3557920656700539,2.0865786323745383,1.3913565815268008,-1.8520629091075425,-2.7556922838861118,-0.5456018292541787,-2.614835920063466,-0.6011553943984462,-0.5904096825399755,0.2967076265642159,-0.46150329602868045,0.3514450930845481,-0.02908410832183242,0.14819591283619715,2.1804045831232406,-2.6389415047511178,-0.05096376247026885,-0.415772880576363,0.72362314214367,-0.626419661139721,0.704995349120848,-0.2558505688930007,-0.22523872956881522,-0.004409842127614135,-9.987806764637243E-4,-0.12404200626451481,-0.1043148359610807,0.7005940128010789,2.025781701343938,0.2522291353370257,1.1186110426001665
18,16949.120044047446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3058760148352033,0.0,-0.5564444375236061,-0.4150173953543742,1.4274030446588448,-0.43498772206661107,0.6672714525099882,0.11266296786889116,0.5828873278293283,-4.218368217172628,-8.225999321822275,-0.6939752034320158,-0.1692362562994513,0.3701844487444947,2.033876878237764,1.7033687210789354,-0.3663985659544742,-3.3459234477226465,-0.30309891911846953,-2.279602201318762,-0.8603842662234353,-0.4381700754829676,4.587977296132695E-4,-0.44755141393660874,0.08422807078031291,-0.5423858920869219,0.054588386430261315,1.8877646506476102,-2.1518534458889205,-0.5528208275863364,-0.06637968211585821,0.5816862095841515,-0.35141399035510057,0.8488244659988553,-0.16073968638361374,-0.35113903513551425,-0.004882872640680162,-0.0012126352237100365,-0.13103431067900667,-0.10357489181162936,1.1129332573022075,1.931606158818139,0.3960771022854285,1.0740764933040028
19,16856.05846610799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2381341128722174,0.0,-0.6159337216768532,-0.2611973832276767,1.263968235198271,-0.4573810308335054,0.3545990960913563,0.4317723818270215,0.5114737902223254,-4.108428235155,-8.764654370304664,-0.6989107049892034,-0.19455427870485115,0.5616442886332655,1.481350419845442,1.8239705712458012,0.3378605606866102,-3.555724288166622,-0.3159551448903888,-1.9750735618326742,-0.6597645214928516,-0.5334075284232721,-0.045697569115181205,-0.5187879655300994,0.09868940036717022,-0.6654781702082445,-0.12044895235889941,1.7378105418933534,-2.01938371358447,-0.4090980561149972,-0.05772795834735038,0.46821389647415645,-0.41048125085231213,0.7253148374388284,0.06337525544297892,-0.32305397660275564,-0.004807800894670083,-0.0011889503240973516,-0.13164493470425043,-0.10119714854120006,1.4042831052713978,1.8941065891670072,0.4985481443328051,1.0326880729225014
20,16769.994771109363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0841219615696502,0.0,-0.28089264729317476,-0.3321818460469356,1.3820473506843343,-0.6010767223240732,0.19710051717976973,-0.08879236896989806,0.5940697288777248,-3.566787889400173,-9.082976529875202,-0.6793856447793408,-0.25791656902692905,0.8306794651329712,0.8064745657167186,1.8555080696866342,0.7206364445907888,-3.620304182617557,-0.5188527627461601,-1.640749048696545,-0.2798647520748975,-0.6697084532998967,-0.09376084326134314,-0.6611573348480365,0.1276367506386978,-0.44275426223646597,-0.3854556793623504,1.55978594277512,-1.9294924424647362,-0.08709449263660912,-0.09034791644065368,0.4366860072900914,-0.5306137954991468,0.5632172246210045,0.005079693116662981,-0.19313060810573937,-0.005025812713619543,-0.001336855439282793,-0.13296096460899454,-0.09806209574425084,1.8166563159180174,1.8047861039222926,0.6465226350974426,0.9786463641341212
21,16592.010710121856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8728099602860495,0.0,-0.45062943262921956,-0.3146555880257022,1.2732108134889533,-0.538642961408524,0.15996526448453124,-0.11795734620682756,0.15603375799462166,-2.5217202490038146,-9.068108013717698,-0.5697142872332682,-0.3296661853963877,0.8565049749367832,0.24150786628202048,1.7734305418565053,0.3801602165254686,-3.4764027745407335,-0.8653786638306011,-1.413502004594232,0.08564191082782191,-0.6376663989474155,-0.16111143433732125,-0.7537590316263818,0.13933002896653926,-0.08199591227034209,-0.6235120036177235,1.3582775986324211,-1.8239769163367767,-0.12567160229428936,0.11618084529488137,0.5360195495929172,-0.5040214793305564,0.6057973526601388,-0.49985265192549055,-0.07568570378629486,-0.005503377449321502,-0.0016302826324535813,-0.13411496131241207,-0.09589417099235593,2.3722980573261303,1.667091884624679,0.8496920142863627,0.9093622850632498
22,16347.533557704099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6181380337801898,0.0,-0.4062611107067924,-0.4539326488097647,1.1327806681607033,-0.6160320779838873,0.21057721238375657,-0.03454762877501859,0.030092653898933036,-1.0266941642163947,-8.546026076861027,-0.6692052400611574,-0.3872280387334691,0.24565327761593192,-0.4607461843775743,1.3210198739849546,-0.7773808242512458,-3.023862651788911,-1.4170502250540553,-1.1468542808701399,0.14656740353783698,-0.2030692084766022,-0.23128114056629998,-0.63175273831161,0.2704277116134204,-0.026462559627858505,-0.8546331361796735,1.1010955051407516,-1.4666260315968067,-0.24513942732487448,-0.12032076192557914,0.16889588596743355,-0.46592691085918814,0.5435218917458526,0.008629860434540282,-0.2935553293617623,-0.005687976396765013,-0.0017742223261650403,-0.12905514182933278,-0.08938644847051026,3.2743034100197845,1.4747512593519112,1.1859701732871022,0.8076384289479334
23,16262.545579222648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6062477362203667,0.0,-0.43930326855575036,-0.1233679542657275,1.031221673505893,-0.6341799013633289,0.06394702706655697,0.04694696365204799,0.6354389447865347,-0.6210714185446358,-7.748164097724433,-0.9436054152904851,-0.5436615007127604,0.0652821204727968,-0.310746033395489,0.9870957758689005,-0.9212633401435004,-2.6299748188504593,-1.6999634717531258,-0.9613275930875103,0.018083486978984292,-0.12060690257527829,-0.08050734023690329,-0.49449485918903857,0.33108901703409077,-0.2843563713771044,-0.8568589131441533,1.3392611184831607,-1.4220680792348857,-0.1700186085221396,0.01027469097381245,-0.040433685647192824,-0.6783005585770884,0.8776674891370497,-0.25493426430173205,-0.3781671814159624,-0.005986616923606063,-0.001944088825215576,-0.1281360016294039,-0.09022746303490925,3.6931429662231228,1.3855988725089758,1.3549292827040247,0.7859284393504982
24,16168.16472526278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6619717788663162,0.0,-0.37537037264371703,-0.12950682628916804,1.095687633891482,-0.6204146793787377,0.3511944974134788,0.1392689539928112,0.49062166877307056,-0.8225970100901578,-6.71093369637328,-1.2171617453497903,-0.7295471266582827,0.039896135914287076,0.00810903000420582,0.9264283413574501,-0.7751813505407803,-2.2230283365167325,-1.865903695988316,-0.8582984027003826,-0.10579764022568537,-0.21544311705703367,0.051058053020998334,-0.3729902731133304,0.3430639036724099,-0.5675609261323017,-0.7375318925098028,1.4767968941798553,-1.6017608002422548,-0.10087873369661379,0.09192510073641057,-0.07322766053457927,-0.8646768519923548,0.586829887691587,-0.36978797175067113,-0.26734900198654366,-0.006076777059518612,-0.0019855919828954704,-0.12502921974002398,-0.08827166228411364,3.996626601792653,1.3235548701176814,1.4885883384692693,0.7653623651831633
25,16060.584285066529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5180865550198424,0.0,-0.42818088600132037,-0.17151921721892746,1.064725340953187,-0.5316830482502491,0.09542535310047423,-0.015459299857309566,0.40635843415888945,-1.513449001843898,-5.37497967008747,-1.3298633190858675,-0.7974242089009299,0.16460228175860825,0.32309167693618146,1.256455941934722,-0.7159116571314654,-1.8042860381631607,-1.9606844494203903,-0.9319223490979305,-0.1613458343318081,-0.42264591256622275,0.11724714147472769,-0.28826348207450514,0.24294999060029154,-0.6535730962971421,-0.5192830754421613,1.3638226765469859,-1.7000333735188868,-0.33421500489044254,-0.18621213849204205,-0.061394650003555304,-0.6589205529062748,0.5751243893840757,-0.44933317778763254,-0.2522782568754734,-0.005876927690862171,-0.0018787149463228984,-0.11935764501578536,-0.085065829632956,4.310380132327366,1.2741953607869367,1.640192105559513,0.7272306822510933
26,16016.780908926168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4084391533142901,0.0,-0.45776652246015104,-0.26424795321041616,0.9726481193880616,-0.5792446882266408,0.2915435143788359,0.0672956424287991,0.38877298389278003,-2.034553659360408,-4.581439728979813,-1.1171928523526093,-0.5728359211172123,0.46202081260723143,0.493149898440972,1.3285070904337637,-0.7201297749374798,-1.6828977405822427,-1.9462690378851804,-1.0556483932731842,-0.15954909726955915,-0.5660246306959795,-0.013684766086288006,-0.3055619047565399,0.1425091741022302,-0.3723752348996361,-0.43963713465737236,1.3309581423249885,-1.5795334276006006,-0.19010027545176558,-0.11498140050357578,-0.12980531163207978,-0.7838166831031054,0.894740390129489,-0.28136295874226336,-0.32956962528455863,-0.005828504459181874,-0.0018590770425941962,-0.117022028882065,-0.0849046736978566,4.477067868630683,1.2457239570628913,1.7348214319264936,0.7184322782166042
