Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
116,13607.2772802058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.13337806186135,0.0,-0.6999995581184428,-0.41637770847796457,0.7094057436011123,0.20265786423364873,0.0,0.14278402111291555,0.0,-1.4899426911158895,-2.419849407728249,-0.9044743612639593,-0.5651836423677864,0.32104162405040043,0.6286095793574915,-0.38768880884674806,0.0,-0.5984026893678067,-1.736196084808576,0.006086641913367927,-0.19026357514756898,-0.6574763547799,-0.05472670906661526,0.4739937432967614,-0.18786451375702218,0.0,-0.3679320243695517,2.880805681557722,-2.007124799486934,-0.2225998044792007,-0.2123122787950635,0.25064867986826955,0.2673515803722279,0.0,0.0,0.2016791054503971,-0.002754597439575919,-6.966087353821574E-4,-0.056903979323836874,-0.04781497370962545,1.0454736027624363,40.84016313483247,57.8193984578234,0.0,0.5651817364697416,3.568470122200828,1.1043604506712033,0.9970921708910943
117,13607.267565925906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1337742435889726,0.0,-0.6996763980577405,-0.4161036193806405,0.7096740157192282,0.2024431044912937,0.0,0.14287805162888995,0.0,-1.4893909964445566,-2.421170569569173,-0.9035000652011225,-0.5633668869596441,0.32039682987871626,0.627219575492555,-0.3880302991950246,0.0,-0.5976417768547421,-1.7362819169695787,0.006713794282591207,-0.19015622733874066,-0.6575846640845303,-0.05379500888630472,0.47388711744180345,-0.18804138059410588,0.0,-0.3676958995033222,2.8801653281707527,-2.006777816232157,-0.22191279702721095,-0.2116200851046455,0.25097442072528436,0.26729109128094247,0.0,0.0,0.20148380052784062,-0.0027505858392403264,-6.960491240390017E-4,-0.05672734580931333,-0.04767416898483598,1.1730187798495433,40.99662250131997,58.111495583407624,0.0,0.5687493494608409,3.578942629326835,1.1081283088009153,1.000515378869459
118,13607.255387039899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133285550719193,0.0,-0.7000354913319689,-0.4164049108416026,0.7093250816559188,0.2026919921206417,0.0,0.1427679462893197,0.0,-1.4899869561030388,-2.4199198336874757,-0.9047484406998848,-0.5654339432709229,0.32095799682361686,0.628706902993659,-0.3876531531310859,0.0,-0.5984052503228579,-1.73601302596129,0.005776608428892278,-0.19008635549046793,-0.6572638266839752,-0.054651829259380766,0.47402370874685834,-0.187989944954873,0.0,-0.3677442871109341,2.8809125111771903,-2.0071628320103554,-0.22272295874419484,-0.21243410604119206,0.2505660531240188,0.2673920715937097,0.0,0.0,0.20162454552324277,-0.00275483878875765,-6.965884781900094E-4,-0.056769785299639774,-0.04773962671577498,1.265768879401891,40.9376336012058,58.10313649528099,0.0,0.5694286393143675,3.574403848762187,1.1081494774842857,0.9988431789778153
119,13607.244950704413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1336835753224233,0.0,-0.699681524399015,-0.41610574365943676,0.7095797255765577,0.20245806886370377,0.0,0.14287303000032642,0.0,-1.4894715750240481,-2.421341996491042,-0.9035100880456146,-0.5633077983268487,0.3202467780354488,0.6272581989488688,-0.3880365132772012,0.0,-0.5974654842227902,-1.7359919068291092,0.0059319150461099035,-0.1899283577524123,-0.6572824338127945,-0.053985846793862,0.47376087696835023,-0.18801493709748543,0.0,-0.36786369391768453,2.880184983694938,-2.006802386520779,-0.22198701099177656,-0.2116847262079635,0.2509193496087655,0.26732316456970323,0.0,0.0,0.2013979348151971,-0.002750046782024322,-6.958681766080216E-4,-0.05658634422298921,-0.04760333981022852,1.4251546689716812,41.09366231727647,58.404700770398094,0.0,0.5727021567862776,3.5838582410534876,1.1124699256632429,1.0014870046862547
120,13607.234994078355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133299810696456,0.0,-0.700009352868043,-0.41640944042696104,0.7093706590049491,0.2026861871769465,0.0,0.14277107669536984,0.0,-1.490210117104744,-2.419564054036516,-0.9044227126626275,-0.5653024412651815,0.3210569992185296,0.6287242344436786,-0.3875889573731182,0.0,-0.5983952354223594,-1.735803611251874,0.004349312932211979,-0.19005196269316113,-0.6572226541975608,-0.05480875561020733,0.4740444571775268,-0.18778698072741767,0.0,-0.3677004078875939,2.8807455456339213,-2.0071510333233853,-0.2226046714806982,-0.21233062680011486,0.2506153267620623,0.26735354551415713,0.0,0.0,0.20164465733873,-0.0027541487773025436,-6.964147407345308E-4,-0.056716322107418324,-0.047733165732594104,1.391426635147378,40.90022878557826,58.1719008970249,0.0,0.572274745333384,3.572746899016191,1.1088483381904923,0.9988428643988603
121,13607.22548747624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1337261145452706,0.0,-0.6996716584030223,-0.416082415184014,0.7096176417761574,0.2024448955155103,0.0,0.1428675585860091,0.0,-1.4894530584060481,-2.421327850528031,-0.9034348403066684,-0.5632209756536468,0.32031143596878936,0.6271590216406363,-0.3880502170719314,0.0,-0.5975981536088835,-1.7359315423418238,0.0049351804007994595,-0.1899069084120446,-0.6572801995584215,-0.05385432362802201,0.47380303016033787,-0.1880408123071204,0.0,-0.36759863473618953,2.8801406739719657,-2.0068844758201583,-0.22194659000235467,-0.21165733045786042,0.2509481035551092,0.26732916232156323,0.0,0.0,0.20138782108945583,-0.0027501579888962843,-6.959367534723608E-4,-0.05654086516028411,-0.04759040262343107,1.5201735018973572,41.05079264715769,58.45436036002538,0.0,0.5757226418287833,3.5828008456096327,1.1132778751195376,1.0014070596393583
122,13607.216309220114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1333430448787478,0.0,-0.699992044848082,-0.41642949811875885,0.7094332692423923,0.20268505432702108,0.0,0.1427949135753337,0.0,-1.4902311574788436,-2.419381401727814,-0.9043941830877914,-0.565392521370644,0.3211252767862621,0.6287655621653758,-0.38750200417769015,0.0,-0.5983664417451513,-1.7355638258521382,0.002915410435531663,-0.19016129290948183,-0.6573777028052314,-0.05477321237994451,0.4741543568655746,-0.18763546938880013,0.0,-0.36751442427311176,2.8806963110083506,-2.00716895658746,-0.22251226189879633,-0.2122500957967867,0.25065458252500034,0.26729816191973266,0.0,0.0,0.20172216827709946,-0.002754081997916619,-6.963974492362786E-4,-0.05673174640843092,-0.04777183633117645,1.407801431290357,40.770394862004416,58.07727341205118,0.0,0.5745160246011203,3.567271386111759,1.1065543842937065,0.9987637928849484
123,13607.207391866508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1337516101785685,0.0,-0.6996673895014691,-0.4160426475001306,0.709614938824998,0.20244343606704296,0.0,0.14285509152787243,0.0,-1.489278349458485,-2.4214847053354616,-0.9034330143978845,-0.5631030590619955,0.32030966207487377,0.6270903928986447,-0.388129223036,0.0,-0.597724343715749,-1.7358929018110894,0.004197932322463496,-0.18983981256942462,-0.657257693008258,-0.053557571306879666,0.4738361838103651,-0.18817367144124927,0.0,-0.3673994247624951,2.880156581061605,-2.0069778258344786,-0.2219493069331563,-0.21165131978172833,0.25095256600711296,0.2673856300906069,0.0,0.0,0.2013684824257036,-0.0027508687598935522,-6.96185954954558E-4,-0.05651829713541331,-0.047585469596566364,1.5752557164548682,40.986937715769926,58.45911689434928,0.0,0.5786684142272923,3.5812582312211427,1.1132448163108717,1.00151292247666
124,13607.198235950404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133283636167866,0.0,-0.7000473983187959,-0.41647579729117684,0.7093811910082392,0.2027080789281414,0.0,0.14278999448910157,0.0,-1.490102648607638,-2.4194808144094755,-0.9046683452528518,-0.5656399192928006,0.32108336746403526,0.6288811983381128,-0.3875149918107666,0.0,-0.5983530428652919,-1.7352895238248458,0.001757998327419092,-0.19014959355644542,-0.657351328877165,-0.054722820466958484,0.4740948104018842,-0.18769487642454152,0.0,-0.3676469451011269,2.8808909208666424,-2.007302841504957,-0.2226461205791401,-0.21237728078452497,0.2506043087772138,0.26730526417294215,0.0,0.0,0.20172098779700842,-0.002754733664250538,-6.965219889030447E-4,-0.05673915704770528,-0.04780257153968694,1.4419546396279377,40.66112940106887,58.01318181041104,0.0,0.5768631450299758,3.5627239803100914,1.1059954498558995,0.9974568136634192
125,13607.189723287478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1338626687912958,0.0,-0.6996013366563959,-0.41599897278957493,0.7097207352524864,0.20241717141175156,0.0,0.14287147111914653,0.0,-1.4892174299840846,-2.4213649319391424,-0.9030959130663515,-0.5628044900784573,0.3203320198874794,0.6269644541006597,-0.3881438035416377,0.0,-0.5976850239210052,-1.7358023975243178,0.003284972081947837,-0.18983161736146287,-0.6573339955333636,-0.05310471578925182,0.47394249211453826,-0.1881147077445515,0.0,-0.3671772465770891,2.879985565380908,-2.006950103800831,-0.2217599900377222,-0.2114767497027982,0.25105881977424993,0.26736847462900953,0.0,0.0,0.20138782282711082,-0.0027506355169962735,-6.962242659456361E-4,-0.0565000344155183,-0.04758602085926886,1.6118049044506129,40.91076830450477,58.441257511698126,0.0,0.5815276280988518,3.57920453470986,1.1123485640088286,1.0020231073382988
126,13607.18094738553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1332403503469013,0.0,-0.7000937980937879,-0.41651690314746,0.7093571723627091,0.20273506620990783,0.0,0.14277837061904464,0.0,-1.4900038423997675,-2.4194652941929515,-0.9049455718406823,-0.565975687578077,0.3211684513183367,0.6290058030186924,-0.387492432208206,0.0,-0.5984365384010665,-1.7350690943020526,5.623301012058091E-4,-0.19019423929856905,-0.6574042674009727,-0.054537299866603266,0.47412801551672745,-0.18767483013429662,0.0,-0.3675974090698495,2.8810100947266126,-2.007402511777909,-0.22273182996220367,-0.21246745686456456,0.25056283640759724,0.26730508037612993,0.0,0.0,0.20177082399887106,-0.002755785078720692,-6.967566523549371E-4,-0.05677110738717071,-0.04784638289157471,1.4429538704969238,40.52690471206876,57.90539598556343,0.0,0.5791176414064093,3.5573361501204137,1.1039367450464737,0.9969191732188614
127,13607.172797807281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1339195979818018,0.0,-0.6995639379955391,-0.4159508319612492,0.7097495849962379,0.20239416082862352,0.0,0.14288393028964674,0.0,-1.489029493971508,-2.421556201785828,-0.9029541202459697,-0.5625138377913973,0.32023844192113166,0.6268434743779407,-0.38822443251760475,0.0,-0.5976473147810812,-1.7357000841410168,0.0025829641109004218,-0.18977060081074265,-0.6573128354603663,-0.05266058369325616,0.4739361166805063,-0.18819005299384683,0.0,-0.367129172634961,2.879945315228368,-2.00698481676892,-0.22169023524081663,-0.2113964263784185,0.2511057531645688,0.267394463092414,0.0,0.0,0.20136412870634962,-0.0027506765374560368,-6.963268264853626E-4,-0.056482064091245426,-0.04758441207668869,1.6447397300282427,40.83792134953523,58.424805618387005,0.0,0.5844117002576583,3.577471996985611,1.1120021320487397,1.0020383034376579
128,13607.164765113219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133194967895197,0.0,-0.7001468047335817,-0.41657138024249096,0.7093424896439159,0.20276773799106126,0.0,0.14276565813171718,0.0,-1.4899475079456603,-2.41932409478958,-0.9051570719997843,-0.5663061287469829,0.32125841538967403,0.6291712077948363,-0.3874640965646774,0.0,-0.5985019200713259,-1.734844304597608,-6.024469371749236E-4,-0.19023021070159515,-0.65743645072756,-0.05431583307458787,0.4741467789412617,-0.1876435338660724,0.0,-0.3676323004578694,2.881126436620163,-2.0074943481957614,-0.22281729001297293,-0.21255840614272228,0.2505334576946048,0.26729955373649433,0.0,0.0,0.20182133097258836,-0.0027567371236477413,-6.969555761057092E-4,-0.05680751812097313,-0.047893347310151844,1.4357051080079017,40.38879142725777,57.78755041877055,0.0,0.5813007339956664,3.5517552332114133,1.1019764261528673,0.9960276320173054
129,13607.157969908056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1339584974686723,0.0,-0.6995478980868219,-0.4158914408105562,0.7097491036795451,0.20237660008317618,0.0,0.14288552136204027,0.0,-1.4887318779923178,-2.4219563960151866,-0.9029129362355374,-0.562222532838484,0.3201004233548028,0.6266980722641269,-0.38838170883798157,0.0,-0.5976518827914609,-1.7356949244841229,0.0022867275008959507,-0.1896366888267313,-0.6571832698973223,-0.052053935066859076,0.47385625482581634,-0.18838221191342341,0.0,-0.36716908504906104,2.880028813172298,-2.0070808002955673,-0.22171429042196383,-0.2114104922920712,0.25112998455352814,0.2674576181698912,0.0,0.0,0.2012823967724386,-0.002751103089343346,-6.965420422115931E-4,-0.05644491972294172,-0.04756194412124354,1.7030225628949691,40.80484701424425,58.46812531206812,0.0,0.5876303142916868,3.5778978299340376,1.1135477725942122,1.0014289213135363
130,13607.151721256585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1332090409176687,0.0,-0.7001649715252081,-0.41664934207511806,0.7094145154969208,0.2027872166661597,0.0,0.14277954571399779,0.0,-1.4900296431590354,-2.418881577914171,-0.9052070191629128,-0.5666478145092114,0.3214142562765439,0.6293426066849651,-0.38732719152397366,0.0,-0.59844207408859,-1.7345554045542428,-0.0020752585875336974,-0.19038797673630203,-0.657620547823542,-0.05398999912356518,0.4742639277553031,-0.1874061693871214,0.0,-0.3675792651630992,2.8811394423283274,-2.007511741276454,-0.222774074567309,-0.21254452075162739,0.2505756940212911,0.2672130354108783,0.0,0.0,0.20193330979131632,-0.0027569808885954984,-6.969564980957119E-4,-0.05686542111506518,-0.04796144618270271,1.3930107822717266,40.21744419889899,57.61372574657365,0.0,0.5832183038917433,3.5445629884992713,1.0985744367125956,0.9953368858637668
131,13607.143707022768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1340239613107281,0.0,-0.6995029576736906,-0.4158027838851137,0.7097621474772463,0.2023479614770795,0.0,0.14287429364289714,0.0,-1.4884287848538642,-2.422342213665719,-0.9027852063956691,-0.5618590428242034,0.3200228496698492,0.6264893166987254,-0.3885294304759634,0.0,-0.597704991910938,-1.735753076291746,0.001809090134915215,-0.18953894957732634,-0.6571438495113315,-0.05135131959483889,0.47383161932181317,-0.1885451022767128,0.0,-0.3670748690455401,2.879962988232604,-2.0071465180755363,-0.22166081664362158,-0.21134923289866378,0.2511701856317351,0.2675278278474486,0.0,0.0,0.20122212668748787,-0.00275173991168648,-6.968535217490574E-4,-0.05643249428821149,-0.04755270698152081,1.720405871899928,40.73995650874059,58.4559057857297,0.0,0.5907193300840593,3.577126790737785,1.1136986262251745,1.001228536460564
132,13607.138776716482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1331582548271029,0.0,-0.7002277253530228,-0.4167360723854464,0.7094102617300418,0.20281993908054127,0.0,0.14278516653475992,0.0,-1.490043756979371,-2.418617963098861,-0.9054844192387952,-0.5670931751056119,0.3215102872741538,0.6295772053786974,-0.38723473500475886,0.0,-0.5984666253593655,-1.734273138368043,-0.0033259478333356692,-0.1904886474004074,-0.6577033261683438,-0.05369335273573021,0.4743105831640825,-0.18732096871587917,0.0,-0.3676008021815842,2.8812982759876555,-2.0076071189862628,-0.22287350280963486,-0.21265331278465696,0.25055328350745654,0.26716787487066096,0.0,0.0,0.2020072827722405,-0.002757622241016233,-6.970222899963599E-4,-0.05691721935873549,-0.04802364086222427,1.3555870762478825,40.05655450173916,57.45598297592336,0.0,0.585266683176993,3.5380720238187293,1.09596706157231,0.9941956579745104
133,13607.130927810907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134150399937609,0.0,-0.6994405605026991,-0.4157019178885811,0.709829509104326,0.2023041672322579,0.0,0.14286584743856268,0.0,-1.488077019711774,-2.4227391694293385,-0.9025615054819688,-0.5613989276765677,0.3199074838089324,0.6262129879292719,-0.38870569638631836,0.0,-0.5976756434250066,-1.7358552245698446,0.0013871604974113306,-0.18944309720939956,-0.6571146085609755,-0.05031197680601259,0.47380553171813294,-0.1886905429251625,0.0,-0.3669269749589505,2.8798875831057185,-2.0072116417449224,-0.22156519096024407,-0.21125819834936665,0.2512748026900694,0.26758367348407197,0.0,0.0,0.20114923627555562,-0.0027521135529818596,-6.971160809465792E-4,-0.05641081479685902,-0.04753465614094239,1.7405215230166717,40.689709535912954,58.46896103549075,0.0,0.5941347063013104,3.577523959418534,1.1141857695439707,1.0012894814752598
134,13607.128111326583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1330658991027687,0.0,-0.7003034889927922,-0.41684474194295834,0.7093832595614495,0.20287698035803117,0.0,0.14278968702203765,0.0,-1.4901328945311048,-2.418305654472307,-0.9058264681478945,-0.5676621446677894,0.3216570996738761,0.6299097504165992,-0.3871077522597978,0.0,-0.5985072635007543,-1.7339821003336544,-0.004452700678766708,-0.19057180103420676,-0.6577519524737431,-0.05347610515453095,0.4743744318669318,-0.18718284237590613,0.0,-0.3676990224128072,2.8814593707195804,-2.0076703972323036,-0.22298959196427523,-0.21277959838105637,0.2504944555893117,0.26712214248936667,0.0,0.0,0.20210640545562114,-0.0027583474457542182,-6.970881298056951E-4,-0.056977414799516735,-0.04809082124983964,1.3133002146064001,39.89100397584684,57.29255695341074,0.0,0.5872833451943625,3.53142883197176,1.0932112223420265,0.9930040624140116
135,13607.119062833219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134272005168596,0.0,-0.6993518843067767,-0.4155924469755138,0.7099008011942446,0.20225040258134516,0.0,0.14287350475606397,0.0,-1.4877785782974158,-2.4230705869148346,-0.9022235914850133,-0.5608279541923155,0.3197731849140462,0.6258816438363679,-0.3888512785063822,0.0,-0.5976105572135413,-1.7358942155796069,9.587816192022959E-4,-0.18937411190401277,-0.6571142876494557,-0.04947912376221962,0.4737796358588606,-0.1887872603976939,0.0,-0.3668472880942577,2.879721989001514,-2.0072051175969303,-0.22140390933130125,-0.21109311401358588,0.25137668394847673,0.26762326388134755,0.0,0.0,0.20108541434847188,-0.002752116154909124,-6.972985562759934E-4,-0.05639032642959006,-0.04751873717764868,1.7545960462883055,40.633708871006405,58.47181059168305,0.0,0.5974361280794896,3.5776212419069786,1.1142734617183427,1.0015295747078974
136,13607.117260158922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1329715000886622,0.0,-0.700395383439696,-0.41694906646710783,0.7093507440226784,0.20293088022746603,0.0,0.1427796540411722,0.0,-1.4902305104723053,-2.4179737845603104,-0.9062021430422399,-0.5682660822361958,0.32182408436966964,0.6302517141150802,-0.3869955633391176,0.0,-0.5986162085706584,-1.7337511141360766,-0.005478656533619982,-0.1906422463960954,-0.6577776238977098,-0.05316634307393881,0.47444080802883404,-0.1871016075779528,0.0,-0.3676838627746879,2.8816502754624302,-2.0077665521557346,-0.2231442817998756,-0.21294251527799177,0.2504365262498682,0.2670951658058,0.0,0.0,0.20219413772972003,-0.002759298997374939,-6.971967538320031E-4,-0.057020822289377916,-0.04814422685056632,1.2917313049104622,39.75221909618721,57.17304471242801,0.0,0.5895902522888034,3.5262767419332195,1.0910147559852275,0.992245523435526
137,13607.10824512282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343764993990948,0.0,-0.6992737451719042,-0.4154911859844017,0.7099535606996729,0.2022025096298173,0.0,0.14288588761329216,0.0,-1.4874518490400077,-2.4235506899635872,-0.9019685431185788,-0.5602810097706321,0.3195876966356925,0.6255594642306461,-0.38901372750783153,0.0,-0.5974912370971908,-1.7359070581858174,6.860679899088444E-4,-0.18927627200606437,-0.6570585234124504,-0.048700520989963,0.4736958675557452,-0.18889091666102276,0.0,-0.36689838594105345,2.8796172599068983,-2.00720188676601,-0.2212774704049053,-0.21095847637051698,0.2514602717081371,0.26766399520681206,0.0,0.0,0.20101391027503523,-0.0027519889264152283,-6.974390834185524E-4,-0.056363769700031104,-0.047499110903651894,1.77953995408583,40.5897804802736,58.49369160748214,0.0,0.6007783770576135,3.578281060565635,1.1148406071540577,1.0016158860332371
138,13607.068223023713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1336255984756152,0.0,-0.6998783305645356,-0.41627280877989303,0.7096378600791658,0.202595508885447,0.0,0.14282833633310782,0.0,-1.4889179419200973,-2.420534444985844,-0.904225714554226,-0.5645545696983929,0.32080148206829706,0.6280893594072483,-0.387940590415366,0.0,-0.5981176116566977,-1.7347185258231417,-0.00289370478633109,-0.18999459810774677,-0.6574312745469366,-0.05082559365184763,0.474103913768979,-0.18794455561970586,0.0,-0.3673116346654143,2.880714246565675,-2.00752418954591,-0.22227996995675006,-0.2120233187499943,0.2509200881305772,0.2673664887937935,0.0,0.0,0.20164906805190633,-0.0027560941919667088,-6.973672339114703E-4,-0.05671710612234091,-0.04785032869800105,1.5212132708089898,40.09831962637754,57.766935571117436,0.0,0.5962701339512477,3.5495189627357924,1.101827736568566,0.9963929277789934
139,13607.059190644046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1336938704379693,0.0,-0.6998307973552177,-0.41620187986375345,0.7096720696944755,0.2025772893191166,0.0,0.14283660854498695,0.0,-1.4888491152796999,-2.4208216123655864,-0.9040757875590203,-0.5642055545013993,0.3206691275468091,0.627903446122752,-0.3880386686193778,0.0,-0.5980670350075157,-1.7348808233886983,-0.002331929147675424,-0.18984545767920077,-0.6572901258508325,-0.05021920834420339,0.4741205237065158,-0.18808014569161827,0.0,-0.3671311611577331,2.8806198288311347,-2.007499815119422,-0.22222634710191275,-0.21196805553203252,0.25097239396163373,0.26741842285530726,0.0,0.0,0.20156056578255377,-0.0027555374928550647,-6.972964948837617E-4,-0.056621100271707546,-0.047772524414801606,1.6277069233513293,40.19515267073922,57.96827986441191,0.0,0.5990035192291759,3.5561335250968,1.104921617474117,0.9978796500757904
140,13607.05041526159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133607109476682,0.0,-0.6998712906076716,-0.41631509204268347,0.7096645325547738,0.20261549086671435,0.0,0.1428477353712051,0.0,-1.489097092062713,-2.4203718936480483,-0.9042806319800826,-0.564750507861664,0.32082725006144264,0.6281701568318275,-0.3878228396050135,0.0,-0.5979614338483124,-1.7345073232477266,-0.0036094399078104803,-0.19002172039501147,-0.6574407024272533,-0.05052742324812848,0.47417338355079264,-0.18773034748425999,0.0,-0.3672841141840661,2.880605939469467,-2.0074392707898188,-0.22222910507140514,-0.21198452977989848,0.2509287253997034,0.2673145641814324,0.0,0.0,0.2017031957167231,-0.0027555048725127684,-6.971488272037075E-4,-0.05668110433033085,-0.04784401069667264,1.592886750339844,40.06876189354594,57.82263587146835,0.0,0.5993653650349453,3.5497510537217134,1.1012664101771739,0.997823535997498
141,13607.041922087848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133646965233671,0.0,-0.6998610040548263,-0.41615801867445595,0.7095874896676236,0.2025761740039048,0.0,0.1428064193432538,0.0,-1.4886487017106804,-2.4211718818008863,-0.9041285459172624,-0.5640467198603836,0.3205868438713544,0.6278783359641915,-0.3881849773929421,0.0,-0.5981869648560565,-1.7349161964420343,-0.002832314779088624,-0.18970320907926394,-0.6570969950242008,-0.04979241753651238,0.4739334126115102,-0.18826485086364034,0.0,-0.3673768206738647,2.8807309812835133,-2.007658566740248,-0.22237179721165187,-0.21208742044209178,0.25093491113851324,0.26751400672476755,0.0,0.0,0.20146942308619303,-0.002756396326190998,-6.97566348304164E-4,-0.05660571428432747,-0.0477678121099407,1.6728125252231174,40.14597665052743,57.98583787720583,0.0,0.6019845701793981,3.555612384008221,1.106399293567152,0.9965183336538326
142,13607.033398699697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133635172501756,0.0,-0.699875701284548,-0.416362782885629,0.7097369883084199,0.2026108730410882,0.0,0.14286703497261022,0.0,-1.4891953359747192,-2.4200686508636022,-0.9041868478298383,-0.5648097185793415,0.3208972212877733,0.6282041081303934,-0.38775179779410085,0.0,-0.5979170250711866,-1.73434313329924,-0.0046467846259536415,-0.19011794054867745,-0.657549524375708,-0.05022513014564924,0.47420289743893734,-0.18763890167259759,0.0,-0.36733814980168145,2.8805695665755073,-2.0074498212566096,-0.22216558435409825,-0.2119351445732882,0.2509879532673225,0.26724183982478605,0.0,0.0,0.20174778580989247,-0.0027550360171013128,-6.970091491431239E-4,-0.05670926363500407,-0.04788526350217948,1.5600433497883293,39.934136049389444,57.6987201365106,0.0,0.6015734731474475,3.5448947132905473,1.099791747035614,0.9963528265433168
143,13607.024440638728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133769573476296,0.0,-0.6997893907165837,-0.41611048349899893,0.7097167091286536,0.20255400619567068,0.0,0.14282097225218188,0.0,-1.4886197420134057,-2.421007899666102,-0.9038742902748883,-0.5638886761698225,0.32068953614629864,0.6277522756775842,-0.38814675968764006,0.0,-0.5982242299847428,-1.7349535871093755,-0.0034591702281924095,-0.18977946990461822,-0.6572688226990934,-0.049118141823257265,0.4741129544430524,-0.18816100219848134,0.0,-0.3670093969269105,2.88050501492351,-2.0075886280289588,-0.2221614208235055,-0.2119007172968139,0.2510412548786409,0.26748620767383635,0.0,0.0,0.2015267748778606,-0.0027564768663853596,-6.97675274915438E-4,-0.056610891897742543,-0.04777561647076372,1.660355032369997,40.06249585394188,57.93858262106521,0.0,0.6048958499485518,3.5542215115262685,1.1045158832978121,0.997670624055691
144,13607.016201744535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1335719535874145,0.0,-0.699924822553377,-0.4163923928350479,0.7096815099232473,0.20263576338542552,0.0,0.14286511559328885,0.0,-1.4891219880816355,-2.4202252311177395,-0.9045350713853143,-0.5650895862416324,0.32089620040291017,0.6283184284975061,-0.38774519255519707,0.0,-0.5979667894177731,-1.734217617375752,-0.0051635935078564454,-0.19011260056439058,-0.6575193128296073,-0.049846099296163224,0.47420629126296365,-0.1876841875187631,0.0,-0.36730213842203185,2.880728422743853,-2.007525823227171,-0.22228973126433343,-0.2120441780338257,0.2509301236592457,0.26726452811640367,0.0,0.0,0.20177377920590117,-0.002755714384801421,-6.971281468357075E-4,-0.05670826003094521,-0.04789787849564875,1.5799151794157307,39.865184695387505,57.680394654227136,0.0,0.6044132456782838,3.5436405942659417,1.0988870958787111,0.9967804441135685
