Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed
29,15133.616452985623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9041153067336269,0.0,-0.7713469293831416,-0.2992504090515461,0.5459027581959546,0.4431691268773342,0.022883239938049138,0.4228920901476926,-1.084990327453167,-18.979400252417175,-1.523699517950394,-1.6936675428006476,-0.301336224107314,1.159981697346178,0.6486981187430536,-0.7654847246054257,-1.8305756905325776,-1.1243535583019175,-0.3233904076570956,-0.6738173534300267,-0.36710907037817064,0.6706107473395525,-0.23826001392534907,0.3969497636715238,2.938129659701911,-1.811044971740091,-0.29678445261725256,-0.1601817709705447,0.25897112800625466,0.22962073351544238,0.0,0.446879792304115,-0.005054121505035743,-0.0012673431131806135,-0.07366549779864193,-0.12539430436956667,21.655227067745734,-0.05870321470159494,-0.11400440838152191,-0.171175000542643,-0.12219533384814071,-0.4154078198101874,0.6163205699651899
30,15106.53449574154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7557058257253515,0.0,-0.6952400219933429,-0.22346130671005449,0.39416211051757494,0.3631267601797305,-0.03568711753899759,0.0076575231092406715,-1.0463005386631072,-18.572231770540842,-1.5423020447349216,-1.7374336204901937,-0.1530919821218166,1.0516947925566422,0.5357198070690361,-1.209079031051152,-1.8983810964228787,-1.0857438687530963,-0.4049513002906506,-0.659949949181197,-0.2633912475893694,0.6499943770246027,-0.14992247255741764,0.37566708917019837,2.987581396154469,-1.918313864827911,-0.30694209490947233,-0.1920838280776758,0.21741320850237955,0.41784309092258387,0.0,0.4601167776937928,-0.005149758028949203,-0.001311655386684747,-0.07548733248822617,-0.1262985465926312,21.677642741255823,-0.09476094275654641,-0.05830361841467853,-0.13033981902891484,-0.11046924745633985,-0.2744520459776751,0.4617648900590944
31,15079.601994825052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7333230762137654,0.0,-0.558692570939342,-0.25577147821166096,0.4529087921618963,0.14543829842730538,-0.17960742967131094,0.103554782275388,-1.0760220556110291,-18.14766688738967,-1.419923146984455,-1.9490240951919504,0.11203214575753859,0.942813832030557,0.39994788549875127,-1.7653696578438431,-1.8741467613338918,-1.1385789959686623,-0.4287791253217867,-0.488246240967238,-0.19819753155672798,0.5851933203407876,-0.23961818604932167,-0.12960901900870853,3.0169294050945235,-1.9724290634516808,-0.28116311753799267,-0.20104585006834114,0.2816714821930514,0.31904916316421483,0.0,0.27149732590293596,-0.005111374436647588,-0.0013182716600704065,-0.07524773079323127,-0.12659472134609198,21.5102001824479,-0.12408388204810362,-0.04234937808566515,-0.1004301145513132,-0.04330497809763233,-0.085454098708553,0.2579693655075985
32,15056.2753775583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8762595948536316,0.0,-0.4701309534665247,-0.1408408278677532,0.5400556277244433,0.2376840958332409,-0.061818564696224265,0.016958177027136367,-1.0751534529874014,-17.93491187196416,-1.4121297555339851,-1.9600717152552753,0.08129762072152452,0.9894683036756555,0.3338715981818361,-2.001100422910846,-1.8243029678991252,-1.1010570194722582,-0.371796679393148,-0.5481183449552377,-0.10881798929256427,0.32994477136295275,-0.3770917079487087,-0.397775134577303,3.0368899935718945,-1.9708232819467508,-0.22846251469680032,-0.2312935873123272,0.32056131274560434,0.11673940370033761,0.0,0.2030818384659494,-0.005000482723061763,-0.00129224367745634,-0.07396289046689015,-0.1265618733219715,21.282397575097985,-0.13354216297506735,-0.0077136786408356015,-0.07737873971531611,-0.07387523821237867,-0.008096090216732452,0.17002401046428206
33,15006.206701702073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9719210326114398,0.0,-0.5032504033830424,-0.16738416852323382,0.6807131913420779,0.19207651396870998,-0.08932155977293935,0.03219692780818209,-1.0398554181297879,-17.643519193359257,-1.471694988824977,-1.8529852974588974,-0.002535346208683578,1.1593563227249948,0.3665397327000157,-2.12599684306298,-1.6669241019009757,-1.1963068443733222,-0.31099650215681557,-0.5626599266329804,-0.040124505257914986,-0.23810309467982338,-0.6679724859821936,-0.6423587954194323,2.9056295173330398,-2.1316832391524088,-0.2632418336775623,-0.2312990417071184,0.39289963245517817,0.4986664582603041,0.0,0.16141896131802236,-0.004843974942281325,-0.0013001188223544888,-0.07332484330987372,-0.12393318431306115,20.534963296320146,-0.14537482153209336,0.023027366011582343,-0.07480847780192348,-0.06170072551730667,-0.18425604618360136,0.3547564131390157
34,14904.773849129651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8415148705097751,0.0,-0.4951207008967839,-0.2869977302799643,0.5388426602868588,0.010902471700590388,-0.18393386218549676,0.035541243305511984,-1.1069146009745805,-17.327861251021464,-1.6116133768486796,-1.57771112390998,-0.028257995599868888,1.2099404524116204,0.22485083576826354,-1.8759752295373586,-1.4913355802238328,-1.240413891507156,-0.3514411553342976,-0.6208461384705688,-0.04052543039763713,-0.05608355418880537,-0.8071783672687407,-0.8279353407417133,3.1069092556340254,-2.1398829102272083,-0.4012165155195281,-0.4137829122300367,0.22091222562994975,0.30027359231133643,0.0,0.6288159684774399,-0.0040520210235394285,-0.001139284375206563,-0.06625487733091881,-0.12125869863176619,18.950928586243133,-0.1786631131246736,0.09392967975594194,-0.03403996989376036,-0.03023144815259364,-0.45711469059580956,0.6203024329358404
35,14789.960228972746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.848214397237795,0.0,-0.9904123320385585,-0.5366924593132586,0.6153625602173707,0.08197718988531709,0.0930831738017622,-0.07815536331914846,-1.3150263833294253,-17.048097768518343,-1.5495160389935057,-1.4364798861773624,0.020274785289776744,1.1089708641646894,0.16438189274842233,-1.2673062477385577,-1.430891280163276,-1.3577953652004062,-0.5992148688039395,-0.537551248476535,-0.30200716653405135,0.36495911709368156,-0.38997125438073005,-0.46677344070839316,3.0782066872887213,-2.014256914944988,-0.4293881415703444,-0.3630950228789799,0.25202501576242814,0.18027936739717002,0.0,0.26507157455011404,-0.002861294657037572,-8.752822664761624E-4,-0.05289495012359006,-0.11572528964506615,16.776348786625103,-0.13534618637080117,-0.003948521771699062,-0.08949617187691838,0.06335594632233436,-0.14752815309389872,0.24700641107677274
36,14765.142576879532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9870889597146436,0.0,-0.7751564157308352,-0.5170940533805422,0.5934856603920264,0.2700973338768628,0.16566846833079946,0.001353749562359008,-1.466954591155895,-16.984606190404744,-1.3420915954126733,-1.4897037100132169,0.20575701507211108,0.8626726170223605,0.14057756522864107,-1.1677353260351127,-1.6513449165830383,-1.32217225485056,-0.24834950981707032,-0.5183793708291402,-0.2591533944895124,0.5012882822040626,-0.24683906151141358,-0.2503008217255017,3.071454337782154,-2.1467422959327247,-0.3118740073146271,-0.36703964087439345,0.20660154541753198,0.2521832511459745,0.0,0.11648181189130608,-0.0026905644167477863,-8.28344211663074E-4,-0.05114337383754184,-0.11450456590477615,16.364242549437087,-0.12723374255156258,0.02391531579023907,-0.10304113457526563,0.010381362712447453,-0.23115735016020444,0.3302121730416725
37,14746.237660233166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1755643641678517,0.0,-0.6637148050023197,-0.3648392269013131,0.7160453045448136,0.1532551366396278,0.16779680968784638,0.12066416676954005,-1.6430455891210702,-16.937621968434378,-1.1561766613477507,-1.3505351489290969,0.2660592200520848,0.8535652860824391,0.055786289536395695,-1.218015908337226,-1.9795145101049552,-1.2405892277684538,-0.08869793917109592,-0.2741847042976122,-0.0875267706586737,0.5354290469313251,-0.16446588215356778,0.0783626388256718,2.8631815246113033,-2.1685093867787644,-0.15097705343431833,-0.21079342376987717,0.2884129540850472,0.21852981768937774,0.0,0.3352118901760165,-0.0026226461353499268,-7.886176340533636E-4,-0.050492396130602676,-0.11389987121390323,16.10070841885319,-0.1679791407495795,0.07033690327386388,-0.054357090014057675,0.04546309386140465,-0.20540050928756173,0.2915602817229012
38,14724.486292769685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1612333760805642,0.0,-0.7234848617340639,-0.41701036082166026,0.6849197583645519,0.45988353011090444,0.1980977893793916,0.1894706921939074,-1.7119539434508773,-16.845414754838387,-1.1314814601537828,-1.0669666655414747,0.33354843589131966,1.0305046237441247,-0.007286683398775168,-1.3130788775676114,-2.2361992294006,-0.7793249635401194,0.16158011681007906,0.16816699872084095,-0.0693495672173668,0.6736052233940312,-0.20282663523696925,-0.03442710270172569,2.8234292183224747,-1.9933936267181018,-0.1374060052910068,-0.16529869561310562,0.2746717119926486,0.43326569162872364,0.0,0.4590064748522229,-0.002667243767836096,-7.937525549447764E-4,-0.05204792745166015,-0.1143142840402842,15.861660340588669,-0.21208942093918773,0.08001657667959194,0.01927217795415185,0.1331435266059353,-0.1041561965920685,0.1765490736897542
39,14680.992069486583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.147194236618253,0.0,-0.7022053078337988,-0.3751723115008751,0.713551914713652,0.24966215590562252,0.19107469041814207,-0.09571012951597446,-1.6208496469172258,-16.478012371252067,-1.46440344114222,-1.2392547158067926,0.22623178887714016,1.3841895792280754,-0.1567713432493642,-1.2326494351976003,-2.5313893780964056,-0.45171869608717224,0.39791164331251877,0.5616290127054141,0.01050391521847105,0.8181051466873298,-0.13718228189165488,-0.15604616344361533,2.8294788966161373,-1.9229202075101934,-0.10303376070003614,-0.10778146473965844,0.2425428161806496,0.3969971389959186,0.0,0.11912687812477984,-0.0027929985177720064,-7.70949873564237E-4,-0.05593193913955616,-0.1134253987466589,15.488743169984673,-0.2751460542013649,0.12311318936563634,0.1041306772325144,0.21970427755082336,-0.20703724176649835,0.2786484992112406
40,14581.372044174394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0521882914812861,0.0,-0.8355364309085569,-0.5806783717344877,0.7133714515605485,0.08481828683457696,0.218066732758124,0.33043872644360944,-1.8607058869729458,-14.171218085566,-1.902555444954814,-1.4624816700013537,0.8161180528007108,1.3831298711810334,-1.1415776790636287,-1.2787784506142754,-1.8024101973093343,-0.45007518988824174,0.29558799288577375,-0.18220997863036892,-0.2741654255292904,0.12475511350076851,-0.315933758591389,0.587474285849448,3.2725260980721513,-2.262968173432031,-0.5256989694259914,-0.6358856760344974,0.1689453691565347,0.2738199255159657,0.0,0.3557223224421925,-0.0030456916959135114,-6.080482683900276E-4,-0.0712574882114008,-0.10818521246805476,13.975366558839752,-0.20439803668740442,0.1427747326083999,0.0368641484437551,0.04175327584995217,0.34211329375120786,-0.32575310154225745
41,14504.051876543248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3585595778408392,0.0,-0.6714910078660776,-0.35493795330238576,0.8547801924385486,0.4066764656767897,0.31992852980559267,0.39635171966921534,-1.9482630280549527,-13.076689969126257,-1.7009617839781577,-0.9020090790564298,0.7488184134898063,1.4524273535354097,-1.2527899475069408,-1.4458242212472396,-1.4743231018048262,-1.2512528590009515,-0.3161948369804066,-0.7301259556040846,-0.105146267010234,0.7466700756159959,-0.18299398537882947,0.2330364786065292,3.1904599175149833,-2.490945087884918,-0.5373898297405546,-0.5465228472153756,0.20555608670798653,0.5342739419245004,0.0,0.338518730411496,-0.003591198065618491,-7.485797809475079E-4,-0.08336832748036517,-0.10641003079996876,13.440986169239988,-0.22641662902022053,0.25235610411368525,0.03267783286258527,-0.005957156245459297,0.3687178113849975,-0.3410340078598015
42,14489.510737621544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28001304457378,0.0,-0.7816992309587159,-0.5283175017953684,0.8865656688313429,0.43126677982222295,0.30079497459324434,0.33155756208815684,-1.9975957338920403,-12.874114054642941,-1.4438687257626568,-0.9848020969354805,0.8121973880200105,1.5590819181465134,-1.3089049696867878,-1.4540382213070608,-1.5211066659615187,-1.21031601757535,-0.4134625634784978,-0.9881559996138052,0.15231711683702087,0.7688509112331279,-0.15957278231676214,0.16164112237206543,3.0951803029994345,-2.3386453603228894,-0.46844872033095575,-0.5680954640545883,0.2680223575368387,0.5541856475365811,0.0,0.34025633113634024,-0.0036910862254483073,-7.693573912283801E-4,-0.08501744544500453,-0.10601541783439526,13.399530436594388,-0.2637288360622107,0.3485276287885417,0.07758288119664838,-0.05820488729833205,0.3020848519052717,-0.2708336516251573
43,14185.255317021712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.099811880926223,0.0,-0.6563511811620191,-0.5929415637547075,0.7675976359843452,0.020225285757288658,0.28682260920862346,0.0941055241825661,-2.092776012041881,-7.104620264019837,-1.552524925599003,-0.1233209787079832,0.7615360149828414,0.769627162055237,-1.0085854198593527,-1.3255361679473008,-1.7493697214232913,-0.8922827011765059,-0.21309625569240667,-0.9082713225395226,0.3448386386066915,0.030312932875317444,-0.008760130796989812,-0.20898541700047205,2.631498514782077,-1.7976445017168505,-0.24035565584230006,-0.06619391663229268,0.3433065341338659,0.10472214143401587,0.0,-0.0241758638959218,-0.004659128208622581,-0.0011833608649391928,-0.10407966509624794,-0.10112850642315568,13.350029766200096,-0.36221009377831903,0.5084599201711548,0.25101150298731645,-0.06225786955577591,-0.0740785543945009,0.20098388719246685
44,14153.663611371041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0305003368097698,0.0,-0.6024091891973253,-0.5383321097902954,0.6355642364105434,0.07758014848809452,0.19916810161788415,0.08895749955013173,-1.7174490451759694,-6.3668648139129855,-1.0193958455142094,-0.20137548427762528,0.2500384294682386,0.7340420446518031,-1.5110079561077387,-1.2211768432428922,-1.683758426727161,-0.8816527330166852,-0.19570185958529496,-0.72231770237959,0.21198608910688116,0.012327132105952796,-0.18855024159991163,-0.15304896603361204,2.6329998421204555,-1.9076779246312299,-0.2083518947957329,0.026067802350743338,0.28432375386264824,0.10286622735716387,0.0,-0.07222936165443095,-0.0048237285256907195,-0.0012622065700403742,-0.10789898893501039,-0.10092921494813367,13.28339611682229,-0.3719330866165061,0.49313479233994967,0.2652697228168982,-0.005368714844757393,-0.0778751179110759,0.21311681233127036
45,14051.093683817066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0351915288176292,0.0,-0.5712450145464165,-0.47778711698994714,0.6264460879730415,0.09561999781890487,0.16941531814151997,0.06999558503490542,-1.8210112741497524,-4.725960496079112,-1.0669406845955403,-0.14566374227489734,0.20820964878467169,0.7302879846412186,-1.5499696845778703,-1.1770077771665248,-1.6942817488161483,-0.8995543184913497,-0.21688233369910057,-0.7447746152362056,0.18571368612293512,0.06809417713368553,-0.1402807247993494,-0.2682726154245709,2.5575346688728944,-1.893097546630209,-0.1950578012035311,0.011812173781675341,0.28164805737952303,0.12654054660608538,0.0,-0.07466886284121349,-0.004595665220226399,-0.0011871574296182016,-0.10705234098640062,-0.1004807047276604,12.573997799856219,-0.3787476605611748,0.49746254928689654,0.28398213584327053,-0.006038484078061312,-0.12713018494670153,0.238685043789696
46,13970.321946858661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.033026029170523,0.0,-0.5872321516582127,-0.47115989730683133,0.6318456571711232,0.09240374783516063,0.1596246326367673,0.06083543389525318,-1.8391426197201854,-3.046480292160348,-1.0805647520239592,-0.11562582625443046,0.22208827015223098,0.6848081535931714,-1.6233803307259211,-1.177402133727096,-1.7131124416078483,-0.8543781391363174,-0.21455877593396583,-0.7391030961123843,0.20323319828274058,0.0835308673236207,-0.11397043147152086,-0.32330371573868216,2.559087452570893,-1.894502470366021,-0.19010420894650423,-0.013663059456003677,0.27891991307925984,0.12028620493837429,0.0,-0.05796778189370471,-0.004605096798669536,-0.0011936723533042125,-0.1095953619127715,-0.10100406177640714,11.991551135565931,-0.3935365547775651,0.5252511353949807,0.32043102722137795,-0.005014628568512381,-0.11321016784393935,0.21649662482178575
47,13840.98600020229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0485196932978662,0.0,-0.5996676996083963,-0.40175458009961057,0.6441033624904259,0.1860791961797031,0.1515462406811116,0.10272140153095427,-1.9202222150881636,-1.7981170552526897,-1.064611621317865,-0.010045402128019451,0.25858652380950675,0.7298655680522671,-1.534715365711888,-0.8468062749756232,-1.696123188104344,-0.8957308838016282,-0.2331687516763252,-0.7777601337983544,0.11646793008559848,0.31064737143229504,-0.00751462816895504,-0.3384468303760784,2.628430839887957,-1.9315383329636533,-0.1813723353810574,-0.0945418237667755,0.2785416104793276,0.22370300381818234,0.0,0.04643087585454423,-0.003706766868237005,-9.474772130089741E-4,-0.09945807831850936,-0.10181012760389359,10.676817546890794,-0.3713480086633413,0.4998346373901592,0.3165594516451534,-0.027547648096649946,-0.12721646961283944,0.21317201225214302
48,13765.994756504944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1531203462117796,0.0,-0.764439969592132,-0.30827978710935133,0.7105412973664842,0.33167909498878767,0.07828971086178443,0.11608623360571113,-1.9386382528119293,-3.0993472171580065,-1.071762388726471,-0.2621236845351978,0.5015906166308215,0.6047909381876542,-0.916397602223506,-0.25309465665253883,-1.832693646372879,-0.9467785113211811,-0.18273909831549157,-0.6761986905814303,-0.012483747808625226,0.7708620111836095,0.17237400288159171,-0.524875994189029,2.8613559348129423,-2.0800611412667114,-0.24262969045474356,-0.3748856669603128,0.2192296707682847,0.36690615719649977,0.0,0.33033394432667096,-0.002150034354249684,-4.966841489852981E-4,-0.07584727292201457,-0.10608450344510555,9.289635147438739,-0.35052947391771416,0.4517891034404602,0.32008434447855766,-0.04379564157306422,-0.0713753209945937,0.11977619327479497
49,13713.716324898678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1673455198329743,0.0,-0.7582906379560664,-0.37667635917853715,0.7488185322889327,0.23433558713164165,0.08858310107996506,0.07049767084657266,-1.6461254953440867,-1.5053757403601353,-1.0219711317086184,-0.5566099815436754,0.552164341250304,0.5474227604157682,-0.6858834972336791,-0.5905284307720259,-1.7948960604077697,-0.9001539177721873,-0.15686895076754243,-0.6345341352939049,0.019109159531264283,0.6156477141959984,0.08939982485871707,-0.6548911819627324,2.9227324753692665,-2.0896671344531224,-0.25174514074035037,-0.31845687117335636,0.2638742159029688,0.29225590970845594,0.0,0.2840625512229581,-0.002977035819204264,-7.579558266578939E-4,-0.08899885400905021,-0.10929518884942734,8.598962385638005,-0.3561432457198613,0.5002698497464323,0.3837912954652263,-0.05129416076645399,0.0015750231246519086,0.09077364992739392
50,13680.152368891528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0870002945643094,0.0,-0.6424990524448589,-0.42540423482481815,0.7252143725007956,0.16832036136396492,0.15857116696230425,0.10686525866023167,-1.418871674840177,-2.5971312093635777,-0.8240005812008206,-0.406934481008689,0.28293274580287064,0.8058537195480453,-0.5659890925530111,-0.6859367872829882,-1.6467684759420504,-0.9163046574127192,-0.1959736887011905,-0.6885307111865668,-0.046481587910392655,0.4418851403109441,-0.04315681915937668,-0.5176400566907405,2.9072163521894194,-2.0088332359407426,-0.17201632025999292,-0.16837727745427417,0.30908912011037315,0.27311988465866227,0.0,0.18855922538615516,-0.0032821873546185158,-8.710566587180541E-4,-0.09234418021971623,-0.10900601532788005,8.587588769523846,-0.32897943639235006,0.4770441710478229,0.3647727731428821,-0.06226473188118126,0.035473130146856435,0.08315070953973017
51,13662.732776500425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.135879220440703,0.0,-0.696213094465221,-0.41530524680143077,0.7218326321376466,0.20264462074202072,0.1382584933053179,0.10868597196093199,-1.5105153677469154,-2.5857613708853155,-0.9330896501491447,-0.5635139259359389,0.35242909426566477,0.6533710611255091,-0.4347068431856539,-0.5813918143462975,-1.6646684650582397,-0.9342587279695094,-0.18487786256983718,-0.7229736516524783,-0.05949183715138813,0.46242802180469506,-0.08526486620181156,-0.5293798703539614,2.890033567599352,-2.03897424899468,-0.22287045017934015,-0.20584015394488442,0.24962979247783298,0.2778777077147831,0.0,0.19161954899610406,-0.002965543798204901,-7.496716118115566E-4,-0.08786723811439799,-0.10403749655554852,8.628603034371666,-0.3584010939513753,0.5074094187459671,0.3903516844029875,-0.07317724547635607,0.05269838628148288,0.08056812852795056
52,13657.464554021035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1335806981092629,0.0,-0.7014606354850479,-0.4237354112352017,0.7045078911596785,0.21052717780070784,0.14896746054132515,0.1221313182850127,-1.4619615058568838,-2.3304025578648746,-0.8728933919038968,-0.5231504692143936,0.31390990112956785,0.6341429714070339,-0.3801977427499492,-0.5333538524909103,-1.6668078027923159,-0.9004262443389645,-0.1835777552919252,-0.7338605340006312,-0.05251196544673328,0.45402825614294423,-0.1691774109382108,-0.44592529105317014,2.8740905080627495,-2.060646546062068,-0.23682273433673998,-0.22467130944598265,0.2436882787666885,0.2652976913732682,0.0,0.1883769491124494,-0.0028076561251611457,-7.178398227245289E-4,-0.08641412141803413,-0.09863737847904086,8.360357368126072,-0.3965816018537365,0.5590958959233628,0.44471607391004897,-0.07140016004524515,0.08813954685545836,0.08485623868856346
53,13655.684185521495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1316267989393167,0.0,-0.7053370437606337,-0.4231458991656663,0.7067455193000338,0.20499219395114177,0.15210862619825605,0.11468195618422455,-1.440731302972173,-2.370924842139843,-0.9041088556963108,-0.5958688820949063,0.3272855951397313,0.6100530215531065,-0.3644367664151523,-0.6515507795566529,-1.6669125468393295,-0.8832675024911185,-0.18591337206460753,-0.720500888878592,-0.04647317154145379,0.44590209784513735,-0.21048398424774006,-0.40147707925669296,2.8656447786640666,-2.0642018574399437,-0.23115941887534552,-0.22562415517964143,0.25094559483254164,0.2595259716397074,0.0,0.20278542955164955,-0.0028803173520434004,-7.400246963904458E-4,-0.08728337724435817,-0.09697641718201765,8.37313918682975,-0.41060705938995373,0.577018903284609,0.468752915990493,-0.06252243264192828,0.11287743865558009,0.08703985110973159
54,13654.074690506595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1246428203996441,0.0,-0.7016223233644917,-0.41610684506349616,0.7022997413009899,0.2081163809724632,0.15625723160366684,0.11086473999631617,-1.440121800888571,-2.421742334162012,-0.9227241476807495,-0.5984310945329833,0.31979999523731534,0.6245273061500626,-0.3651444252309664,-0.6369858715430119,-1.6763878204627762,-0.8577788365031258,-0.19307323354510963,-0.7026259620689123,-0.04438976243941063,0.4617644188072754,-0.21574720629720856,-0.3418308551142291,2.853087303803874,-2.048480832052291,-0.21913030232271347,-0.20679312228044747,0.2556901154257052,0.26407083858389824,0.0,0.20730877974594863,-0.002874530349678157,-7.35268638619365E-4,-0.08742385465262112,-0.09567479393660717,8.258599560624907,-0.4262157882214733,0.5959889184292607,0.4999913028226678,-0.04948168478456921,0.11298249609111832,0.11514026426187904
55,13650.840608509203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.112449066722478,0.0,-0.6946966212078443,-0.3982680773864983,0.6934096755829935,0.22201966620359798,0.1600942494243589,0.10001630275386651,-1.4278799977483625,-2.5520928692941043,-0.9523827438949021,-0.5885594002274906,0.3008750480117258,0.6589459254570096,-0.3826593567450568,-0.5963764591496846,-1.7211946647086416,-0.7568219012709472,-0.20880652989772575,-0.637917934863816,-0.017842702013474467,0.5100128704232111,-0.23178355278455076,-0.15719391287292295,2.8329721873998026,-2.0229745059339708,-0.1997292643211841,-0.17149109254138267,0.2619768378152415,0.27905244637822735,0.0,0.22032545401436204,-0.0028209693764629103,-7.199673810333661E-4,-0.08781362532642933,-0.08850271154094999,7.408154420651645,-0.4890335154906811,0.6813165239854915,0.6424767981185191,-6.153391566889738E-4,0.07286366879155615,0.3076961174908974
56,13648.171356881603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1093715340028256,0.0,-0.6993512526659029,-0.4100919072519106,0.6950322979186158,0.21073587484560727,0.15013599293034677,0.09674093304796504,-1.439335117756041,-2.5283420980525237,-0.9186372480563367,-0.5751974158190443,0.31088214278065696,0.6518829248358547,-0.3754260235458924,-0.6161900932957322,-1.7213525691584626,-0.7346900497401427,-0.20214471775781356,-0.6385095361026238,-0.016490095889188913,0.4810974818885242,-0.2117867860713899,-0.2226240927776868,2.8540320722171977,-2.0139974190999514,-0.20075116679636038,-0.18293175907135412,0.25835389929020514,0.26470363389445556,0.0,0.22281530419039686,-0.002788491799816132,-7.13673123098857E-4,-0.08741961499543907,-0.08952768820592795,7.069026674312011,-0.4813606774728398,0.6764767358541093,0.6571312473439171,-0.004710011381861015,0.09157454259497833,0.2953871461940638
57,13644.114818236294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1134960463131207,0.0,-0.7065058643905111,-0.42813098520101067,0.7022554425407045,0.19744632653974334,0.14261203154666022,0.09970399213934154,-1.497103915050708,-2.4277165387006625,-0.8941985178793077,-0.5624195309145792,0.31705793852095454,0.6290573609766794,-0.37689434546547024,-0.619743741715265,-1.6835906905155673,-0.7141064989995074,-0.1956911294468943,-0.6790978719082237,-0.028564173738573825,0.4231088846509173,-0.1916111497508973,-0.32158575809085016,2.8758621928705814,-2.0044942090620856,-0.2102590736115807,-0.1995518093088164,0.2508295979850846,0.25061858419628724,0.0,0.20720904395339412,-0.0026675644429369843,-6.706612470054377E-4,-0.08662282990689457,-0.085047602645554,6.246682971468922,-0.47496663134176836,0.6829543747377125,0.7051346697550291,-0.01841630102312572,0.14622022576368,0.33017362732629774
58,13643.603894210724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1338268238865186,0.0,-0.7192176563122873,-0.4443548357640732,0.7117641361874694,0.1905990499025698,0.1469055451457666,0.10905355560569058,-1.5307345661383887,-2.3273666011481695,-0.8492517720843124,-0.5321004313646488,0.330705151162736,0.6036837556465969,-0.3880230927473147,-0.6121014993016537,-1.6681882455702775,-0.6170404390684932,-0.18150649577579794,-0.7011063787871279,-0.022614338054358262,0.374097020697018,-0.14432592207001924,-0.45994885165164906,2.9135644539154195,-2.039806549505333,-0.24427208301372164,-0.23826944632001612,0.2458416978147916,0.2371705772838031,0.0,0.18490571656389296,-0.002684774747696122,-6.744576976293647E-4,-0.08889878512433518,-0.07394723096549126,3.6626660305633147,-0.47405223528464,0.726121578017312,0.8860403025398944,-0.023560722080669873,0.24185361315462917,0.5052749679407764
