Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed
89,13613.740033663702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1301126606722312,0.0,-0.7005677740443852,-0.4171770938062537,0.7089009179467474,0.20250627012926187,0.1543750494617475,0.11207838055347905,-1.5014149531141505,-2.419822206812553,-0.9084199438690731,-0.5562967179644683,0.3214206510783188,0.6289343411293412,-0.38328952068493005,-0.6087321005773528,-1.7032394126143562,-0.10294252583690233,-0.19983159578239162,-0.711500080677653,-0.0550590790182358,0.4743499655537201,-0.18408601759366439,-0.42044416034910753,2.8820356794277933,-2.012517979976396,-0.22452988963446824,-0.21668510988213688,0.2552315907466612,0.265406620058191,0.0,0.18380227414386952,-0.0027298918867217086,-6.882436138962907E-4,-0.07078920814650924,-0.04056243943319276,5.973310587322276,-0.2790234854056464,0.8855890358837699,3.257722792374087,-0.08115277430194608,1.5866036373814252,1.1496025511929238
90,13613.65790553463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1316467569960815,0.0,-0.7010959864157897,-0.4178109773475777,0.7105422490113144,0.20420538459460202,0.1556074553780287,0.11104142927676393,-1.5057971631744744,-2.41691211370478,-0.9025590618239625,-0.5592366411926718,0.3236004875003768,0.6275341191944452,-0.3873874922646065,-0.6067596738037762,-1.7016285433738096,-0.09861270203769273,-0.19583256661186985,-0.723080994899447,-0.03253728401135854,0.4742739044714446,-0.1892561912112243,-0.4074006164508215,2.8847276374627624,-2.01467375561316,-0.2255115625617658,-0.2184362599111617,0.2555791057868826,0.2654824435663929,0.0,0.18349786958174746,-0.0027084424752699403,-6.81745720819292E-4,-0.0688266677056259,-0.03930374402339107,6.437498570948027,-0.26445456312304816,0.9493445319674232,3.420820642390596,-0.08683220092490426,1.6555805348526125,1.2000753356864267
91,13612.986375910137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133981122193047,0.0,-0.701357939570852,-0.41795509368708134,0.7128045711452548,0.20522844494474332,0.1563939847624363,0.10977303822636093,-1.5083830787867427,-2.414667597073326,-0.9017422316419672,-0.5617661550331243,0.3239726530078987,0.6287186937204238,-0.3862332838197268,-0.6036723276819166,-1.6956593705662018,-0.09311019966512345,-0.1871209178593252,-0.7384738743196513,0.006666009094242968,0.4709346034296936,-0.19768304881973858,-0.38481739666146203,2.888625370975824,-2.016661576635326,-0.22667191031607745,-0.22110314372743028,0.25624753245653986,0.266746466913145,0.0,0.18357288650866277,-0.002692369873569999,-6.768408136064235E-4,-0.06724169648685474,-0.03796620190585989,7.066916282261871,-0.2468543884461713,1.0491618729010674,3.630461178679895,-0.09115948625985494,1.7321242370875531,1.2746363423239635
92,13612.866359928921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1357805552436238,0.0,-0.7019839714697819,-0.419028349251351,0.7146536118462586,0.20540880618211096,0.15666694821664404,0.10888077044932588,-1.5033126087850872,-2.414039525930671,-0.9004198709585687,-0.5670271365359716,0.32351947314812285,0.6281284636608939,-0.3850377060818971,-0.6025262627066348,-1.6922739756892509,-0.08969448010483844,-0.17500918370045934,-0.7457732190747837,0.06156277689637226,0.46641481159835413,-0.20692304676221587,-0.3585413852658731,2.8929616606058466,-2.0185036996928956,-0.22755730500942972,-0.22395518698242686,0.2567387634622696,0.26745921207461815,0.0,0.18507370264015055,-0.0026942463002116984,-6.780304806931347E-4,-0.06645012033307104,-0.037157149795822464,7.455857607054523,-0.23056060688375238,1.1710596319800815,3.817985212705663,-0.08402933791465948,1.7811868545939018,1.3554906946433867
93,13612.62067556002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1337395951554041,0.0,-0.7017589835194994,-0.4187924078666314,0.7124501638805496,0.20320404413005172,0.1553032758758231,0.11072159591381706,-1.4961785347287802,-2.4183643181472756,-0.9049807797222578,-0.5658966304291636,0.31827460330443724,0.6272502742630379,-0.3830840203067313,-0.6045113278896144,-1.6929538411015888,-0.0956714179899299,-0.17967405718696708,-0.7187934526415235,0.04766650699648823,0.46706264067612063,-0.20125452898763868,-0.3740628618148257,2.8906245508230297,-2.0171166600802426,-0.22621741704507617,-0.22203713988207482,0.25597088760487474,0.2669971086359828,0.0,0.18559265589332932,-0.002712163573988275,-6.838801512673701E-4,-0.06579920865955735,-0.03702226366481228,7.488695723751296,-0.21988502942930488,1.190585533214379,3.8541493323394778,-0.07251668675079428,1.7968802499044798,1.366969104437777
94,13612.429095165975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1300697008938247,0.0,-0.7016242889374346,-0.419551503583538,0.7100915035131301,0.2003443455383684,0.15352988477922105,0.11375252315989086,-1.487547297140803,-2.42234649061398,-0.9083585161269917,-0.564488591923172,0.3134551286182513,0.625318322193821,-0.38051892807280063,-0.609588480207959,-1.6944339638796366,-0.09562151003281691,-0.18996182469208853,-0.6681175993378522,0.03870389036194702,0.4705140999993506,-0.19015395482608777,-0.4025648563552698,2.8855515258524718,-2.014001905927693,-0.22363707201190344,-0.2186806890088602,0.25385178918720314,0.26600866117600575,0.0,0.18559297648665324,-0.002737185173191419,-6.920075119220689E-4,-0.06368261011506,-0.03573111874859343,7.727182321182231,-0.1865952907370987,1.3078166132520999,4.080238979312371,-0.049722827974784535,1.8946863579622772,1.429339768789348
95,13612.269975460755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1297910456375022,0.0,-0.7014578695735565,-0.4197265507360111,0.7103626430736577,0.20189011001268592,0.15430971194150664,0.1130081276389752,-1.49329417193157,-2.4185293289325123,-0.9039756042531069,-0.5647595327011378,0.31793593504618384,0.6268744198545996,-0.3816965711003667,-0.6111874999035434,-1.6917850261322578,-0.09391708376594388,-0.1930327601898224,-0.6660521819474078,0.02677449226344885,0.4727936444977517,-0.1861144933066724,-0.3984460230024888,2.8836529133716793,-2.013164990252279,-0.22397978244981348,-0.21794137919880197,0.2531070805481842,0.2657904836176385,0.0,0.1849021568684838,-0.0027277566608347394,-6.887695294768086E-4,-0.06401643798873057,-0.03598921175716635,8.161637946462083,-0.1909816151579719,1.316189834382734,4.064809301908526,-0.04139893255577521,1.878902516807532,1.4318415693054587
96,13612.025870308153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1319767954843436,0.0,-0.7010196813228805,-0.4185175155321123,0.7109781921465741,0.20350843000233557,0.15487591494888214,0.11146421092675121,-1.5012103421298049,-2.4169216302151333,-0.9014994349849356,-0.5644462371656255,0.32066648811516196,0.6284306500035889,-0.3812919194114698,-0.6096564867306646,-1.6890058646198638,-0.09983289705421135,-0.1906002552199959,-0.6864974950267984,0.03422608721142025,0.4727175396813843,-0.18964573881033212,-0.38659154644085436,2.8849776412080925,-2.0149860422401513,-0.22514589708521016,-0.21945818985482785,0.25584783817120277,0.26589131895205986,0.0,0.1846701821414729,-0.0027047687464024795,-6.815176705932377E-4,-0.0629462946339959,-0.03564272163266724,8.665875029751307,-0.1872357808638165,1.3428875037200905,4.1161888831579025,-0.04876804435168526,1.8968718915018286,1.4522827986182643
97,13611.838043638614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1329805860895596,0.0,-0.701812311281336,-0.41824918058727517,0.7124413410373797,0.20304751821645026,0.15440893501619127,0.1097869172821712,-1.5037475784763403,-2.414834876746103,-0.8997944901227917,-0.5631789743662811,0.31802650396760074,0.6282578303500777,-0.3801332030487579,-0.6062117647072627,-1.6890560027730392,-0.09255691565851697,-0.1875426855549132,-0.7039492984151288,0.04333720926886359,0.4716799794488658,-0.19251930695871386,-0.3769592923100677,2.8881173944910166,-2.0146061374376654,-0.22432803163846274,-0.22045591074190063,0.254595898489991,0.266465541131882,0.0,0.18473101359942468,-0.002695551180508919,-6.78552194111946E-4,-0.06237433322036042,-0.03513365536893902,9.536680662019158,-0.18707881762513215,1.3932149909947882,4.206154027548082,-0.05393411687741029,1.9278529405469027,1.485775648146022
98,13611.835729428734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1330008195197705,0.0,-0.7018133557223913,-0.4182461451553368,0.7124474160751728,0.2030711323042416,0.15442325754351194,0.10978530102376739,-1.5038446283494125,-2.4148360980630907,-0.8997666080080282,-0.5631742537602854,0.3181271565479927,0.6282475723449437,-0.3801735676826669,-0.606239617010727,-1.68919198758349,-0.0925948752501151,-0.18747608761144094,-0.7040941086594037,0.04334941515595142,0.4717229401899248,-0.19253568689354308,-0.37687586408351187,2.8881264330801195,-2.014652308942067,-0.22434692393017389,-0.22045286910522097,0.2546321737570209,0.26646049169361896,0.0,0.1847393017609803,-0.002695333679918195,-6.784800166006146E-4,-0.06236061227844453,-0.035133550475445134,9.552877583033293,-0.18718545921483534,1.3935364477578993,4.206374863302485,-0.05394681281417996,1.9277589382159759,1.4860446684633801
99,13611.833598288016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1330198623876644,0.0,-0.7018142061965404,-0.41824324611399777,0.7124529366143633,0.20309313993075512,0.15443671149987598,0.1097844008252324,-1.5039344211909618,-2.414838298106146,-0.8997416708817715,-0.5631699385111192,0.3182213241739469,0.6282375348176239,-0.38021194567192096,-0.6062659496478758,-1.6893223740893129,-0.09263092117636619,-0.18741318808872307,-0.7042271279269807,0.043360699075808785,0.4717643161373066,-0.19255080110741743,-0.3768010284017346,2.8881345956209366,-2.0146958359628457,-0.22436434973702982,-0.22044950705358013,0.25466658569134115,0.2664558028405474,0.0,0.18474720662624539,-0.00269513222468998,-6.784131508346967E-4,-0.06234765704214881,-0.03513345275422816,9.568279954497555,-0.18728727572027545,1.3938462382865726,4.206586255735147,-0.05395665154040951,1.9276701215781327,1.486300708268038
100,13611.830379425326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1330383494760916,0.0,-0.7018146770563946,-0.4182401656782597,0.7124583092122361,0.20311421397127838,0.15444960700248075,0.10978382651705008,-1.5040211411681572,-2.4148412906388463,-0.8997192212308239,-0.5631655157490089,0.3183106646109443,0.6282285584980929,-0.380248488463723,-0.6062896012555911,-1.6894477369193557,-0.0926670819548512,-0.18735238581386313,-0.7043521907468981,0.04337367206729788,0.47180471172936816,-0.19256443379066226,-0.37672963993925007,2.8881423708338185,-2.0147375972898587,-0.22438048420544388,-0.22044541121015748,0.25469981191672014,0.2664518364386565,0.0,0.18475505649761018,-0.002694938007022394,-6.783484751782898E-4,-0.062334904035981,-0.03513319595379397,9.583385224672092,-0.1873837953999934,1.3941669791316338,4.206823508472171,-0.053962829004935806,1.927587813814329,1.4865693509315434
101,13611.827336301443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1330554999162732,0.0,-0.7018150284135376,-0.4182373148976674,0.7124631514842661,0.20313353568211037,0.1544615357492077,0.10978377617487955,-1.5041000486784069,-2.4148449361673854,-0.8996995013263898,-0.5631615553229792,0.3183929056310879,0.6282199006301507,-0.3802827824195872,-0.6063114847888617,-1.6895662297495264,-0.09270051485163207,-0.1872957027636948,-0.7044670917733907,0.043384948432812126,0.47184276020476745,-0.19257711813120681,-0.37666646391194275,2.888149430902397,-2.01477634387163,-0.22439513670314234,-0.2204412694758807,0.25473075332334044,0.2664482198504202,0.0,0.1847624414723165,-0.0026947611567605207,-6.782895582869145E-4,-0.06232321973958739,-0.03513304877894465,9.597478883286163,-0.18747682337387475,1.3944601114174227,4.207028945875098,-0.053968230901341376,1.9275046643029072,1.4868150162937877
102,13611.821524093943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133071451383746,0.0,-0.7018152321917321,-0.4182346584976588,0.7124674792247343,0.2031512646637852,0.154472648201733,0.10978437768747326,-1.5041717311908598,-2.414849537773126,-0.8996826497715453,-0.5631580223586409,0.3184690379006525,0.6282114542362469,-0.3803150996426507,-0.6063319275236647,-1.6896790817666245,-0.09273192096095717,-0.1872430239301692,-0.7045709675283228,0.0433952748363319,0.4718786494023128,-0.19258882606745903,-0.37661103920233097,2.8881556316147305,-2.0148124982025797,-0.22440848444651726,-0.22043692635556753,0.25475982862944724,0.2664449368465807,0.0,0.18476946549902384,-0.0026946007060102946,-6.782360653648549E-4,-0.06231250911097113,-0.035133012464960485,9.610567559231033,-0.1875661564095368,1.394729844316172,4.207204941647166,-0.05397141523591156,1.92742006314227,1.487039704737626
103,13611.821302812163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1330862545773472,0.0,-0.7018152983907746,-0.4182321367863395,0.7124714859688198,0.20316744247304233,0.15448287487895668,0.10978521309266176,-1.5042372224584224,-2.4148545493520945,-0.8996683371850142,-0.5631546930875816,0.3185385868586551,0.6282037252888946,-0.380344897297862,-0.6063502154823815,-1.6897856605397348,-0.09276000829303392,-0.1871934814874012,-0.7046638736165131,0.043406227031085216,0.47191210345574414,-0.19259927016567893,-0.376561619664422,2.888161149711044,-2.0148457024953714,-0.22442039722309406,-0.22043239429415593,0.2547868454253657,0.26644208486530807,0.0,0.18477610534117456,-0.002694454350297242,-6.781871563502123E-4,-0.06230269634179903,-0.035133008678479516,9.622697677085736,-0.18765112790818925,1.3949815011593125,4.207365061620479,-0.05397225699815366,1.927336514036386,1.487250629787865
104,13611.820583263927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1331002739708604,0.0,-0.7018151951676468,-0.4182297161009117,0.7124750945374702,0.20318264262746508,0.1544926199854884,0.10978664521212207,-1.5042978911942724,-2.414860440743754,-0.8996560756045654,-0.5631517160527366,0.31860438460442453,0.6281960678150844,-0.3803735156534501,-0.6063676414082944,-1.689888871090128,-0.09278781864566657,-0.18714654164464237,-0.7047482340169371,0.04341645364484259,0.4719447333014116,-0.192608703578819,-0.37651860077918997,2.8881659716704307,-2.014877423561919,-0.22443147821419188,-0.22042759926551805,0.25481276746163056,0.26643947274148827,0.0,0.18478247473078457,-0.002694319106838415,-6.781419286239283E-4,-0.06229340922849698,-0.0351330437412944,9.634188092570453,-0.18773217751629956,1.395223313156355,4.207513010826058,-0.05397077178188838,1.9272545197826099,1.487450585926478
105,13611.818669054426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1331137226139048,0.0,-0.7018151081511617,-0.41822741584721734,0.7124784395535211,0.20319713074570242,0.15450194448541857,0.10978828704074728,-1.5043554170255413,-2.414866366236776,-0.8996445605231785,-0.5631489210976576,0.31866726985074145,0.6281883253694491,-0.38040138820538755,-0.6063847148052673,-1.6899891891764116,-0.09281444316221439,-0.18710119232210254,-0.7048289019073027,0.043425317535538965,0.47197664470736056,-0.19261781269142886,-0.3764787009607419,2.888170550331594,-2.014907916632994,-0.22444195688898236,-0.22042287818879136,0.25483772518076037,0.2664368880659387,0.0,0.1847886380130693,-0.00269419008715039,-6.780988325557694E-4,-0.06228439541201338,-0.03513305644131485,9.64546309068883,-0.18781147108389917,1.395460573276398,4.207660262051333,-0.05396910924353313,1.9271777341277085,1.4876445753619263
106,13611.809850944135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1331265462511113,0.0,-0.7018149560132783,-0.41822522809464324,0.7124815343669993,0.20321079434785091,0.15451081427613939,0.10979017527708695,-1.504409373770721,-2.414872535718352,-0.8996342170586786,-0.5631463314148928,0.31872678829195594,0.6281807014315137,-0.38042820660455134,-0.6064009240969107,-1.6900859702614217,-0.09284006312376146,-0.18705782957812045,-0.7049053475079541,0.04343325795985989,0.47200746863349674,-0.1926263801896892,-0.37644256187145725,2.8881748585280764,-2.0149370158878694,-0.22445170860443758,-0.22041815202778917,0.25486157243096563,0.26643447614496657,0.0,0.1847945812388947,-0.0026940688526897873,-6.780583245879165E-4,-0.06227584086205529,-0.03513310122579549,9.656314528639845,-0.18788891730435464,1.3956867501121117,4.207795930070988,-0.05396737070869214,1.9271017850060133,1.4878291433990916
107,13611.808181898348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1331381396600753,0.0,-0.7018149364203866,-0.4182233123042659,0.7124843399529317,0.2032229134471985,0.15451872988327336,0.10979198277465385,-1.5044566506912063,-2.414878503819927,-0.8996258504036695,-0.5631440155583207,0.3187794781212243,0.6281736519039246,-0.38045258638659796,-0.606415365386786,-1.690173959938415,-0.09286121652867375,-0.18701918995239927,-0.704976123279165,0.0434392648249277,0.47203491111093526,-0.1926352633185814,-0.376411467270366,2.888178962851837,-2.0149629079465075,-0.22446035105792916,-0.22041388658214847,0.25488297110041874,0.2664323424856879,0.0,0.18480006708554653,-0.002693962063995405,-6.780226083265077E-4,-0.06226865809004877,-0.035133375267752634,9.666023629199916,-0.1879664145211662,1.3958669418857728,4.207874906092046,-0.05396713962965409,1.927016402222373,1.487981106825305
108,13611.808172041076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1331381397932767,0.0,-0.7018149364195899,-0.41822331228221066,0.712484339984221,0.2032229135852196,0.15451872997408836,0.10979198279870728,-1.5044566512258595,-2.4148785038941543,-0.8996258503147774,-0.5631440155323196,0.31877947872310425,0.6281736518205105,-0.38045258666932186,-0.606415365553062,-1.690173960963583,-0.09286121677175158,-0.1870191895060049,-0.7049761240776732,0.043439264891643375,0.4720349114313576,-0.19263526342030735,-0.3764114669326772,2.888178962897545,-2.0149629082441716,-0.22446035115515126,-0.2204138865303993,0.254882971347507,0.26643234246144437,0.0,0.18480006714939165,-0.002693962062785161,-6.780226079216002E-4,-0.06226865800765885,-0.035133375271111295,9.666023741747717,-0.18796641542812506,1.395866943974127,4.207874906978379,-0.05396713961758561,1.9270164012210085,1.487981108576987
std.err,,,,,,,,,,0.0649478011734433,,0.07198531851365983,0.06491923777747215,0.053907051595273356,0.08590081929944932,0.05621844972076942,0.08329620150318687,0.10572880419705792,0.1574925765487417,0.12217677563691405,0.10650482034898556,0.08973458514835715,0.1222389495400829,0.10809732718162633,0.1652978703844688,0.12716818138105465,0.19326277520888385,0.12607634669956758,0.1630680838072577,0.1324128485738473,0.133298217630974,0.11069480970344159,0.17858119857672466,0.06795080498457733,0.08271189365350279,0.06747475614003581,0.06265959376904193,0.05023001969607046,0.07686011491421937,,0.07784786549999448,NaN,NaN,0.004754996486114896,NaN,5.949882649596146,0.1019542876365873,0.3559018597011647,0.7628709050955867,0.1174880866347117,NaN,NaN
t.test,,,,,,,,,,-17.446905350455634,,-9.74941767169391,-6.442209221799271,13.216904262051917,2.3657855098772314,2.7485412838946135,1.3180911112075944,-14.22939247872174,-15.333284633557215,-7.363313081598199,-5.287497914996328,3.5524706354419515,5.138899296696987,-3.519537407526101,-3.6686217683421534,-13.29085579905433,-0.480491996823416,-1.4833804627259743,-4.323201129357336,0.3280592885018789,3.5411944722183044,-1.7402375408240858,-2.1077888934145426,42.50396979922563,-24.36122326838831,-3.3265826213482055,-3.517639889955665,5.074315576417079,3.4664577688805083,,2.3738617104332134,NaN,NaN,-13.095416198411517,NaN,1.624573846410871,-1.8436342382982966,3.922055774437862,5.5158413813817395,-0.4593413780358654,NaN,NaN
p.val,,,,,,,,,,0.0,,0.0,1.177467012780653E-10,0.0,0.017991864633572163,0.00598610959589263,0.18747314971891016,0.0,0.0,1.794120407794253E-13,1.2400077409324695E-7,3.816316110532014E-4,2.7635244115309376E-7,4.32300069278746E-4,2.4386154040989538E-4,0.0,0.6308775926030599,0.137973355233735,1.5378141749122776E-5,0.7428668351000383,3.983198754569095E-4,0.08181731627476307,0.03504925398766856,0.0,0.0,8.791795184304174E-4,4.35402789086492E-4,3.8889319498025543E-7,5.273645726191489E-4,,0.01760314201227753,NaN,NaN,0.0,NaN,0.10425339360626928,0.06523646276097916,8.779666159597355E-5,3.4711522989283594E-8,0.645989038143536,NaN,NaN
