Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
29,14640.567681804627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0181814554314887,0.0,-0.8638216647569749,-0.5678737987607094,0.8070533285594899,0.14055473008591118,0.35498833965756116,0.14052595060428474,-1.2082979232982678,-12.708535324912107,-2.1223031984160157,-1.21207069443686,0.4612290180027041,1.1802252816412995,-0.027923916258993806,-0.4880846296620818,-1.8021066562286507,-0.2928538729960642,-0.04890897323800861,-0.2619567412326172,0.16046824213419747,0.3693158023311728,-0.07593628150235039,-0.1861665258374941,2.9231946653524563,-1.9673063475191597,-0.1609555091473146,-0.07783501625145374,0.13568422414941578,0.28747856539119787,0.0,0.4013673022895045,-0.006335369140093544,-0.001882094540055558,-0.10748956749498019,-0.084904730673869,19.209374968883886,-0.1171775232423734,0.2858916323520715,0.4417964138162795,0.5243584925160225,0.3598564175293242
30,14620.906007769581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0341838149848364,0.0,-0.7951878581715545,-0.5148094070237905,0.8850004401488298,0.1212335442506304,0.2423786470991457,-0.04102395739719136,-1.0463380391321213,-12.4646431673145,-2.1979250963179293,-1.3334141487729774,0.4325547765396863,1.1269655768326836,-0.22040132092662068,-0.9380066125490536,-1.8235446695202686,-0.3497608763712715,0.015716644565192076,-0.25540271061153463,0.20029957841256565,0.5107847831726696,-0.18309913525610622,-0.3866516151455208,2.9231089961915497,-2.0979617014565806,-0.1618786932235326,-0.1098757264818671,0.188295083015537,0.351355701211022,0.0,0.08825464033537839,-0.006302062456434796,-0.001882206055232242,-0.10729223620180833,-0.08403905438982856,19.242137604085325,-0.1270907683784278,0.2949616658697227,0.445464850861303,0.45901873730479825,0.43286490037361675
31,14585.618853102525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1069494095855115,0.0,-0.6205031684482891,-0.5503992410301334,0.8417700243600196,0.2250452670641493,0.36877978544271905,-0.008485855361352969,-1.0557144953553077,-12.126756693492094,-2.4236608520734104,-1.0643836738603998,0.38822374662939463,0.7692598254906563,-0.7023174623519075,-2.0070813351602093,-1.7827096103080369,-0.6576083702686828,0.10433551598383098,-0.5234821924689403,0.2859270231620584,0.2632257204770183,-0.05488676071191606,-0.48921408730420823,2.9207251133450405,-2.1909427985892007,-0.10421781759210827,-0.2128844769346996,0.15792961351211166,0.36128998290347103,0.0,0.11748381447555221,-0.005742805777352869,-0.0016610602057502252,-0.09953124421775845,-0.08057355957151449,19.19063553974646,-0.13331675192813539,0.3301368789617636,0.37594470105058486,0.48230852405002733,0.41163019326989
32,14556.395324659301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1952792120387887,0.0,-0.7501814666244311,-0.3772970435614478,0.9438164575623861,0.16872897459205155,0.3188930155172146,0.2054405348531255,-1.153837534338548,-11.954605829897702,-2.518745751467903,-0.8544607079677343,0.45470099643151374,0.4827681652963207,-0.9757174055588782,-2.8075077639685655,-1.6994869363181582,-0.8459034903869704,-0.18137496635162684,-0.45573862149871214,0.2590695743743021,0.20873846603726595,-0.13626155822088964,-0.4269258041446554,2.858929876019859,-2.2269133418518128,-0.22513152957672633,-0.16859833737033203,0.23551831933088294,0.24029842663082734,0.0,0.24831282964042412,-0.005239526443952848,-0.0014741653930420342,-0.09234844441721428,-0.07648653815745987,19.1157700582984,-0.12295270434618663,0.3005114946616792,0.3490784500328553,0.5686794806836861,0.33556782799743734
33,14514.211518221879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0583506489735672,0.0,-0.7366604058405588,-0.4524989215521731,0.8204299943986882,0.10905241410850788,0.17716912049055655,0.10642571390202514,-1.7162577113708237,-12.2406283308593,-2.1506104326167446,-0.9916648596476634,0.9601163560597028,0.3141394625823543,-0.633768488300628,-3.413293681486541,-1.6564523724888716,-0.8129572954978944,-0.22667659636493998,-0.5689438968910118,0.10133638444400966,0.42792003979257026,-0.07895796692158971,-0.04457910472296467,2.9476103890490726,-2.2705575885802034,-0.333890176119195,-0.33337724613498,0.17177147960405925,0.25700379564786,0.0,0.3388775983886337,-0.004424698533460154,-0.001165490444007457,-0.08343967790206974,-0.07583398218066104,18.91722891265662,-0.1255583804775495,0.26848658747880777,0.3551392382706511,0.46380994403127124,0.39660989744306185
34,14488.624160645635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0859160842485345,0.0,-0.814070852174543,-0.4814353924157107,0.7886204775492689,0.20776094963906783,0.29941024116407267,0.18058645643040316,-1.8771843365062324,-12.534688605492804,-1.8641239754232695,-0.9024084031064458,0.9681324510339562,0.5912813502287544,-0.4706633166172669,-3.475647266556251,-1.7307069022410262,-0.8549493065053171,-0.23939864045751114,-0.5248931523077223,0.12203320658792594,0.4739372379970059,0.03437370172052287,0.05950065423137535,2.931229502881283,-2.1619833711699425,-0.283809021900794,-0.2958481915971456,0.17272772677087767,0.1122272212880806,0.0,0.08659997714874063,-0.004129176418059334,-0.0010728317636912738,-0.0805154752737035,-0.07544080847893694,18.786903510567974,-0.13559777072303017,0.28613847129691605,0.3391301929152752,0.3599981747349039,0.4890860518418869
35,14452.385500465107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1362634264532987,0.0,-0.7296559822919122,-0.4072608342408529,0.7899058303135951,0.23914464231045318,0.23450542121253232,0.18161293186880897,-1.9725158410153418,-12.926303702910364,-1.558130641686859,-0.736139736824738,0.6890327268232269,0.9924271693112094,-0.32212381944161317,-3.307000908675143,-1.8581031295345751,-0.8603409641340253,-0.1705880171894099,-0.48037966914311964,0.2710624756017118,0.5406910498833539,1.38123667059592E-4,0.00493226675488647,2.8333812855956855,-2.168925599336374,-0.2519383872077787,-0.2810245186577637,0.22224302287813852,0.21452630959716334,0.0,0.20406418103784835,-0.0037773372095597432,-9.555461047072454E-4,-0.07671362207347114,-0.07448008384633142,18.626022006592088,-0.1711138062436312,0.34086828392836754,0.3631739088702219,0.3229150189263805,0.5117937979490166
36,14419.24013597151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2592616548563245,0.0,-0.5815034583682669,-0.2708738921267236,0.6704587269377361,0.5071608866106678,0.27671865615918806,0.4032468537245314,-1.714142599734302,-13.425318028247709,-1.5666369804060458,-0.7992079149204513,0.5359399289626022,0.9316650274823606,-0.6651363971231758,-2.2730472668676676,-1.752570466427498,-0.718529025147314,-0.08843929630314981,-0.4268952955932981,-0.040873138540150344,0.5496385834129947,-0.14496451683044112,-0.09143732907105415,2.8985696560148124,-2.3399715294693024,-0.31039043977796105,-0.3567611268523085,0.12430115273569212,0.3436941483307896,0.0,0.17670968330924985,-0.0034915290786073985,-8.993900467668192E-4,-0.07455991421593698,-0.0740799275965161,18.395191203768107,-0.1609868524898282,0.2573812406642716,0.41749451905654905,0.2228663662027756,0.5974436107860721
37,14397.279573497912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2110715873302604,0.0,-0.6060353463253573,-0.3107378368006833,0.6639211187683572,0.4390598732829292,0.23727272054222143,0.33145855787539796,-1.6345186669919443,-13.62293137339436,-1.6641749716781409,-0.9344737657667455,0.49083792534718135,0.8450843475242042,-0.8956931237576004,-1.7071680487953107,-1.7522307004770752,-0.7976717156999499,-0.12401925056774632,-0.47534927343541195,-7.75637826109718E-4,0.5528399109495085,-0.09979624349292751,-0.12507445392686217,2.8878366857113864,-2.29085094623028,-0.3098372106362325,-0.3685958392034986,0.14248809835678786,0.30006320752518195,0.0,0.1423720291238257,-0.0032306008428908627,-8.065562889281203E-4,-0.07101297836004264,-0.0726109434003447,18.29012350168094,-0.1633655575335563,0.2689584702425353,0.39459298233077655,0.2770534294692355,0.5396998527214169
38,14390.595248097503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1993293631501645,0.0,-0.6378262628972383,-0.36906132061307706,0.7025259429533358,0.3781543817379823,0.2200812886609104,0.33429534012061474,-1.4692985807410786,-13.625295133794284,-1.6273803993124978,-0.9803368815282849,0.5402154646765457,0.8520499382372662,-0.9082484172031363,-1.4074394441517928,-1.6088069314697584,-0.9091330738492972,-0.3677997924696239,-0.7524033160393606,0.18555808518533118,0.42504401028092464,-0.204220956839121,-0.15979222267330764,2.8991542945105855,-2.335033622835223,-0.3790787637646955,-0.46191600252188136,0.22023541785807177,0.2654509101864073,0.0,0.16280116421993174,-0.0034662352256271053,-9.21983382940343E-4,-0.07695138993844831,-0.07367324506116282,18.211912075560804,-0.20865118172150754,0.34968242626385887,0.4516610293136175,0.08093793670863669,0.7475883795910209
39,14364.15902130565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0669924086079643,0.0,-0.7087821762567319,-0.4304216415268975,0.5985141499675448,0.33090208536132704,0.16283249279992631,0.23896340795924692,-1.5023087336292023,-13.167019441481685,-1.5234696327992503,-1.0074329181934192,0.2124840155380946,1.0334164501217806,-0.5776102573460955,-1.0778575809183013,-1.1272445517806926,-1.3668439239906078,-0.6463353578283999,-1.0210463650803643,-0.08647250506786652,0.3708705308786649,-0.2789356255885638,-0.5180879196861873,3.1008803845532205,-2.381386540217825,-0.5102736187125895,-0.5777331902246525,0.10767672040291425,0.22362088238783867,0.0,0.06445779620749711,-0.0033248484169646,-8.73573119472898E-4,-0.07549084610566184,-0.07225545574654707,18.00891260081125,-0.14766695304494132,0.2858136219120392,0.3376155910291132,0.19966293231952226,0.6368512300452758
40,14235.057224018768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9661644578524435,0.0,-0.7064317195709284,-0.42733761877102117,0.5458969457051668,0.15042653772983622,0.010491015963349226,-0.044712105429191684,-1.852518445284688,-11.414009118587241,-1.4268092044341225,-0.6734990125410557,0.3381028904137061,1.304301248604415,-0.7528090230616314,-0.6209463717725632,-1.2842843352091737,-0.9304903734183065,-0.40640985680752645,-0.7478748152474142,-0.1511508265503908,0.17731952105953575,-0.35191865709789044,-0.8093782542623273,2.9923337792296234,-2.0897677133011627,-0.4396068051848644,-0.4157901761041282,0.20407830040744626,0.21477765283244882,0.0,-0.013175245632013888,-0.0033546555363345595,-7.999181014379973E-4,-0.0779767435636015,-0.07192615802056568,17.32183495008998,-0.17174083399523907,0.28413379187197946,0.4404172783282691,0.20257029375334454,0.6293828996922811
41,14149.406364115208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1430964289280212,0.0,-0.4613660653978764,-0.25728142241377167,0.5565506551109526,0.11895071020239956,-0.013446286102696919,0.06471019246870222,-1.5685606797545795,-9.338545590648797,-0.6264527557669628,-1.0304276052015626,-0.098618320680251,1.2013120212559891,-1.0535432231005801,-0.33508762495012784,-1.727856782361841,-1.2795815767876024,-0.15365034902837382,-0.5355181993354973,-0.11844087456548079,0.656093936984415,-0.0025068653378817474,-0.03715906085316567,2.8176819275313094,-2.1027004601513344,-0.2438131704210113,-0.1876742862878289,0.28911332191771644,0.2022724541658854,0.0,0.20505140799635543,-0.003841483651537423,-9.402034868498854E-4,-0.08643173138915793,-0.07515443093798523,16.708378258791726,-0.16615111153733536,0.3315552542037075,0.3516536908273456,0.14568157718757369,0.6659444629582876
42,14128.326361319394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.994921420516889,0.0,-0.8623493055130014,-0.5735171269038926,0.5609814031416736,0.763640464504257,0.020132176448417544,-0.06480886091661858,-1.457094790056854,-6.758917825643176,-0.6035941130372537,-0.4753594995094047,-0.29578859806890706,1.0010855468023163,-1.495726852852109,-0.5611969450717611,-1.7927253195950477,-1.211255754351464,-0.6512284392467513,-0.9330169658362403,-0.0025072348680045126,1.917974263717602,0.3116260898371226,-0.23338570090674063,2.655779687695782,-1.6229142118320286,-0.3354440433140118,-0.1521076348243181,0.45439206675272126,0.7689519078952396,0.0,0.3118662440304595,-0.004067977115371418,-9.910226748035046E-4,-0.09281599254218166,-0.08080408682600052,16.27562808328765,-0.22786085348477342,0.40265863576003363,0.46075024610844145,0.13448046822935503,0.5860676481765835
43,13987.697849129248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9346283600765867,0.0,-0.8604758755247806,-0.5246927436456694,0.5561600966482939,0.4738280031381803,-0.11316149116702802,-0.24143026059068984,-1.4740795694663265,-3.4350671036464515,-0.7023109311497724,-0.4966098186655026,-0.373645507256875,1.0959202211433703,-1.7598082795138181,-1.0251649861136471,-1.6994008793650295,-1.3012772671203572,-0.7085116036278856,-0.9207679860732094,-0.043594675475770055,1.514336821795943,0.1950317725460912,-0.49501563402025617,2.6472249313876897,-1.5799727383915199,-0.33137454822716744,-0.060980098671692254,0.523528141144156,0.6334228554538972,0.0,0.29223802172263735,-0.004321366582276677,-0.0010224913385847268,-0.09987916826127767,-0.09243597223292728,15.841871143724726,-0.2625907218396219,0.4477266363091301,0.4865658177180762,0.08233893043556831,0.46355794614997864
44,13855.358894384051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9449229092206471,0.0,-0.8044702045021983,-0.4988439451567702,0.5848149073348531,0.3120852510610803,-0.10289505935189845,-0.2670531457531763,-1.6559534330025805,-2.058911528738991,-0.645376687170007,-0.44730923193086125,-0.18197276334016246,0.9281982844195704,-1.5300416830346073,-0.7562549714243934,-1.6788112061201586,-1.1103512935238613,-0.5504238901128967,-0.8393991441673321,-0.14630119462413416,1.225753405412366,0.10339491765386016,-0.5752224355264864,2.7073632376301804,-1.6205297454730927,-0.25070419317424275,-0.05258225058113793,0.4618470546791078,0.5094095715870904,0.0,0.2786474576549445,-0.00374669304594409,-8.673644539787832E-4,-0.0945833992837849,-0.09122275439246999,15.51257237813959,-0.2848531720519827,0.43741708507689586,0.5649243807452031,0.07313028629934623,0.4558974178900418
45,13728.438662802682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9797683090030453,0.0,-0.713471226580879,-0.4439694142584971,0.6385948764626234,0.0625996713605303,-0.04716292259196125,-0.2306442519128658,-1.8272937843949608,-2.8635989525131356,-0.5447505236418513,-0.3728815547283204,0.1399685074812179,0.7051348830281964,-0.9428552052025708,-0.6008137606869515,-1.5606255473227904,-0.8457801460968737,-0.36312249625575876,-0.7377667048480189,-0.2618216425642776,0.6080872240624159,-0.12085181368891107,-0.7080992662846756,2.8264111836017722,-1.780754706982477,-0.17807028993520344,-0.07984750391143895,0.3482647639285738,0.28276517079737407,0.0,0.22705529661158746,-0.0027540532694458777,-6.182847381915818E-4,-0.08206011557912149,-0.08769924552971423,15.497024642137168,-0.3123116823904874,0.4161359523573478,0.6662260528336325,0.07749486154663872,0.45689799096911565
46,13724.02851673502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2238744189969735,0.0,-0.652508385292649,-0.3959598070337168,0.7861082395632213,0.13259036731357993,0.20958327709919622,0.17652988912419854,-1.5631536011676503,-1.831944795176944,-1.131569724755193,-0.6352710377631059,0.7091221540413459,0.6683804377914296,0.2076074919754073,-1.1854454818951892,-1.6859257514504615,-0.4071681652678057,0.0217000238263807,-0.5702249284446501,-0.29252644813140677,0.25458975302666315,-0.20690310377607074,-0.47940837532619063,2.984444431054902,-2.1784103445767458,-0.17147141560302187,-0.2653996228479709,0.14907076397940813,0.18938086612733412,0.0,0.2056417738086081,-0.0032707729270241496,-8.666966702840038E-4,-0.09033422143753625,-0.07920446879808793,14.205426826590934,-0.3311843145642852,0.4270708902241003,0.88084945914387,0.15134977343466266,0.5070567139805408
47,13669.419389929692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1930007372079088,0.0,-0.6832250539039131,-0.3863914920728094,0.754480533323044,0.17079375207419936,0.19612559970732876,0.17177664643698598,-1.2090700267145973,-2.8598773857431565,-1.199962652756541,-0.6471839520543867,0.23027243886353904,0.653458310365249,-0.5837561048217025,0.053934415388873,-1.650853581817588,-0.5751575536935547,-0.14137998655292958,-0.6472848040147134,-0.2062162937784101,0.28423591689738337,-0.2099926853855148,-0.49968506671358054,2.9271498734064787,-2.13362702724801,-0.22093895796122776,-0.22547994677852318,0.22462947172167408,0.2240825166682962,0.0,0.19650995616975578,-0.0033591954559308423,-8.956971994841822E-4,-0.08994370515074154,-0.085445734957192,14.713700792269194,-0.34242020531534173,0.45800908213573177,0.8371087417137866,0.20355110894141398,0.36355916748367056
48,13650.986203475499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1415667397133842,0.0,-0.6945724318500563,-0.41520151029163926,0.7216808362606989,0.176290161277004,0.15906174203339332,0.10718301490342075,-1.3519438151481968,-2.7993760019501717,-0.9077438961423026,-0.5550719541154316,0.2050249534840814,0.5966436266368866,-0.6442702638567296,-0.7452594823793096,-1.674960567955695,-0.6001301840628288,-0.19222457616646582,-0.6852992617189523,-0.16164058311178095,0.42445627000943675,-0.1705311125409555,-0.43051025464516246,2.885828401227005,-2.027906614160423,-0.2156693270767846,-0.19132640416460328,0.2711484110741973,0.24144736724999288,0.0,0.2060294317302057,-0.0029863710689448774,-7.71072013355769E-4,-0.08452575963385373,-0.08312666719664373,14.952096132981307,-0.35977144650171294,0.47965252454989554,0.8417085163965268,0.20883249354385203,0.3779774367409766
49,13640.237002145743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.113278190312348,0.0,-0.713123118434057,-0.43081054556202336,0.7032533522759052,0.20923545982405944,0.1452233602227622,0.09860691588053866,-1.5170597790154836,-2.4001759548753125,-0.8195781610622028,-0.5730026397592377,0.3539020480450105,0.6181668808321946,-0.3887183223269068,-0.5794735710102219,-1.6576026157222208,-0.5562683140799837,-0.20442180235822943,-0.7248522022934648,-0.1459541102183133,0.4738271678993814,-0.18477198684651164,-0.4249712181416021,2.8808149252945285,-2.01071307162463,-0.22288830772544868,-0.20764089587422027,0.2588776861457721,0.2804221824563363,0.0,0.20163224323353615,-0.0028602843578671737,-7.19839811338084E-4,-0.08341827011383796,-0.08145862626980148,14.669275280104117,-0.38610931801217996,0.5112741122066864,0.9139996923255299,0.19362054138043586,0.4008286411138078
50,13637.91693411217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1397056717940137,0.0,-0.6964937190570246,-0.4171037163955362,0.7115127251424656,0.19570135626437382,0.15182346520601236,0.12314822953659757,-1.4237053270325168,-2.3329818147117583,-0.969650117186603,-0.5676734803947888,0.34547162654624863,0.632712439914158,-0.32938480260738334,-0.6287143837643565,-1.6913662297117316,-0.5220738957694939,-0.15161153985593218,-0.6858754359474244,-0.10116969274750617,0.4347313510866989,-0.1957572274344565,-0.3736137962170946,2.864300627715635,-2.031121680415128,-0.1995945362374612,-0.19731708990483837,0.24041720952397938,0.25840188048433393,0.0,0.2014835652632841,-0.003004915567678236,-7.889395719712924E-4,-0.08488065434196382,-0.08029123284497917,14.35632767383352,-0.3985604066071488,0.5398009469706261,0.971080988043879,0.2192923025241988,0.39720307265465865
51,13635.592463676043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1394718421605052,0.0,-0.6983324849692861,-0.415555235129468,0.7143224498166014,0.20023873410215742,0.15956678575436697,0.12559012156650926,-1.417842709725438,-2.417217020836232,-0.9523885987792372,-0.577000233974179,0.3236115574671079,0.6371166267636065,-0.37174921342066103,-0.6594629803123602,-1.6780112469683635,-0.5469113090086799,-0.17655767853547014,-0.6956059446758038,-0.07372878342034822,0.4505554462011897,-0.19686967856450566,-0.3602480486166638,2.8688691243417286,-2.042190651005816,-0.21424167448939835,-0.20684507901808785,0.24388787264866948,0.2598689223646955,0.0,0.20015331962066854,-0.002951714667579791,-7.597993155985185E-4,-0.08385983800314639,-0.08011265829964599,14.166104456953514,-0.4118609796687785,0.5639448824958526,1.0093159269255705,0.22069628078745687,0.39566470413393595
52,13633.42507836337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1236203541414527,0.0,-0.7032577331100838,-0.418011652737915,0.6996377414992687,0.20702724426458444,0.14978528020225937,0.09734196189386593,-1.4549878696066265,-2.436169786385184,-0.8604971236098375,-0.5715983635996876,0.3162839162145061,0.6165784720549491,-0.41134061076668044,-0.5930963595567014,-1.6717682627302632,-0.5447924775590312,-0.21398671742370395,-0.6849679308831504,-0.025372758617753455,0.49538853478139483,-0.19160816803867448,-0.3382137365970513,2.8535678012828147,-2.00917024943015,-0.22304492664628636,-0.1970660560572398,0.2599945019586651,0.26821346481051905,0.0,0.19370483511899353,-0.0027807714808533047,-7.111570479513239E-4,-0.08081804091909957,-0.0790890373291407,13.555787937713742,-0.4440437441313301,0.6157656570625091,1.1252319366986316,0.23121154165051463,0.397639951314233
53,13632.38521707311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1277903288425084,0.0,-0.7033273477211637,-0.4174007509857568,0.704454267834631,0.2137702240427461,0.1541498739555551,0.10769084686706128,-1.4788241485492655,-2.4569088288178524,-0.9025201700984379,-0.5708057376263617,0.31818272762672134,0.6281426306365718,-0.39682711678728244,-0.6095319800519199,-1.680282234323327,-0.529755085746787,-0.200570650748288,-0.6589172327494057,-0.017582407675551647,0.49449993265736353,-0.18703992163965727,-0.334734023372635,2.8548417187130464,-2.020888078470411,-0.22022371105554464,-0.20502558655339434,0.25021093189800786,0.27362902911649706,0.0,0.196875264107739,-0.0027860654127810735,-7.017904745473843E-4,-0.08028613107358393,-0.07815449293819617,12.995190442558945,-0.4512387894427307,0.6308261270351014,1.1920976133154564,0.23383375152664482,0.4134122385283067
54,13631.32891781877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1271243667327946,0.0,-0.70312049648861,-0.41920107958658465,0.7057891098844072,0.20552021478788918,0.1522258722324011,0.10524205088157591,-1.458872809767657,-2.404737093426692,-0.8841351495834937,-0.5602337921774205,0.3046578960681398,0.6345399250812901,-0.3946537534605381,-0.5997340087795906,-1.6765336572460543,-0.5158219768231617,-0.2034851597482849,-0.6529836375398235,-0.03854590071451147,0.4714837952309862,-0.18881559067286968,-0.3606006717580848,2.8610232491620997,-2.019594013097833,-0.2211248117102206,-0.2022152629508433,0.25014248300000463,0.26470045479682336,0.0,0.19465099883593862,-0.002765212490598963,-7.055780452721853E-4,-0.08013474586838853,-0.07836561582496956,12.698778699183164,-0.4459143593795621,0.620936097941907,1.2058619129660524,0.24173306349101548,0.40548070057948116
55,13628.204983434354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.128009927100883,0.0,-0.7026451939308542,-0.4208839914408771,0.7078018456358963,0.19959310910011116,0.1504618637997512,0.10550145598915028,-1.4600247642984419,-2.390868876527813,-0.8809964801390608,-0.564945905050181,0.31996458921783416,0.6191323188286018,-0.39302032887031835,-0.5975046078940922,-1.6866082466003232,-0.4751301324982437,-0.19687910515652451,-0.6336840345934577,-0.06453680886563296,0.44856578495214416,-0.18169784395496405,-0.384025525811001,2.866894324543116,-2.016848671135256,-0.21851128239755396,-0.20240997576655506,0.24893229368550238,0.2607471408843935,0.0,0.19509228202712528,-0.0027744627859984175,-7.130700214597586E-4,-0.08012783498841092,-0.07771383288439519,11.657220648880697,-0.43625210383777996,0.6094325446975433,1.2772917060191098,0.2559226857152353,0.4147168130746174
56,13627.179928647354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1279099670080368,0.0,-0.7036324982294228,-0.42161129781872336,0.7095253792235883,0.20020521199765953,0.15062570823147073,0.10642423873671573,-1.4613029881244064,-2.3837993240833613,-0.8849012162336559,-0.5574097781865783,0.30749065989401214,0.6281402027216813,-0.38718429608563726,-0.5976600198004088,-1.6935350072287871,-0.4501420675197215,-0.19832470455122259,-0.6331707133108665,-0.058633979137636925,0.4474399667810461,-0.1816621093650362,-0.38965988427660636,2.8659688473871747,-2.0165943592875957,-0.21820366118689846,-0.20276250319094846,0.2492506276050314,0.2630949385075503,0.0,0.19667326678096306,-0.0027718451858457704,-7.099141522999718E-4,-0.08019838527861471,-0.0771783129225944,10.838643018740425,-0.4371733894727563,0.6155659771523198,1.3448423917234382,0.2598925255068909,0.42664038435995055
57,13626.225008879299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.129020289886077,0.0,-0.7035408242041788,-0.42171771399811314,0.7098256744281799,0.19892476692976516,0.15073454866765268,0.10709400300530864,-1.4641319331527327,-2.391525959131716,-0.8882370680979116,-0.5660678020281079,0.3202336044954917,0.6228839290175646,-0.39043757007389124,-0.6003208281994692,-1.69710253366875,-0.4274281478738967,-0.19717074925963485,-0.6319721355095541,-0.06509139578742716,0.4440044166069023,-0.1798533163014007,-0.39284758496600813,2.8688303233828183,-2.0163360388899485,-0.2189248329055444,-0.20414025007143322,0.2487858720664086,0.2616257449430327,0.0,0.1963417046378312,-0.002785159891698357,-7.138959873725524E-4,-0.08053838275146419,-0.07674527550962346,10.097557045538268,-0.43097399701031414,0.6113791546752978,1.3937651010033716,0.27667410488314476,0.42432370023099747
58,13625.079638563804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1285885378969958,0.0,-0.7035641580449252,-0.42150474794987647,0.709878400366512,0.19975648421681394,0.15093920549040385,0.10701642892318548,-1.4625387795015334,-2.38947164652429,-0.8879797636318637,-0.5585891596596084,0.3096114578885233,0.6260503004857186,-0.3866193640052593,-0.5993680411044319,-1.6998429826079395,-0.40661120820975666,-0.1974515095961227,-0.6346284573226492,-0.06278455435245596,0.44693639743170405,-0.18123249783358905,-0.3944986975869213,2.8679253117598593,-2.0153379483156844,-0.21800736702936072,-0.203299017815462,0.24890725247259957,0.26336587902865405,0.0,0.1966403880238702,-0.002779844140039177,-7.115961045621945E-4,-0.08069697822924872,-0.07626920853140762,9.382416748598217,-0.42936477415890517,0.6136854008587159,1.4481777245603507,0.280142527664482,0.43467586593005686
59,13624.643334050026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.129293600721611,0.0,-0.70357782027467,-0.42140940935726906,0.7101705497122155,0.1987425716668741,0.1509295168370347,0.1074363035659811,-1.4637909361808632,-2.393082828679871,-0.8904042578585843,-0.5666605399931331,0.3203403952817733,0.6251465380100146,-0.39043246482522026,-0.6018811856188289,-1.7012626828291844,-0.38783059738297665,-0.197913332609746,-0.6356882034600668,-0.06470383497225674,0.44478599342535313,-0.18163629702383852,-0.3959552037382097,2.870112373931975,-2.0152819478993433,-0.21956429301515926,-0.20492126733104696,0.2488995139921342,0.26183349101818504,0.0,0.19609723927108413,-0.0027974880407305915,-7.16697544331343E-4,-0.08115065738380335,-0.07598040573819272,8.742558197258873,-0.42484008558176634,0.6117764316454997,1.492557582701546,0.2943567236714567,0.4317894539860007
