Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_speed
33,1542.5257945876297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.016991436270341,1.7424866183105627,-0.48087991388025997,-0.7155978345388455,0.5478404167775384,-1.1103076032695924,2.306867953552673,-0.5045428780528497,-2.136039226606938,-5.319356306177206,0.0,0.0,0.0,1.3048871135098998,-0.6411627462226215,5.978786430274327,0.0,0.0,-1.879583592908697,0.0,0.0,0.0,-3.3481128894155807,0.0,0.0,0.0,0.0,2.044946213803914,-0.9480111395486859,-0.8314378901982088,-3.5010090947138264,0.6927080644292907,-0.5963161642461345,5.357030383422836,0.0,-1.5733371076837706,-0.40077587043423574,-0.0939451289000836,-0.6088449308030769,-0.2874729100765192,0.5623016924439292,-0.9657848465449715
34,1540.9675105562073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1142724466008036,1.9273397990849586,-0.3924324028112629,-0.49658337823355114,0.633222063541617,-1.0425105690146519,2.1123479048517315,-0.5590246257962885,-2.710312190505685,-5.443662716496695,0.0,0.0,0.0,1.489001658986862,-0.6508653353775783,5.7275660800230686,0.0,0.0,-2.442078659300053,0.0,0.0,0.0,-2.70068597531205,0.0,0.0,0.0,0.0,1.9232045167608625,-0.8805423256551467,-0.7651912969325219,-3.316597194399718,0.7252009277910169,-0.61056334214915,5.103253661768811,0.0,-1.4809885070269841,-0.3818564627979686,-0.08535255466939318,-0.524411127212838,-0.2766320563511134,0.574025290933265,-0.9704101198476736
35,1540.3092698587338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.053631008852685,1.8281391642082647,-0.42554013024587495,-0.6994310607667784,0.6044135868022423,-1.0674372502516263,2.0994395374840535,-0.5672698917011668,-2.583567127227382,-5.510381182604374,0.0,0.0,0.0,1.3970994895809008,-0.6975620645554784,5.761023448165502,0.0,0.0,-2.5587227827167895,0.0,0.0,0.0,-2.723726771302243,0.0,0.0,0.0,0.0,1.9451222040380127,-0.9544445927429709,-0.7624792512264231,-3.2605318564851005,0.7097807186559755,-0.6283868004994478,5.016900295572478,0.0,-1.5225071181125773,-0.3731052454229571,-0.08008579799605099,-0.49404576967813046,-0.2742042824070503,0.5837298910644756,-0.9754144927625674
36,1540.2038293425287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.133454130729447,1.8823084458041568,-0.3915330591647949,-0.6322187317747316,0.6406411603950215,-1.0505662066133217,2.080370174131387,-0.5487952888622275,-2.2726921744282635,-5.47165241474608,0.0,0.0,0.0,1.2508496386550416,-0.7669871232916795,5.7324423760192005,0.0,0.0,-2.4735368653422727,0.0,0.0,0.0,-2.7941899415342033,0.0,0.0,0.0,0.0,1.952911849609444,-0.9709924956297833,-0.757599609602249,-3.4300994054437277,0.7093043339679942,-0.6319542556545629,4.951414229586946,0.0,-1.4359811102398001,-0.36199719715676354,-0.07617236386899606,-0.496235953136304,-0.272770902602608,0.5879363847453196,-0.9795660418798708
37,1540.0784295791182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1352972549157085,1.8742419639282157,-0.39013588744062994,-0.6439020005271047,0.6393110682858544,-1.0521909726096823,2.0890014571539632,-0.5442778001642731,-2.200227629337312,-5.4153055261820455,0.0,0.0,0.0,1.2136079856719595,-0.7511607614245163,5.695780291488226,0.0,0.0,-2.471761042501211,0.0,0.0,0.0,-2.7230027236335124,0.0,0.0,0.0,0.0,1.959073596761289,-0.9835528961127905,-0.7584645863654609,-3.4373495219311394,0.7068619840630044,-0.6298640356355467,4.952259421322234,0.0,-1.4473308647923167,-0.35982706956410804,-0.07608764450113624,-0.49377950252177333,-0.2718452043147181,0.5924402681713108,-0.9788588097923476
38,1540.0594626853062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.135506341431497,1.8735347508208602,-0.38964417403061846,-0.6444816326680683,0.6392489114796985,-1.0519675384624205,2.0889332437658803,-0.5436453567043193,-2.193081046256387,-5.412485757885824,0.0,0.0,0.0,1.2116396974006058,-0.7494906823707395,5.690209671089854,0.0,0.0,-2.4718740924421336,0.0,0.0,0.0,-2.7136050486432186,0.0,0.0,0.0,0.0,1.9597472843485553,-0.9846125368818736,-0.758711734282248,-3.4393837794207447,0.7068333084110278,-0.6293510568502784,4.950483963729146,0.0,-1.4492153826705283,-0.35964213079137797,-0.07605296235156418,-0.4933205192283573,-0.2717159421658568,0.5931759613267177,-0.9785663239205548
39,1540.0083613856095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.131594641725882,1.8519603736308208,-0.3774534362518634,-0.6527429301717897,0.6357939105453568,-1.0418595253353014,2.0817321262380917,-0.5299585386567068,-2.0490208637261906,-5.340028891496001,0.0,0.0,0.0,1.1628096179512786,-0.7099732224105922,5.5618432356146155,0.0,0.0,-2.4873736324961384,0.0,0.0,0.0,-2.3933404858267324,0.0,0.0,0.0,0.0,1.9812067272300278,-1.0070991313131317,-0.7668598286478973,-3.5015906872181395,0.7095410075487025,-0.6171915767087528,4.909404229229299,0.0,-1.4951060276884622,-0.35770802965970483,-0.0760889221734063,-0.48097640175894907,-0.2683484485199463,0.6134039061766035,-0.9644282931346446
40,1539.927692006729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1268714139696785,1.8489719509175075,-0.3770207480833998,-0.6463064384422197,0.6329489972043086,-1.0363359687943374,2.0736935520067075,-0.5290834659777915,-2.059542230428458,-5.37017114283587,0.0,0.0,0.0,1.1816939472656878,-0.7094658793688039,5.571594063050906,0.0,0.0,-2.50084104044048,0.0,0.0,0.0,-2.33986133339514,0.0,0.0,0.0,0.0,1.9843478669822732,-1.0081639459643423,-0.7682939591416802,-3.5142772264428177,0.7099241318820527,-0.6179697982178397,4.908273103605025,0.0,-1.4963949136879984,-0.3592315734595254,-0.07640814774331285,-0.4772005423564718,-0.26796224394596635,0.6144679439756517,-0.9589665028563898
41,1539.8156771629644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1150462376490053,1.8465516417415646,-0.37717417387191454,-0.6264772596880245,0.6270534938045191,-1.0257344714403933,2.06876823181262,-0.5300029679812864,-2.128730346596199,-5.459314211961986,0.0,0.0,0.0,1.230696789340623,-0.7326311877796828,5.65499913835163,0.0,0.0,-2.520835900226754,0.0,0.0,0.0,-2.180938519648432,0.0,0.0,0.0,0.0,1.9868849599539586,-0.9985466023488269,-0.7692992095264797,-3.519206370496393,0.7126780516340884,-0.6215358858302605,4.926672822383834,0.0,-1.4851483621227939,-0.36346627857679975,-0.07699520608738433,-0.47246934766530263,-0.2672750602209905,0.6120448270273644,-0.9443468934168852
42,1539.8046867388016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1150568903170264,1.8470596240978443,-0.37740444745409185,-0.6263193372733196,0.6271480694924343,-1.025688823163968,2.0703763534413593,-0.5303515039552856,-2.1294927322113515,-5.470818662744521,0.0,0.0,0.0,1.236895547151432,-0.7359110453324074,5.667014800255386,0.0,0.0,-2.522354485839738,0.0,0.0,0.0,-2.1754124558642607,0.0,0.0,0.0,0.0,1.9863972479057426,-0.9979963855032141,-0.7689729191681959,-3.516072882918398,0.7124863745384296,-0.6219694912832094,4.929579662712845,0.0,-1.4832565970345766,-0.3644372129267864,-0.07720847669595925,-0.47256979916036773,-0.26736922186977974,0.6110718480910914,-0.9433864060575038
43,1539.8016363208694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1152392156311315,1.8473174991290044,-0.3774421627591343,-0.6264482431768558,0.6273157884212717,-1.0258725319286741,2.0713394952727433,-0.5304878454106979,-2.1302839267356366,-5.474305774240317,0.0,0.0,0.0,1.238033298639691,-0.7369772721799223,5.671307178559534,0.0,0.0,-2.522049305542779,0.0,0.0,0.0,-2.1711058044594194,0.0,0.0,0.0,0.0,1.9860039457383691,-0.9977736505907068,-0.7688223229182004,-3.5145031185793063,0.7124252556380843,-0.622072501978027,4.930790276033445,0.0,-1.4825871453137003,-0.36476204664608464,-0.07726748068616177,-0.47278470319702154,-0.267385572037085,0.6107144591109497,-0.9431571688733524
44,1539.7946591240461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.115725875245877,1.8476449463142948,-0.3774401082116434,-0.626833614328972,0.6276523206146525,-1.0261843283392584,2.0731131503570595,-0.530609149851018,-2.130042059118352,-5.478496928084388,0.0,0.0,0.0,1.2394239796545872,-0.7385165657049677,5.676442383592778,0.0,0.0,-2.5217717621769564,0.0,0.0,0.0,-2.1664869478626,0.0,0.0,0.0,0.0,1.9854269935680249,-0.9976483864919916,-0.7686283049515507,-3.5129585974124655,0.7123245162993584,-0.622119569877802,4.932486096768991,0.0,-1.4819678095495195,-0.3652148169681863,-0.07735798335425711,-0.47304839922718633,-0.26741252501882823,0.6103930034364426,-0.9430728385917571
45,1539.789098491772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.116167226002371,1.847940451137698,-0.3774223060541813,-0.6271905728918833,0.6279566845160621,-1.026468733623005,2.0746829863840195,-0.5306994832285713,-2.129949160901558,-5.481594084368258,0.0,0.0,0.0,1.2402250932443537,-0.7397598990873339,5.680508186206406,0.0,0.0,-2.5213006916840084,0.0,0.0,0.0,-2.162190399615761,0.0,0.0,0.0,0.0,1.9849310485515952,-0.9975708107245005,-0.7684716484940127,-3.5109903299036067,0.7121935569513395,-0.6221208998787491,4.933889886062024,0.0,-1.4816067564126794,-0.3655772375028225,-0.07742965698468103,-0.4733191082013473,-0.2674293161701869,0.6102172508335678,-0.9431124153803319
46,1539.7844805980462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1165443689315806,1.8481744522584762,-0.3774121865343003,-0.6275180695718717,0.6282174604442091,-1.0267227489035442,2.0760427797992733,-0.5307625296474959,-2.129678179232559,-5.484133993977337,0.0,0.0,0.0,1.2408463114180281,-0.7407753819012414,5.6837933951057735,0.0,0.0,-2.5209105840484116,0.0,0.0,0.0,-2.158737880265249,0.0,0.0,0.0,0.0,1.9845236039581837,-0.9975280948843251,-0.7683508494707745,-3.509360328594937,0.7120780549846628,-0.6221179333406596,4.935086759522236,0.0,-1.4813525838529187,-0.36587834450891416,-0.07748878151370021,-0.4735423944217785,-0.2674423869074589,0.6101406756288434,-0.943215484665356
47,1539.775328431542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1237228606731966,1.8525556241384145,-0.377254108762312,-0.6338049282396339,0.6332730147556457,-1.0316535166657104,2.1023319281669015,-0.5318971386441972,-2.1239995439551866,-5.531152768309516,0.0,0.0,0.0,1.2516033655033527,-0.7602907957808175,5.7453309784293065,0.0,0.0,-2.512929755339784,0.0,0.0,0.0,-2.091654990262155,0.0,0.0,0.0,0.0,1.9767580369141786,-0.9968422622441306,-0.766107756643005,-3.4772792807761945,0.7098141520705494,-0.6220301254238583,4.958228810733075,0.0,-1.4765384978882246,-0.3714555238720109,-0.07857631777742513,-0.4778364484240981,-0.2676353494550285,0.6097286542917062,-0.9461189133827086
48,1539.7405830686848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1238114486253017,1.8523976264031508,-0.37726056814995457,-0.6339269827509654,0.6334203304581256,-1.031733147206518,2.1031118586248865,-0.5317781354216429,-2.122750773641766,-5.531720985221961,0.0,0.0,0.0,1.2516038152280478,-0.7609826685453516,5.745573262308576,0.0,0.0,-2.5134422714573725,0.0,0.0,0.0,-2.0932973329817224,0.0,0.0,0.0,0.0,1.9768877145425323,-0.9969712959787209,-0.7663700362554596,-3.4780154097533846,0.7101858616539043,-0.6221451849809863,4.959108599033449,0.0,-1.476942498588832,-0.3713339763430207,-0.07853627742045899,-0.47761589548784555,-0.2676071339335254,0.6106252186971489,-0.9467398129998039
49,1539.7378649963146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.123529775439463,1.8522939266468297,-0.3774535945108297,-0.6340818299959667,0.6334633482387104,-1.0319346775452456,2.1037588355166443,-0.5316993051787917,-2.1214768373638964,-5.532783955472026,0.0,0.0,0.0,1.2511041004497663,-0.761396697685579,5.7464084572692276,0.0,0.0,-2.5129684630648526,0.0,0.0,0.0,-2.0969276118866143,0.0,0.0,0.0,0.0,1.9772007286252986,-0.997220559328081,-0.766382388676804,-3.4781818452465645,0.7099268151415552,-0.6221538007534039,4.96048811451542,0.0,-1.4772835806108084,-0.3712571304628728,-0.07850187937556717,-0.47765855180092953,-0.26754442815105506,0.6127826498488378,-0.9485015673226311
50,1539.7376883496238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1231597702576317,1.8521683451213031,-0.37765018693712127,-0.6339579338920701,0.6333855965042585,-1.0319714514888358,2.1035081267015987,-0.531697457743805,-2.12222241079686,-5.531543219866754,0.0,0.0,0.0,1.2508200179094364,-0.7614372815542035,5.745464581034475,0.0,0.0,-2.5123554945802886,0.0,0.0,0.0,-2.093274135780037,0.0,0.0,0.0,0.0,1.9773325851924668,-0.9972464291846386,-0.7663908424683277,-3.477640675396245,0.7098166404097885,-0.6222024741559321,4.960716138083465,0.0,-1.477156056345358,-0.3709271616193331,-0.07842332919684562,-0.47764148397931183,-0.26740513965226925,0.6139759002489222,-0.9492099292321333
51,1539.72340961587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1228437560985602,1.8520727745784176,-0.3778067305423216,-0.6337974104963837,0.6333040587916774,-1.0320187418470195,2.1032989678845775,-0.5316381418535011,-2.122313252076947,-5.530243602330776,0.0,0.0,0.0,1.2509683023108955,-0.761322031343402,5.744360011053363,0.0,0.0,-2.5119149462118546,0.0,0.0,0.0,-2.0927331399540208,0.0,0.0,0.0,0.0,1.9774748544452911,-0.9974219142732526,-0.7662924066681859,-3.47700855396401,0.7096072582892614,-0.6222399301277936,4.961080425536724,0.0,-1.477078131644097,-0.3706404235336652,-0.07836325433310154,-0.4775875591144906,-0.26721679158763284,0.6154544230100635,-0.9498770425931031
52,1539.7231870086257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1227597209055133,1.852080569497511,-0.37784483468269064,-0.6337825357456968,0.6332526874169717,-1.0320580138653759,2.1032909625370277,-0.5316081479500258,-2.1223117207501137,-5.530108480931369,0.0,0.0,0.0,1.250992716244491,-0.7612502450496318,5.74419307737501,0.0,0.0,-2.511737151848072,0.0,0.0,0.0,-2.0928489229924283,0.0,0.0,0.0,0.0,1.9774498999576702,-0.99736456769589,-0.7662531096844578,-3.4768982389812755,0.70954803192514,-0.6222408205902286,4.961118434425629,0.0,-1.4770546957130413,-0.37055161788314933,-0.07834134984411965,-0.47757744042545125,-0.26714177826668284,0.6159689701553982,-0.9500835421829282
53,1539.7231662814625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1227545091414743,1.852081343625698,-0.37784646500400176,-0.6337801071276997,0.633249429103341,-1.0320605134001228,2.1032885044279155,-0.5316061336052189,-2.1223189806719227,-5.530080214136177,0.0,0.0,0.0,1.2509888921831136,-0.7612464111470394,5.744173162341975,0.0,0.0,-2.5117133961519396,0.0,0.0,0.0,-2.0928589755032276,0.0,0.0,0.0,0.0,1.9774493820852104,-0.9973638560575122,-0.7662484166263566,-3.47688882330101,0.7095421683430394,-0.6222407325805642,4.961122443159321,0.0,-1.4770514306135234,-0.3705428212035262,-0.07833934051464905,-0.4775786464455369,-0.2671324511929422,0.6160194648499964,-0.9500913935787669
54,1539.66192956601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1222254993095953,1.8522508852111972,-0.3780635319399559,-0.6335354240142017,0.6327883631639336,-1.032417346720936,2.102965922439164,-0.5312985875107857,-2.1233021202967204,-5.5269236505710975,0.0,0.0,0.0,1.2508979352024476,-0.7606942458347196,5.741398483270029,0.0,0.0,-2.5079508721931285,0.0,0.0,0.0,-2.096624479385348,0.0,0.0,0.0,0.0,1.9773878542952807,-0.9973735741581808,-0.7655701408271132,-3.475450747193104,0.7086706476632574,-0.622148098891957,4.961173627320598,0.0,-1.47648732466127,-0.3691154791667406,-0.07800307582149126,-0.4777828710734857,-0.2654700707723722,0.6235928869093776,-0.9498424930555394
55,1539.6335141371815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.122056136123149,1.8527834821951537,-0.3783264008712905,-0.6336166675193032,0.632484502089416,-1.0327335183655904,2.10148260278642,-0.5313399899906539,-2.1265907477530765,-5.525728965677659,0.0,0.0,0.0,1.2468430524758198,-0.7559586308019771,5.737185681132763,0.0,0.0,-2.5058678128214837,0.0,0.0,0.0,-2.0986583420435196,0.0,0.0,0.0,0.0,1.9754621896331335,-0.9976974999333507,-0.76544437510703,-3.4795709268172863,0.709593210377247,-0.622827844523288,4.963768109093519,0.0,-1.4745713096974784,-0.3674653361160339,-0.07757783458962739,-0.4774739415548838,-0.2640374909411199,0.6277395751748895,-0.9483617878071597
56,1539.6328238624844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1229338778409543,1.8526809257201406,-0.37791414333916035,-0.6337223835620459,0.6329061770410594,-1.0324324513357392,2.103004649259798,-0.531381614116061,-2.124523920039367,-5.527251910039647,0.0,0.0,0.0,1.2483962819856436,-0.7588002237224839,5.7383103674334315,0.0,0.0,-2.5073766559407655,0.0,0.0,0.0,-2.1019525011328675,0.0,0.0,0.0,0.0,1.9754149455674044,-0.9980709842976496,-0.765851137117883,-3.477228602913811,0.7099267668277939,-0.6225641322944613,4.963863583994641,0.0,-1.4754139607417658,-0.3675851485185215,-0.07760723068716228,-0.4771753027575062,-0.2642833681983036,0.6253458392564155,-0.9471772204914429
57,1539.6328149996173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1229386656216196,1.8526804546814704,-0.37791093900820766,-0.6337287621442323,0.6329079984463623,-1.0324307417092433,2.103013524264454,-0.5313837233445933,-2.1245041508752833,-5.527281042021435,0.0,0.0,0.0,1.248391392653112,-0.7588067022203673,5.7383290824496065,0.0,0.0,-2.5073920611883125,0.0,0.0,0.0,-2.101981459334175,0.0,0.0,0.0,0.0,1.9754139001738749,-0.9980706693594296,-0.7658572455765111,-3.4772299296642712,0.7099324085384427,-0.6225628764556109,4.96386363388442,0.0,-1.4754199724854948,-0.36758717650731565,-0.07760732567750181,-0.4771735252260404,-0.2642846320599674,0.6253162193737827,-0.9471520528433939
58,1539.6328054189253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.122944749551415,1.8526804941302586,-0.3779075551616334,-0.6337349026089334,0.6329108097035074,-1.0324287571512218,2.1030228757921834,-0.5313863063333786,-2.124486829860438,-5.527309542436766,0.0,0.0,0.0,1.2483889988273396,-0.758817971818854,5.738347483020287,0.0,0.0,-2.507407197912503,0.0,0.0,0.0,-2.102018282721656,0.0,0.0,0.0,0.0,1.9754129304529664,-0.9980703789512377,-0.7658626060744935,-3.4772293936461582,0.7099382351241048,-0.6225616358907771,4.963862746770137,0.0,-1.4754241983213414,-0.3675888879873152,-0.07760742107371173,-0.4771716228233368,-0.26428482018404403,0.6252888272855672,-0.9471230256008936
59,1539.6328044531906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.122945314257381,1.8526805061043998,-0.377907254246454,-0.6337355020518248,0.6329110607910682,-1.0324285922685996,2.10302370153433,-0.5313865621253476,-2.124485286820298,-5.527312676035952,0.0,0.0,0.0,1.2483887916117828,-0.7588188881033832,5.738349551110683,0.0,0.0,-2.507408551178084,0.0,0.0,0.0,-2.1020219538122022,0.0,0.0,0.0,0.0,1.9754128892029108,-0.9980702582452528,-0.76586311265728,-3.477229544750071,0.7099387769062099,-0.6225615094427582,4.963862437540244,0.0,-1.475424581340339,-0.36758910597788946,-0.07760743880901527,-0.4771715063825043,-0.26428482044902973,0.6252861924170663,-0.9471200321185345
60,1539.6328043560113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1229453725040734,1.8526805085727616,-0.3779072249623882,-0.6337355608559939,0.6329110875092381,-1.0324285769730481,2.1030237818733863,-0.5313865881784149,-2.1244851454127,-5.527312991452197,0.0,0.0,0.0,1.2483887794714685,-0.7588189883077595,5.738349766049931,0.0,0.0,-2.5074086838084306,0.0,0.0,0.0,-2.1020223325510266,0.0,0.0,0.0,0.0,1.9754128882399133,-0.9980702467272667,-0.7658631615539667,-3.4772295598267413,0.7099388293476167,-0.6225614980309403,4.963862396669071,0.0,-1.4754246154346908,-0.3675891290515095,-0.0776074410353161,-0.4771714957942713,-0.2642848185942027,0.6252859377175456,-0.9471197279301211
61,1539.6328043462695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1229453783433976,1.8526805088938623,-0.3779072221140742,-0.6337355666590994,0.6329110901654711,-1.032428575552938,2.1030237897229793,-0.5313865907553356,-2.124485131990953,-5.527313023634863,0.0,0.0,0.0,1.2483887786434398,-0.7588189981420119,5.738349788294932,0.0,0.0,-2.5074086966655367,0.0,0.0,0.0,-2.1020223706597365,0.0,0.0,0.0,0.0,1.9754128883435553,-0.9980702454656233,-0.7658631663728414,-3.4772295617349487,0.7099388344840122,-0.6225614969441338,4.963862391904207,0.0,-1.4754246186889055,-0.36758913147879024,-0.07760744128613489,-0.4771714949008469,-0.26428481833770706,0.6252859126923535,-0.9471196973072362
std.err,,,,,,,,,,,0.24816238543591818,0.2649101771040379,0.20602082875680416,0.3740112631378046,0.19820683824956428,0.19193805629350355,0.46403182522312747,0.18413028791656666,0.6611865556902013,0.6051810883792567,,,,0.4652694440709504,0.42872176997887357,0.5035304284358474,,,0.5094516002706693,,,,0.768890852260169,,,,,0.19698674430976665,0.2832917643899659,0.126610495527938,0.6214666013067561,0.14285285700055153,0.12621861473534407,0.4100964894067405,,0.36266639018865465,0.0769295783237231,0.021819979485598797,0.1087851198850434,0.03288657086945458,0.1648386520523304,0.11999598669555271
t.test,,,,,,,,,,,-8.554662200777386,6.993617720342472,-1.8343156097103759,-1.6944290964456845,3.1931849362763467,-5.378967545519957,4.532068007860777,-2.885927115891537,-3.213140245680342,-9.13332080227033,,,,2.6831522992794454,-1.7699567674844336,11.396232410661613,,,-4.92177999898982,,,,-2.7338371427892563,,,,,10.028151362495583,-3.5231177567581087,-6.048970610053772,-5.595199411236883,4.969720937966758,-4.932406351072101,12.104132856843274,,-4.0682695132609545,-4.778254859684252,-3.5567146769022338,-4.386367321239236,-8.036253441771207,3.7933209529876977,-7.892928116922916
p.val,,,,,,,,,,,0.0,2.6789681584205027E-12,0.06660715836387632,0.0901837744154872,0.0014071279695078154,7.491421061267545E-8,5.8409037719808765E-6,0.0039026252221654456,0.0013129216261780208,0.0,,,,0.0072931768995556645,0.07673434294922488,0.0,,,8.576059091769395E-7,,,,0.006260099872739122,,,,,0.0,4.265018178675195E-4,1.457742371258064E-9,2.20368334691301E-8,6.704933110945888E-7,8.122272423527477E-7,0.0,,4.736357967360938E-5,1.7682316808542708E-6,3.7552162694276525E-4,1.1525941634671355E-5,8.881784197001252E-16,1.4864582403517623E-4,2.886579864025407E-15
