Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_recreation_trip,b_carD_occupation_employed_full,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_recreation_trip,b_carP_occupation_employed_full,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_recreation_trip,b_pt_occupation_employed_full,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_recreation_trip,b_bike_occupation_employed_full,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_recreation_trip,b_walk_occupation_employed_full,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
67,28916.4746339442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7681182498938137,0.0,1.1537188777530671,-0.20743361300631785,-0.04194653972706294,0.888067208547961,0.2674308978956997,-0.22327581211984293,0.2929487023289062,0.0,0.0,0.0,-2.384519214238059,-2.238627448239048,1.4088665641227953,-0.2901683083212488,-0.02074617529386493,0.34490276727147995,0.5339985918661951,-0.3386372180807257,1.036497722872404,-0.5522031578243601,-0.9242343804802091,0.0,-3.231122695502358,-0.28856579343286576,0.277327573526809,-0.12631060164619404,-0.8240074419582928,-0.5696407330595347,1.8395173895142307,-0.23117329733295763,0.5398841162109693,-0.39679810168864854,-0.6676010241534736,0.0,0.6949527910499819,-1.454376643731387,0.5440153990540144,0.0,0.019436715980347283,0.2520758538687036,2.0623080735692856,-0.05638319916317082,0.5041564172213898,0.0,0.0,-0.13159650407485776,-0.002543520056949895,-6.719371186854413E-4,-0.08049214835265862,-0.07035145789738625,10.935444267239268,-0.2903059134185803,3.041956182296395,0.5470281815960562,0.26225075078150883,0.869982240937625,0.27976991862666145
68,28916.19673961484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7685349554009298,0.0,1.1570331191032677,-0.20880960713840233,-0.04370303483878348,0.8890698954131333,0.2690330366257863,-0.22350008408211805,0.2929461887922586,0.0,0.0,0.0,-2.391717033887914,-2.2366119217548617,1.4135880651090449,-0.28121229146699883,-0.013262902700181418,0.35410736343125815,0.5327951870459728,-0.33748778139714336,1.0369850424192817,-0.5530185541926649,-0.9084282043697981,0.0,-3.225205833671275,-0.2871864384482984,0.270876916149942,-0.12567401296389658,-0.8162515626782137,-0.5714502244940903,1.827831911583429,-0.23364513889675126,0.5409289122081291,-0.38898473395569555,-0.658336397833244,0.0,0.6941087679096271,-1.4352971920447595,0.5415516775763602,0.0,0.022541393927127035,0.2512714717527593,2.060829393248227,-0.05553974290237252,0.5042962854020939,0.0,0.0,-0.1331368244353186,-0.002546639057194028,-6.734407916469869E-4,-0.08008486270342059,-0.0703394668465206,11.394922634589406,-0.2919082372415179,3.0426351222040235,0.5318135805744031,0.2779160602998433,0.9034461742387754,0.28100207274110334
69,28916.025392557953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7687985421461225,0.0,1.1578243117032654,-0.2087903192826703,-0.04392396802280436,0.8895419619737537,0.2687829336292171,-0.22350620668060023,0.2925744317020175,0.0,0.0,0.0,-2.3919202184944366,-2.2356363763819673,1.416410106309944,-0.27964762515923974,-0.011541975791049297,0.35410685784453527,0.5314313047676903,-0.3367234868127384,1.0356939414421213,-0.5549065143645618,-0.9141489910916271,0.0,-3.2210308625861037,-0.28941057578387375,0.27012849158313956,-0.1255691359850216,-0.813357750392779,-0.5718185912810521,1.8238084171895188,-0.23509544819668393,0.5408306344961803,-0.3875216307831552,-0.6565923326955454,0.0,0.6931992689375752,-1.4294790612380925,0.5426161047105147,0.0,0.022500786872873896,0.251656451172673,2.060132427224324,-0.05464095526417611,0.5041114614192342,0.0,0.0,-0.13361454056779368,-0.0025444797540812854,-6.726195305166504E-4,-0.07983310566167165,-0.0703055222160853,11.612804039922443,-0.2921056797300191,3.041729263668511,0.5287015455134968,0.2816483026036567,0.9143910651091661,0.280361494960563
70,28915.935935315232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7688743378690408,0.0,1.1581561829523375,-0.20882517065419162,-0.0441201614345123,0.8897346533225228,0.2686677899665859,-0.22351031270158184,0.29236920131172633,0.0,0.0,0.0,-2.391893048235763,-2.23530899540161,1.4175200527529206,-0.278929852241767,-0.010799924810443512,0.3539969730696201,0.5306553454395806,-0.33658132009408576,1.0351087598617519,-0.5559164823279512,-0.9161488528271218,0.0,-3.2190175845757087,-0.29014676571674414,0.2697020432964071,-0.12549869426999405,-0.8114982122753813,-0.5719411496373596,1.8218418910631202,-0.23561674043507838,0.5408854953938951,-0.3867171332352229,-0.6556956883945294,0.0,0.6927605649582527,-1.4266566149742517,0.543133898677184,0.0,0.02245514338811597,0.25186001645081063,2.059776664265319,-0.05416574146103623,0.5040269568321126,0.0,0.0,-0.13387939121073472,-0.0025430422610176672,-6.721133100491271E-4,-0.07969449290459353,-0.07027971761508503,11.739611198962065,-0.2923261025840161,3.0424077133896414,0.5280331778422527,0.28277005397975846,0.9198213428782472,0.2800488003905085
71,28915.928654116356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7689040390666102,0.0,1.1583564817708023,-0.2088642052645137,-0.04428402070999744,0.8898469907668626,0.2685960350782826,-0.22351366348575327,0.29223057705992694,0.0,0.0,0.0,-2.3918334862679003,-2.2351470122259918,1.4181409080331682,-0.27848793644473285,-0.01036758719061185,0.3538834151725004,0.5300993258437021,-0.33659154937842733,1.0347407613026431,-0.556593115445818,-0.9171826938595258,0.0,-3.217667604207117,-0.2905629454539685,0.2694102822903797,-0.12545123995602425,-0.8100805234163324,-0.5719680182698336,1.8205135565067432,-0.23587511907257663,0.5409545114913438,-0.38616092921599854,-0.6550580899334056,0.0,0.692465875515557,-1.4247892076322723,0.5434834684765795,0.0,0.022432370294229457,0.2520019139315866,2.0595353575163995,-0.05384036821957247,0.503977259526976,0.0,0.0,-0.13406439634586167,-0.0025419230841974647,-6.717291731063101E-4,-0.07959248753497512,-0.07025807255787657,11.834789069943131,-0.2925035092534926,3.04325544140055,0.5279477102864012,0.2832347695861486,0.9234763395497904,0.2798727656015264
72,28915.927264866947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7689046555616543,0.0,1.158364527369741,-0.2088660046403008,-0.04429115122515566,0.8898511443935481,0.2685932224957606,-0.22351395354707185,0.2922254447922703,0.0,0.0,0.0,-2.3918323659486216,-2.2351392699644705,1.418164004610949,-0.2784698199856094,-0.010351342464969616,0.353879857418024,0.5300766868633401,-0.3365928297375399,1.0347270983301764,-0.5566186682875591,-0.9172162055352472,0.0,-3.2176096394501865,-0.2905802513682718,0.2693981253466715,-0.1254504860212988,-0.8100181102131342,-0.5719660550085249,1.820455913339907,-0.2358847402264479,0.5409574513299459,-0.3861359176925126,-0.6550289847171636,0.0,0.6924543283601745,-1.4247117489995134,0.5434978360707852,0.0,0.022430453991868757,0.2520075260825055,2.0595253499953285,-0.05382678421074116,0.5039755157338929,0.0,0.0,-0.13407187558069555,-0.002541879215708487,-6.717140403776134E-4,-0.07958797695252415,-0.07025709094200533,11.839179314006614,-0.2925106775208222,3.0432995760960355,0.5279468367910433,0.2832546512120008,0.9236304343826767,0.2798649406473584
73,28915.926811122088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7689046555616543,0.0,1.158364527369741,-0.2088660046403008,-0.04429115122515566,0.8898511443935481,0.2685932224957606,-0.22351395354707185,0.2922254447922703,0.0,0.0,0.0,-2.3918323659486216,-2.2351392699644705,1.418164004610949,-0.2784698199856094,-0.010351342464969616,0.353879857418024,0.5300766868633401,-0.3365928297375399,1.0347270983301764,-0.5566186682875591,-0.9172162055352472,0.0,-3.2176096394501865,-0.2905802513682718,0.2693981253466715,-0.1254504860212988,-0.8100181102131342,-0.5719660550085249,1.820455913339907,-0.2358847402264479,0.5409574513299459,-0.3861359176925126,-0.6550289847171636,0.0,0.6924543283601745,-1.4247117489995134,0.5434978360707852,0.0,0.022430453991868757,0.2520075260825055,2.0595253499953285,-0.05382678421074116,0.5039755157338929,0.0,0.0,-0.13407187558069555,-0.002541879215708487,-6.717140403776134E-4,-0.07958797695252415,-0.07025709094200533,11.839179314006614,-0.2925106775208222,3.0432995760960355,0.5279468367910433,0.2832546512120008,0.9236304343826767,0.2798649406473584
std.err,,,,,,,,,,,,,,0.0487604401338952,,0.05882978169922876,0.041713925961072644,0.04950535702032059,0.03535470074009873,0.034160563868204104,0.04069781103545426,0.04918799450759474,,,,0.09772240809229443,0.12039682470109271,0.1002164398845056,0.07930423097618022,0.087344962444928,0.060193302339765456,0.05892980147512202,0.07495539334666,0.07184403653387599,0.07452644546698414,0.11969600906812507,,0.13563371479830336,0.18949234825525516,0.17667914566266898,0.1022241803968139,0.14612409058997428,0.08771135608644987,0.09040311982973946,0.10236021084483383,0.10943256288298439,0.0965988601102625,0.16017993075480103,,0.05731595868672086,0.11502195085282553,0.07501766082993952,,0.08080173286672229,0.03770192991664828,0.03781158778056832,0.04438495113239854,0.05509542742452014,,,0.037884417995208954,1.2045427392961824E-4,3.9964288621092885E-5,0.007484668674145858,0.005883699042066089,4.804938445991454,0.08600099596662489,0.5395496774998019,0.15110666086600644,0.10884522200999323,0.16213618932979357,0.09380331566693176
t.test,,,,,,,,,,,,,,-36.27745464774881,,19.690104126035312,-5.00710493745456,-0.8946739078555752,25.169245553372576,7.86266946681642,-5.492038708233121,5.940991246291817,,,,-24.475782091755693,-18.564769257940277,14.151011612918115,-3.511411895151602,-0.11851104145240496,5.879057032301095,8.995052988378363,-4.490575190244645,14.402407607516327,-7.468740321637183,-7.6628804308188165,,-23.722786360566715,-1.5334669396615765,1.5247873445178957,-1.2272095069319706,-5.543357751228395,-6.5210034427558625,20.137091692946647,-2.30445734997578,4.943295094974506,-3.997313397401986,-4.0893324252953,,12.081352981374879,-12.386433532347926,7.244931794165933,,0.27759867512824843,6.684207589363348,54.46810014822322,-1.212725999183327,9.147320191395762,,,-3.538971500041282,-21.102441057373472,-16.807856803013056,-10.633466946565493,-11.940972921914478,2.46396066194844,-3.401247558043854,5.640443694078852,3.493868726668503,2.602361830691978,5.696633417872944,2.983529299124961
p.val,,,,,,,,,,,,,,0.0,,0.0,5.525480630819146E-7,0.37096143052859976,0.0,3.774758283725532E-15,3.9732027889982646E-8,2.8330373602614145E-9,,,,0.0,0.0,0.0,4.4573318457397093E-4,0.9056627469360576,4.126102126633668E-9,0.0,7.103109419981379E-6,0.0,8.104628079763643E-14,1.8207657603852567E-14,,0.0,0.1251608463836309,0.12731214748991038,0.21974385712673628,2.967257417552105E-8,6.983857936404547E-11,0.0,0.021196983860594765,7.681307863105502E-7,6.406545779391593E-5,4.326164781875974E-5,,0.0,0.0,4.32764934998886E-13,,0.7813204492798582,2.321765002477605E-11,0.0,0.2252345961640545,0.0,,,4.0168921803762636E-4,0.0,0.0,0.0,0.0,0.0137411191693948,6.707905136809078E-4,1.696125284667005E-8,4.760750501440203E-4,0.00925841135665273,1.221962753206185E-8,0.002849447529553961
