Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_recreation_trip,b_carD_occupation_employed_full,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_recreation_trip,b_carP_occupation_employed_full,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_recreation_trip,b_pt_occupation_employed_full,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_recreation_trip,b_bike_occupation_employed_full,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_recreation_trip,b_walk_occupation_employed_full,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
21,33579.16989157248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.110062069635485,0.0,0.9626877958841078,-0.45007217530861005,-0.5610950744274354,0.8631138394514358,0.040837983001098505,-0.38075054311253786,0.012440736682545372,0.0,0.0,0.0,-0.9024416208779699,-9.25456020166711,1.1364584685043788,-0.47963205811679455,-0.6694866551510392,0.40356345200849114,0.13770181643117374,-0.5950418854459836,0.7993640176899262,-1.2232421813602077,-5.742483609995839,0.0,-2.134168846277082,-1.9994114984005573,0.7829661525283296,-0.11589411531332346,0.4878713260133403,0.23422232041048993,0.8131198325798789,0.055967104221590944,-0.5143289124132774,-0.4681069514821962,-0.6468542907545056,0.0,1.8016555512133663,-4.248573165193342,-0.4119604317162678,0.0,1.607057737901812,-0.08234759107889138,2.7343207188216367,0.15893270183934136,0.6060719825196299,0.0,0.0,0.08718574188795211,-0.0062251404580140335,-0.001775741795232248,-0.08948323349067006,-0.10687608757492874,4.54213965481792,1.6778712196727705,-1.3505616924872195,0.9058120705052289,0.0020351299002435014,-0.48717433146574923,1.351345531055132
22,33388.75989334981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3304274269549916,0.0,0.5022159639470813,-0.7329879874022777,0.14007471265999882,1.024019672513734,0.4631007338919795,-1.14974836753938,0.17257053471262415,0.0,0.0,0.0,-0.53536630734523,-8.990759451130197,0.010464522978246515,-1.6934737817566825,-2.0097945686641276,-0.34802052552734003,1.0324315969206554,-1.5499012602298778,0.5643730869058277,-1.2522807534194271,-6.294872448254701,0.0,-2.577717715346663,-1.8967031165096697,0.4018630038499645,0.3542981401267698,-0.9347545225471825,-0.30835668120920334,0.9285844361953808,-0.6963879841639122,-0.09476373149525241,-0.21210377149234327,-0.7653140933361042,0.0,1.0074169522636969,-5.124877509058586,-0.346766572436072,0.0,0.6958754091908943,0.04307667703101055,1.871021436668597,0.03639730103186521,0.258412695220943,0.0,0.0,0.10770305758563989,-0.004865934500597154,-0.0013222783811480308,-0.07017776389038441,-0.07949388207151922,7.264931391548339,0.9133209893129876,-0.9029488087169593,0.8247590093239495,-0.10315021597064983,-0.4376271378195462,0.8852610642722685
23,32383.44854105813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2167169755467024,0.0,0.6235391991609965,-0.04916446568658539,0.042543100306660725,0.5599735758057589,0.37472637067437986,-0.41578638149877156,0.2795097683963184,0.0,0.0,0.0,-0.2335270732062612,-8.522256962240307,-0.6897238692168216,-2.3439143175287755,-2.415782460214853,-0.5486723123504107,1.001918722735426,-2.349811480454846,0.6967798824866863,-1.2462001372742098,-6.473297587652254,0.0,-2.69857506583329,-1.9243968708161598,0.07474947511228247,0.39118451542193694,-1.4747401387207062,-0.380920351028984,0.9754265265522554,-1.1726693083769695,0.39789940352858216,-0.2760739157840343,-0.8396683312115114,0.0,0.9173972705437338,-4.799484011180006,-0.14559386633003912,0.0,-0.12360338269341264,0.19453043957001726,1.9760691283735772,0.17163879366756796,-0.039703505503787484,0.0,0.0,-0.13925969650007358,-0.003408104832756661,-9.133591815135182E-4,-0.05674961880595479,-0.07358587060404026,9.074831048264066,0.23238988082894474,0.22764780934075413,0.8288574207952816,-0.0975720492292925,-0.2479087857159222,0.3409301895150635
24,31843.341056379675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2584815222686867,0.0,1.1616307177326168,-0.32939125030576405,0.5118469673672663,0.5257459674909274,0.39371453311975957,-0.20367322875771035,0.3410017525119156,0.0,0.0,0.0,-0.01659721176261897,-7.999791327187313,-0.7254753313656577,-2.2864370603539603,-2.257539363240158,-0.38479575492519913,0.6965358411042916,-2.4723253335865216,0.9322334492217634,-1.167561934455764,-6.3592218124786575,0.0,-2.7296860757261268,-1.9116762689097144,-0.12996245163765238,-0.016928663049701143,-1.4095021214377852,-0.4331047226410681,0.9586500659132703,-1.2123733705850142,0.6511719666430926,-0.561653883227518,-0.8606617820082318,0.0,1.1343214932345775,-3.984972791055342,-0.1082919220853665,0.0,-0.40016335245572476,-0.044650018532567115,1.6377122257801071,-0.08222824991791267,0.23637730942344815,0.0,0.0,-0.2526776934542835,-0.00351565926257678,-0.0010535192502539301,-0.05766824702197101,-0.07156405608522234,10.018135548121467,-0.008861533351580797,0.5081501993508845,0.7895538611754651,-0.06960194874120873,0.21549869904542487,0.17437247182688012
25,31481.431735267575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.434900185699264,0.0,0.9542075991915537,0.17952185490891753,0.4215877274450736,0.649424331438734,0.5249773187897682,-0.33137140855899505,0.6185008730119133,0.0,0.0,0.0,-0.28017927025835865,-7.344345249724381,-0.18298151959325082,-2.062644769659594,-1.8999573896478352,-0.5197528085360739,0.5209307521260385,-2.215479814882819,1.1473127455950964,-1.1614339576975772,-6.043852075574357,0.0,-2.751127733698301,-1.980702593643987,-0.2781758579995456,-0.31178571468228194,-1.2362071556273002,-0.4190390321772958,0.613128466023664,-0.9902448340939,0.6852559083397292,-0.6836287370888526,-0.8437927056721277,0.0,0.9321246950189439,-3.1605632141803848,0.007496159882118672,0.0,-0.32183788387875906,0.0036256068101497077,1.590896862565714,-0.35443969315997914,0.30898599942029725,0.0,0.0,-0.13862544935843604,-0.0033018163916313293,-0.0010181225648045356,-0.055186593694097785,-0.06949930018163832,10.68178834602776,-0.13787940069894913,0.22763023834341573,0.7475404665127569,-0.12860075811324803,0.9532146272209062,0.2745410790317685
26,31257.8352480581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2964591415370474,0.0,0.9266063580392457,0.09309651814294155,0.45397389754090256,0.48427390477442206,0.5566061096079646,-0.09774861696813564,0.4159067327881391,0.0,0.0,0.0,-0.7476141223729145,-6.871369990930033,0.3982092133696631,-1.9319370820506705,-1.5692955085111133,-0.5259930561063135,0.6523302853363421,-1.992117336330758,1.2914731640168025,-1.2350510033716235,-5.757082605779526,0.0,-2.91588053261357,-1.9585539215248513,-0.35910411823484817,-0.25083372621950495,-1.39550769861955,-0.3797686638692753,0.7482091026332129,-0.8535503881460476,0.6935785604732843,-0.7067960158413109,-0.8556268091500289,0.0,0.5846499685595941,-2.5430390275009556,0.045933496962178424,0.0,-0.08291971146519692,0.13482244129140047,1.7028931125719953,-0.04839258065539764,0.2683032010561927,0.0,0.0,-0.1614154740858179,-0.00296014542200322,-9.089377581271547E-4,-0.051866112121649786,-0.06830908613486937,11.041415002156892,-0.1458542809438859,-0.2076296576915302,0.8061324197212061,-0.24797226394239197,1.2591892285465296,0.34748191984721566
27,31161.420117417856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1791022530659836,0.0,0.9086716272816954,5.773288635115559E-4,0.22445393333486782,0.5218079163993335,0.41302238891910487,-0.14622564638159988,0.36158066916342657,0.0,0.0,0.0,-1.1437421520586526,-6.594920503553023,0.7444936998614244,-1.7835534152987533,-1.3381459928728492,-0.3236879543344008,0.7474101217697279,-1.7812900299107026,1.2632963004738083,-1.2667053459014856,-5.56339160046071,0.0,-3.0836278443653007,-2.031537648884428,-0.3575552947212423,-0.15770091428851699,-1.445362712422168,-0.3911118747853049,0.9038177864265057,-0.8008310268140492,0.5913016479875317,-0.6103568403279995,-0.8835722923151829,0.0,0.4392215572037359,-2.23742733448242,0.1263314843217271,0.0,0.19603354059309322,0.1295976786268335,1.5208276661534783,0.140473460579563,0.28100158961298805,0.0,0.0,-0.2010587784185704,-0.002932313643411387,-9.043976281286651E-4,-0.04976513370011919,-0.06673542481616565,11.213336152775785,-0.2113296399452272,-0.02256692851496403,0.8770601107140823,-0.3601710989267288,1.2717037971046727,0.49310440454810917
28,31094.58197006621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0933776316295316,0.0,0.9635896922963099,-0.08605498524818846,0.2620346135072035,0.40355324649121666,0.4838550131222075,-0.17272898792809493,0.4690093169952716,0.0,0.0,0.0,-1.5847596393846375,-6.386477190922815,0.9724539560609629,-1.6281885894282493,-1.1133961481622825,0.050572277198641546,0.8015159952410187,-1.5750197855317252,1.1587230263651935,-1.286011664727079,-5.3786234422899994,0.0,-3.072326166942357,-1.7683041976655767,-0.3284974656896315,-0.12577278440380912,-1.3992363247884878,-0.5153279188279536,0.8954866516996329,-0.8710935489360387,0.5823105569154661,-0.44143621053366366,-0.9418669960486781,0.0,0.3511778569180186,-2.204323560978586,0.3049173273867401,0.0,0.378861112879301,0.1503028179121676,1.6261215610246043,0.07864329152431032,0.1404601902728081,0.0,0.0,-0.13806777205707105,-0.002849876703032546,-8.735453739391957E-4,-0.04994082906380392,-0.06629954632130994,11.316605777033853,-0.2562523555486563,0.15068974730297316,1.0039498049750755,-0.513541287368764,1.1809590463367126,0.6077651709661492
29,31079.903388976298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0609795480324147,0.0,0.8114460566911177,0.08739594760621712,0.40641766022661063,0.36400021988801856,0.578261338455578,-0.3064478755478004,0.19671541985775703,0.0,0.0,0.0,-2.1729119526926404,-6.125015519062346,1.1492558531218793,-1.4551434738068207,-0.7451657931382144,0.38168868723774996,0.8735808323095622,-1.3063331174628277,1.1190955352022878,-1.3220216897109685,-5.092280745952053,0.0,-3.087678977013859,-1.397862039541812,-0.19155540873057803,-0.030041532878237867,-1.33541464077029,-0.48912032068007416,0.8664847604326001,-0.7723702895434922,0.7289397479225106,-0.7364548404481246,-0.9257314229745042,0.0,0.44269976232055475,-2.4414267310094346,0.4353791280906426,0.0,0.285036601522538,0.09782922729215535,1.6513219495675102,0.1129544148396626,0.3894465632462003,0.0,0.0,-0.20722935014101918,-0.002670913445733845,-7.929713085621853E-4,-0.04974178226624168,-0.06569835718015296,11.398091849036371,-0.2809956745970832,0.3409424932107827,1.2311790441398258,-0.7192767347333575,0.9462576654023176,0.5493716171864634
30,31051.202849588182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1264749557298517,0.0,0.8441155946713095,-0.062467061537683236,0.2429137857317229,0.5847902115090394,0.5053491968062966,-0.14394162099505073,0.2586348313621578,0.0,0.0,0.0,-2.5535995380433665,-5.749198500814833,1.323271976677868,-1.1057861626122727,-0.19999561353443895,0.6729330224487104,1.1517251871021656,-0.8434055077949115,1.3008486830028472,-1.2540183029081968,-4.639466582936207,0.0,-3.2474693366292424,-1.0026449933063997,0.11336602664316059,0.16336816606393828,-1.2269171628847573,-0.3191399076944571,0.7414659478207861,-0.5964849629391465,0.7284806924677404,-1.1232980288065066,-0.8266296942341822,0.0,0.48764039455547675,-2.9331874476016586,0.31450036177666646,0.0,-0.12129898934825667,0.3270610193721149,1.6640078723003446,0.03518816406465776,0.37475911420582386,0.0,0.0,-0.2790006611074827,-0.003214113104686488,-0.0010464344005874735,-0.05607582849235767,-0.06552796110359274,11.470403756768635,-0.2819351327541739,0.4505837526305708,1.4269242918263942,-0.8610339405386807,0.6937825093864582,0.3622909710956351
31,31019.14562514674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.248067717427362,0.0,0.9125285037557979,-0.06286226862577052,0.3349610122187095,0.6449038382020609,0.5759326890721249,-0.017932418869423122,0.5980520358412384,0.0,0.0,0.0,-3.1655681968090383,-5.39738708468605,1.4943363572765458,-0.8228917303770492,0.0020863803444323703,0.48833065998033776,1.1108351990186798,-0.5483329256048848,1.5207723990904602,-1.1996668205383105,-4.096402574980543,0.0,-3.5338537262345238,-0.672399381035053,0.5831461451913399,0.28474035383775764,-0.990935074310946,-0.05974067718136461,0.8468271760955954,-0.5182970498386147,0.44321604371132267,-1.0985156540928265,-0.7042782558118852,0.0,0.80488438935184,-3.2071949657821226,0.07386292038949063,0.0,-0.4338243823749826,0.23022615637087956,1.6049814862734242,0.18421661718260934,0.29682317699685407,0.0,0.0,-0.39408883806890493,-0.002759663281442973,-8.250363502918098E-4,-0.051815881727644515,-0.06577576253909664,11.504124645627298,-0.25363148587455026,0.48655468634755455,1.4108803126912257,-0.7484633707560738,0.29567081439559156,0.11698775876986453
32,30879.003188982784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1421627553423708,0.0,1.236600047449193,0.057210992072610226,0.32805260211183035,0.5689496264668271,0.532491979239912,-0.15055343936697718,0.23296755289197885,0.0,0.0,0.0,-3.415214648136697,-5.066817672722933,1.740073230189362,-0.624921958660282,0.17380075074699908,0.3490873349664826,1.0764188300313204,-0.47531358863478174,1.9739029374678987,-1.1085838795812524,-3.3923943171861226,0.0,-3.935310733163877,-0.46061436436269987,1.142237194782938,0.5107103547284032,-0.4750984610543906,-0.09885544094131903,0.9903909058062843,-0.348823617560869,0.26122530506893216,-0.8083956325135666,-0.6340859206732834,0.0,0.9143744791163567,-3.5162930761840863,-0.05867667659407852,0.0,-0.6332368192553437,0.1812146279128821,1.6513657577505605,0.028726322989567482,0.17391559345675078,0.0,0.0,-0.23304990202082196,-0.0027586982512198635,-8.247403449025884E-4,-0.05128758660621687,-0.06676012166558218,11.521277038576779,-0.24775563040604995,0.559030044983635,1.10746116795857,-0.38259115912783304,0.10845829384740846,-0.005642114388473743
33,30653.403524183756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2092127686504863,0.0,1.036915973725793,-0.09817037912326924,0.29099339617978337,0.7402811011071453,0.49635265850982063,0.20970934082652837,0.22832876399888696,0.0,0.0,0.0,-3.3856825961942065,-4.720053097350586,2.179421525632814,-0.6284742758278271,0.33210113526786966,0.3451113524005994,1.0469423943530385,-0.8437078059804737,2.0482733732020986,-0.8406972219551384,-2.2281737336839154,0.0,-4.506214479756213,-0.2071951339293966,1.817381685987083,1.174193633433187,0.4011833339659955,-0.4068614646309762,1.2360112959756364,0.059588415371784886,0.5002523341389455,-0.6421033408697308,-0.6515637038858219,0.0,1.1145951889389956,-3.6787291153361554,0.2754117946666823,0.0,-0.5462524016291024,-0.02385303579787887,1.748008821200408,-0.06708505233782407,0.29114411833486303,0.0,0.0,-0.18678389592876904,-0.00298325924161004,-9.369510943398134E-4,-0.0534769043761047,-0.07059470914145988,11.538836011042653,-0.18993806256362503,0.5308654891656178,0.5974698313384287,0.2061510679835914,-0.012663249305761806,0.007869346375401588
34,30567.26825299354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0944711723709863,0.0,1.4603427150966266,0.07914425179095715,0.0679470660008425,0.865847468381215,0.5772230421792192,-0.4364561477343287,0.792442551959456,0.0,0.0,0.0,-2.885467810643879,-4.580913580800097,2.5124626269271464,-0.7003617545676915,0.4069664957167581,0.7202611408262393,0.9288876865552662,-1.3620039302684517,1.8825012259268818,-0.6438122547165314,-0.6018550011823254,0.0,-5.4453080243114504,0.3686977162959778,2.550624864260385,1.903405523280134,1.452471163788204,-0.09994729505264188,1.8421515614148942,0.22387378557374762,1.1832163836539387,-0.8906163351462197,-0.8464942416395689,0.0,0.8565063527997687,-3.11900034879165,0.5843448974700783,0.0,-0.31827601526330546,0.3250518560265998,1.9622273188845931,0.20009860136139174,0.4650412856040224,0.0,0.0,-0.3637510190644646,-0.0039009567650936973,-0.001324282665761711,-0.06149295973654259,-0.07639949855887376,11.545570998839057,0.00663889628420547,0.24478189805752,0.12668301891875955,0.8070562165415516,-0.3350422965741036,-0.09544123823432592
35,30429.919206777242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9236008332473409,0.0,1.5118142722627308,-0.22339954371325926,-0.15755624906099003,1.0610677248696658,0.3818187232339829,-0.3557304068802896,0.7031624989024677,0.0,0.0,0.0,-2.958667760703198,-4.736775134510921,2.1612720632164306,-0.7370194961764449,8.899614639190645E-4,0.6381971575364572,0.6933219515855831,-1.40037064774006,1.7381342021871498,-0.9968173773328524,0.04493332124329297,0.0,-5.799444897858356,0.786620144769935,2.8105789312365803,1.9419044080721615,1.8314365240709647,0.607281998580427,1.571026219687166,0.03182458875223443,1.3408944355148278,-0.7320470512246731,-0.9947776667667747,0.0,0.5070666879017287,-2.4939963298645393,0.8772030025348945,0.0,-0.1523040889171483,0.6181057769468103,1.9507041687317321,0.16033506172115275,0.9087350810917794,0.0,0.0,-0.12569102024439568,-0.003505435459092825,-0.0010568152120198125,-0.056454006542336295,-0.07621251553230445,11.514858366416137,0.04051366985597599,0.24490659636143766,0.21404634823294194,0.6951933080159057,0.004673723811443209,-0.08210853897055312
36,30184.36129467973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8577736546908457,0.0,1.3362051901255758,-0.2844660394151197,-0.22153844243375087,1.1432706370428949,0.4221347824016749,-0.3864003041944922,0.6364643149080833,0.0,0.0,0.0,-2.7161399930878303,-4.975412151551824,1.5941656224815257,-0.7354356328713177,-0.3077866273899326,0.7200108810437718,0.8142457663179213,-0.9926837922675542,1.8138883794037384,-1.3291807842741659,0.05048740572419669,0.0,-5.7623796295302325,1.0922038312824953,2.8611596854125225,1.7470700741724554,1.5555395895475825,0.38124183320294663,1.6151400306866532,0.5894112827167162,1.128725997262946,-0.5782635389307915,-0.9294409234600715,0.0,0.4887520924724341,-1.541189986817729,0.7589227851114302,0.0,-0.13205208861072443,0.586218503068423,2.057393624637975,0.29466657935630325,0.829576270247626,0.0,0.0,-0.091102212710506,-0.0038415802505052474,-0.0011726234778166992,-0.06135884619702401,-0.07823991753488088,11.468456999317139,0.03239764444475205,0.468938638681866,0.5698037423284004,0.30685027212096416,0.5559341374038027,-0.022674241242665656
37,30093.256632112178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7018472096260324,0.0,1.4745858149765443,-0.22480904209717956,-0.25084332806208853,1.006797326035685,0.2857552928116932,-0.4021381015346856,0.6337124986940755,0.0,0.0,0.0,-2.6333986626797996,-4.900658903815361,1.7681216648853568,-1.0015182837218088,-0.1951147490012471,0.48386769576094313,0.9848332955217454,-0.6935981800525289,1.6074476379907485,-1.1609916306388839,-0.3191497126577762,0.0,-5.508221753950987,1.0754237063791918,2.4110013391974547,1.6437034822185086,1.036812373500135,0.4409611180538855,1.5857917127308139,0.44116407512239864,1.0429689361102426,-0.6288740953371122,-0.8294398776178161,0.0,0.7759386607400969,-1.3571839276415636,0.6417330612271098,0.0,-0.044399332137696215,0.4444583015530851,2.059666935432093,0.0913077950941032,0.791760861009895,0.0,0.0,-0.1888290111617605,-0.003928212612360699,-0.0012009912381845398,-0.06335622748191314,-0.0797686220645947,11.414635324304621,0.028203150923987202,0.5635001946136201,0.5973023210814683,0.24008908578622679,0.878580579400542,0.19171856229784137
38,29995.288543016315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.652299159040636,0.0,1.2967657079185366,-0.388522875919483,-0.284578065815257,1.0959386751721112,0.38013405589822746,-0.43299590769747676,0.4930937685833712,0.0,0.0,0.0,-2.5574997072043804,-4.7201055099226465,2.295378422532303,-1.1204448425012568,-0.13875200142544936,0.406060358970866,0.8272474821111058,-0.5422028019121914,1.536907121032804,-0.9803539023808505,-0.8947693740384661,0.0,-4.883805010330498,0.6757824664295966,1.7519922198979876,1.1130948290142944,0.6384286295017326,0.3334798382224147,1.6057225070834227,0.051255303229005456,0.9332707004093325,-0.7060461563934199,-0.6726014267097281,0.0,0.7411490510859687,-1.2216339537001302,0.42953186912534436,0.0,-0.10781675829527779,0.5289022183746357,2.1395157438921926,0.10488604260339973,0.7206971696132001,0.0,0.0,-0.14845009061355327,-0.003995248916505401,-0.001208481665053127,-0.0648899323531551,-0.08060459065158737,11.332365834823824,0.02763362710543267,0.767484148475599,0.5777948816605659,0.2911406300207871,0.7849573121957341,0.11025866425860255
39,29895.36351062271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5969225426218452,0.0,1.3623279900136527,-0.3854436686438345,-0.3539120835714653,1.0715301806877386,0.292142403674999,-0.44992664732694704,0.6175540081207708,0.0,0.0,0.0,-2.63944529766648,-4.397108320522944,2.400797941028221,-0.8407701333922593,-0.020252744559443175,0.5395875918425966,0.5976380733324431,-0.569938430098693,1.69536132067657,-1.1017598574383174,-1.4170928718704818,0.0,-4.232482299430463,-0.05073169699080615,0.9499031728718017,0.7192044577457928,-0.06461012095481544,0.10491153442913154,1.63935265410023,-0.1587113770968755,0.814135371189382,-0.6456149948276025,-0.5954244717922254,0.0,0.7019988285537069,-1.352905810359751,0.6828759744496228,0.0,-0.23633017110443277,0.5379367929233407,2.140496389532546,0.14548907876168968,0.9003957871065635,0.0,0.0,-0.09704888724550192,-0.003986700441985612,-0.0011884633496667839,-0.06506867184259348,-0.08076577264297145,11.240074850216393,0.10386635071633524,0.5735227785986106,0.48218697265678717,0.4209316009539913,0.6459073297260156,0.02427560510544803
40,29856.343314938185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7108991860568914,0.0,1.4196482273987898,-0.301156619496406,-0.25932757390012445,1.1728017982954784,0.28601257144722897,-0.3855556792722911,0.5027552904701011,0.0,0.0,0.0,-2.7418014119925935,-4.152058844329554,2.2984704646694554,-0.41825929259198086,-0.06902639571739203,0.6066204978657438,0.6945591461613569,-0.5992386772608893,1.6279026595746362,-1.328335487493061,-1.4863468939338496,0.0,-3.797032276303798,-0.7940703357008428,0.43280653543767766,0.2801420531876377,-0.42031399206476494,0.08848475794176275,1.65217424450364,-0.3453410615602207,1.0048116022562883,-0.6781055981007857,-0.7002102169067178,0.0,0.8275031402578943,-1.514029639902848,0.6622803141388619,0.0,-0.0905573685449362,0.5343033311375773,2.1506144487920853,0.13128319548554943,0.6139422008466029,0.0,0.0,-0.24570284417215804,-0.004047424882515522,-0.00121186801898353,-0.06561773894042557,-0.08158595215626549,11.171760549701496,0.14826818358004712,0.46831078810970284,0.41068422111869174,0.4958835975944612,0.5775979696552271,0.11986017838229705
41,29836.50321527763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7555799828165823,0.0,1.4390609057899866,-0.25658822853429397,-0.19407221862661508,1.1658336810302723,0.2860738970686026,-0.3506691336748058,0.5085906435847869,0.0,0.0,0.0,-2.712817941429096,-4.191773569268768,2.2658066050140184,-0.37257642026260746,0.15166025316596465,0.5657887156345718,0.7217156261988522,-0.6642014240523375,1.4754665748473754,-1.44317916470415,-1.3032832469543385,0.0,-3.636854930915699,-1.0893078772781883,0.2714772598223027,0.1469960682176907,-0.542561500227093,0.014400553003223154,1.6917651922507588,-0.4146376168411541,0.9736532752152046,-0.5778112184441182,-0.8525158935048446,0.0,0.8167116777972114,-1.5811665168443483,0.47446471106508226,0.0,-0.11143079899092284,0.5140028004674073,2.1815158980099674,0.1180960347389839,0.6745596891458667,0.0,0.0,-0.18747059276766886,-0.004056206080868927,-0.0012177500577807163,-0.06564168299617726,-0.08152505069587496,11.140111421597895,0.15483844109094677,0.4614006907695447,0.4756646767050513,0.4289040112440408,0.5821507157982904,0.10700625852875188
42,29804.31908974229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.691726841156085,0.0,1.4000970579527474,-0.286811354668926,-0.22354652205294956,1.1004942716358836,0.26188468520837155,-0.3666242522557367,0.4622277272426586,0.0,0.0,0.0,-2.6466833591638177,-4.509377684577519,2.338139358657996,-0.34479966386086225,0.12787305021006268,0.46733087990851857,0.6839948631229427,-0.44168107874349083,1.4714482705367131,-1.450527399870079,-0.811667233184807,0.0,-3.323406007331528,-1.321875408219807,0.06651987234130413,0.07402365520048586,-0.711369803332023,-0.1477067523975455,1.7102176242639435,-0.5551753544725299,0.841632349459234,-0.6325015098804506,-1.053815044611761,0.0,0.9074451124825352,-1.577794111313112,0.6032718455412314,0.0,-0.23467442763530838,0.4519532975397108,2.1656171702554623,0.08680477830409736,0.6067896582517865,0.0,0.0,-0.2253725246109523,-0.004109642998329556,-0.001247742179038506,-0.06670516205126609,-0.08162451245066621,11.065786931663814,0.18092885531860478,0.42920227573009945,0.5154722080543042,0.4011692293122229,0.5733866770787045,0.038559151893519605
43,29734.812795047525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7581444675081361,0.0,1.3546834273629094,-0.23558453194486126,-0.16544436101098509,1.112395022381742,0.2547628561090366,-0.2837793434161932,0.3683030611082442,0.0,0.0,0.0,-2.9428807220598605,-4.890981969531143,2.0230105744262223,-0.5764762086799444,0.11563040048147749,0.725717410795476,0.6510469896450398,-0.600618553288687,1.7368581134387986,-0.7843473308055849,-0.26258070248507837,0.0,-2.7981475018578688,-1.4968850362710457,-0.02536439001028691,-0.17181960402379143,-1.1487435684287093,-0.2620798888469985,1.5930560083920566,-0.5880409848125633,0.33938510331763894,-0.8865377194141588,-1.061333496019166,0.0,0.8083255324174915,-1.5246479652740412,0.4839133240381559,0.0,-0.006981176840406417,0.4710562430204285,2.156053117905499,0.03899563794704012,0.5834213578203092,0.0,0.0,-0.20947756164022735,-0.004028782759946363,-0.0011902762780332937,-0.06819039726137358,-0.08103012747848792,10.828238688339374,0.20928710912244494,0.4123800974876463,0.35945526283277396,0.5085560467147436,0.665393607965091,0.22626861087881145
