Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_16_24,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_recreation_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_16_24,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_recreation_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_16_24,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_recreation_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_16_24,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_recreation_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_16_24,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_recreation_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
45,29565.703612861224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7517184356344433,0.0,1.2636888748809199,-0.08170406582334108,0.2054212432322196,1.0046248648850578,-0.39236636568488875,-0.008802188531396004,0.25212763227813995,0.09285654377072233,-0.10403818369614799,-3.7242907140475188,-3.8375890879506156,2.6994762854925667,0.13788919727266738,0.4301230302406432,0.3831606407758904,0.6931009473796952,0.9307924242781915,1.419653376709726,-1.055013450176235,-3.4720467656252056,-3.280822893641609,-1.0670905145389236,0.5308923882079283,-0.09064297562732931,0.059064745246171724,-0.24033815873458303,0.10642420752603889,1.545907164524455,0.43923829417319654,-0.15000600776453477,-0.516235497543582,1.1008435776846317,-1.42129404659771,0.7361592209976844,0.14179575309475656,0.1357157061416996,0.26525667443386786,-0.6984121513671713,1.4424627031447201,0.7449087359322927,0.05270889765920989,0.10798217226178569,-0.0036416360429170924,-9.919673822476143E-4,-0.10085712832179293,-0.1021937158112417,7.4951337957782975,-0.2892244335347263,0.6618606912263717,0.29131494222508064,0.27268295238948215,-0.10063212068293444,0.7814640361298603,0.12324516705349887
46,29526.803318231407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8264673109531622,0.0,1.2663046124358373,-0.08568578694944666,0.18710588081387874,1.0607115822051114,-0.36772940111945135,0.06342934675658107,0.24924349208255714,0.12252990977625851,-0.10550216185368874,-3.8155940518814924,-4.091187871122119,2.459056992137299,-0.0016795530194155528,0.3650738386356045,0.5246057518351526,0.7953840283308319,1.2383245253426711,1.3996499162238956,-1.0827132559810257,-2.7872240735890292,-3.3337731934993933,-0.8160009702022285,0.6100438961127277,-0.037588572173318686,-0.19874206122538424,-0.16455101089539648,0.1322580704453823,1.5935096863773004,0.37663423912334526,-0.06890839128530879,-0.6552704816226902,1.0163690687155218,-1.57566361585156,0.7105532102298786,0.11853165978162326,0.15605532105485995,0.2924067841365282,-0.6079590649558426,1.5631794620342632,0.7391536663255602,0.09746432665066258,0.12839177249606284,-0.0037905297499015752,-0.0010482930356677336,-0.10303872054699365,-0.10192590925725861,7.160353910153723,-0.2691223104526823,0.8214374669372175,0.1913719973186481,0.36017486865567594,-0.17939328903450413,0.661178177191276,0.1638653170387419
47,29517.30718047824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8665772834995848,0.0,1.2969383985837255,-0.060102157951224325,0.20930363548058703,1.0872122294646342,-0.36178516304813824,0.053429118260944396,0.2665684288650913,0.10299801015545461,-0.061673537492920955,-3.905556192738478,-4.2077250900821745,2.3593517704485483,-0.16224096422930398,0.3892808533658402,0.5581132001877963,0.9739895051173969,1.1500914819421642,1.3122342917457157,-1.0172234101968565,-2.4714461838489976,-3.283841913185924,-0.7992779920223283,0.6480042116581503,-0.01461328007934114,-0.4112448017530582,-0.17163919424799967,0.1916488668999724,1.6103625290901322,0.4209224307549297,-0.211579318453754,-0.6639535974847969,0.9918010607920594,-1.6778381027955853,0.638025276288393,0.10624892446240135,0.09152623635969133,0.30386659997851506,-0.5809315991632071,1.573044670197866,0.7922362230049865,0.08243049307565747,0.18841535521998432,-0.0036664645772422105,-9.95308611758889E-4,-0.10204288142918742,-0.10100035605852804,7.036691289154135,-0.26212097957313096,0.87997743499751,0.1140572255079693,0.26615784779749113,-0.08097051155352088,0.6407194079113051,0.15112178397209317
48,29502.561775929484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8228902983677024,0.0,1.2647213117572804,-0.10004669857034504,0.154615870314578,1.0542055949416638,-0.36272056294092153,0.06185418473257425,0.2679559820751742,0.09515267034475088,-0.03995325853638386,-3.909775027303027,-4.337656160161215,2.2437518506899705,-0.20540901442474357,0.3806285477414997,0.43000508444095475,0.9835813842403129,1.308915547776245,1.49698889685922,-0.8774205527334038,-2.0812505574421545,-3.115984130115234,-1.0838939709792903,0.667804599179194,-0.17570200907636613,-0.7517323572203161,-0.19526338667661045,0.18880333034287056,1.6536986090890067,0.3213633932245297,-0.21671293132851008,-0.5410917089457489,1.1387635127575182,-1.7189468329265298,0.616355043267395,0.05413122642061915,-0.013807131242838014,0.25276396275407687,-0.6481549377599348,1.5255126151042786,0.7603019105923846,0.044923043545249106,0.20291355722547355,-0.0036719695118053054,-0.0010099110138100276,-0.10255912144029372,-0.10039527846505444,6.929299571117692,-0.19919651319303114,0.6964349028168221,-0.007167222507739504,0.1088299274643588,0.10148351170223134,0.6669970153179963,0.13332335732729256
49,29473.93600459405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8770396461345316,0.0,1.3077410076642124,-0.01730192096137749,0.1856940531144742,1.079159540787619,-0.3633317505285739,0.04933708658186222,0.28669128313690995,0.09068276205509135,-0.057663498025781953,-3.889160575955659,-4.475061353192099,2.2001835410287334,-0.14648056689259276,0.27591072363193325,0.442729869975141,1.0689038932622315,1.347195565349333,1.3979017612534845,-0.6699716799488026,-1.470412277634496,-2.8744197928572355,-1.6499703852407963,0.17838393205060227,-0.20156317995683196,-1.0657811848670549,-0.19600823737670509,0.057821747688966474,1.5544276578544818,0.44983268296631107,-0.1691619707761405,-0.602783041271959,1.198459456863073,-1.6806945070103188,0.6111342752620607,0.10948560445136306,0.03524441825901288,0.24512430951760533,-0.7048471946767993,1.4668237698018154,0.7247169961726195,-0.01817829064770278,0.09840576231379969,-0.003958753465928606,-0.001104627502058315,-0.10474338921452202,-0.10131781632362984,6.799531605237929,-0.08828740787567546,0.4125110541002076,-0.102685012290249,0.30631418833015545,-0.1115674063682376,0.7865311004526782,0.16140312659652478
50,29425.851919226727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.872037739367665,0.0,1.219932828312818,-0.12515652309594738,0.13286859460603995,1.070902507794099,-0.3040222739390786,0.09698979613193232,0.3058371331540621,0.09578002844562813,0.03306891374733335,-3.83762325208956,-4.550648349429617,2.1766329174864913,-0.22043721339199956,0.5239136711071597,0.3967041943811869,1.039727276094907,1.3578984542895687,1.2642732517168749,-0.8708520979048631,-0.8951450800032175,-2.5361851478196593,-1.7283750384541747,-0.15891049972381854,-0.5507033174289648,-0.9388264096420622,-0.2610903133104793,-0.09723807739170726,1.4585841870977603,0.28608922442730306,-0.3031123511405869,-0.4405169731902041,0.976704334833024,-1.623826760486172,0.6923316154076605,0.08485614421600252,0.11522184152808172,0.24113099419304124,-0.5183351455843188,1.6815010049921775,0.7654935842241493,-0.014594811450220246,0.10763289244287166,-0.003851609305652603,-0.001049145075211437,-0.106271581576538,-0.10275767237448442,6.686726367894198,-0.13020563880564173,0.5379315822784758,0.07238730301963818,0.39412754771182684,-0.23381344017656616,0.699668429061424,0.17191710529623622
51,29357.539516700243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9255590811972296,0.0,1.2163384584159318,-0.08650687849388619,0.14362486088226106,1.0926482297551894,-0.26145535466450137,0.14100861508851067,0.2541068883885378,0.0860617371558465,-0.02336273995317039,-3.730013215459259,-4.393043646012254,2.1279726876913947,-0.21624854954491815,0.3682059558495673,0.3521635536382488,0.9842085063075713,1.3113907746743625,1.295099131845248,-1.0490059312956,-0.3843440027679319,-2.6694712109679646,-1.3218343908725114,-0.2507891576589068,-0.23764985535130095,-0.650980840366034,-0.20780285398716222,-0.3021603197366567,1.317899867908801,0.12178087722306638,-0.3167127805278066,-0.4423920119701861,0.9411627615407998,-1.7428350117875482,0.5726828529271468,0.10877763871367051,0.1268642030334199,0.2525908863856911,-0.49276320751497926,1.738140897553853,0.5507653689240635,-0.08917501920393231,-0.02927145083290658,-0.0037024691553717657,-9.94943120556745E-4,-0.10355272911566472,-0.10201055174758857,6.590210736882146,-0.1646015066688433,0.6552423246497231,0.11503592703380854,0.16268726020062982,-5.9807682219220615E-5,0.6271405190448871,0.17691062084838732
52,29271.95293253467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7548293975332123,0.0,1.184552728444017,-0.22200479435452772,0.053656771572036285,1.0562711842192907,-0.33412472601768883,0.07534976399388488,0.30990069571251394,0.07202797864021349,-0.04377107435808811,-3.5733422276469775,-4.010310758665811,1.7718094308385859,-0.48342964342358585,0.2582267453342407,0.48196893122452955,0.8485398080746135,1.2265081146035375,1.2448092300898743,-0.7355768627497675,0.10653376308650858,-3.1682193633330358,-0.6675677925413006,0.500994679689226,-0.08978687217922404,-0.2085632967249818,-0.27666324320193053,-0.05442966239027275,1.5615807202308076,0.38183214071093574,-0.3589867665356741,-0.6021546899364738,1.3774423574028511,-1.7406601112305014,0.7778519513965472,0.03769491075472693,0.005787321057732997,0.19593591757920348,-0.8577486863420021,1.459577266548893,0.5268853420739696,-0.19520581078996596,-0.30030887542273454,-0.003755830895285557,-0.001006914133115621,-0.10367517978861643,-0.1042092010037758,6.485051546538983,-0.22512342076373304,0.9890556149201207,0.2633793053982507,0.3843592796925527,-0.22741928308019377,0.5001478096120756,0.11466694819432026
53,29245.63595788712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7256584908919725,0.0,1.087140462223098,-0.28089636753306485,-0.00625924228010704,1.0377780037136264,-0.30199384593663375,0.1008857348506568,0.3285957857750695,0.06544884689298246,0.009393235933059914,-3.4988309930131676,-3.857719143542335,1.8156269915300738,-0.6019246724839787,0.05864319259315098,0.4388619646703229,0.8383526554908104,1.201340460231898,1.3260427203702723,-0.5422577006477994,0.10217720165830675,-3.417667144915697,-0.5688882717099624,0.6958431414560748,-9.233766940599936E-4,-0.13852998911738934,-0.26297194399439616,0.1919515245638114,1.781394030809949,0.27917758612513155,-0.4672301282538592,-0.64244452782571,1.290842967097341,-1.578293563120999,0.5233180112514495,-0.05003016041931148,0.03102314777416036,0.20874981984482519,-0.7353427644697782,1.570219678156184,0.5323430879923884,-0.2004475539411744,-0.18757491469016446,-0.003806413775606008,-0.001015947991033321,-0.10331990756863814,-0.1044237084534742,6.46469804498658,-0.2136258375088627,0.9549731834015683,0.2685474457579934,0.5174999944962269,-0.3828709210885356,0.6144815022122971,0.15986258428822447
54,29203.78290536038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7864342313665857,0.0,1.1193676835835547,-0.2823695697782463,-0.004829113182701688,1.0207358983706232,-0.22042159136774025,0.20778421411130796,0.3206193992489093,0.05831421348917266,-0.06324234621059202,-3.4104339502470244,-3.5806210745260527,1.5519880249101323,-0.6925744905555101,-0.030390033738974823,0.46484907057224695,0.7720419973520772,1.1374348655379158,1.3389109143996976,-0.3330330762510839,-0.08781903501502093,-3.973506586230837,-0.45768556521454196,0.5470826858294751,-0.028071937590985162,-0.1448032374923508,-0.2526040448813289,0.7100689850339433,2.3200943110738868,0.2844234646528157,-0.42056300945880803,-0.6571036787510818,0.9667730818894666,-1.0963201336178732,0.7351780241836163,0.04513515920712907,0.0823995914885427,0.23348202924244937,-0.4907637038203204,1.8262686014095633,0.42764501104797137,-0.2564633240157656,-0.37679313676705783,-0.0037468628728145937,-0.0010006733596378036,-0.10062057002033632,-0.10341702585307143,6.448019891561334,-0.24898304029844437,1.0053300458409555,0.2544318304044007,0.37142741515313815,-0.23970294544447587,0.869679902464916,0.1481385670729157
55,29157.018556604267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.682560516978353,0.0,0.992423000911382,-0.3298411023985059,-0.04675318302465009,0.9780977496614235,-0.2720288561687293,0.15509136491249736,0.3358932663300029,0.05312350244141721,-0.004961110059607456,-3.347797257208327,-3.3377673429942,1.4309021332992407,-0.5721855071517353,0.1404674004530635,0.4403684444054541,0.7721378180454596,1.1168072484875267,1.192000713880326,-0.5455054360530713,-0.4171749989627078,-4.3053247684289735,-0.18603219475795746,0.24058102620110766,0.012878697021693468,-0.28840755292370734,-0.2346011639105558,0.9318278098885334,2.5237157908333434,0.4026246623105311,-0.3324523438714837,-0.22904151065100165,1.0512419706880278,-0.962238946515322,0.5197045108922211,0.04180197333726576,0.4683561610666241,0.2196287648012633,-0.6716973204177832,1.670391656904959,0.3974694501999128,-0.2719473515632541,-0.3289070769672931,-0.0035944151810822227,-9.389066894518193E-4,-0.09753785636130119,-0.10341644955090547,6.437197984653575,-0.2590956846024939,1.0933501787933602,0.17170075873499221,0.322221223190219,-0.238730462495401,0.9037586707123956,0.365086939341993
56,29094.914321044267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.653418285643518,0.0,0.8803706449951406,-0.3774926624867512,-0.09965455177648165,0.9563534248055036,-0.2537062123007799,0.16681747716802336,0.38405059460025365,0.07137917241750807,0.022796295923420917,-3.330191191058198,-2.828435316201969,1.415728854706622,-0.3226268442287956,0.17133775963045417,0.4324904064606086,0.7453907530551807,1.1372668467486238,1.070483003302132,-0.6876618277317308,-0.9226397528406116,-4.235812168786113,-0.04065768417817911,-0.029126566490434713,-0.010477562586459058,-0.14052339082330434,-0.2777820455318919,0.711886729336226,2.352395867149018,0.5933397944751578,-0.258838531600601,-0.11602265643276384,1.2874963189991968,-1.293194968020711,0.20484240425266054,-0.1427241826897688,-0.184391906815855,0.18519121299212382,-0.6346318437201783,1.7144029226880262,0.3672844453627815,-0.29740709332431203,-0.3699477403116578,-0.0034265663469122266,-8.787743768540955E-4,-0.09502909226294064,-0.10180761999484739,6.425430955174234,-0.29161963232784927,1.2216337967725024,0.25060021446499703,0.4452555652057802,-0.3023317628242252,0.723518582153855,0.09182056827932833
57,29047.51832516204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6467160519337132,0.0,0.9446603200549273,-0.35030264056894084,-0.06882455545375923,0.9605584645768779,-0.2511631585905394,0.14097128860384703,0.3555709969796774,0.04231480265106201,-0.01651623703296949,-3.3823222808018714,-2.416284602055174,1.4589019932714038,-0.4492608117542517,0.092862872853388,0.5018615464914573,0.7214935024945746,1.1368243848901967,1.0866613880632574,-0.6397273269553134,-1.2385636975598673,-3.9019343361008336,-0.14138980995604208,0.09082609189276397,-6.972463763636819E-4,0.05421256166085531,-0.3495954801354197,0.4288638370835569,2.105256020344666,0.3783972499909801,-0.4284914413896399,-0.3491002559946381,1.329010410628306,-1.611694599377864,0.2990666487327083,-0.13244208974945845,-0.038888524029727894,0.19006038556801522,-0.6960277741039831,1.6691098342219577,0.30154613111567535,-0.3425694664007522,-0.45244135420245446,-0.003241004243891704,-8.080904029844107E-4,-0.093622944560894,-0.10067266727154237,6.417303010093987,-0.3032929506933513,1.2337170839846954,0.3485159486193071,0.4451763630182699,-0.3084958556073688,0.526474713252855,0.15452144943954763
58,29022.426175385175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.618475382980074,0.0,1.042835947782063,-0.3308318281098403,-0.06151097450823444,0.9373585186739473,-0.2766844028129618,0.11585752791027998,0.3579317418735509,0.013269783468391,-0.048978985311735654,-3.387950578938661,-2.305158812968285,1.6678222163303131,-0.24409312950584444,0.1770374878519827,0.536421589887538,0.713916520518444,1.1681717218503513,0.9533376055702292,-0.7797963515689734,-1.4461179581874313,-3.51040756268346,-0.06065695718998679,0.632223893130943,0.10342367167618746,-0.14039965353655684,-0.3988211792540692,0.014090830236272778,1.7458522996390056,0.3815389392316417,-0.5264326765120881,-0.6542651218337412,1.2617634422667305,-1.2527359453542808,0.42407728400866695,-0.09047758280507273,0.00771546990848538,0.1954534534246417,-0.6590045793431757,1.6753213937390468,0.28196183586305185,-0.3761626102883017,-0.47816595052075755,-0.0032543856897194415,-8.062443843195113E-4,-0.09780778159745446,-0.10005649285213465,6.416896381431752,-0.2890142832227653,1.2440417565831359,0.2488803631365974,0.41812148392547943,-0.28296592723887726,0.729973261531459,0.17929426641919902
59,28960.89418224269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.73277477195836,0.0,1.199725950971161,-0.17866058254065956,0.06684445437918606,0.8837283865679216,-0.25685168585038254,0.10275278240488683,0.3534441751656025,0.06922793403059033,0.01823763478495015,-2.2823952693721514,-1.8304503052381893,1.4771484112366797,-0.20362772686264033,0.17661482347029303,0.26893689670775806,-0.16703633664155648,0.22788100903190955,1.0079929940068475,-0.4858672166528241,-0.9794059331129659,-3.6410973529807125,-0.28129103238728914,0.2871736525413068,0.02269892177051784,-0.35872386555552266,-0.48884703550761976,0.04721270870909132,1.8712758643098009,0.5179278840497422,-0.38741345095273755,-0.6171409295507426,1.0677548365297058,-1.5260110523498085,0.5146482852747696,0.03480083275288712,0.10849326473016327,0.2684021004140479,-0.5270229341110452,1.6439750796175787,0.46445939887997634,-0.1738409349291035,-0.1361191125499877,-0.002213967781770937,-5.885091110213105E-4,-0.08705076589376051,-0.08476309815304969,6.805992699959957,-0.3954583789205904,1.533452757275387,0.21829350301792066,0.4213383454853368,-0.1549878664274004,0.6707454353544037,0.22395208478575013
60,28915.463030921874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7837468826598335,0.0,1.2839533961100376,-0.11229931649174059,0.12284223991388063,0.9482267117572784,-0.31130653529085717,0.04421843870290681,0.3278508779976216,0.06755902587092226,0.007519658949152311,-3.3741298000023194,-2.3423660974199723,1.464636213399761,-0.21559003403944338,0.1632665974062886,0.4506245948105606,0.7545765805016085,1.2092586636904126,1.105292071832531,-0.4641623917254972,-0.8567690526603263,-3.466408007074813,-0.7511536398221568,0.35194424961999293,-0.10321498569596037,-0.6785648280698334,-0.5042872846864547,0.1042400432411145,1.8525861584610344,0.5867599657100512,-0.35057503550292946,-0.6825510009588589,1.0195577030593335,-1.7768712780355795,0.552488525972373,0.06303884541310692,0.1352456584568217,0.2752911182649399,-0.5838820765950807,1.5991354803795372,0.6009522604190416,-0.07454098239627381,0.011116677999908675,-0.002264645285304154,-5.676700870620129E-4,-0.08509683612870213,-0.0995843632361636,7.150198081057416,-0.3485575297597944,1.413241271644911,0.08051969514958515,0.219094509642027,-0.10593320417136814,0.4687845158829588,0.2290658402920095
61,28893.986226453857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7042446618919915,0.0,1.2262917308419397,-0.19675828502281995,0.05571581105193768,0.9522630579153675,-0.3377898899670753,0.029344350290220686,0.29692339418555685,0.05808276411100144,-0.012638219749962324,-2.993565679134498,-2.0142414241592643,1.5930321130651879,-0.25648826024524424,0.16984804346629942,0.45724976210922563,0.44144957803042056,0.7839042096861246,1.023335535459633,-0.6320428082114726,-0.9387090249744102,-3.323848988876749,-0.5400016937192662,0.4252276040563166,-0.059099998405926446,-0.5154481995695179,-0.497559554616113,-0.052361152567688946,1.7456836341240582,0.532412201643944,-0.37429116735512225,-0.6862065992938119,1.1254015033713072,-1.5664873674983335,0.5469958952403244,0.013461932961341828,0.08623106802576697,0.25720793007228365,-0.6199027312121672,1.606389476121002,0.49788112578739563,-0.14530678859218754,-0.09500023067084933,-0.0029350426320684866,-7.597824569705657E-4,-0.09472357443589383,-0.09968312660618861,7.510936817965678,-0.31874031751668663,1.4656078778540167,0.12981796125195227,0.3014363763174061,-0.1509854354741647,0.5969693638750744,0.21492384390463543
62,28884.003236036948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72595480902253,0.0,1.2183676065287967,-0.17728198187997302,0.0778896214822942,0.9330540631725316,-0.3113650238082767,0.05446368931151581,0.32421025873645976,0.0553790171368219,-0.002385296062793132,-2.870946046846365,-2.2856332397140577,1.5489242556629463,-0.2533385651464702,0.16955625544933037,0.4125395587798096,0.3112565780896296,0.7159685381090242,1.0198693365227702,-0.5501846877769053,-0.9647551940783042,-3.3576422188380795,-0.5210255213769014,0.37266961552083583,-0.08486918403193469,-0.5496487558207207,-0.5003362034803149,-0.046653593645638224,1.771240528720307,0.5457444264633693,-0.3951332760503405,-0.6953812599199537,1.1190159142948854,-1.6075211138749266,0.5389234127915306,0.0213078285405653,0.08853786025408807,0.2628835349087773,-0.6009212578204491,1.6099446055421551,0.5086223682994053,-0.1554452540217312,-0.10846583601811552,-0.002569747361870112,-6.50927313283076E-4,-0.09007945561184949,-0.09554681560623654,7.860880571251813,-0.3601132989331002,1.5525028176187776,0.1210756646738298,0.33486752311819096,-0.16175824539839845,0.5843524444331931,0.21499511568176172
63,28881.85038454037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.724671477791328,0.0,1.2154676582509558,-0.17549765719320892,0.07795878230789134,0.9285651460486061,-0.3085887228518386,0.0547815091767342,0.32474497714078787,0.05439647229656029,-0.00624504131122086,-2.94154385000509,-2.1147216776058224,1.5406343588764024,-0.23097095973564924,0.168213484456555,0.4171805660428167,0.37137622058331377,0.7852762464102877,1.0283019299230727,-0.536569682227118,-0.9233093647446519,-3.4000140451351095,-0.5240473700556137,0.34214791257509825,-0.09603099773815672,-0.5787106677929389,-0.5052892506341442,0.0017183041691835807,1.8136370426787514,0.555717241926704,-0.3851990581342411,-0.6790084586280171,1.1037659021669677,-1.5986002441256888,0.5290519061452862,0.020349826529023726,0.09047505917648813,0.2637081588172823,-0.5869852709602341,1.6156053468133849,0.5134690822381095,-0.15051981290998215,-0.10207617263907695,-0.0025184115729987803,-6.394726338282039E-4,-0.08925995620787533,-0.09473625175785597,7.946801944650672,-0.3660870857319164,1.5835083302349646,0.10713308951247412,0.3308678214635539,-0.15189145339669063,0.5981885262431077,0.2185107783190718
64,28880.041924476584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7279895752594976,0.0,1.2279728934566585,-0.1713082484692977,0.07824941489983561,0.9366137005694326,-0.3156001394054334,0.04684563861534625,0.3185353377216586,0.05684147283374777,-0.0067581961286445995,-2.9076753303638667,-2.0978539963076956,1.5431610095204575,-0.23100290688495542,0.16263973450428496,0.418923171841993,0.35245655125271214,0.757158070093038,1.0405197189057427,-0.5422182189846523,-0.9237022848063599,-3.3654542813158073,-0.5371892137494301,0.3681929504933058,-0.0946385497474177,-0.6002391793705999,-0.5081125626833745,-0.018608238728872614,1.7816679939243045,0.5554348330611282,-0.3793265016048123,-0.6831125713702123,1.1002174010394983,-1.618074034845872,0.5383944374036044,0.023767295064010138,0.0876753789800096,0.2618939467194045,-0.5946747487957559,1.6057767189218324,0.5213080951767252,-0.1390306367787827,-0.08106829285400065,-0.0025551002371633678,-6.573490957546195E-4,-0.08960073719783432,-0.09496781576000368,8.239722209127903,-0.3664976612301029,1.6313480148180683,0.08770492241029526,0.3256274160309795,-0.14253365141021618,0.5913197162089202,0.21584424536490943
65,28878.924299799844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7229572516913074,0.0,1.2219512910543546,-0.1726310366588418,0.07833917592014757,0.9311930188413339,-0.31270974789404665,0.04887829712024032,0.31850818528940084,0.055487512250901705,-0.008930866107597257,-2.9624980802777316,-2.1060490621047667,1.5459733688962558,-0.23378806367532753,0.16796527865889666,0.4230107705282644,0.39112509182796457,0.7897597083060802,1.0302449107811473,-0.5464488846845098,-0.9154944101097253,-3.3685490990586264,-0.5132131111781808,0.35858789189444523,-0.0997138249166099,-0.6078569949517872,-0.5036542490114226,-0.009261634544926156,1.7893486611733633,0.5519402304490675,-0.3812573592295527,-0.6727089688249517,1.1000242676588798,-1.596478106312357,0.5351422366708856,0.020756442006735598,0.08853440187248353,0.2634077855152116,-0.5892316403098836,1.6117350970003876,0.5166144536551426,-0.14372466851380555,-0.09068580027983049,-0.0025381029319990027,-6.436772179738657E-4,-0.08935388559302086,-0.09352087230968774,8.519871463738362,-0.3731171148642032,1.683343959175495,0.0762094056149187,0.33444708972657644,-0.13340656732253975,0.6175663034092616,0.22009485951623822
66,28877.023521145973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7207652796943762,0.0,1.2169948947341358,-0.17518859497649267,0.07592428988647724,0.9312700686622865,-0.3105387639653898,0.04947867004452336,0.3192462703997807,0.0550745114768988,-0.00897757318622626,-2.962543222171593,-2.1099104839418072,1.547519585906086,-0.2345398386455529,0.17048750710458857,0.420835425503505,0.3846534417267784,0.7917091805655624,1.0240367849366836,-0.5398502611342487,-0.9198208685245931,-3.363671298544106,-0.4567791538293301,0.3599540249709648,-0.10038790431320985,-0.6283648685567255,-0.4987390731514917,-0.005181800527311103,1.780162215819536,0.5478809921742667,-0.37955024242234614,-0.6482225001772818,1.0968973822680599,-1.579959949088796,0.5339483138050642,0.019815036629457394,0.10213485440138395,0.26243357642884485,-0.5893038217953331,1.6128001074783822,0.5132035563952517,-0.14656102467933763,-0.09761150992637724,-0.002525193749048643,-6.379270576363761E-4,-0.08899420401410921,-0.09168483942520554,9.321963439397628,-0.3872450234355763,1.8344544750861145,0.043372658450994236,0.33976432371267995,-0.10924705993761577,0.6433960195848623,0.23478078341476416
67,28876.26727111586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7232211437225233,0.0,1.2199317865705996,-0.1733750787499697,0.07693678317597671,0.932676413358355,-0.3108971769033431,0.04888019000673017,0.31942901977935173,0.055776082328608395,-0.00881519550365896,-2.95947727444471,-2.1131792533804954,1.54655906404053,-0.23516678997863177,0.16600876108398024,0.42156773601458974,0.3847314027765692,0.7844964074311873,1.0279400728728831,-0.5458690986402928,-0.9190464107383811,-3.3502202329030113,-0.44616836915839625,0.35807910243948815,-0.09764993897185065,-0.6382657522175542,-0.4970315080639765,-0.011376512380801212,1.7654486117873054,0.5471504068843593,-0.3781163326909398,-0.6412697784334742,1.0959262239967578,-1.5831044228865458,0.5343430311653606,0.021150572643565492,0.10513951736372695,0.26254348233185615,-0.5895978452763301,1.6101216588278797,0.5136000178466332,-0.14537573524334169,-0.0946675429488709,-0.002519306994653827,-6.372076798223852E-4,-0.08865744513891613,-0.0909972862370398,9.750481111092459,-0.3906676829980689,1.9109392385616544,0.028175877011539844,0.349275612241138,-0.10481636396799672,0.6494162526961637,0.24101924033895422
